Produce_batch,Num_Messages,Number_APoints/Msg,KB_Transfered,KB/sec,TimeStamp
0,5000,0,5000,0.0,0.0,20171108-105724
5000,10000,1,5000,310.0,5916.50242988,20171108-105724
0,5000,2,5000,621.0,5708.08677415,20171108-105725
5000,10000,3,5000,931.0,4616.06672845,20171108-105725
10000,15000,4,5000,1242.0,4408.08549916,20171108-105725
15000,20000,5,5000,1553.0,4280.96247871,20171108-105725
20000,25000,6,5000,1859.0,4856.70470328,20171108-105725
25000,30000,7,5000,2173.0,5298.16573774,20171108-105725
30000,35000,8,5000,2481.0,5581.34013717,20171108-105725
35000,40000,9,5000,2793.0,5785.19547069,20171108-105725
40000,45000,10,5000,3098.0,6160.79757436,20171108-105725
45000,50000,11,5000,3405.0,6514.86418172,20171108-105725
50000,55000,12,5000,3717.0,6802.7463529,20171108-105725
55000,60000,13,5000,4029.0,7115.38350146,20171108-105725
60000,65000,14,5000,4339.0,7404.67830589,20171108-105725
65000,70000,15,5000,4650.0,7680.98601367,20171108-105725
70000,75000,16,5000,4969.0,7898.63511078,20171108-105725
75000,80000,17,5000,5282.0,8092.53933816,20171108-105725
80000,85000,18,5000,5591.0,8271.21328369,20171108-105725
85000,90000,19,5000,5904.0,8444.23928919,20171108-105725
90000,95000,20,5000,6212.0,8595.67634882,20171108-105725
95000,100000,21,5000,6515.0,8731.11426795,20171108-105725
0,5000,22,5000,6822.0,7280.35671317,20171108-105725
5000,10000,23,5000,7139.0,6685.69073903,20171108-105726
10000,15000,24,5000,7455.0,6221.61492987,20171108-105726
15000,20000,25,5000,7755.0,6063.06039755,20171108-105726
20000,25000,26,5000,8054.0,6070.58295697,20171108-105726
25000,30000,27,5000,8366.0,6087.20185536,20171108-105726
30000,35000,28,5000,8679.0,6066.52890363,20171108-105726
35000,40000,29,5000,8988.0,6078.74359661,20171108-105726
40000,45000,30,5000,9296.0,6090.58971401,20171108-105726
45000,50000,31,5000,9612.0,6105.76101757,20171108-105726
50000,55000,32,5000,9928.0,6119.34810189,20171108-105726
55000,60000,33,5000,10238.0,6127.95954926,20171108-105726
60000,65000,34,5000,10547.0,6136.67982322,20171108-105726
65000,70000,35,5000,10865.0,6251.20891614,20171108-105726
70000,75000,36,5000,11184.0,6363.70401247,20171108-105726
75000,80000,37,5000,11500.0,6458.83070041,20171108-105726
80000,85000,38,5000,11816.0,6551.93391047,20171108-105726
85000,90000,39,5000,12118.0,6633.39555268,20171108-105726
90000,95000,40,5000,12421.0,6682.8289561,20171108-105726
95000,100000,41,5000,12736.0,6738.86369,20171108-105726
100000,105000,42,5000,13051.0,6834.03667293,20171108-105726
105000,110000,43,5000,13368.0,6927.37281155,20171108-105726
110000,115000,44,5000,13685.0,7020.50906138,20171108-105726
115000,120000,45,5000,14002.0,7097.17377903,20171108-105726
120000,125000,46,5000,14319.0,7143.63067369,20171108-105726
125000,130000,47,5000,14632.0,7190.22138846,20171108-105726
130000,135000,48,5000,14945.0,7259.44619685,20171108-105726
135000,140000,49,5000,15248.0,7322.50370872,20171108-105727
