#TIME Node0_NumHit Node1_NumHit Node0_NumMiss Node1_NumMiss Node0_Local Node1_Local Node0_Other Node1_Other Node0_Free Node1_Free Node0_Used Node1_Used
1481759393 10345825 9361365 1 1936 10342895 9348999 2932 14302 14756.34 13543.50 1578.26 2840.54
1481759394 10345855 9361396 1 1936 10342924 9349030 2932 14302 14755.66 13543.35 1578.52 2840.62
1481759395 10345887 9361426 1 1936 10342956 9349060 2932 14302 14755.93 13543.42 1578.66 2840.17
1481759397 10345920 9361456 1 1936 10342989 9349090 2932 14302 14755.36 13543.07 1578.45 2840.54
1481759398 10345951 9361486 1 1936 10343021 9349120 2932 14302 14754.60 13543.01 1579.23 2840.97
1481759399 10345983 9361518 1 1936 10343052 9349152 2932 14302 14755.45 13543.43 1578.73 2840.16
1481759400 10346035 9361560 1 1936 10343104 9349193 2932 14302 14748.31 13542.01 1585.97 2841.95
1481759401 10346091 9361620 1 1936 10343160 9349254 2932 14302 14729.28 13535.93 1605.35 2848.07
1481759402 10346121 9361661 1 1936 10343190 9349295 2932 14302 14728.34 13529.30 1605.98 2854.68
1481759406 10346153 9361802 1 1936 10343223 9349436 2932 14302 14728.20 13499.31 1606.05 2884.32
1481759407 10346197 9362037 1 1936 10343266 9349671 2932 14302 14727.40 13392.70 1607.19 2991.32
1481759408 10346230 9362136 1 1936 10343299 9349770 2932 14302 14727.03 13325.66 1607.59 3058.34
1481759409 10346262 9362234 1 1936 10343331 9349868 2932 14302 14726.75 13261.07 1607.13 3122.53
1481759411 10346295 9362385 1 1936 10343364 9350019 2932 14302 14727.97 13139.62 1607.05 3248.03
1481759412 10346328 9362514 1 1936 10343397 9350148 2932 14302 14726.65 13045.93 1607.59 3337.70
1481759413 10346359 9362637 1 1936 10343428 9350271 2932 14302 14727.18 12955.52 1607.43 3434.60
1481759414 10346389 9362751 1 1936 10343458 9350385 2932 14302 14726.79 12876.17 1607.02 3507.43
1481759415 10346424 9362848 1 1936 10343493 9350482 2932 14302 14727.39 12810.23 1607.21 3573.48
1481759416 10346456 9362944 1 1936 10343525 9350578 2932 14302 14726.31 12746.97 1607.62 3637.05
1481759417 10346487 9363057 1 1936 10343556 9350690 2932 14302 14727.04 12668.30 1607.19 3715.73
1481759418 10346520 9363161 1 1936 10343589 9350795 2932 14302 14727.41 12595.55 1607.18 3788.48
1481759420 10346552 9363272 1 1936 10343621 9350906 2932 14302 14726.75 12517.01 1608.25 3867.02
1481759421 10346584 9363375 1 1936 10343653 9351009 2932 14302 14727.43 12448.32 1607.29 3935.86
1481759422 10346614 9363486 1 1936 10343683 9351120 2932 14302 14727.47 12370.37 1607.55 4013.20
1481759423 10346645 9363619 1 1936 10343714 9351253 2932 14302 14726.66 12271.44 1607.99 4112.20
1481759424 10346677 9363714 1 1936 10343746 9351347 2932 14302 14726.96 12212.63 1606.88 4171.38
1481759426 10346709 9363802 1 1936 10343778 9351436 2932 14302 14727.32 12155.65 1607.27 4227.57
1481759427 10346744 9363869 1 1936 10343813 9351503 2932 14302 14727.31 12118.81 1607.29 4265.21
1481759428 10346774 9363976 1 1936 10343843 9351610 2932 14302 14727.24 12042.09 1607.37 4341.95
1481759430 10346810 9364050 1 1936 10343879 9351684 2932 14302 14727.04 12002.46 1607.57 4381.55
1481759431 10346840 9364166 1 1936 10343909 9351800 2932 14302 14727.61 11920.14 1606.23 4463.10
1481759432 10346873 9364274 1 1936 10343942 9351908 2932 14302 14727.18 11845.50 1607.09 4538.48
1481759433 10346905 9364421 1 1936 10343974 9352055 2932 14302 14727.91 11730.82 1607.05 4653.20
