,Atom,Style,Cores,Run,Overhead,DataInit,AdjList,ConnComp,TotalTime,SessionName,JsonName
36,262.0,Col,64.0,1.0,5.36867880821,2.6006629467,18.4334151745,7.74057078362,28.7746489048,SupSpColAlO_262Kn_64_1024_1,app-20170517101057-0000
37,262.0,Col,64.0,2.0,5.36972093582,2.59137606621,18.0619568825,7.75536704063,28.4086999893,SupSpColAlO_262Kn_64_1024_2,app-20170517101256-0000
38,262.0,Col,64.0,3.0,5.36811089516,2.64447999001,18.808221817,7.77000617981,29.2227079868,SupSpColAlO_262Kn_64_1024_3,app-20170517101509-0000
39,262.0,Col,256.0,1.0,5.36742305756,2.61071610451,593.532747984,7.79755496979,603.941019058,SupSpColAlO_262Kn_256_1024_1,app-20170517104703-0000
40,262.0,Col,256.0,2.0,5.36620116234,2.62154197693,8.84286808968,7.63819479942,19.102604866,SupSpColAlO_262Kn_256_1024_2,app-20170517105934-0000
41,262.0,Col,256.0,3.0,5.36410403252,2.62239694595,8.70628404617,7.99284100533,19.3215219975,SupSpColAlO_262Kn_256_1024_3,app-20170517110245-0000
42,262.0,Col,1024.0,1.0,5.37530899048,2.62385296822,333.697381973,8.11113190651,344.432366848,SupSpColAlO_262Kn_1024_1024_1,app-20170517131535-0000
43,262.0,Col,1024.0,2.0,5.37323212624,2.63790893555,338.65914607,7.79916596413,349.09622097,SupSpColAlO_262Kn_1024_1024_2,app-20170517132651-0000
44,262.0,Col,1024.0,3.0,5.37209105492,2.63614702225,378.789912939,7.9123711586,389.33843112,SupSpColAlO_262Kn_1024_1024_3,app-20170517133816-0000
45,262.0,Pcc,64.0,1.0,5.35664796829,0.0159900188446,666.054577112,0.00424289703369,666.074810028,SupSpPccAlO_262Kn_64_1024_1,app-20170516193153-0000
46,262.0,Pcc,64.0,2.0,5.35583281517,0.0190200805664,229.064517975,0.00442409515381,229.087962151,SupSpPccAlO_262Kn_64_1024_2,app-20170516194454-0000
47,262.0,Pcc,64.0,3.0,5.35845899582,0.0185830593109,832.431344032,0.00426506996155,832.454192162,SupSpPccAlO_262Kn_64_1024_3,app-20170516195033-0000
48,262.0,Pcc,256.0,1.0,5.35446000099,0.0175580978394,84.9101150036,0.00407385826111,84.9317469597,SupSpPccAlO_262Kn_256_1024_1,app-20170516213922-0000
49,262.0,Pcc,256.0,2.0,5.35486006737,0.0184669494629,495.53134203,0.00417399406433,495.553982973,SupSpPccAlO_262Kn_256_1024_2,app-20170516214256-0000
50,262.0,Pcc,256.0,3.0,5.35451102257,0.0198800563812,76.405369997,0.00411081314087,76.4293608665,SupSpPccAlO_262Kn_256_1024_3,app-20170516215325-0000
51,262.0,Pcc,1024.0,1.0,5.37335705757,0.0185279846191,46.6326739788,0.00433897972107,46.6555409431,SupSpPccAlO_262Kn_1024_1024_1,app-20170516231836-0000
52,262.0,Pcc,1024.0,2.0,5.36677312851,0.0186369419098,421.325291157,0.00389981269836,421.347827911,SupSpPccAlO_262Kn_1024_1024_2,app-20170516233317-0000
53,262.0,Pcc,1024.0,3.0,5.368090868,0.0179979801178,39.7972309589,0.00428891181946,39.8195178509,SupSpPccAlO_262Kn_1024_1024_3,app-20170516234552-0000
54,524.0,Br,64.0,1.0,5.35346007347,2.46754002571,114.431292057,15.0930669308,131.991899014,SupSpBrAlO_524Kn_64_1024_1,app-20170516125838-0000
55,524.0,Br,64.0,2.0,5.35760307312,2.46650695801,1052.601578,15.2150189877,1070.28310394,SupSpBrAlO_524Kn_64_1024_2,app-20170516130241-0000
56,524.0,Br,64.0,3.0,5.35488605499,2.48052811623,304.141769886,15.1678869724,321.790184975,SupSpBrAlO_524Kn_64_1024_3,app-20170516132233-0000
57,524.0,Br,256.0,1.0,5.35953187943,2.48859786987,1076.43234801,15.27495718,1094.19590306,SupSpBrAlO_524Kn_256_1024_1,app-20170516141330-0000
58,524.0,Br,256.0,2.0,5.35892105103,2.57846808434,862.396087885,15.4851691723,880.459725142,SupSpBrAlO_524Kn_256_1024_2,app-20170516143351-0000
59,524.0,Br,256.0,3.0,5.35393190384,2.48336482048,1105.32979202,15.5634901524,1123.376647,SupSpBrAlO_524Kn_256_1024_3,app-20170516145049-0000
60,524.0,Br,1024.0,1.0,5.35801100731,2.48689007759,1488.87762308,15.6677160263,1507.03222919,SupSpBrAlO_524Kn_1024_1024_1,app-20170516160719-0000
61,524.0,Br,1024.0,2.0,5.35888004303,2.57469105721,919.187556982,15.5165798664,937.278827906,SupSpBrAlO_524Kn_1024_1024_2,app-20170516163809-0000
62,524.0,Br,1024.0,3.0,5.35956811905,2.49244403839,824.153167009,15.3941180706,842.039729118,SupSpBrAlO_524Kn_1024_1024_3,app-20170516165927-0000
63,524.0,Col,64.0,1.0,5.36411809921,3.06077885628,267.704460144,15.9738960266,286.739135027,SupSpColAlO_524Kn_64_1024_1,app-20170517101720-0000
64,524.0,Col,64.0,2.0,5.36571598053,5.96963882446,130.776190042,15.9500341415,152.695863008,SupSpColAlO_524Kn_64_1024_2,app-20170517102359-0000
65,524.0,Col,64.0,3.0,5.36482095718,2.95444703102,276.799783945,15.9330239296,295.687254906,SupSpColAlO_524Kn_64_1024_3,app-20170517102822-0000
66,524.0,Col,256.0,1.0,5.36627697945,2.97681212425,1379.78699398,16.3486130238,1399.11241913,SupSpColAlO_524Kn_256_1024_1,app-20170517110621-0000
67,524.0,Col,256.0,2.0,5.36926603317,2.95785498619,1118.37164712,16.0073599815,1137.33686209,SupSpColAlO_524Kn_256_1024_2,app-20170517113202-0000
68,524.0,Col,256.0,3.0,5.38124299049,2.96022105217,1171.0944109,15.8919610977,1189.94659305,SupSpColAlO_524Kn_256_1024_3,app-20170517115321-0000
69,524.0,Col,1024.0,1.0,5.36954808235,2.97418403625,1002.91208696,17.6359848976,1023.5222559,SupSpColAlO_524Kn_1024_1024_1,app-20170517135011-0000
70,524.0,Col,1024.0,2.0,5.37568998337,2.97583007812,1349.27223897,17.4100029469,1369.65807199,SupSpColAlO_524Kn_1024_1024_2,app-20170517141251-0000
71,524.0,Col,1024.0,3.0,5.37035608292,3.02696418762,966.695330858,17.0878930092,986.810188055,SupSpColAlO_524Kn_1024_1024_3,app-20170517144122-0000
72,524.0,Pcc,64.0,1.0,5.35909080505,0.0318238735199,2111.3931601,0.0203349590302,2111.44531894,SupSpPccAlO_524Kn_64_1024_1,app-20170516200618-0000
73,524.0,Pcc,64.0,2.0,5.35744309425,0.0344369411469,1621.02802706,0.0205819606781,1621.08304596,SupSpPccAlO_524Kn_64_1024_2,app-20170516204319-0000
74,524.0,Pcc,64.0,3.0,5.36072087288,0.031357049942,895.935562849,0.0207300186157,895.987649918,SupSpPccAlO_524Kn_64_1024_3,app-20170516211219-0000
75,524.0,Pcc,256.0,1.0,5.35757112503,0.0295920372009,1087.22816515,0.0205299854279,1087.27828717,SupSpPccAlO_524Kn_256_1024_1,app-20170516215653-0000
76,524.0,Pcc,256.0,2.0,5.3595688343,0.0304179191589,1103.8985641,0.0201239585876,1103.94910598,SupSpPccAlO_524Kn_256_1024_2,app-20170516221708-0000
77,524.0,Pcc,256.0,3.0,5.36024618149,0.0339558124542,982.126145124,0.0199279785156,982.180028915,SupSpPccAlO_524Kn_256_1024_3,app-20170516223733-0000
78,524.0,Pcc,1024.0,1.0,5.37383794785,0.0312528610229,924.956552982,0.020690202713,925.008496046,SupSpPccAlO_524Kn_1024_1024_1,app-20170516235636-0000
79,524.0,Pcc,1024.0,2.0,5.37284588814,0.0345470905304,1595.39592791,0.0208439826965,1595.45131898,SupSpPccAlO_524Kn_1024_1024_2,app-20170517001733-0000
80,524.0,Pcc,1024.0,3.0,5.37368083,0.0164670944214,949.835741043,0.020213842392,949.87242198,SupSpPccAlO_524Kn_1024_1024_3,app-20170517004941-0000
