,Atom,Style,Cores,Run,Overhead,DataInit,AdjList,ConnComp,TotalTime,SessionName,JsonName
0,131.0,Br,64.0,1.0,5.35763192177,2.47008490562,52.5007681847,3.74180698395,58.7126600742,SupSpBrAlO_131Kn_64_1024_1,app-20170516123332-0000
1,131.0,Br,64.0,2.0,5.35446000099,2.40904092789,102.280776978,3.78055214882,108.470370054,SupSpBrAlO_131Kn_64_1024_2,app-20170516123617-0000
2,131.0,Br,64.0,3.0,5.36020588875,2.42380309105,51.9730448723,3.71505498886,58.1119029522,SupSpBrAlO_131Kn_64_1024_3,app-20170516123954-0000
3,131.0,Br,256.0,1.0,5.3815100193,2.44467115402,122.695833921,3.83399009705,128.974495173,SupSpBrAlO_131Kn_256_1024_1,app-20170516133013-0000
4,131.0,Br,256.0,2.0,5.35659718513,2.43803405762,5.37538695335,3.73459100723,11.5480120182,SupSpBrAlO_131Kn_256_1024_2,app-20170516133435-0000
5,131.0,Br,256.0,3.0,5.35398006439,2.42307186127,5.05416297913,3.74629616737,11.2235310078,SupSpBrAlO_131Kn_256_1024_3,app-20170516133654-0000
6,131.0,Br,1024.0,1.0,5.36066603661,2.4365029335,7.14278793335,3.88295602798,13.4622468948,SupSpBrAlO_131Kn_1024_1024_1,app-20170516151315-0000
7,131.0,Br,1024.0,2.0,5.35923409462,5.46448588371,139.383191109,3.84450101852,148.692178011,SupSpBrAlO_131Kn_1024_1024_2,app-20170516151723-0000
8,131.0,Br,1024.0,3.0,5.35559391975,2.41762089729,93.5334041119,3.83169388771,99.7827188969,SupSpBrAlO_131Kn_1024_1024_3,app-20170516152334-0000
9,131.0,Col,64.0,1.0,5.37407803535,2.52268195152,7.05301499367,3.78437900543,13.3600759506,SupSpColAlO_131Kn_64_1024_1,app-20170517100517-0000
10,131.0,Col,64.0,2.0,5.37123513222,2.45537209511,6.97384500504,3.75431489944,13.1835319996,SupSpColAlO_131Kn_64_1024_2,app-20170517100709-0000
11,131.0,Col,64.0,3.0,5.36369490623,2.47434997559,7.19354009628,3.83652305603,13.5044131279,SupSpColAlO_131Kn_64_1024_3,app-20170517100857-0000
12,131.0,Col,256.0,1.0,5.36570501328,2.53289699554,167.892831087,3.77111911774,174.1968472,SupSpColAlO_131Kn_256_1024_1,app-20170517103515-0000
13,131.0,Col,256.0,2.0,5.36614489555,2.46977210045,143.616307974,3.90872502327,149.994805098,SupSpColAlO_131Kn_256_1024_2,app-20170517104018-0000
14,131.0,Col,256.0,3.0,5.36361408234,2.49704313278,4.69090485573,3.72562098503,10.9135689735,SupSpColAlO_131Kn_256_1024_3,app-20170517104435-0000
15,131.0,Col,1024.0,1.0,5.37145900726,2.54974102974,152.416543961,3.79532194138,158.761606932,SupSpColAlO_131Kn_1024_1024_1,app-20170517125157-0000
16,131.0,Col,1024.0,2.0,5.37064695358,2.5142519474,6.09140896797,3.85842299461,12.46408391,SupSpColAlO_131Kn_1024_1024_2,app-20170517130011-0000
17,131.0,Col,1024.0,3.0,5.37174391747,2.52083086967,235.012228012,3.85885691643,241.391915798,SupSpColAlO_131Kn_1024_1024_3,app-20170517130602-0000
18,131.0,Pcc,64.0,1.0,5.36187291145,0.0120840072632,61.4552259445,0.00424695014954,61.4715569019,SupSpPccAlO_131Kn_64_1024_1,app-20170516192320-0000
19,131.0,Pcc,64.0,2.0,5.35407185555,0.01251912117,62.3797860146,0.00410008430481,62.39640522,SupSpPccAlO_131Kn_64_1024_2,app-20170516192604-0000
20,131.0,Pcc,64.0,3.0,5.3588821888,0.0123109817505,63.1571829319,0.00422310829163,63.1737170219,SupSpPccAlO_131Kn_64_1024_3,app-20170516192859-0000
21,131.0,Pcc,256.0,1.0,5.36479401588,0.0124640464783,23.8498570919,0.00482892990112,23.8671500683,SupSpPccAlO_131Kn_256_1024_1,app-20170516212925-0000
22,131.0,Pcc,256.0,2.0,5.35333204269,0.012323141098,23.9769539833,0.00475788116455,23.9940350056,SupSpPccAlO_131Kn_256_1024_2,app-20170516213202-0000
23,131.0,Pcc,256.0,3.0,5.35751605034,0.0118470191956,161.297646999,0.0044059753418,161.313899994,SupSpPccAlO_131Kn_256_1024_3,app-20170516213437-0000
24,131.0,Pcc,1024.0,1.0,5.35876011848,0.0111880302429,161.419254065,0.00403189659119,161.434473991,SupSpPccAlO_131Kn_1024_1024_1,app-20170516225738-0000
25,131.0,Pcc,1024.0,2.0,5.36342096329,0.0122079849243,56.3003499508,0.00440192222595,56.3169598579,SupSpPccAlO_131Kn_1024_1024_2,app-20170516230550-0000
26,131.0,Pcc,1024.0,3.0,5.35990810394,0.011265039444,33.1088550091,0.004714012146,33.1248340607,SupSpPccAlO_131Kn_1024_1024_3,app-20170516231221-0000
27,262.0,Br,64.0,1.0,5.35421991348,3.98292613029,103.775065899,7.37907505035,115.13706708,SupSpBrAlO_262Kn_64_1024_1,app-20170516124236-0000
28,262.0,Br,64.0,2.0,5.35785198212,2.44739508629,214.514633894,7.32800197601,224.290030956,SupSpBrAlO_262Kn_64_1024_2,app-20170516124621-0000
29,262.0,Br,64.0,3.0,5.35544300079,2.46647286415,274.904937983,7.27152204514,284.642932892,SupSpBrAlO_262Kn_64_1024_3,app-20170516125201-0000
30,262.0,Br,256.0,1.0,5.35106396675,2.47713088989,668.64587903,7.2895359993,678.412545919,SupSpBrAlO_262Kn_256_1024_1,app-20170516133913-0000
31,262.0,Br,256.0,2.0,5.3563079834,2.52491807938,885.403691053,7.31459307671,895.243202209,SupSpBrAlO_262Kn_256_1024_2,app-20170516135249-0000
32,262.0,Br,256.0,3.0,5.35648798943,2.44840502739,52.4068958759,7.420814991,62.2761158943,SupSpBrAlO_262Kn_256_1024_3,app-20170516141007-0000
33,262.0,Br,1024.0,1.0,5.36440896988,2.49007487297,466.634071112,7.39711999893,476.521265984,SupSpBrAlO_262Kn_1024_1024_1,app-20170516152905-0000
34,262.0,Br,1024.0,2.0,5.36050415039,2.51075196266,808.382116079,7.7072520256,818.600120068,SupSpBrAlO_262Kn_1024_1024_2,app-20170516154049-0000
35,262.0,Br,1024.0,3.0,5.36041688919,2.43861699104,299.730854988,7.35194683075,309.52141881,SupSpBrAlO_262Kn_1024_1024_3,app-20170516155817-0000
