Number_Clusters,Number_Points_per_Cluster,Number_Dim,Number_Points_per_Message,Interval,Number_Partitions, Time
100,100,3,5000,120,48,0.16359
100,1000,3,5000,120,48,0.55645
100,10000,3,5000,120,48,5.96786
100,100000,3,5000,120,48,62.41732
100,1000000,3,5000,120,48,654.44170
