BatchTime, SubmissionTime, SchedulingDelay, TotalDelay, NumberRecords, Scenario
1508264220000 ms, 2017-10-17T13:17:02, 5, 2626, 0,1_Producer_Count
1508264280000 ms, 2017-10-17T13:18:00, 1, 1337, 0,1_Producer_Count
1508264340000 ms, 2017-10-17T13:19:00, 1, 1399, 0,1_Producer_Count
1508264400000 ms, 2017-10-17T13:20:00, 1, 1269, 0,1_Producer_Count
1508264460000 ms, 2017-10-17T13:21:00, 1, 1257, 0,1_Producer_Count
1508264520000 ms, 2017-10-17T13:22:00, 1, 1340, 0,1_Producer_Count
1508264580000 ms, 2017-10-17T13:23:00, 1, 1245, 0,1_Producer_Count
1508264640000 ms, 2017-10-17T13:24:05, 1, 14590, 2068,1_Producer_Count
1508264700000 ms, 2017-10-17T13:25:14, 1, 42626, 6337,1_Producer_Count
1508264760000 ms, 2017-10-17T13:26:11, 0, 33074, 5205,1_Producer_Count
1508264820000 ms, 2017-10-17T13:27:14, 1, 37489, 6386,1_Producer_Count
1508264880000 ms, 2017-10-17T13:28:16, 0, 40899, 6658,1_Producer_Count
1508264940000 ms, 2017-10-17T13:29:14, 1, 41018, 7055,1_Producer_Count
1508265000000 ms, 2017-10-17T13:30:13, 0, 37228, 6401,1_Producer_Count
1508265060000 ms, 2017-10-17T13:31:14, 1, 38588, 6372,1_Producer_Count
1508265120000 ms, 2017-10-17T13:32:14, 0, 39300, 6470,1_Producer_Count
1508265180000 ms, 2017-10-17T13:33:16, 0, 41948, 6921,1_Producer_Count
1508265240000 ms, 2017-10-17T13:34:16, 1, 41151, 6877,1_Producer_Count
1508265300000 ms, 2017-10-17T13:35:17, 1, 42724, 7171,1_Producer_Count
1508265360000 ms, 2017-10-17T13:36:13, 1, 36368, 6078,1_Producer_Count
1508265420000 ms, 2017-10-17T13:37:05, 0, 12835, 2077,1_Producer_Count
1508265480000 ms, 2017-10-17T13:38:03, 1, 8684, 1247,1_Producer_Count
1508265540000 ms, 2017-10-17T13:39:02, 0, 8562, 1154,1_Producer_Count
1508265600000 ms, 2017-10-17T13:40:03, 1, 9179, 1279,1_Producer_Count
1508265660000 ms, 2017-10-17T13:41:03, 0, 9644, 1246,1_Producer_Count
1508265720000 ms, 2017-10-17T13:42:02, 0, 8510, 1129,1_Producer_Count
1508265780000 ms, 2017-10-17T13:43:02, 0, 5577, 757,1_Producer_Count
1508265840000 ms, 2017-10-17T13:44:00, 0, 1188, 0,1_Producer_Count
1508265900000 ms, 2017-10-17T13:45:00, 1, 1219, 0,1_Producer_Count
1508265960000 ms, 2017-10-17T13:46:00, 0, 1201, 0,1_Producer_Count
1508266020000 ms, 2017-10-17T13:47:00, 1, 1218, 0,1_Producer_Count
1508266080000 ms, 2017-10-17T13:48:00, 0, 1186, 0,1_Producer_Count
1508266140000 ms, 2017-10-17T13:49:00, 0, 1182, 0,1_Producer_Count
1508266200000 ms, 2017-10-17T13:50:00, 1, 1191, 0,1_Producer_Count
1508266260000 ms, 2017-10-17T13:51:00, 0, 1206, 0,1_Producer_Count
1508266320000 ms, 2017-10-17T13:52:00, 0, 1184, 0,1_Producer_Count
1508266380000 ms, 2017-10-17T13:53:00, 0, 1234, 0,1_Producer_Count
1508266440000 ms, 2017-10-17T13:54:00, 1, 1185, 0,1_Producer_Count
1508266500000 ms, 2017-10-17T13:55:00, 0, 1216, 0,1_Producer_Count
1508266560000 ms, 2017-10-17T13:56:00, 1, 1181, 0,1_Producer_Count
1508266620000 ms, 2017-10-17T13:57:00, 1, 1199, 0,1_Producer_Count
1508266680000 ms, 2017-10-17T13:58:00, 0, 1191, 0,1_Producer_Count
