Executable,Number_Messages,Nodes,TTC,Throughput,System,parallel_tasks,Partitions,Dask-Config,Dask_Nodes
PeakFinder,500,1.0,57.7937979698,8.65144734494,Wrangler,21,24,kafka-gpfs-producer_linger_5s,1.0
PeakFinder,500,1.0,59.3295190334,8.42750806253,Wrangler,22,24,kafka-gpfs-producer_linger_5s,1.0
PeakFinder,500,1.0,59.7184150219,8.37262676541,Wrangler,23,24,kafka-gpfs-producer_linger_5s,1.0
PeakFinder,500,1.0,34.4927060604,14.4958183079,Wrangler,24,24,kafka-gpfs-producer_linger_5s,1.0
PeakFinder,500,1.0,94.5055048466,5.29069709549,Wrangler,1,48,kafka-gpfs-producer_linger_5s,1.0
PeakFinder,500,1.0,56.6341547966,8.82859471984,Wrangler,2,48,kafka-gpfs-producer_linger_5s,1.0
PeakFinder,500,1.0,48.1632070541,10.3813684881,Wrangler,3,48,kafka-gpfs-producer_linger_5s,1.0
PeakFinder,500,1.0,42.2047088146,11.8470193029,Wrangler,4,48,kafka-gpfs-producer_linger_5s,1.0
PeakFinder,500,1.0,37.8797440529,13.1996668009,Wrangler,5,48,kafka-gpfs-producer_linger_5s,1.0
PeakFinder,500,1.0,36.0953741074,13.852190547,Wrangler,6,48,kafka-gpfs-producer_linger_5s,1.0
PeakFinder,500,1.0,34.2512440681,14.5980099002,Wrangler,7,48,kafka-gpfs-producer_linger_5s,1.0
PeakFinder,500,1.0,33.9978830814,14.7067980322,Wrangler,8,48,kafka-gpfs-producer_linger_5s,1.0
PeakFinder,500,1.0,33.0254819393,15.1398244822,Wrangler,9,48,kafka-gpfs-producer_linger_5s,1.0
PeakFinder,500,1.0,33.7939670086,14.7955402771,Wrangler,10,48,kafka-gpfs-producer_linger_5s,1.0
PeakFinder,500,1.0,31.9246370792,15.6618851691,Wrangler,11,48,kafka-gpfs-producer_linger_5s,1.0
PeakFinder,500,1.0,50.4765198231,9.90559574536,Wrangler,12,48,kafka-gpfs-producer_linger_5s,1.0
PeakFinder,500,1.0,46.914039135,10.657790487,Wrangler,13,48,kafka-gpfs-producer_linger_5s,1.0
PeakFinder,500,1.0,60.5388391018,8.25916068789,Wrangler,14,48,kafka-gpfs-producer_linger_5s,1.0
PeakFinder,500,1.0,33.9803330898,14.7143937253,Wrangler,15,48,kafka-gpfs-producer_linger_5s,1.0
PeakFinder,500,1.0,59.6314768791,8.38483341631,Wrangler,16,48,kafka-gpfs-producer_linger_5s,1.0
PeakFinder,500,1.0,48.3643779755,10.3381873381,Wrangler,17,48,kafka-gpfs-producer_linger_5s,1.0
PeakFinder,500,1.0,58.5905880928,8.5337938443,Wrangler,18,48,kafka-gpfs-producer_linger_5s,1.0
PeakFinder,500,1.0,43.246505022,11.5616279222,Wrangler,19,48,kafka-gpfs-producer_linger_5s,1.0
PeakFinder,500,2.0,89.7303090096,5.57225318311,Wrangler,1,24,kafka-gpfs-producer_linger_5s,1.0
PeakFinder,500,2.0,53.8159408569,9.29092740995,Wrangler,2,24,kafka-gpfs-producer_linger_5s,1.0
PeakFinder,500,2.0,46.7521660328,10.6946916566,Wrangler,3,24,kafka-gpfs-producer_linger_5s,1.0
PeakFinder,500,2.0,43.7916948795,11.4176900751,Wrangler,4,24,kafka-gpfs-producer_linger_5s,1.0
PeakFinder,500,2.0,40.7764189243,12.2619889924,Wrangler,5,24,kafka-gpfs-producer_linger_5s,1.0
PeakFinder,500,2.0,39.8487989902,12.5474296006,Wrangler,6,24,kafka-gpfs-producer_linger_5s,1.0
PeakFinder,500,2.0,41.2434051037,12.1231503253,Wrangler,7,24,kafka-gpfs-producer_linger_5s,1.0
PeakFinder,500,2.0,37.6357340813,13.285246381,Wrangler,8,24,kafka-gpfs-producer_linger_5s,1.0
PeakFinder,500,2.0,38.0935659409,13.1255761347,Wrangler,9,24,kafka-gpfs-producer_linger_5s,1.0
PeakFinder,500,2.0,54.3602039814,9.19790514714,Wrangler,10,24,kafka-gpfs-producer_linger_5s,1.0
PeakFinder,500,2.0,33.4271359444,14.9579072773,Wrangler,11,24,kafka-gpfs-producer_linger_5s,1.0
PeakFinder,500,2.0,34.0714271069,14.6750530417,Wrangler,12,24,kafka-gpfs-producer_linger_5s,1.0
PeakFinder,500,2.0,39.2389059067,12.7424551844,Wrangler,13,24,kafka-gpfs-producer_linger_5s,1.0
PeakFinder,500,2.0,37.0265469551,13.5038247181,Wrangler,14,24,kafka-gpfs-producer_linger_5s,1.0
PeakFinder,500,2.0,39.1967470646,12.7561605859,Wrangler,15,24,kafka-gpfs-producer_linger_5s,1.0
PeakFinder,500,2.0,48.3066248894,10.3505471795,Wrangler,16,24,kafka-gpfs-producer_linger_5s,1.0
PeakFinder,500,2.0,32.5877580643,15.343184978,Wrangler,17,24,kafka-gpfs-producer_linger_5s,1.0
PeakFinder,500,2.0,38.7496759892,12.9033336986,Wrangler,18,24,kafka-gpfs-producer_linger_5s,1.0
PeakFinder,500,2.0,52.7157440186,9.48483245962,Wrangler,19,24,kafka-gpfs-producer_linger_5s,1.0
PeakFinder,500,2.0,37.7576270103,13.2423576265,Wrangler,20,24,kafka-gpfs-producer_linger_5s,1.0
PeakFinder,500,2.0,29.4354469776,16.9863226599,Wrangler,21,24,kafka-gpfs-producer_linger_5s,1.0
PeakFinder,500,2.0,62.5415120125,7.99468998927,Wrangler,22,24,kafka-gpfs-producer_linger_5s,1.0
PeakFinder,500,2.0,70.3496031761,7.10736063071,Wrangler,23,24,kafka-gpfs-producer_linger_5s,1.0
PeakFinder,500,2.0,49.3123950958,10.1394385535,Wrangler,24,24,kafka-gpfs-producer_linger_5s,1.0
PeakFinder,500,2.0,90.0366020203,5.55329709008,Wrangler,1,24,kafka-gpfs-producer_linger_5s,1.0
PeakFinder,500,2.0,54.3799908161,9.19455837517,Wrangler,2,24,kafka-gpfs-producer_linger_5s,1.0
PeakFinder,500,2.0,46.5116839409,10.7499870492,Wrangler,3,24,kafka-gpfs-producer_linger_5s,1.0
PeakFinder,500,2.0,41.9952089787,11.9061200589,Wrangler,4,24,kafka-gpfs-producer_linger_5s,1.0
PeakFinder,500,2.0,38.1878550053,13.0931679701,Wrangler,5,24,kafka-gpfs-producer_linger_5s,1.0
PeakFinder,500,2.0,38.3946859837,13.0226354817,Wrangler,6,24,kafka-gpfs-producer_linger_5s,1.0
PeakFinder,500,2.0,38.1822450161,13.0950917053,Wrangler,7,24,kafka-gpfs-producer_linger_5s,1.0
PeakFinder,500,2.0,43.9504098892,11.3764581778,Wrangler,8,24,kafka-gpfs-producer_linger_5s,1.0
PeakFinder,500,2.0,41.5937769413,12.0210290281,Wrangler,9,24,kafka-gpfs-producer_linger_5s,1.0
PeakFinder,500,2.0,38.6889209747,12.9235964044,Wrangler,10,24,kafka-gpfs-producer_linger_5s,1.0
PeakFinder,500,2.0,34.3734970093,14.5460905495,Wrangler,11,24,kafka-gpfs-producer_linger_5s,1.0
PeakFinder,500,2.0,46.8090088367,10.6817044929,Wrangler,12,24,kafka-gpfs-producer_linger_5s,1.0
PeakFinder,500,2.0,29.7772829533,16.7913238016,Wrangler,13,24,kafka-gpfs-producer_linger_5s,1.0
PeakFinder,500,2.0,39.9490189552,12.5159519076,Wrangler,14,24,kafka-gpfs-producer_linger_5s,1.0
PeakFinder,500,2.0,30.0216450691,16.6546502981,Wrangler,15,24,kafka-gpfs-producer_linger_5s,1.0
PeakFinder,500,2.0,47.4537169933,10.536582415,Wrangler,16,24,kafka-gpfs-producer_linger_5s,1.0
PeakFinder,500,2.0,57.1698310375,8.74587157118,Wrangler,17,24,kafka-gpfs-producer_linger_5s,1.0
PeakFinder,500,2.0,28.1267910004,17.7766457607,Wrangler,18,24,kafka-gpfs-producer_linger_5s,1.0
PeakFinder,500,2.0,47.5114440918,10.5237803135,Wrangler,19,24,kafka-gpfs-producer_linger_5s,1.0
PeakFinder,500,2.0,33.4298119545,14.9567099175,Wrangler,20,24,kafka-gpfs-producer_linger_5s,1.0
PeakFinder,500,2.0,31.1419160366,16.0555310538,Wrangler,21,24,kafka-gpfs-producer_linger_5s,1.0
PeakFinder,500,2.0,71.4570219517,6.99721295883,Wrangler,22,24,kafka-gpfs-producer_linger_5s,1.0
PeakFinder,500,2.0,66.6933510303,7.4969992102,Wrangler,23,24,kafka-gpfs-producer_linger_5s,1.0
PeakFinder,500,2.0,90.7913360596,5.50713340832,Wrangler,1,48,kafka-gpfs-producer_linger_5s,1.0
PeakFinder,500,2.0,54.459594965,9.18111859483,Wrangler,2,48,kafka-gpfs-producer_linger_5s,1.0
PeakFinder,500,2.0,47.2865290642,10.5738359295,Wrangler,3,48,kafka-gpfs-producer_linger_5s,1.0
PeakFinder,500,2.0,43.8030729294,11.4147242776,Wrangler,4,48,kafka-gpfs-producer_linger_5s,1.0
PeakFinder,500,2.0,39.7904160023,12.5658399744,Wrangler,5,48,kafka-gpfs-producer_linger_5s,1.0
PeakFinder,500,2.0,38.8845980167,12.8585616286,Wrangler,6,48,kafka-gpfs-producer_linger_5s,1.0
PeakFinder,500,2.0,52.960242033,9.44104446669,Wrangler,7,48,kafka-gpfs-producer_linger_5s,1.0
PeakFinder,500,2.0,37.5750849247,13.3066898186,Wrangler,8,48,kafka-gpfs-producer_linger_5s,1.0
PeakFinder,500,2.0,35.7857289314,13.97205017,Wrangler,9,48,kafka-gpfs-producer_linger_5s,1.0
PeakFinder,500,2.0,34.6865320206,14.4148166702,Wrangler,10,48,kafka-gpfs-producer_linger_5s,1.0
PeakFinder,500,2.0,48.4535310268,10.3191653818,Wrangler,11,48,kafka-gpfs-producer_linger_5s,1.0
PeakFinder,500,2.0,56.2786071301,8.88437055389,Wrangler,12,48,kafka-gpfs-producer_linger_5s,1.0
PeakFinder,500,2.0,35.1386740208,14.2293360217,Wrangler,13,48,kafka-gpfs-producer_linger_5s,1.0
PeakFinder,500,2.0,38.5363068581,12.9747773143,Wrangler,14,48,kafka-gpfs-producer_linger_5s,1.0
PeakFinder,500,2.0,53.2652509212,9.38698290822,Wrangler,15,48,kafka-gpfs-producer_linger_5s,1.0
PeakFinder,500,2.0,28.77389884,17.37685959,Wrangler,16,48,kafka-gpfs-producer_linger_5s,1.0
PeakFinder,500,2.0,43.3556540012,11.5325212252,Wrangler,17,48,kafka-gpfs-producer_linger_5s,1.0
PeakFinder,500,2.0,53.2185850143,9.3952140942,Wrangler,18,48,kafka-gpfs-producer_linger_5s,1.0
PeakFinder,500,2.0,27.5663669109,18.1380448724,Wrangler,19,48,kafka-gpfs-producer_linger_5s,1.0
PeakFinder,500,2.0,52.7721140385,9.47470096869,Wrangler,20,48,kafka-gpfs-producer_linger_5s,1.0
PeakFinder,500,2.0,62.1857569218,8.04042637334,Wrangler,21,48,kafka-gpfs-producer_linger_5s,1.0
PeakFinder,500,2.0,42.5510268211,11.7505977494,Wrangler,22,48,kafka-gpfs-producer_linger_5s,1.0
PeakFinder,500,2.0,57.5777959824,8.68390308224,Wrangler,23,48,kafka-gpfs-producer_linger_5s,1.0
PeakFinder,500,2.0,80.8671209812,6.18298257602,Wrangler,24,48,kafka-gpfs-producer_linger_5s,1.0
PeakFinder,500,2.0,93.8318040371,5.32868364976,Wrangler,1,48,kafka-gpfs-producer_linger_5s,1.0
PeakFinder,500,2.0,56.576720953,8.83755706548,Wrangler,2,48,kafka-gpfs-producer_linger_5s,1.0
PeakFinder,500,2.0,43.7527871132,11.4278434127,Wrangler,3,48,kafka-gpfs-producer_linger_5s,1.0
PeakFinder,500,2.0,40.8068561554,12.252842956,Wrangler,4,48,kafka-gpfs-producer_linger_5s,1.0
PeakFinder,500,2.0,36.3434782028,13.7576265323,Wrangler,5,48,kafka-gpfs-producer_linger_5s,1.0
PeakFinder,500,2.0,35.3393120766,14.1485493242,Wrangler,6,48,kafka-gpfs-producer_linger_5s,1.0
PeakFinder,500,2.0,33.0393571854,15.1334663442,Wrangler,7,48,kafka-gpfs-producer_linger_5s,1.0
PeakFinder,500,2.0,36.6091330051,13.6577940791,Wrangler,8,48,kafka-gpfs-producer_linger_5s,1.0
PeakFinder,500,2.0,36.0991139412,13.8507554732,Wrangler,9,48,kafka-gpfs-producer_linger_5s,1.0
PeakFinder,500,2.0,45.35293293,11.024645325,Wrangler,10,48,kafka-gpfs-producer_linger_5s,1.0
PeakFinder,500,2.0,34.8516349792,14.3465292316,Wrangler,11,48,kafka-gpfs-producer_linger_5s,1.0
PeakFinder,500,2.0,53.4203569889,9.35972779261,Wrangler,12,48,kafka-gpfs-producer_linger_5s,1.0
PeakFinder,500,2.0,38.4958090782,12.9884268437,Wrangler,13,48,kafka-gpfs-producer_linger_5s,1.0
PeakFinder,500,2.0,48.222661972,10.368569041,Wrangler,14,48,kafka-gpfs-producer_linger_5s,1.0
PeakFinder,500,2.0,68.9945108891,7.24695332364,Wrangler,15,48,kafka-gpfs-producer_linger_5s,1.0
PeakFinder,500,2.0,38.8337049484,12.8754132696,Wrangler,16,48,kafka-gpfs-producer_linger_5s,1.0
PeakFinder,500,2.0,43.0127458572,11.6244613087,Wrangler,17,48,kafka-gpfs-producer_linger_5s,1.0
PeakFinder,500,2.0,58.7226908207,8.51459619803,Wrangler,18,48,kafka-gpfs-producer_linger_5s,1.0
PeakFinder,500,2.0,73.0617420673,6.84352693834,Wrangler,19,48,kafka-gpfs-producer_linger_5s,1.0
PeakFinder,500,2.0,74.2622640133,6.73289464903,Wrangler,20,48,kafka-gpfs-producer_linger_5s,1.0
PeakFinder,500,2.0,73.553910017,6.79773515622,Wrangler,21,48,kafka-gpfs-producer_linger_5s,1.0
PeakFinder,500,2.0,44.7141618729,11.1821395964,Wrangler,22,48,kafka-gpfs-producer_linger_5s,1.0
PeakFinder,500,2.0,39.8057360649,12.5610037504,Wrangler,23,48,kafka-gpfs-producer_linger_5s,1.0
PeakFinder,500,2.0,30.6786379814,16.2979855984,Wrangler,24,48,kafka-gpfs-producer_linger_5s,1.0
PeakFinder,500,2.0,99.1909701824,5.04078142477,Wrangler,1,48,kafka-gpfs-producer_linger_5s,2.0
PeakFinder,500,2.0,52.9009151459,9.45163233228,Wrangler,2,48,kafka-gpfs-producer_linger_5s,2.0
PeakFinder,500,2.0,41.4217190742,12.0709620744,Wrangler,3,48,kafka-gpfs-producer_linger_5s,2.0
PeakFinder,500,2.0,35.8180539608,13.9594406929,Wrangler,4,48,kafka-gpfs-producer_linger_5s,2.0
PeakFinder,500,2.0,32.7721221447,15.2568697807,Wrangler,5,48,kafka-gpfs-producer_linger_5s,2.0
PeakFinder,500,2.0,31.6344771385,15.8055401962,Wrangler,6,48,kafka-gpfs-producer_linger_5s,2.0
PeakFinder,500,2.0,29.9535911083,16.692489331,Wrangler,7,48,kafka-gpfs-producer_linger_5s,2.0
PeakFinder,500,2.0,29.3904190063,17.012346775,Wrangler,8,48,kafka-gpfs-producer_linger_5s,2.0
PeakFinder,500,2.0,28.2232201099,17.71590903,Wrangler,9,48,kafka-gpfs-producer_linger_5s,2.0
PeakFinder,500,2.0,28.5214641094,17.5306568443,Wrangler,10,48,kafka-gpfs-producer_linger_5s,2.0
PeakFinder,500,2.0,28.077696085,17.8077288994,Wrangler,11,48,kafka-gpfs-producer_linger_5s,2.0
PeakFinder,500,2.0,27.7740299702,18.002428907,Wrangler,12,48,kafka-gpfs-producer_linger_5s,2.0
PeakFinder,500,2.0,32.3444669247,15.4585945462,Wrangler,13,48,kafka-gpfs-producer_linger_5s,2.0
PeakFinder,500,2.0,27.744063139,18.0218736346,Wrangler,14,48,kafka-gpfs-producer_linger_5s,2.0
PeakFinder,500,2.0,32.4277238846,15.4189051868,Wrangler,15,48,kafka-gpfs-producer_linger_5s,2.0
PeakFinder,500,2.0,28.7031309605,17.4197024251,Wrangler,16,48,kafka-gpfs-producer_linger_5s,2.0
PeakFinder,500,2.0,28.5540380478,17.510658183,Wrangler,17,48,kafka-gpfs-producer_linger_5s,2.0
PeakFinder,500,2.0,28.5824689865,17.4932403578,Wrangler,18,48,kafka-gpfs-producer_linger_5s,2.0
PeakFinder,500,2.0,31.6740040779,15.7858159887,Wrangler,19,48,kafka-gpfs-producer_linger_5s,2.0
PeakFinder,500,2.0,33.2566030025,15.0346083141,Wrangler,20,48,kafka-gpfs-producer_linger_5s,2.0
PeakFinder,500,2.0,33.276031971,15.0258300159,Wrangler,21,48,kafka-gpfs-producer_linger_5s,2.0
PeakFinder,500,2.0,28.3696599007,17.6244622512,Wrangler,22,48,kafka-gpfs-producer_linger_5s,2.0
PeakFinder,500,2.0,29.0283601284,17.2245348269,Wrangler,23,48,kafka-gpfs-producer_linger_5s,2.0
PeakFinder,500,2.0,33.4198899269,14.9611504135,Wrangler,24,48,kafka-gpfs-producer_linger_5s,2.0
PeakFinder,500,2.0,99.3528399467,5.03256877476,Wrangler,1,48,kafka-gpfs-producer_linger_5s,4.0
PeakFinder,500,2.0,51.9803960323,9.61901097654,Wrangler,2,48,kafka-gpfs-producer_linger_5s,4.0
PeakFinder,500,2.0,39.0504128933,12.8039619291,Wrangler,3,48,kafka-gpfs-producer_linger_5s,4.0
PeakFinder,500,2.0,34.0528960228,14.6830389893,Wrangler,4,48,kafka-gpfs-producer_linger_5s,4.0
PeakFinder,500,2.0,31.0321779251,16.1123077216,Wrangler,5,48,kafka-gpfs-producer_linger_5s,4.0
PeakFinder,500,2.0,29.4213428497,16.9944656352,Wrangler,6,48,kafka-gpfs-producer_linger_5s,4.0
PeakFinder,500,2.0,28.9420208931,17.2759187013,Wrangler,7,48,kafka-gpfs-producer_linger_5s,4.0
PeakFinder,500,2.0,28.6482169628,17.4530931768,Wrangler,8,48,kafka-gpfs-producer_linger_5s,4.0
PeakFinder,500,2.0,28.1544151306,17.7592039359,Wrangler,9,48,kafka-gpfs-producer_linger_5s,4.0
PeakFinder,500,2.0,27.8836050034,17.9316842259,Wrangler,10,48,kafka-gpfs-producer_linger_5s,4.0
PeakFinder,500,2.0,28.1258950233,17.7772120526,Wrangler,11,48,kafka-gpfs-producer_linger_5s,4.0
PeakFinder,500,2.0,27.5677258968,18.1371507346,Wrangler,12,48,kafka-gpfs-producer_linger_5s,4.0
PeakFinder,500,2.0,27.719176054,18.0380541985,Wrangler,13,48,kafka-gpfs-producer_linger_5s,4.0
PeakFinder,500,2.0,28.0056538582,17.8535378082,Wrangler,14,48,kafka-gpfs-producer_linger_5s,4.0
PeakFinder,500,2.0,27.727050066,18.032931697,Wrangler,15,48,kafka-gpfs-producer_linger_5s,4.0
PeakFinder,500,2.0,27.8549859524,17.950107778,Wrangler,16,48,kafka-gpfs-producer_linger_5s,4.0
PeakFinder,500,2.0,37.4847528934,13.3387567319,Wrangler,17,48,kafka-gpfs-producer_linger_5s,4.0
PeakFinder,500,2.0,27.8698191643,17.9405541548,Wrangler,18,48,kafka-gpfs-producer_linger_5s,4.0
PeakFinder,500,2.0,28.3894388676,17.6121832606,Wrangler,19,48,kafka-gpfs-producer_linger_5s,4.0
PeakFinder,500,2.0,28.1288859844,17.7753217912,Wrangler,20,48,kafka-gpfs-producer_linger_5s,4.0
PeakFinder,500,2.0,27.3872790337,18.2566511768,Wrangler,21,48,kafka-gpfs-producer_linger_5s,4.0
PeakFinder,500,2.0,28.0782630444,17.8073693237,Wrangler,22,48,kafka-gpfs-producer_linger_5s,4.0
PeakFinder,500,2.0,36.8792719841,13.5577513628,Wrangler,23,48,kafka-gpfs-producer_linger_5s,4.0
PeakFinder,500,2.0,28.0139849186,17.8482283564,Wrangler,24,48,kafka-gpfs-producer_linger_5s,4.0
PeakFinder,500,4.0,92.3617751598,5.41349491318,Wrangler,1,48,kafka-gpfs-producer_linger_5s,4.0
PeakFinder,500,4.0,53.4135651588,9.36091793373,Wrangler,2,48,kafka-gpfs-producer_linger_5s,4.0
PeakFinder,500,4.0,42.280012846,11.8259188289,Wrangler,3,48,kafka-gpfs-producer_linger_5s,4.0
PeakFinder,500,4.0,36.8578109741,13.5656455656,Wrangler,4,48,kafka-gpfs-producer_linger_5s,4.0
PeakFinder,500,4.0,32.4806351662,15.3937876351,Wrangler,5,48,kafka-gpfs-producer_linger_5s,4.0
PeakFinder,500,4.0,31.1705729961,16.0407702503,Wrangler,6,48,kafka-gpfs-producer_linger_5s,4.0
PeakFinder,500,4.0,28.6631131172,17.4440228441,Wrangler,7,48,kafka-gpfs-producer_linger_5s,4.0
PeakFinder,500,4.0,27.0161099434,18.5074757635,Wrangler,8,48,kafka-gpfs-producer_linger_5s,4.0
PeakFinder,500,4.0,25.9745690823,19.2495974973,Wrangler,9,48,kafka-gpfs-producer_linger_5s,4.0
PeakFinder,500,4.0,26.3104879856,19.0038284457,Wrangler,10,48,kafka-gpfs-producer_linger_5s,4.0
PeakFinder,500,4.0,25.4349458218,19.6579935143,Wrangler,11,48,kafka-gpfs-producer_linger_5s,4.0
PeakFinder,500,4.0,25.0551800728,19.9559531621,Wrangler,12,48,kafka-gpfs-producer_linger_5s,4.0
PeakFinder,500,4.0,25.2986660004,19.7638879454,Wrangler,13,48,kafka-gpfs-producer_linger_5s,4.0
PeakFinder,500,4.0,25.5271599293,19.5869811364,Wrangler,14,48,kafka-gpfs-producer_linger_5s,4.0
PeakFinder,500,4.0,25.5326061249,19.5828031637,Wrangler,15,48,kafka-gpfs-producer_linger_5s,4.0
PeakFinder,500,4.0,25.6471350193,19.4953549246,Wrangler,16,48,kafka-gpfs-producer_linger_5s,4.0
PeakFinder,500,4.0,25.9959969521,19.233730521,Wrangler,17,48,kafka-gpfs-producer_linger_5s,4.0
PeakFinder,500,4.0,25.9670240879,19.2551906721,Wrangler,18,48,kafka-gpfs-producer_linger_5s,4.0
PeakFinder,500,4.0,26.7012898922,18.7256871117,Wrangler,19,48,kafka-gpfs-producer_linger_5s,4.0
PeakFinder,500,4.0,26.5888791084,18.804854389,Wrangler,20,48,kafka-gpfs-producer_linger_5s,4.0
PeakFinder,500,4.0,26.4868750572,18.8772740808,Wrangler,21,48,kafka-gpfs-producer_linger_5s,4.0
PeakFinder,500,4.0,26.2335629463,19.0595536345,Wrangler,22,48,kafka-gpfs-producer_linger_5s,4.0
PeakFinder,500,4.0,26.6078910828,18.7914178709,Wrangler,23,48,kafka-gpfs-producer_linger_5s,4.0
PeakFinder,500,4.0,26.3860309124,18.9494206863,Wrangler,24,48,kafka-gpfs-producer_linger_5s,4.0
PeakFinder,500,4.0,97.8628489971,5.10919112946,Wrangler,1,48,kafka-gpfs-producer_linger_5s,4.0
PeakFinder,500,4.0,54.2457361221,9.21731431341,Wrangler,2,48,kafka-gpfs-producer_linger_5s,4.0
PeakFinder,500,4.0,41.7974610329,11.9624490973,Wrangler,3,48,kafka-gpfs-producer_linger_5s,4.0
PeakFinder,500,4.0,34.3269340992,14.5658216535,Wrangler,4,48,kafka-gpfs-producer_linger_5s,4.0
PeakFinder,500,4.0,31.3894340992,15.9289268618,Wrangler,5,48,kafka-gpfs-producer_linger_5s,4.0
PeakFinder,500,4.0,29.3276700974,17.0487460593,Wrangler,6,48,kafka-gpfs-producer_linger_5s,4.0
PeakFinder,500,4.0,26.9907159805,18.524888349,Wrangler,7,48,kafka-gpfs-producer_linger_5s,4.0
PeakFinder,500,4.0,26.4074280262,18.9340665628,Wrangler,8,48,kafka-gpfs-producer_linger_5s,4.0
PeakFinder,500,4.0,25.2599439621,19.7941848466,Wrangler,9,48,kafka-gpfs-producer_linger_5s,4.0
PeakFinder,500,4.0,25.3152430058,19.7509460955,Wrangler,10,48,kafka-gpfs-producer_linger_5s,4.0
PeakFinder,500,4.0,25.4393069744,19.6546234732,Wrangler,11,48,kafka-gpfs-producer_linger_5s,4.0
PeakFinder,500,4.0,25.1687290668,19.865921663,Wrangler,12,48,kafka-gpfs-producer_linger_5s,4.0
PeakFinder,500,4.0,25.4007189274,19.684482216,Wrangler,13,48,kafka-gpfs-producer_linger_5s,4.0
PeakFinder,500,4.0,29.5102279186,16.9432781536,Wrangler,14,48,kafka-gpfs-producer_linger_5s,4.0
PeakFinder,500,4.0,25.4388639927,19.6549657305,Wrangler,15,48,kafka-gpfs-producer_linger_5s,4.0
PeakFinder,500,4.0,25.3492541313,19.7244462267,Wrangler,16,48,kafka-gpfs-producer_linger_5s,4.0
PeakFinder,500,4.0,25.6131119728,19.5212514797,Wrangler,17,48,kafka-gpfs-producer_linger_5s,4.0
PeakFinder,500,4.0,25.635007143,19.5045781423,Wrangler,18,48,kafka-gpfs-producer_linger_5s,4.0
PeakFinder,500,4.0,26.4282870293,18.9191225086,Wrangler,19,48,kafka-gpfs-producer_linger_5s,4.0
PeakFinder,500,4.0,26.5920350552,18.802622626,Wrangler,20,48,kafka-gpfs-producer_linger_5s,4.0
PeakFinder,500,4.0,31.0510091782,16.1025362213,Wrangler,21,48,kafka-gpfs-producer_linger_5s,4.0
PeakFinder,500,4.0,27.4993450642,18.1822512076,Wrangler,22,48,kafka-gpfs-producer_linger_5s,4.0
PeakFinder,500,4.0,27.6621239185,18.0752570364,Wrangler,23,48,kafka-gpfs-producer_linger_5s,4.0
PeakFinder,500,4.0,32.2735040188,15.492584868,Wrangler,24,48,kafka-gpfs-producer_linger_5s,4.0
PeakFinder,500,4,90.1293289661,5.54758374145,Wrangler,1,48,kafka-gpfs-producer_linger_5s,1
PeakFinder,500,4,55.7608060837,8.96687180687,Wrangler,2,48,kafka-gpfs-producer_linger_5s,1 
PeakFinder,500,4,47.5521659851,10.5147681424,Wrangler,3,48,kafka-gpfs-producer_linger_5s,1
PeakFinder,500,4,43.698912859,11.4419322424,Wrangler,4,48,kafka-gpfs-producer_linger_5s,1
PeakFinder,500,4,41.3407480717,12.0946045566,Wrangler,5,48,kafka-gpfs-producer_linger_5s,1
PeakFinder,500,4,38.7410569191,12.9062044188,Wrangler,6,48,kafka-gpfs-producer_linger_5s,1
PeakFinder,500,4,38.0892970562,13.1270471929,Wrangler,7,48,kafka-gpfs-producer_linger_5s,1
PeakFinder,500,4,41.8477349281,11.948077975,Wrangler,8,48,kafka-gpfs-producer_linger_5s,1
PeakFinder,500,4,47.8110098839,10.4578422672,Wrangler,9,48,kafka-gpfs-producer_linger_5s,1
PeakFinder,500,4,50.3076560497,9.93884508365,Wrangler,10,48,kafka-gpfs-producer_linger_5s,1
PeakFinder,500,4,51.8159730434,9.64953412302,Wrangler,11,48,kafka-gpfs-producer_linger_5s,1
PeakFinder,500,4,32.589525938,15.3423526611,Wrangler,12,48,kafka-gpfs-producer_linger_5s,1
PeakFinder,500,4,42.5449779034,11.7522684143,Wrangler,13,48,kafka-gpfs-producer_linger_5s,1
PeakFinder,500,4,46.0547959805,10.8566326124,Wrangler,14,48,kafka-gpfs-producer_linger_5s,1
PeakFinder,500,4,44.3485591412,11.2743234433,Wrangler,15,48,kafka-gpfs-producer_linger_5s,1
PeakFinder,500,4,43.9584798813,11.3743696632,Wrangler,16,48,kafka-gpfs-producer_linger_5s,1
PeakFinder,500,4,29.1723899841,17.1394938938,Wrangler,17,48,kafka-gpfs-producer_linger_5s,1
PeakFinder,500,4,47.9346990585,10.4308571832,Wrangler,18,48,kafka-gpfs-producer_linger_5s,1
PeakFinder,500,4,47.8082778454,10.4584398881,Wrangler,19,48,kafka-gpfs-producer_linger_5s,1
PeakFinder,500,4,58.1756150723,8.59466632848,Wrangler,20,48,kafka-gpfs-producer_linger_5s,1
PeakFinder,500,4,62.2847800255,8.02764334715,Wrangler,21,48,kafka-gpfs-producer_linger_5s,1
PeakFinder,500,4,72.2506170273,6.9203561239,Wrangler,22,48,kafka-gpfs-producer_linger_5s,1
PeakFinder,500,4,27.8786370754,17.934879623,Wrangler,23,48,kafka-gpfs-producer_linger_5s,1
PeakFinder,500,4,82.9757428169,6.02585747383,Wrangler,24,48,kafka-gpfs-producer_linger_5s,1
