Number_Clusters,Number_Points_per_Cluster,Number_Dim,Number_Points_per_Message,Interval,Number_Partitions, Time
100,100,3,5000,120,48,0.21398
100,1000,3,5000,120,48,0.81497
100,10000,3,5000,120,48,8.73330
100,100000,3,5000,120,48,83.63339
100,1000000,3,5000,120,48,795.96145
