BatchTime, SubmissionTime, SchedulingDelay, TotalDelay, NumberRecords, Scenario
1504728480000 ms, 2017-09-06T15:08:03, 5, 2782, 31,1_Producer_Count
1504728540000 ms, 2017-09-06T15:09:03, 1, 12133, 625,1_Producer_Count
1504728600000 ms, 2017-09-06T15:10:04, 1, 13051, 677,1_Producer_Count
1504728660000 ms, 2017-09-06T15:11:00, 1, 1981, 39,1_Producer_Count
1504728720000 ms, 2017-09-06T15:12:03, 0, 10467, 589,1_Producer_Count
1504728780000 ms, 2017-09-06T15:13:03, 1, 11295, 630,1_Producer_Count
1504728840000 ms, 2017-09-06T15:14:04, 0, 11925, 636,1_Producer_Count
1504728900000 ms, 2017-09-06T15:15:03, 0, 12381, 638,1_Producer_Count
1504728960000 ms, 2017-09-06T15:16:03, 1, 11671, 641,1_Producer_Count
1504729020000 ms, 2017-09-06T15:17:03, 0, 11729, 649,1_Producer_Count
1504729080000 ms, 2017-09-06T15:18:03, 1, 11605, 649,1_Producer_Count
1504729140000 ms, 2017-09-06T15:19:03, 0, 11766, 661,1_Producer_Count
1504729200000 ms, 2017-09-06T15:20:04, 0, 12687, 640,1_Producer_Count
1504729260000 ms, 2017-09-06T15:21:03, 1, 11458, 640,1_Producer_Count
1504729320000 ms, 2017-09-06T15:22:03, 1, 11723, 656,1_Producer_Count
1504729380000 ms, 2017-09-06T15:23:03, 0, 11684, 639,1_Producer_Count
1504729440000 ms, 2017-09-06T15:24:03, 1, 11281, 621,1_Producer_Count
1504729500000 ms, 2017-09-06T15:25:04, 0, 12724, 646,1_Producer_Count
1504729560000 ms, 2017-09-06T15:26:03, 1, 11099, 640,1_Producer_Count
1504729620000 ms, 2017-09-06T15:27:04, 0, 12023, 645,1_Producer_Count
1504729680000 ms, 2017-09-06T15:28:04, 0, 11913, 638,1_Producer_Count
1504729740000 ms, 2017-09-06T15:29:03, 1, 11671, 656,1_Producer_Count
1504729800000 ms, 2017-09-06T15:30:03, 0, 11593, 658,1_Producer_Count
1504729860000 ms, 2017-09-06T15:31:02, 0, 6727, 328,1_Producer_Count
1504729920000 ms, 2017-09-06T15:32:00, 0, 1325, 0,1_Producer_Count
1504729980000 ms, 2017-09-06T15:33:00, 1, 1277, 0,1_Producer_Count
1504730040000 ms, 2017-09-06T15:34:00, 0, 1286, 0,1_Producer_Count
1504730100000 ms, 2017-09-06T15:35:00, 0, 1273, 0,1_Producer_Count
1504730160000 ms, 2017-09-06T15:36:00, 0, 1252, 0,1_Producer_Count
1504730220000 ms, 2017-09-06T15:37:00, 0, 1260, 0,1_Producer_Count
1504730280000 ms, 2017-09-06T15:38:00, 0, 1290, 0,1_Producer_Count
1504730340000 ms, 2017-09-06T15:39:00, 1, 1271, 0,1_Producer_Count
1504730400000 ms, 2017-09-06T15:40:00, 1, 1258, 0,1_Producer_Count
1504730460000 ms, 2017-09-06T15:41:00, 1, 1274, 0,1_Producer_Count
1504730520000 ms, 2017-09-06T15:42:00, 0, 1254, 0,1_Producer_Count
1504730580000 ms, 2017-09-06T15:43:00, 0, 1279, 0,1_Producer_Count
1504730640000 ms, 2017-09-06T15:44:00, 1, 1257, 0,1_Producer_Count
1504730700000 ms, 2017-09-06T15:45:00, 0, 1248, 0,1_Producer_Count
1504730760000 ms, 2017-09-06T15:46:00, 1, 1270, 0,1_Producer_Count
1504730820000 ms, 2017-09-06T15:47:00, 1, 1270, 0,1_Producer_Count
1504730880000 ms, 2017-09-06T15:48:00, 0, 1298, 0,1_Producer_Count
1504730940000 ms, 2017-09-06T15:49:00, 1, 1251, 0,1_Producer_Count
1504731000000 ms, 2017-09-06T15:50:00, 1, 1286, 0,1_Producer_Count
1504731060000 ms, 2017-09-06T15:51:00, 1, 1278, 0,1_Producer_Count
1504731120000 ms, 2017-09-06T15:52:00, 1, 1264, 0,1_Producer_Count
1504731180000 ms, 2017-09-06T15:53:00, 1, 1271, 0,1_Producer_Count
1504731240000 ms, 2017-09-06T15:54:00, 1, 1239, 0,1_Producer_Count
1504731300000 ms, 2017-09-06T15:55:00, 0, 1276, 0,1_Producer_Count
1504731360000 ms, 2017-09-06T15:56:00, 1, 1238, 0,1_Producer_Count
1504731420000 ms, 2017-09-06T15:57:00, 0, 1270, 0,1_Producer_Count
1504731480000 ms, 2017-09-06T15:58:00, 1, 1257, 0,1_Producer_Count
1504731540000 ms, 2017-09-06T15:59:00, 1, 1264, 0,1_Producer_Count
1504731600000 ms, 2017-09-06T16:00:00, 1, 1256, 0,1_Producer_Count
1504731660000 ms, 2017-09-06T16:01:00, 1, 1293, 0,1_Producer_Count
1504731720000 ms, 2017-09-06T16:02:00, 1, 1255, 0,1_Producer_Count
1504731780000 ms, 2017-09-06T16:03:00, 1, 1262, 0,1_Producer_Count
1504731840000 ms, 2017-09-06T16:04:00, 0, 1288, 0,1_Producer_Count
1504731900000 ms, 2017-09-06T16:05:00, 1, 1245, 0,1_Producer_Count
1504731960000 ms, 2017-09-06T16:06:00, 0, 1287, 0,1_Producer_Count
1504732020000 ms, 2017-09-06T16:07:00, 0, 1280, 0,1_Producer_Count
1504732080000 ms, 2017-09-06T16:08:00, 1, 1281, 0,1_Producer_Count
1504732140000 ms, 2017-09-06T16:09:00, 0, 1270, 0,1_Producer_Count
1504732200000 ms, 2017-09-06T16:10:00, 1, 1234, 0,1_Producer_Count
1504732260000 ms, 2017-09-06T16:11:00, 0, 1252, 0,1_Producer_Count
1504732320000 ms, 2017-09-06T16:12:00, 0, 1280, 0,1_Producer_Count
1504732380000 ms, 2017-09-06T16:13:00, 0, 1293, 0,1_Producer_Count
1504732440000 ms, 2017-09-06T16:14:00, 1, 1256, 0,1_Producer_Count
1504732500000 ms, 2017-09-06T16:15:00, 0, 1259, 0,1_Producer_Count
