TIMESTAMP        home1-RQ         home1-RD         home1-WR         work-RQ          work-RD          work-WR          scratch-RQ       scratch-RD       scratch-WR       
1483660635        348357           9232022080        6987619          639230            209264400429     168851211290      1587462          2351345476764     697774819167     
1483660636        348357           9232022080        6987619          639230            209264400429     168851211290      1587511          2351345480760     697774821291     
1483660637        348357           9232022080        6987619          639230            209264400429     168851211290      1587560          2351345484756     697774823416     
1483660638        348378           9232030608        6987619          639230            209264400429     168851211290      1587636          2351345508656     697774830513     
1483660640        348380           9232030608        6987619          639230            209264400429     168851211290      1587703          2351345532552     697774837608     
1483660641        348380           9232030608        6987619          639230            209264400429     168851211290      1587877          2351730699470     697774844703     
1483660642        348380           9232030608        6987619          639230            209264400429     168851211290      1587941          2351877524010     697774851799     
1483660643        348384           9232030608        6987619          639230            209264400429     168851211290      1588005          2352036931462     697774858893     
1483660644        348384           9232030608        6987619          639230            209264400429     168851211290      1588069          2352204727522     697774865988     
1483660645        348384           9232030608        6987619          639230            209264400429     168851211290      1588133          2352389300786     697774873081     
1483660646        348384           9232030608        6987619          639230            209264400429     168851211290      1588197          2352548708238     697774880176     
1483660647        348384           9232030608        6987619          639230            209264400429     168851211290      1588261          2352695532778     697774887271     
1483660649        348384           9232030608        6987619          639230            209264400429     168851211290      1588325          2352821385798     697774894364     
1483660650        348384           9232030608        6987619          639230            209264400429     168851211290      1588389          2353001764758     697774901456     
1483660651        348384           9232030608        6987619          639230            209264400429     168851211290      1588453          2353173755122     697774908551     
1483660652        348384           9232030608        6987619          639230            209264400429     168851211290      1588517          2353337356878     697774915646     
1483660653        348388           9232030608        6987619          639230            209264400429     168851211290      1588581          2353505152938     697774922743     
1483660654        348388           9232030608        6987619          639230            209264400429     168851211290      1588645          2353660366086     697774929837     
1483660655        348388           9232030608        6987619          639230            209264400429     168851211290      1588709          2353815579222     697774936929     
1483660656        348388           9232030608        6987619          639230            209264400429     168851211290      1588773          2353979180978     697774944022     
1483660657        348388           9232030608        6987619          639230            209264400429     168851211290      1588837          2354092451086     697774951115     
1483660659        348388           9232030608        6987619          639230            209264400429     168851211290      1588901          2354268635754     697774958208     
1483660660        348388           9232030608        6987619          639230            209264400429     168851211290      1588965          2354444820422     697774965301     
1483660661        348389           9232030608        6987619          639231            209264400429     168851211290      1589029          2354583256342     697774972385     
1483660662        348389           9232030608        6987619          639231            209264400429     168851211290      1589093          2354759440998     697774979477     
1483660663        348393           9232030608        6987619          639231            209264400429     168851211290      1589157          2354902071234     697774986569     
1483660664        348393           9232030608        6987619          639231            209264400429     168851211290      1589221          2355069867294     697774993663     
1483660665        348393           9232030608        6987619          639231            209264400429     168851211290      1589285          2355187331706     697775000755     
1483660667        348393           9232030608        6987619          639231            209264400429     168851211290      1589349          2355388682186     697775007849     
1483660668        348400           9232030608        6987619          639231            209264400429     168851211290      1589417          2355556478246     697775014944     
1483660669        348400           9232030608        6987619          639231            209264400429     168851211290      1589481          2355707497090     697775022035     
1483660670        348400           9232030608        6987619          639231            209264400429     168851211290      1589547          2355837544414     697775029128     
1483660671        348400           9232030608        6987619          639231            209264400429     168851211290      1589611          2356001146158     697775036216     
1483660672        348400           9232030608        6987619          639231            209264400429     168851211290      1589675          2356168942206     697775043306     
1483660673        348404           9232030608        6987619          639231            209264400429     168851211290      1589749          2356257046490     697775050401     
1483660674        348404           9232030608        6987619          639231            209264400429     168851211290      1589813          2356437425462     697775057493     
1483660676        348404           9232030608        6987619          639231            209264400429     168851211290      1589877          2356584249990     697775064583     
1483660677        348404           9232030608        6987619          639231            209264400429     168851211290      1589941          2356705908706     697775071679     
1483660678        348404           9232030608        6987619          639231            209264400429     168851211290      1590013          2356840150334     697775078775     
1483660679        348404           9232030608        6987619          639231            209264400429     168851211290      1590077          2356970197658     697775085869     
1483660680        348404           9232030608        6987619          639231            209264400429     168851211290      1590141          2357108633578     697775092963     
1483660681        348404           9232030608        6987619          639231            209264400429     168851211290      1590205          2357251263790     697775100049     
1483660682        348404           9232030608        6987619          639231            209264400429     168851211290      1590279          2357406476926     697775107142     
1483660683        348408           9232030608        6987619          639231            209264400429     168851211290      1590343          2357557495770     697775114238     
1483660685        348408           9232030608        6987619          639231            209264400429     168851211290      1590407          2357729486142     697775121334     
1483660686        348408           9232030608        6987619          639232            209264400429     168851211290      1590471          2357930836642     697775128430     
1483660687        348408           9232030608        6987619          639232            209264400429     168851211290      1590535          2358090244078     697775135522     
1483660688        348408           9232030608        6987619          639232            209264400429     168851211290      1590607          2358258040134     697775142617     
1483660689        348408           9232030608        6987619          639232            209264400429     168851211290      1590671          2358400670378     697775149713     
1483660690        348408           9232030608        6987619          639232            209264400429     168851211290      1590735          2358564272142     697775156808     
1483660691        348408           9232030608        6987619          639232            209264400429     168851211290      1590799          2358753039730     697775163905     
1483660692        348408           9232030608        6987619          639232            209264400429     168851211290      1590873          2358895669974     697775171003     
1483660694        348412           9232030608        6987619          639232            209264400429     168851211290      1590937          2359034105902     697775178095     
1483660695        348412           9232030608        6987619          639232            209264400429     168851211290      1591001          2359168347538     697775185188     
1483660696        348412           9232030608        6987619          639232            209264400429     168851211290      1591065          2359310977758     697775192279     
1483660697        348412           9232030608        6987619          639232            209264400429     168851211290      1591129          2359424247862     697775199373     
1483660698        348412           9232030608        6987619          639232            209264400429     168851211290      1591203          2359558489498     697775206470     
1483660699        348412           9232030608        6987619          639232            209264400429     168851211290      1591267          2359722091262     697775213569     
1483660700        348412           9232030608        6987619          639232            209264400429     168851211290      1591331          2359839555682     697775220667     
1483660701        348412           9232030608        6987619          639232            209264400429     168851211290      1591395          2360011546042     697775227762     
1483660702        348416           9232030608        6987619          639232            209264400429     168851211290      1591469          2360145787678     697775234859     
1483660704        348416           9232030608        6987619          639232            209264400429     168851211290      1591533          2360296806530     697775241958     
1483660705        348416           9232030608        6987619          639232            209264400429     168851211290      1591597          2360460408282     697775249052     
1483660706        348416           9232030608        6987619          639232            209264400429     168851211290      1591661          2360624010034     697775256147     
1483660707        348416           9232030608        6987619          639232            209264400429     168851211290      1591725          2360749863062     697775263243     
1483660708        348416           9232030608        6987619          639232            209264400429     168851211290      1591797          2360896687614     697775270342     
1483660709        348416           9232030608        6987619          639232            209264400429     168851211290      1591861          2361039317850     697775277438     
1483660710        348417           9232030608        6987619          639233            209264400429     168851211290      1591925          2361160976578     697775284528     
1483660711        348417           9232030608        6987619          639233            209264400429     168851211290      1591989          2361311995434     697775291626     
1483660713        348421           9232030608        6987619          639233            209264400429     168851211290      1592061          2361450431378     697775298724     
1483660714        348421           9232030608        6987619          639233            209264400429     168851211290      1592125          2361626616046     697775305818     
1483660715        348421           9232030608        6987619          639233            209264400429     168851211290      1592189          2361744080458     697775312910     
1483660716        348421           9232030608        6987619          639233            209264400429     168851211290      1592253          2361874127794     697775320008     
1483660717        348421           9232030608        6987619          639233            209264400429     168851211290      1592317          2362037729562     697775327106     
1483660718        348421           9232030608        6987619          639233            209264400429     168851211290      1592391          2362155193986     697775334201     
1483660719        348421           9232030608        6987619          639233            209264400429     168851211290      1592455          2362302018526     697775341297     
1483660721        348421           9232030608        6987619          639233            209264400429     168851211290      1592519          2362415288646     697775348394     
1483660722        348421           9232030608        6987619          639233            209264400429     168851211290      1592583          2362587278998     697775355487     
1483660723        348425           9232030608        6987619          639233            209264400429     168851211290      1592655          2362763463666     697775362584     
1483660724        348425           9232030608        6987619          639233            209264400429     168851211290      1592719          2362931259726     697775369680     
1483660725        348425           9232030608        6987619          639233            209264400429     168851211290      1592783          2363094861494     697775376779     
1483660726        348425           9232030608        6987619          639233            209264400429     168851211290      1592847          2363174577182     697775383874     
1483660727        348425           9232030608        6987619          639233            209264400429     168851211290      1592921          2363292041606     697775390971     
1483660728        348425           9232030608        6987619          639233            209264400429     168851211290      1592985          2363451449058     697775398064     
1483660730        348425           9232030608        6987619          639233            209264400429     168851211290      1593049          2363615050826     697775405163     
1483660731        348425           9232030608        6987619          639233            209264400429     168851211290      1593113          2363808012698     697775412254     
1483660732        348425           9232030608        6987619          639233            209264400429     168851211290      1593177          2363975808770     697775419350     
1483660733        348429           9232030608        6987619          639233            209264400429     168851211290      1593249          2364177159262     697775426443     
1483660734        348429           9232030608        6987619          639233            209264400429     168851211290      1593313          2364357538234     697775433539     
1483660735        348429           9232030608        6987619          639234            209264400429     168851211290      1593377          2364500168482     697775440637     
1483660736        348429           9232030608        6987619          639234            209264400429     168851211290      1593441          2364667964530     697775447727     
1483660738        348429           9232030608        6987619          639234            209264400429     168851211290      1593515          2364814789070     697775454822     
1483660739        348429           9232030608        6987619          639234            209264400429     168851211290      1593579          2364949030698     697775461918     
1483660740        348429           9232030608        6987619          639234            209264400429     168851211290      1593643          2365083272326     697775469013     
1483660741        348429           9232030608        6987619          639234            209264400429     168851211290      1593707          2365204931042     697775476105     
1483660742        348429           9232030608        6987619          639234            209264400429     168851211290      1593771          2365360144202     697775483202     
1483660743        348433           9232030608        6987619          639234            209264400429     168851211290      1593843          2365536328882     697775490299     
1483660744        348433           9232030608        6987619          639234            209264400429     168851211290      1593907          2365741873690     697775497394     
1483660745        348433           9232030608        6987619          639234            209264400429     168851211290      1593971          2365888698230     697775504492     
1483660747        348433           9232030608        6987619          639234            209264400429     168851211290      1594035          2366039717086     697775511591     
1483660748        348433           9232030608        6987619          639234            209264400429     168851211290      1594109          2366215901766     697775518688     
1483660749        348433           9232030608        6987619          639234            209264400429     168851211290      1594173          2366396280750     697775525786     
1483660750        348433           9232030608        6987619          639234            209264400429     168851211290      1594237          2366555688202     697775532878     
1483660751        348433           9232030608        6987619          639234            209264400429     168851211290      1594301          2366723484262     697775539973     
1483660752        348433           9232030608        6987619          639234            209264400429     168851211290      1594373          2366887086030     697775547069     
1483660753        348437           9232030608        6987619          639234            209264400429     168851211290      1594437          2367029716266     697775554163     
1483660755        348437           9232030608        6987619          639234            209264400429     168851211290      1594501          2367163957906     697775561260     
1483660756        348437           9232030608        6987619          639234            209264400429     168851211290      1594565          2367319171054     697775568358     
1483660757        348437           9232030608        6987619          639234            209264400429     168851211290      1594629          2367453412694     697775575456     
1483660758        348437           9232030608        6987619          639234            209264400429     168851211290      1594701          2367575071422     697775582556     
1483660759        348437           9232030608        6987619          639234            209264400429     168851211290      1594765          2367700924454     697775589652     
1483660760        348437           9232030608        6987619          639235            209264400429     168851211290      1594829          2367768057230     697775596744     
1483660761        348437           9232030608        6987619          639235            209264400429     168851211290      1594893          2367923270390     697775603845     
1483660762        348437           9232030608        6987619          639235            209264400429     168851211290      1594967          2368036540510     697775610941     
1483660764        348441           9232030608        6987619          639235            209264400429     168851211290      1595031          2368212725178     697775618037     
1483660765        348441           9232030608        6987619          639235            209264400429     168851211290      1595095          2368380521238     697775625133     
1483660766        348441           9232030608        6987619          639235            209264400429     168851211290      1595159          2368527345790     697775632229     
1483660767        348441           9232030608        6987619          639235            209264400429     168851211290      1595223          2368716113370     697775639324     
1483660768        348441           9232030608        6987619          639235            209264400429     168851211290      1595295          2368892298038     697775646420     
1483660769        348441           9232030608        6987619          639235            209264400429     168851211290      1595359          2369034928274     697775653515     
1483660770        348441           9232030608        6987619          639235            209264400429     168851211290      1595423          2369190141434     697775660612     
1483660772        348441           9232030608        6987619          639235            209264400429     168851211290      1595487          2369366326102     697775667707     
1483660773        348445           9232030608        6987619          639235            209264400429     168851211290      1595563          2369529927870     697775674805     
1483660774        348445           9232030608        6987619          639235            209264400429     168851211290      1595627          2369697723918     697775681896     
