Produce_batch,Num_Messages,Number_APoints/Msg,KB_Transfered,KB/sec
0,5000,0,5000,0.0,0.0
5000,10000,1,5000,311.0,6065.67067347
0,5000,2,5000,622.0,5375.63971968
5000,10000,3,5000,933.0,4792.57447911
10000,15000,4,5000,1243.0,3852.28152471
15000,20000,5,5000,1554.0,3445.56899703
20000,25000,6,5000,1869.0,3226.8591641
25000,30000,7,5000,2179.0,3314.64282189
30000,35000,8,5000,2491.0,3171.81365251
35000,40000,9,5000,2805.0,3222.89655248
40000,45000,10,5000,3120.0,3290.56258686
45000,50000,11,5000,3435.0,3552.53516181
50000,55000,12,5000,3750.0,3792.25334539
55000,60000,13,5000,4063.0,4015.87765629
60000,65000,14,5000,4375.0,4134.6795581
65000,70000,15,5000,4688.0,4125.77633362
70000,75000,16,5000,5000.0,4116.52392701
75000,80000,17,5000,5309.0,3953.76972725
80000,85000,18,5000,5614.0,3950.84165222
85000,90000,19,5000,5918.0,3820.15946673
90000,95000,20,5000,6223.0,3824.24569971
95000,100000,21,5000,6531.0,3968.74084787
0,5000,22,5000,6845.0,3756.69978955
5000,10000,23,5000,7148.0,3758.4160702
10000,15000,24,5000,7452.0,3763.76005295
15000,20000,25,5000,7764.0,3772.29960314
20000,25000,26,5000,8075.0,3837.17622662
25000,30000,27,5000,8372.0,3893.56386229
30000,35000,28,5000,8669.0,3936.26969327
35000,40000,29,5000,8980.0,4043.59671873
40000,45000,30,5000,9291.0,4125.66765051
45000,50000,31,5000,9595.0,4215.3663338
50000,55000,32,5000,9898.0,4290.31064536
55000,60000,33,5000,10194.0,4377.48011488
60000,65000,34,5000,10489.0,4462.35229961
65000,70000,35,5000,10793.0,4549.09094519
70000,75000,36,5000,11097.0,4641.60275527
75000,80000,37,5000,11412.0,4737.4732407
80000,85000,38,5000,11727.0,4807.77709532
85000,90000,39,5000,12047.0,4903.52118662
90000,95000,40,5000,12366.0,4987.0161479
95000,100000,41,5000,12679.0,5067.88623602
100000,105000,42,5000,12991.0,5128.81460649
105000,110000,43,5000,13312.0,5190.46650392
110000,115000,44,5000,13632.0,5249.99659144
115000,120000,45,5000,13947.0,5307.02895507
120000,125000,46,5000,14262.0,5362.90998756
125000,130000,47,5000,14578.0,5401.24564876
130000,135000,48,5000,14893.0,5421.45201056
135000,140000,49,5000,15208.0,5497.60609073
140000,145000,50,5000,15523.0,5548.4958556
145000,150000,51,5000,15841.0,5613.9097867
150000,155000,52,5000,16160.0,5662.12704659
155000,160000,53,5000,16478.0,5733.6079259
160000,165000,54,5000,16796.0,5779.41200227
165000,170000,55,5000,17097.0,5725.9768524
170000,175000,56,5000,17398.0,5735.03963911
175000,180000,57,5000,17698.0,5684.82599525
180000,185000,58,5000,17999.0,5637.45991043
185000,190000,59,5000,18313.0,5595.6136522
190000,195000,60,5000,18627.0,5556.12057788
195000,200000,61,5000,18937.0,5516.70324195
200000,205000,62,5000,19247.0,5529.80488887
205000,210000,63,5000,19550.0,5490.76633349
210000,215000,64,5000,19853.0,5453.46168867
215000,220000,65,5000,20171.0,5468.45548308
220000,225000,66,5000,20489.0,5428.8956553
225000,230000,67,5000,20802.0,5442.41663554
230000,235000,68,5000,21115.0,5455.495772
235000,240000,69,5000,21423.0,5467.48775564
240000,245000,70,5000,21732.0,5479.72156156
245000,250000,71,5000,22049.0,5493.26790467
250000,255000,72,5000,22366.0,5546.03775322
255000,260000,73,5000,22677.0,5590.51725695
260000,265000,74,5000,22988.0,5639.62166819
265000,270000,75,5000,23304.0,5689.41973799
270000,275000,76,5000,23621.0,5734.58729709
275000,280000,77,5000,23935.0,5766.73889777
280000,285000,78,5000,24249.0,5810.12127247
285000,290000,79,5000,24562.0,5857.92517677
290000,295000,80,5000,24874.0,5888.03117855
295000,300000,81,5000,25183.0,5928.43588097
300000,305000,82,5000,25492.0,5934.9446743
305000,310000,83,5000,25806.0,5962.83364581
310000,315000,84,5000,26121.0,5993.22278546
315000,320000,85,5000,26427.0,6011.07344057
320000,325000,86,5000,26732.0,6016.26821872
325000,330000,87,5000,27043.0,6043.66989235
330000,335000,88,5000,27353.0,6070.93135502
335000,340000,89,5000,27668.0,6077.33674068
340000,345000,90,5000,27983.0,6105.28093101
345000,350000,91,5000,28310.0,6150.75354753
350000,355000,92,5000,28636.0,6195.36360848
355000,360000,93,5000,28951.0,6221.11268774
360000,365000,94,5000,29265.0,6245.67021136
365000,370000,95,5000,29564.0,6246.19170961
370000,375000,96,5000,29863.0,6247.23344048
375000,380000,97,5000,30165.0,6249.13496865
380000,385000,98,5000,30467.0,6287.64414025
385000,390000,99,5000,30773.0,6310.20061569
390000,395000,100,5000,31080.0,6332.39960886
395000,400000,101,5000,31384.0,6364.41898166
400000,405000,102,5000,31687.0,6396.34489338
405000,410000,103,5000,32001.0,6419.77138365
410000,415000,104,5000,32315.0,6436.25999922
415000,420000,105,5000,32630.0,6468.71056411
420000,425000,106,5000,32945.0,6490.45010725
425000,430000,107,5000,33263.0,6523.37194308
430000,435000,108,5000,33580.0,6561.29267847
435000,440000,109,5000,33880.0,6591.05617413
440000,445000,110,5000,34179.0,6620.20132153
445000,450000,111,5000,34493.0,6655.20441374
450000,455000,112,5000,34808.0,6686.0685005
455000,460000,113,5000,35119.0,6715.58683272
460000,465000,114,5000,35429.0,6745.52070478
465000,470000,115,5000,35729.0,6763.27319337
470000,475000,116,5000,36029.0,6795.8689974
475000,480000,117,5000,36327.0,6813.0105531
480000,485000,118,5000,36625.0,6830.89529879
485000,490000,119,5000,36936.0,6850.10116775
490000,495000,120,5000,37247.0,6869.43926238
495000,500000,121,5000,37549.0,6825.54198108
500000,505000,122,5000,37850.0,6784.31139804
505000,510000,123,5000,38152.0,6738.2335399
510000,515000,124,5000,38454.0,6699.46173929
515000,520000,125,5000,38759.0,6661.86098827
520000,525000,126,5000,39065.0,6625.49634505
525000,530000,127,5000,39364.0,6589.38644362
530000,535000,128,5000,39663.0,6553.88632872
535000,540000,129,5000,39964.0,6553.90569737
540000,545000,130,5000,40265.0,6519.88129193
545000,550000,131,5000,40578.0,6550.9216057
550000,555000,132,5000,40891.0,6569.54776356
555000,560000,133,5000,41206.0,6596.79460832
560000,565000,134,5000,41521.0,6627.6984016
565000,570000,135,5000,41852.0,6657.16511987
570000,575000,136,5000,42183.0,6676.94775772
575000,580000,137,5000,42499.0,6703.55011451
580000,585000,138,5000,42814.0,6704.72708384
585000,590000,139,5000,43122.0,6733.49239635
590000,595000,140,5000,43429.0,6757.10049261
595000,600000,141,5000,43738.0,6781.10301787
600000,605000,142,5000,44047.0,6789.25861615
605000,610000,143,5000,44346.0,6816.3247656
610000,615000,144,5000,44645.0,6843.39675684
615000,620000,145,5000,44959.0,6868.22354708
620000,625000,146,5000,45274.0,6893.10755729
625000,630000,147,5000,45573.0,6914.41817752
630000,635000,148,5000,45871.0,6928.62019663
635000,640000,149,5000,46173.0,6950.18731142
640000,645000,150,5000,46475.0,6963.49922749
645000,650000,151,5000,46774.0,6976.37711907
650000,655000,152,5000,47074.0,7001.55545255
655000,660000,153,5000,47379.0,7027.07601778
660000,665000,154,5000,47683.0,7048.20255739
665000,670000,155,5000,47983.0,7073.43597022
670000,675000,156,5000,48283.0,7098.41806788
675000,680000,157,5000,48589.0,7119.41657161
680000,685000,158,5000,48895.0,7132.75922481
685000,690000,159,5000,49211.0,7147.33453221
690000,695000,160,5000,49527.0,7170.54115132
695000,700000,161,5000,49834.0,7187.35387735
700000,705000,162,5000,50142.0,7199.6697417
705000,710000,163,5000,50465.0,7214.83393671
710000,715000,164,5000,50788.0,7229.10523891
715000,720000,165,5000,51097.0,7241.31706257
720000,725000,166,5000,51407.0,7254.02644804
725000,730000,167,5000,51721.0,7275.9587294
730000,735000,168,5000,52035.0,7289.32607638
735000,740000,169,5000,52338.0,7301.29629902
740000,745000,170,5000,52641.0,7313.08530685
745000,750000,171,5000,52955.0,7334.26904841
750000,755000,172,5000,53270.0,7355.33927292
755000,760000,173,5000,53578.0,7378.36232235
760000,765000,174,5000,53887.0,7389.49631775
765000,770000,175,5000,54183.0,7399.80488921
770000,775000,176,5000,54479.0,7410.08432349
775000,780000,177,5000,54794.0,7430.84654903
780000,785000,178,5000,55109.0,7451.09096444
785000,790000,179,5000,55419.0,7462.61106596
790000,795000,180,5000,55730.0,7468.33802721
795000,800000,181,5000,56038.0,7490.29735231
800000,805000,182,5000,56346.0,7508.39410582
805000,810000,183,5000,56660.0,7519.54334699
810000,815000,184,5000,56975.0,7539.6608475
815000,820000,185,5000,57280.0,7561.55952295
820000,825000,186,5000,57585.0,7579.01994546
825000,830000,187,5000,57886.0,7596.07443576
830000,835000,188,5000,58187.0,7605.01644495
835000,840000,189,5000,58498.0,7622.64111305
840000,845000,190,5000,58809.0,7644.23956263
845000,850000,191,5000,59119.0,7653.78815016
850000,855000,192,5000,59429.0,7663.73091221
855000,860000,193,5000,59733.0,7685.1887809
860000,865000,194,5000,60037.0,7702.56062982
865000,870000,195,5000,60340.0,7710.96426851
870000,875000,196,5000,60643.0,7719.19401638
875000,880000,197,5000,60944.0,7727.14305109
880000,885000,198,5000,61246.0,7743.52085032
885000,890000,199,5000,61559.0,7755.85734184
890000,895000,200,5000,61872.0,7765.33215875
895000,900000,201,5000,62173.0,7781.38465181
900000,905000,202,5000,62473.0,7790.27548776
905000,910000,203,5000,62773.0,7806.70346472
910000,915000,204,5000,63072.0,7821.55355213
915000,920000,205,5000,63385.0,7837.97125951
920000,925000,206,5000,63699.0,7858.55460489
925000,930000,207,5000,64008.0,7878.7057649
930000,935000,208,5000,64318.0,7886.5061631
935000,940000,209,5000,64631.0,7903.40927777
940000,945000,210,5000,64943.0,7919.30443196
945000,950000,211,5000,65249.0,7938.58101255
950000,955000,212,5000,65555.0,7930.67414376
955000,960000,213,5000,65873.0,7951.74934706
960000,965000,214,5000,66192.0,7968.94582253
965000,970000,215,5000,66491.0,7983.37970964
970000,975000,216,5000,66790.0,7989.80124006
975000,980000,217,5000,67101.0,7998.10235975
980000,985000,218,5000,67412.0,8011.85722409
985000,990000,219,5000,67723.0,8031.4725846
990000,995000,220,5000,68033.0,8050.00218725
995000,1000000,221,5000,68356.0,8058.68617097
0,5000,222,5000,68679.0,6799.534774
5000,10000,223,5000,68992.0,6777.17017339
10000,15000,224,5000,69305.0,6793.13523688
15000,20000,225,5000,69618.0,6808.35527493
20000,25000,226,5000,69931.0,6826.25730355
25000,30000,227,5000,70244.0,6844.13235396
30000,35000,228,5000,70557.0,6859.23175976
35000,40000,229,5000,70870.0,6877.03319305
40000,45000,230,5000,71184.0,6894.59186261
45000,50000,231,5000,71497.0,6903.95034978
50000,55000,232,5000,71809.0,6913.22876653
55000,60000,233,5000,72122.0,6928.045517
60000,65000,234,5000,72436.0,6937.44562143
65000,70000,235,5000,72749.0,6946.61143619
70000,75000,236,5000,73062.0,6955.81407351
75000,80000,237,5000,73375.0,6964.60056731
80000,85000,238,5000,73688.0,6981.85372736
85000,90000,239,5000,74001.0,6996.13075497
90000,95000,240,5000,74314.0,7005.12148636
95000,100000,241,5000,74627.0,7014.03591387
100000,105000,242,5000,74940.0,7030.58729996
105000,110000,243,5000,75260.0,7040.02098201
110000,115000,244,5000,75580.0,7054.79085812
115000,120000,245,5000,75900.0,7069.5160374
120000,125000,246,5000,76220.0,7086.48097413
125000,130000,247,5000,76540.0,7103.67276481
130000,135000,248,5000,76861.0,7113.00183547
135000,140000,249,5000,77181.0,7127.30347091
140000,145000,250,5000,77501.0,7136.94835764
145000,150000,251,5000,77821.0,7153.87654218
150000,155000,252,5000,78141.0,7168.83786555
155000,160000,253,5000,78462.0,7183.19199411
160000,165000,254,5000,78782.0,7191.74176198
165000,170000,255,5000,79102.0,7205.63059719
170000,175000,256,5000,79422.0,7210.95239308
175000,180000,257,5000,79742.0,7220.22958323
180000,185000,258,5000,80062.0,7218.94380246
185000,190000,259,5000,80383.0,7217.79728792
190000,195000,260,5000,80703.0,7227.02410416
195000,200000,261,5000,81023.0,7243.85719633
200000,205000,262,5000,81343.0,7258.25415002
205000,210000,263,5000,81651.0,7271.26380726
210000,215000,264,5000,81958.0,7283.75903371
215000,220000,265,5000,82265.0,7290.92362124
220000,225000,266,5000,82572.0,7298.1133224
