Number_Clusters,Number_Points_per_Cluster,Number_Dim,Number_Points_per_Message,Interval,Number_Partitions, Time
100,100,3,5000,120,48,0.09760
100,1000,3,5000,120,48,1.56461
100,10000,3,5000,120,48,6.84969
100,100000,3,5000,120,48,65.81987
100,1000000,3,5000,120,48,686.40787
