Number_Clusters,Number_Points_per_Cluster,Number_Dim,Number_Points_per_Message,Interval,Number_Partitions, Time
100,100,3,5000,120,48,0.66380
100,1000,3,5000,120,48,1.55098
100,10000,3,5000,120,48,10.95335
100,100000,3,5000,120,48,109.77779
100,1000000,3,5000,120,48,1182.13844
