BatchTime, SubmissionTime, SchedulingDelay, TotalDelay, NumberRecords, Scenario
1507062840000 ms, 2017-10-03T15:34:03, 4, 2384, 0,1_Producer_Count
1507062900000 ms, 2017-10-03T15:35:02, 0, 8944, 717,1_Producer_Count
1507062960000 ms, 2017-10-03T15:36:05, 1, 16738, 1505,1_Producer_Count
1507063020000 ms, 2017-10-03T15:37:05, 1, 17209, 1613,1_Producer_Count
1507063080000 ms, 2017-10-03T15:38:06, 0, 19331, 1820,1_Producer_Count
1507063140000 ms, 2017-10-03T15:39:06, 1, 19926, 1905,1_Producer_Count
1507063200000 ms, 2017-10-03T15:40:05, 0, 18106, 1769,1_Producer_Count
1507063260000 ms, 2017-10-03T15:41:05, 0, 18205, 1830,1_Producer_Count
1507063320000 ms, 2017-10-03T15:42:05, 0, 17729, 1651,1_Producer_Count
1507063380000 ms, 2017-10-03T15:43:05, 0, 18021, 1721,1_Producer_Count
1507063440000 ms, 2017-10-03T15:44:05, 0, 18140, 1738,1_Producer_Count
1507063500000 ms, 2017-10-03T15:45:06, 1, 20501, 1869,1_Producer_Count
1507063560000 ms, 2017-10-03T15:46:05, 0, 18354, 1747,1_Producer_Count
1507063620000 ms, 2017-10-03T15:47:06, 0, 19140, 1872,1_Producer_Count
1507063680000 ms, 2017-10-03T15:48:02, 0, 5797, 465,1_Producer_Count
1507063740000 ms, 2017-10-03T15:49:00, 1, 1294, 0,1_Producer_Count
1507063800000 ms, 2017-10-03T15:50:00, 1, 1299, 0,1_Producer_Count
1507063860000 ms, 2017-10-03T15:51:00, 1, 1279, 0,1_Producer_Count
1507063920000 ms, 2017-10-03T15:52:00, 2, 1277, 0,1_Producer_Count
1507063980000 ms, 2017-10-03T15:53:00, 1, 1376, 0,1_Producer_Count
1507064040000 ms, 2017-10-03T15:54:00, 1, 1266, 0,1_Producer_Count
1507064100000 ms, 2017-10-03T15:55:00, 1, 1282, 0,1_Producer_Count
1507064160000 ms, 2017-10-03T15:56:00, 0, 1270, 0,1_Producer_Count
1507064220000 ms, 2017-10-03T15:57:00, 0, 1255, 0,1_Producer_Count
1507064280000 ms, 2017-10-03T15:58:00, 0, 1245, 0,1_Producer_Count
1507064340000 ms, 2017-10-03T15:59:00, 1, 1278, 0,1_Producer_Count
1507064400000 ms, 2017-10-03T16:00:00, 0, 1360, 0,1_Producer_Count
1507064460000 ms, 2017-10-03T16:01:00, 0, 1271, 0,1_Producer_Count
1507064520000 ms, 2017-10-03T16:02:00, 0, 1280, 0,1_Producer_Count
1507064580000 ms, 2017-10-03T16:03:00, 0, 1265, 0,1_Producer_Count
1507064640000 ms, 2017-10-03T16:04:00, 0, 1269, 0,1_Producer_Count
1507064700000 ms, 2017-10-03T16:05:00, 0, 1271, 0,1_Producer_Count
1507064760000 ms, 2017-10-03T16:06:00, 1, 1278, 0,1_Producer_Count
1507064820000 ms, 2017-10-03T16:07:00, 0, 1282, 0,1_Producer_Count
1507064880000 ms, 2017-10-03T16:08:00, 1, 1250, 0,1_Producer_Count
1507064940000 ms, 2017-10-03T16:09:00, 0, 1261, 0,1_Producer_Count
1507065000000 ms, 2017-10-03T16:10:00, 1, 1282, 0,1_Producer_Count
1507065060000 ms, 2017-10-03T16:11:00, 1, 1282, 0,1_Producer_Count
1507065120000 ms, 2017-10-03T16:12:00, 0, 1277, 0,1_Producer_Count
1507065180000 ms, 2017-10-03T16:13:00, 0, 1255, 0,1_Producer_Count
1507065240000 ms, 2017-10-03T16:14:00, 1, 1296, 0,1_Producer_Count
1507065300000 ms, 2017-10-03T16:15:00, 1, 1254, 0,1_Producer_Count
1507065360000 ms, 2017-10-03T16:16:00, 1, 1271, 0,1_Producer_Count
1507065420000 ms, 2017-10-03T16:17:00, 0, 1268, 0,1_Producer_Count
1507065480000 ms, 2017-10-03T16:18:00, 1, 1250, 0,1_Producer_Count
1507065540000 ms, 2017-10-03T16:19:00, 1, 1275, 0,1_Producer_Count
1507065600000 ms, 2017-10-03T16:20:00, 0, 1294, 0,1_Producer_Count
1507065660000 ms, 2017-10-03T16:21:00, 0, 1247, 0,1_Producer_Count
1507065720000 ms, 2017-10-03T16:22:00, 0, 1253, 0,1_Producer_Count
1507065780000 ms, 2017-10-03T16:23:00, 0, 1241, 0,1_Producer_Count
1507065840000 ms, 2017-10-03T16:24:00, 1, 1281, 0,1_Producer_Count
1507065900000 ms, 2017-10-03T16:25:00, 0, 1259, 0,1_Producer_Count
1507065960000 ms, 2017-10-03T16:26:00, 0, 1313, 0,1_Producer_Count
1507066020000 ms, 2017-10-03T16:27:00, 0, 1268, 0,1_Producer_Count
1507066080000 ms, 2017-10-03T16:28:00, 1, 1256, 0,1_Producer_Count
1507066140000 ms, 2017-10-03T16:29:00, 0, 1256, 0,1_Producer_Count
1507066200000 ms, 2017-10-03T16:30:00, 0, 1303, 0,1_Producer_Count
1507066260000 ms, 2017-10-03T16:31:00, 0, 1267, 0,1_Producer_Count
1507066320000 ms, 2017-10-03T16:32:00, 1, 1263, 0,1_Producer_Count
1507066380000 ms, 2017-10-03T16:33:00, 0, 1243, 0,1_Producer_Count
1507066440000 ms, 2017-10-03T16:34:00, 1, 1286, 0,1_Producer_Count
1507066500000 ms, 2017-10-03T16:35:00, 0, 1252, 0,1_Producer_Count
1507066560000 ms, 2017-10-03T16:36:00, 1, 1241, 0,1_Producer_Count
1507066620000 ms, 2017-10-03T16:37:00, 1, 1268, 0,1_Producer_Count
1507066680000 ms, 2017-10-03T16:38:00, 0, 1262, 0,1_Producer_Count
1507066740000 ms, 2017-10-03T16:39:00, 0, 1262, 0,1_Producer_Count
1507066800000 ms, 2017-10-03T16:40:00, 0, 1269, 0,1_Producer_Count
1507066860000 ms, 2017-10-03T16:41:00, 1, 1249, 0,1_Producer_Count
1507066920000 ms, 2017-10-03T16:42:00, 1, 1267, 0,1_Producer_Count
1507066980000 ms, 2017-10-03T16:43:00, 0, 1248, 0,1_Producer_Count
1507067040000 ms, 2017-10-03T16:44:00, 0, 1265, 0,1_Producer_Count
1507067100000 ms, 2017-10-03T16:45:00, 1, 1263, 0,1_Producer_Count
1507067160000 ms, 2017-10-03T16:46:00, 0, 1261, 0,1_Producer_Count
1507067220000 ms, 2017-10-03T16:47:00, 1, 1263, 0,1_Producer_Count
1507067280000 ms, 2017-10-03T16:48:00, 0, 1260, 0,1_Producer_Count
1507067340000 ms, 2017-10-03T16:49:00, 0, 1274, 0,1_Producer_Count
1507067400000 ms, 2017-10-03T16:50:00, 0, 1285, 0,1_Producer_Count
1507067460000 ms, 2017-10-03T16:51:00, 0, 1249, 0,1_Producer_Count
1507067520000 ms, 2017-10-03T16:52:00, 0, 1243, 0,1_Producer_Count
1507067580000 ms, 2017-10-03T16:53:00, 0, 1262, 0,1_Producer_Count
1507067640000 ms, 2017-10-03T16:54:00, 0, 1284, 0,1_Producer_Count
1507067700000 ms, 2017-10-03T16:55:00, 1, 1243, 0,1_Producer_Count
1507067760000 ms, 2017-10-03T16:56:00, 0, 1251, 0,1_Producer_Count
1507067820000 ms, 2017-10-03T16:57:00, 0, 1257, 0,1_Producer_Count
1507067880000 ms, 2017-10-03T16:58:00, 1, 1286, 0,1_Producer_Count
1507067940000 ms, 2017-10-03T16:59:00, 1, 1246, 0,1_Producer_Count
1507068000000 ms, 2017-10-03T17:00:00, 1, 1236, 0,1_Producer_Count
1507068060000 ms, 2017-10-03T17:01:00, 0, 1263, 0,1_Producer_Count
