CU,Name,StageIn,Allocate,Exec,StageOut,Done
unit.000000,Euclidean_dist_1_1,5.8197109699,5.82295084,6.9575829506,38.745901823,41.3828959465
unit.000001,Euclidean_dist_1_16385,5.7580668926,5.7606730461,6.4316999912,38.8547370434,40.9149358273
unit.000002,Euclidean_dist_1_32769,5.7634739876,5.767343998,6.4717268944,38.7003159523,40.9671339989
unit.000003,Euclidean_dist_1_49153,5.7803790569,5.7886779308,6.5988259316,38.7079429626,41.0719678402
unit.000004,Euclidean_dist_1_65537,5.7995049954,5.8021259308,6.73447299,38.7161920071,41.1767230034
unit.000005,Euclidean_dist_1_81921,5.8147268295,5.8170819283,6.8934128285,38.7347898483,41.3288788795
unit.000006,Euclidean_dist_1_98305,5.6346478462,5.6376979351,5.6647179127,38.8079948425,39.7368228436
unit.000007,Euclidean_dist_1_114689,5.6434979439,5.6464288235,5.7036600113,38.8588118553,39.8439650536
unit.000008,Euclidean_dist_16385_1,5.652823925,5.6560628414,5.7418189049,38.8142819405,39.8967139721
unit.000009,Euclidean_dist_16385_16385,5.664482832,5.6674809456,5.806139946,38.8183538914,40.0010659695
unit.000010,Euclidean_dist_16385_32769,5.672962904,5.6757488251,5.8506760597,38.9011149406,40.1038370132
unit.000011,Euclidean_dist_16385_49153,5.683743,5.6867580414,5.9062469006,38.8867199421,40.2203199863
unit.000012,Euclidean_dist_16385_65537,5.6960439682,5.6986498833,5.9698300362,38.8970429897,40.3245298862
unit.000013,Euclidean_dist_16385_81921,5.7088358402,5.7114019394,6.0514948368,38.8354418278,40.4437949657
unit.000014,Euclidean_dist_16385_98305,5.719301939,5.7216968536,6.1283588409,38.840020895,40.5479798317
unit.000015,Euclidean_dist_16385_114689,5.7297649384,5.7326538563,6.2081208229,38.844233036,40.6535718441
unit.000016,Euclidean_dist_32769_1,5.738011837,5.740432024,6.2670860291,38.8989889622,40.7500610352
unit.000017,Euclidean_dist_32769_16385,5.7520749569,5.7550208569,6.3968689442,38.8526189327,40.8628549576
unit.000018,Euclidean_dist_32769_32769,5.7551050186,5.7576589584,6.4107680321,38.8806068897,40.9075849056
unit.000019,Euclidean_dist_32769_49153,5.6676158905,5.6703498364,5.8188359737,38.8627638817,40.0515818596
unit.000020,Euclidean_dist_32769_65537,5.7888498306,5.7924900055,6.6242599487,38.7292749882,41.1181018353
unit.000021,Euclidean_dist_32769_81921,5.7240688801,5.7265918255,6.1668770313,38.8421368599,40.6002118587
unit.000022,Euclidean_dist_32769_98305,5.7460229397,5.7488479614,6.3350310326,38.8504788876,40.8107998371
unit.000023,Euclidean_dist_32769_114689,5.7352459431,5.7380080223,6.2464189529,38.8463158607,40.7064499855
unit.000024,Euclidean_dist_49153_1,5.6930840015,5.6959929466,5.9539029598,38.8286759853,40.2869470119
unit.000025,Euclidean_dist_49153_16385,5.6783750057,5.6808888912,5.8748919964,38.8647210598,40.1683859825
unit.000026,Euclidean_dist_49153_32769,5.6868748665,5.6895558834,5.9200139046,38.8264729977,40.2348089218
unit.000027,Euclidean_dist_49153_49153,5.8121118546,5.8147268295,6.8642380238,38.7213778496,41.2818579674
unit.000028,Euclidean_dist_49153_65537,5.6404750347,5.6434309483,5.691092968,38.810051918,39.7891469002
unit.000029,Euclidean_dist_49153_81921,5.7430999279,5.7459549904,6.303290844,38.87844491,40.8026049137
unit.000030,Euclidean_dist_49153_98305,5.7216999531,5.7240989208,6.1507549286,38.8730750084,40.5919270515
unit.000031,Euclidean_dist_49153_114689,5.711468935,5.7138710022,6.070152998,38.870923996,40.4861748219
unit.000032,Euclidean_dist_65537_1,5.6590230465,5.6617000103,5.7722308636,38.8163709641,39.9489300251
unit.000033,Euclidean_dist_65537_16385,5.6465549469,5.6495969296,5.7153248787,38.8120558262,39.8428020477
unit.000034,Euclidean_dist_65537_32769,5.6271569729,5.632652998,5.6355910301,38.805603981,39.6821968555
unit.000035,Euclidean_dist_65537_49153,5.79251194,5.7960648537,6.6598470211,38.7108750343,41.1243710518
unit.000036,Euclidean_dist_65537_65537,5.8170788288,5.8196828365,6.9253158569,38.7239940166,41.3390879631
unit.000037,Euclidean_dist_65537_81921,5.7140090466,5.7166390419,6.0901088715,38.8379189968,40.4958128929
unit.000038,Euclidean_dist_65537_98305,5.7166829109,5.7195439339,6.108700037,38.9052529335,40.5385689735
unit.000039,Euclidean_dist_65537_114689,5.76075387,5.7634248734,6.4520950317,38.9031188488,40.9600088596
unit.000040,Euclidean_dist_81921_1,5.8054749966,5.8080639839,6.7951610088,38.7188239098,41.2293028831
unit.000041,Euclidean_dist_81921_16385,5.6809198856,5.6836018562,5.890693903,38.8242878914,40.1827988625
unit.000042,Euclidean_dist_81921_32769,5.7701950073,5.7725858688,6.5412759781,38.7042968273,41.019523859
unit.000043,Euclidean_dist_81921_49153,5.6897568703,5.6928839684,5.936480999,38.8667728901,40.2721989155
unit.000044,Euclidean_dist_81921_65537,5.7404379845,5.7430598736,6.2802350521,38.8484430313,40.7586710453
unit.000045,Euclidean_dist_81921_81921,5.6312570572,5.634321928,5.652479887,38.8568229675,39.7349119186
unit.000046,Euclidean_dist_81921_98305,5.6985428333,5.7010688782,5.9851980209,38.8306930065,40.3391849995
unit.000047,Euclidean_dist_81921_114689,5.6495938301,5.65269804,5.7288348675,38.895072937,39.8950910568
unit.000048,Euclidean_dist_98305_1,5.6561639309,5.6590518951,5.7552828789,38.8608219624,39.9472219944
unit.000049,Euclidean_dist_98305_16385,5.6702899933,5.6730029583,5.8365678787,38.8203499317,40.0532329082
unit.000050,Euclidean_dist_98305_32769,5.8023848534,5.8053770065,6.7601840496,38.7321360111,41.2235159874
unit.000051,Euclidean_dist_98305_49153,5.6757459641,5.6782438755,5.8626408577,38.8223059177,40.1055250168
unit.000052,Euclidean_dist_98305_65537,5.7010579109,5.7036349773,6.0046830177,38.8687689304,40.381305933
unit.000053,Euclidean_dist_98305_81921,5.6376979351,5.6405079365,5.677713871,38.8827469349,39.7896490097
unit.000054,Euclidean_dist_98305_98305,5.6617779732,5.6643910408,5.7934880257,38.8847708702,39.9993948936
unit.000055,Euclidean_dist_98305_114689,5.7673668861,5.7700529099,6.5117089748,38.7266888618,41.0128529072
unit.000056,Euclidean_dist_114689_1,5.809142828,5.8120999336,6.8286190033,38.7400720119,41.2761099339
unit.000057,Euclidean_dist_114689_16385,5.7726750374,5.780069828,6.5676989555,38.7375080585,41.0655779839
unit.000058,Euclidean_dist_114689_32769,5.7060968876,5.7086670399,6.035574913,38.8887238503,40.4336159229
unit.000059,Euclidean_dist_114689_49153,5.7267529964,5.7297458649,6.1844198704,38.8908288479,40.6448829174
unit.000060,Euclidean_dist_114689_65537,5.7036180496,5.7060549259,6.0194749832,38.8330910206,40.3916008472
unit.000061,Euclidean_dist_114689_81921,5.7961330414,5.7992708683,6.696461916,38.7433178425,41.1707799435
unit.000062,Euclidean_dist_114689_98305,5.7327029705,5.7351849079,6.2267398834,38.8752598763,40.6973290443
unit.000063,Euclidean_dist_114689_114689,5.7489638329,5.7516479492,6.378690958,38.8928868771,40.8551208973
