CU,Name,StageIn,Allocate,Exec,StageOut,Done
unit.000000,Euclidean_dist_1_1,22.5581510067,22.5612580776,91.2110579014,92.5061280727,93.378371954
unit.000001,Euclidean_dist_1_4097,20.3732409477,20.3755800724,76.4807870388,86.7406198978,87.6458768845
unit.000002,Euclidean_dist_1_8193,20.3755280972,20.3780128956,76.4931499958,83.5833230019,85.2005980015
unit.000003,Euclidean_dist_1_12289,20.3878610134,20.3901050091,76.5703859329,83.625305891,85.3089909554
unit.000004,Euclidean_dist_1_16385,20.3991398811,20.4016039371,76.6329410076,83.5996780396,85.3649199009
unit.000005,Euclidean_dist_1_20481,20.4079630375,20.4101860523,76.6859989166,83.6043479443,85.4191300869
unit.000006,Euclidean_dist_1_24577,20.4196009636,20.4221880436,77.4826829433,86.776720047,88.1411778927
unit.000007,Euclidean_dist_1_28673,20.4326660633,20.4349279404,77.5625839233,86.7737739086,88.3577599525
unit.000008,Euclidean_dist_1_32769,20.4423370361,20.4446148872,83.3219840527,86.8341999054,88.4653429985
unit.000009,Euclidean_dist_1_36865,20.4517719746,20.4541499615,83.3817870617,91.1705269814,92.7195658684
unit.000010,Euclidean_dist_1_40961,20.4645550251,20.467220068,83.6136140823,91.187885046,92.9074718952
unit.000011,Euclidean_dist_1_45057,20.4728469849,20.4755790234,86.7490649223,91.2577850819,92.9658949375
unit.000012,Euclidean_dist_1_49153,20.4823839664,22.4673089981,86.8036248684,91.2629039288,93.1054759026
unit.000013,Euclidean_dist_1_53249,22.4748630524,22.4775400162,86.8480920792,91.2777218819,93.163326025
unit.000014,Euclidean_dist_1_57345,18.314068079,18.3266580105,56.5311050415,59.1943120956,60.8542890549
unit.000015,Euclidean_dist_1_61441,22.5695118904,22.572783947,91.2516028881,102.876051903,104.344549894
unit.000016,Euclidean_dist_1_65537,22.5900430679,22.6194050312,91.3373808861,95.2069399357,95.4950070381
unit.000017,Euclidean_dist_1_69633,22.6096169949,22.6492769718,91.3760259151,95.2253329754,95.5992910862
unit.000018,Euclidean_dist_1_73729,22.6276650429,22.6816670895,91.4118418694,95.2154619694,95.6555049419
unit.000019,Euclidean_dist_1_77825,22.6455049515,22.6997759342,91.4622089863,102.956608057,104.445815086
unit.000020,Euclidean_dist_1_81921,22.6708059311,22.7070178986,91.5222480297,102.888356924,104.559962034
unit.000021,Euclidean_dist_1_86017,22.685956955,23.1734058857,91.5714418888,102.894135952,104.666455984
unit.000022,Euclidean_dist_1_90113,27.4857831001,27.4887259007,91.6313199997,102.897149086,104.71984005
unit.000023,Euclidean_dist_1_94209,27.5023388863,27.5052390099,91.6712369919,102.994781971,104.825046062
unit.000024,Euclidean_dist_1_98305,27.5168499947,27.5195989609,91.7461168766,95.3020160198,95.8738920689
unit.000025,Euclidean_dist_1_102401,27.5339529514,27.5554180145,95.2247328758,102.580512047,104.988641977
unit.000026,Euclidean_dist_1_106497,27.5499479771,27.5906538963,95.2645180225,102.583864927,105.04729104
unit.000027,Euclidean_dist_1_110593,27.5604109764,27.6141719818,95.3027899265,102.969611883,105.103895903
unit.000028,Euclidean_dist_1_114689,27.5788519382,27.6497368813,95.3569450378,102.971997023,105.212725878
unit.000029,Euclidean_dist_1_118785,27.5916888714,27.6877279282,95.4085979462,102.974601984,105.322455883
unit.000030,Euclidean_dist_1_122881,27.6007599831,27.7185308933,95.4470911026,102.925086975,105.378278017
unit.000031,Euclidean_dist_1_126977,8.1865019798,8.1898829937,8.2211771011,12.7845919132,16.1610000134
