CU,Name,StageIn,Allocate,Exec,StageOut,Done
unit.000000,Euclidean_dist_1_1,5.6649370194,5.6680531502,5.8015971184,36.6451289654,38.7710549831
unit.000001,Euclidean_dist_1_16385,5.7639229298,5.7664411068,6.6046600342,36.7260529995,39.9008560181
unit.000002,Euclidean_dist_1_32769,5.768734932,5.7710270882,6.639991045,36.7113161087,39.9661509991
unit.000003,Euclidean_dist_1_49153,5.7777900696,5.7802369595,6.7325570583,36.5892570019,40.0931551456
unit.000004,Euclidean_dist_1_65537,5.7464010716,5.7486929894,6.4351079464,36.7236270905,39.6606249809
unit.000005,Euclidean_dist_1_81921,5.6307361126,5.6338601112,5.6521761417,36.7879300117,38.4546849728
unit.000006,Euclidean_dist_1_98305,5.6449539661,5.6476860046,5.7169930935,36.7901740074,38.5638661385
unit.000007,Euclidean_dist_1_114689,5.656124115,5.6587331295,5.7659389973,36.7711949348,38.6684360504
unit.000008,Euclidean_dist_16385_1,5.6680629253,5.6708331108,5.8149931431,36.6921989918,38.7730410099
unit.000009,Euclidean_dist_16385_16385,5.678686142,5.6813471317,5.8692369461,36.651004076,38.8780090809
unit.000010,Euclidean_dist_16385_32769,5.6916339397,5.6941020489,5.9535131455,36.7758560181,39.0349941254
unit.000011,Euclidean_dist_16385_49153,5.7014360428,5.7040641308,6.0688209534,36.662225008,39.1489150524
unit.000012,Euclidean_dist_16385_65537,5.7136659622,5.7160511017,6.1753640175,36.7001850605,39.2778220177
unit.000013,Euclidean_dist_16385_81921,5.7231359482,5.7253410816,6.246281147,36.7780880928,39.3824350834
unit.000014,Euclidean_dist_16385_98305,5.7322120667,5.7346010208,6.330561161,36.7975649834,39.4869201183
unit.000015,Euclidean_dist_16385_114689,5.7390990257,5.7413220406,6.3804569244,36.7855091095,39.5940749645
unit.000016,Euclidean_dist_32769_1,5.7489480972,5.7512631416,6.4547100067,36.705673933,39.7212619781
unit.000017,Euclidean_dist_32769_16385,5.758934021,5.7612309456,6.5534081459,36.7087740898,39.8428111076
unit.000018,Euclidean_dist_32769_32769,5.7825341225,5.78489995,6.792853117,36.5943329334,40.150331974
unit.000019,Euclidean_dist_32769_49153,5.689052105,5.6915490627,5.9285979271,36.7363181114,38.9835410118
