CU,Name,StageIn,Allocate,Exec,StageOut,Done
unit.000000,Euclidean_dist_1_1,5.6965079308,5.6993880272,5.9201300144,69.2540609837,70.1461470127
unit.000001,Euclidean_dist_1_16385,5.6576609612,5.6611199379,5.742415905,69.1636018753,69.6446900368
unit.000002,Euclidean_dist_1_32769,5.8435230255,5.8487849236,6.8423948288,69.1096959114,71.1014959812
unit.000003,Euclidean_dist_1_49153,5.8325428963,5.8349280357,6.7272880077,69.0967259407,70.9962918758
unit.000004,Euclidean_dist_1_65537,5.6611068249,5.6644198895,5.7572238445,69.2916119099,70.0167870522
unit.000005,Euclidean_dist_1_81921,5.6393749714,5.6426649094,5.6642160416,69.2439529896,69.9368040562
unit.000006,Euclidean_dist_1_98305,5.6343889237,5.6407709122,5.6449539661,69.155258894,69.4854028225
unit.000007,Euclidean_dist_1_114689,5.6501879692,5.6543838978,5.7103779316,69.160697937,69.5911779404
unit.000008,Euclidean_dist_16385_1,5.6717720032,5.6751558781,5.8028328419,69.1820418835,69.6992309093
unit.000009,Euclidean_dist_16385_16385,5.690557003,5.6934719086,5.8861448765,69.2992260456,70.1211688519
unit.000010,Euclidean_dist_16385_32769,5.6993539333,5.7018749714,5.9381759167,69.1932518482,69.8046629429
unit.000011,Euclidean_dist_16385_49153,5.7078478336,5.7126579285,5.9968819618,69.2565350533,70.1986918449
unit.000012,Euclidean_dist_16385_65537,5.7190279961,5.7218699455,6.0561468601,69.205591917,69.8841760159
unit.000013,Euclidean_dist_16385_81921,5.7363028526,5.7388060093,6.191699028,69.2619788647,70.3562810421
unit.000014,Euclidean_dist_16385_98305,5.7491650581,5.7534348965,6.2673008442,69.2648558617,70.4624190331
unit.000015,Euclidean_dist_16385_114689,5.7669980526,5.7695858479,6.3799638748,69.2276198864,70.5952939987
unit.000016,Euclidean_dist_32769_1,5.7859928608,5.7889978886,6.5005860329,69.2371919155,70.7528688908
unit.000017,Euclidean_dist_32769_16385,5.801530838,5.8066089153,6.5937030315,68.3422989845,69.9118390083
unit.000018,Euclidean_dist_32769_32769,5.8250160217,5.8278889656,6.6867029667,69.0929429531,70.9432389736
unit.000019,Euclidean_dist_32769_49153,5.8371939659,5.8409018517,6.7761650085,69.100249052,71.0488829613
unit.000020,Euclidean_dist_32769_65537,5.8487730026,5.8514399529,6.8747699261,69.1456689835,71.1290650368
unit.000021,Euclidean_dist_32769_81921,5.693557024,5.6964929104,5.9011869431,69.1903488636,69.7763168812
unit.000022,Euclidean_dist_32769_98305,5.7219929695,5.7248389721,6.0908868313,69.2591099739,70.2511320114
unit.000023,Euclidean_dist_32769_114689,5.6643939018,5.6687140465,5.7733309269,69.1793198586,69.6708579063
unit.000024,Euclidean_dist_49153_1,5.6815929413,5.6846559048,5.8526718617,69.2516348362,70.0939748287
