CU,Name,StageIn,Allocate,Exec,StageOut,Done
unit.000000,Euclidean_dist_1_1,14.0232110023,14.4400691986,76.0962901115,82.1395311356,82.9701302052
unit.000001,Euclidean_dist_1_4097,13.7679011822,13.7701079845,61.1076571941,70.5566291809,73.1509561539
unit.000002,Euclidean_dist_1_8193,13.8213701248,13.9062271118,61.3258650303,70.4548771381,73.5805461407
unit.000003,Euclidean_dist_1_12289,7.0495660305,7.0560400486,14.2687830925,26.4312660694,27.6290280819
unit.000004,Euclidean_dist_1_16385,13.8496651649,13.9864530563,70.4784209728,75.2271711826,75.8017561436
unit.000005,Euclidean_dist_1_20481,13.8609910011,14.036809206,70.5470340252,75.3046422005,75.9708020687
unit.000006,Euclidean_dist_1_24577,13.872467041,14.086892128,70.6088240147,75.2389171124,76.1109771729
unit.000007,Euclidean_dist_1_28673,13.8860340118,14.1385631561,70.6716070175,75.2786831856,76.242249012
unit.000008,Euclidean_dist_1_32769,13.8958010674,14.1748759747,70.7232391834,75.2809791565,76.3489010334
unit.000009,Euclidean_dist_1_36865,13.9057610035,14.219727993,70.772862196,75.2834022045,76.4562051296
unit.000010,Euclidean_dist_1_40961,13.9162790775,14.2650630474,70.8223700523,75.2859170437,76.5633451939
unit.000011,Euclidean_dist_1_45057,13.9231770039,14.3000531197,70.8617610931,75.2621831894,76.6400020123
unit.000012,Euclidean_dist_1_49153,13.9362430573,14.3535120487,70.930793047,75.2906200886,76.7786040306
unit.000013,Euclidean_dist_1_53249,13.942882061,14.3929190636,75.0870420933,76.0566840172,76.8546390533
unit.000014,Euclidean_dist_1_57345,13.9531390667,14.4034061432,75.2711601257,79.5330691338,80.0501101017
unit.000015,Euclidean_dist_1_61441,13.9632151127,14.4080281258,75.3229830265,79.4861991405,80.1574850082
unit.000016,Euclidean_dist_1_65537,13.9804410934,14.4164609909,75.4115161896,79.5237431526,80.3513259888
unit.000017,Euclidean_dist_1_69633,13.9896080494,14.4218599796,75.461368084,79.5265221596,80.4590530396
unit.000018,Euclidean_dist_1_73729,13.9989430904,14.4270231724,75.5108470917,79.5306620598,80.5667819977
unit.000019,Euclidean_dist_1_77825,14.0085120201,14.4322161674,75.8694810867,82.1476740837,82.7897760868
unit.000020,Euclidean_dist_1_81921,14.0161700249,14.436122179,76.0492370129,82.1190960407,82.9105331898
unit.000021,Euclidean_dist_1_86017,14.0279831886,14.4426760674,76.1236810684,82.15061903,83.025354147
unit.000022,Euclidean_dist_1_90113,14.0367331505,14.4480330944,76.1758170128,82.1551091671,83.1406180859
unit.000023,Euclidean_dist_1_94209,14.0520181656,14.456040144,79.5187489986,84.9225921631,85.3661990166
unit.000024,Euclidean_dist_1_98305,14.0584089756,14.4601361752,79.5634691715,84.8831260204,85.4734640121
unit.000025,Euclidean_dist_1_102401,14.0742940903,14.4680500031,79.6505320072,84.8906362057,85.6345641613
unit.000026,Euclidean_dist_1_106497,13.793197155,13.8491330147,61.2523891926,70.482227087,73.4653940201
unit.000027,Euclidean_dist_1_110593,14.0607500076,14.4614601135,79.5788149834,85.0183501244,85.475041151
unit.000028,Euclidean_dist_1_114689,14.0798921585,14.4707930088,82.0246191025,85.0268831253,88.7787091732
unit.000029,Euclidean_dist_1_118785,14.0864491463,14.4748330116,82.0752530098,89.3752481937,89.9178709984
unit.000030,Euclidean_dist_1_122881,14.0977470875,14.4814231396,82.1451590061,89.4281880856,90.0265471935
unit.000031,Euclidean_dist_1_126977,14.1086001396,14.4870741367,82.1986401081,89.4235560894,90.1354990005
unit.000032,Euclidean_dist_4097_1,13.7723770142,13.7746582031,61.1337940693,70.4572160244,73.204406023
unit.000033,Euclidean_dist_4097_4097,13.7770011425,13.7794141769,61.1584291458,70.4595870972,73.2577002048
unit.000034,Euclidean_dist_4097_8193,13.7839272022,13.8089051247,61.2008931637,70.4723050594,73.3580009937
unit.000035,Euclidean_dist_4097_12289,6.7499890328,6.7536261082,8.1344201565,20.2496600151,22.2307481766
unit.000036,Euclidean_dist_4097_16385,6.8545980454,6.867205143,13.9176621437,20.3043401241,22.7279171944
unit.000037,Euclidean_dist_4097_20481,13.8439249992,13.9600970745,70.4503190517,75.2245349884,75.7910749912
unit.000038,Euclidean_dist_4097_24577,13.8540291786,14.0084981918,70.5078821182,75.2297260761,75.8466069698
unit.000039,Euclidean_dist_4097_28673,13.8680911064,14.0657191277,70.5853660107,75.2367191315,76.0583322048
unit.000040,Euclidean_dist_4097_32769,13.8785691261,14.1063950062,70.6336531639,75.2409880161,76.1631011963
unit.000041,Euclidean_dist_4097_36865,13.8911101818,14.1566112041,70.6970210075,75.2973411083,76.294809103
unit.000042,Euclidean_dist_4097_40961,13.898111105,14.1839179993,70.7352380753,75.2501661777,76.3731341362
unit.000043,Euclidean_dist_4097_45057,13.9108400345,14.2468371391,70.7970080376,75.2999360561,76.5098631382
unit.000044,Euclidean_dist_4097_49153,13.9185521603,14.2812211514,70.8351590633,75.2597100735,76.586605072
unit.000045,Euclidean_dist_4097_53249,13.9311079979,14.3309860229,70.9030451775,75.3022971153,76.7246990204
unit.000046,Euclidean_dist_4097_57345,13.9384381771,14.3669250011,71.5015671253,75.8543560505,76.8011369705
