CU,Name,StageIn,Allocate,Exec,StageOut,Done
unit.000000,cpptraj_ens0_1,6.12148118019,6.12299203873,9.78550696373,220.591637135,222.006698132
unit.000001,cpptraj_ens0_2,5.82598805428,5.82747912407,6.65143299103,204.742916107,206.012248039
unit.000002,cpptraj_ens0_3,5.82896304131,5.83046102524,6.67850112915,222.095734119,223.08483696
unit.000003,cpptraj_ens0_4,5.83046603203,5.83202910423,6.70796298981,223.900195122,225.187488079
unit.000004,cpptraj_ens0_5,5.83358097076,5.83526706696,6.72968101501,218.386232138,219.904881001
unit.000005,cpptraj_ens0_6,5.83991909027,5.84140515327,6.80711698532,224.201366186,225.219989061
unit.000006,cpptraj_ens0_7,6.12295508385,6.1244161129,9.798568964,213.474018097,214.674565077
unit.000007,cpptraj_ens0_8,6.11412215233,6.11556816101,9.69293808937,213.373167038,213.609608173
unit.000008,cpptraj_ens0_9,5.77407598495,5.77552914619,6.22749710083,220.390563011,221.991317034
unit.000009,cpptraj_ens0_10,5.87548613548,5.87713813782,7.27800297737,192.675320148,194.017476082
unit.000010,cpptraj_ens0_11,5.85561013222,5.85715413094,6.96115016937,188.245092154,189.706457138
unit.000011,cpptraj_ens0_12,5.82266902924,5.82436418533,6.63002896309,209.159700155,210.36776495
unit.000012,cpptraj_ens0_13,5.89854598045,5.90005111694,7.60642409325,209.260643959,210.38105607
unit.000013,cpptraj_ens0_14,5.93969702721,5.94122695923,7.98640298843,199.312354088,200.47449708
unit.000014,cpptraj_ens0_15,5.89524197578,5.89704203606,7.57455611229,201.225126982,202.685173035
unit.000015,cpptraj_ens0_16,5.90006113052,5.90155506134,7.62050700188,208.960447073,210.317625999
unit.000016,cpptraj_ens1_1,6.06701803207,6.06852817535,8.91619706154,173.542775154,174.795361042
unit.000017,cpptraj_ens1_2,5.92735910416,5.92883706093,7.86759495735,145.227334976,146.57211113
unit.000018,cpptraj_ens1_3,5.93032002449,5.93202614784,7.89693713188,195.993709087,197.200169086
unit.000019,cpptraj_ens1_4,5.93205904961,5.93362498283,7.90914416313,198.808638096,200.424415112
unit.000020,cpptraj_ens1_5,5.93824005127,5.93968510628,7.9752099514,199.615561008,200.524485111
unit.000021,cpptraj_ens1_6,5.95627808571,5.95776796341,8.02769804001,196.899106979,198.278512001
unit.000022,cpptraj_ens1_7,5.96605014801,5.96758103371,8.10217308998,188.849126101,189.707256079
unit.000023,cpptraj_ens1_8,5.97066402435,5.97217917442,8.1362991333,182.80641818,184.278571129
unit.000024,cpptraj_ens1_9,5.97564196587,5.9772040844,8.16938900948,192.876893997,194.066518068
unit.000025,cpptraj_ens1_10,5.99007606506,5.99888300896,8.21330308914,188.04231596,189.656993151
unit.000026,cpptraj_ens1_11,5.99649214745,6.00279116631,8.24890708923,190.766638994,191.914333105
unit.000027,cpptraj_ens1_12,6.00118303299,6.00669717789,8.30094408989,186.229698181,187.505558968
unit.000028,cpptraj_ens1_13,6.01017713547,6.0144340992,8.40040111542,188.04580617,189.656560183
unit.000029,cpptraj_ens1_14,6.01474809647,6.02130413055,8.45579099655,201.228384018,202.726613998
unit.000030,cpptraj_ens1_15,6.01930999756,6.02399301529,8.48077511787,191.871123075,192.940428019
unit.000031,cpptraj_ens1_16,6.02689099312,6.03054594994,8.56448411942,199.618968964,200.531697035
unit.000032,cpptraj_ens2_1,6.03146696091,6.03446102142,8.59893202782,127.71125412,128.816799164
unit.000033,cpptraj_ens2_2,6.03666996956,6.03842306137,8.63219308853,125.581391096,127.537278175
unit.000034,cpptraj_ens2_3,6.03960609436,6.04115414619,8.65519213676,126.685752153,127.841359138
unit.000035,cpptraj_ens2_4,6.04417610168,6.04562401772,8.69115710258,121.774044037,122.985306978
unit.000036,cpptraj_ens2_5,6.04876804352,6.05028915405,8.74893808365,123.516982079,125.335411072
unit.000037,cpptraj_ens2_6,6.05793595314,6.05941605568,8.85001802444,117.763731956,118.223720074
unit.000038,cpptraj_ens2_7,6.06551003456,6.06699705124,8.9054441452,121.985468149,123.085325003
