CU,Name,StageIn,Allocate,Exec,StageOut,Done
unit.000000,cpptraj_ens0_1,6.18712186813,6.18890094757,8.96006298065,189.442281961,190.532976866
unit.000001,cpptraj_ens0_2,5.99408984184,5.9955329895,6.87579798698,194.681993961,195.336572886
unit.000002,cpptraj_ens0_3,5.99555802345,5.9968328476,6.88724398613,195.892623901,196.618907928
unit.000003,cpptraj_ens0_4,5.99833106995,5.9998550415,6.93825387955,192.564910889,193.982019901
unit.000004,cpptraj_ens0_5,6.73453903198,6.75405597687,14.4773159027,167.753587008,168.557401896
unit.000005,cpptraj_ens0_6,6.77487397194,6.78055000305,14.7833118439,161.180012941,162.009635925
unit.000006,cpptraj_ens0_7,5.88136386871,5.8837659359,5.94188594818,95.0714428425,96.6563830376
unit.000007,cpptraj_ens0_8,5.89413690567,5.89576888084,6.03175497055,87.3986480236,87.8307449818
unit.000008,cpptraj_ens0_9,5.9098880291,5.9113919735,6.17222499847,124.005727053,125.990081072
unit.000009,cpptraj_ens0_10,6.02368092537,6.02526783943,7.30695486069,150.343078852,152.31416297
unit.000010,cpptraj_ens0_11,5.94623184204,5.94773507118,6.42370986938,128.839685917,129.756182909
unit.000011,cpptraj_ens0_12,5.96417498589,5.965695858,6.53249907494,137.934422016,139.638283014
unit.000012,cpptraj_ens0_13,5.99114203453,5.99259495735,6.79127597809,195.084683895,196.416600943
unit.000013,cpptraj_ens0_14,6.01862096786,6.02005195618,7.21530199051,151.761348963,153.391191959
unit.000014,cpptraj_ens0_15,6.04352784157,6.04506492615,7.58607292175,130.679269075,131.9111619
unit.000015,cpptraj_ens0_16,6.06815886497,6.06970596313,7.95234489441,158.543968916,158.745444059
unit.000016,cpptraj_ens0_17,6.0887260437,6.09015989304,8.14533400536,179.968946934,181.607527018
unit.000017,cpptraj_ens0_18,6.11544299126,6.11696600914,8.2898709774,161.486296892,162.102978945
unit.000018,cpptraj_ens0_19,6.15640497208,6.15788793564,8.60608196259,189.138515949,190.464380026
unit.000019,cpptraj_ens0_20,6.19193792343,6.1934709549,9.00408506393,177.245347977,178.356663942
unit.000020,cpptraj_ens0_21,6.06970191002,6.07130789757,7.96837806702,155.506471872,156.572213888
unit.000021,cpptraj_ens0_22,6.23912501335,6.24064302444,9.53641104698,195.692219973,196.51836586
unit.000022,cpptraj_ens0_23,6.25427389145,6.25577998161,9.66514801979,197.198107958,198.772561073
unit.000023,cpptraj_ens0_24,6.27013993263,6.27162694931,9.80290389061,133.031863928,134.141187906
unit.000024,cpptraj_ens0_25,6.28443598747,6.28593492508,10.0879020691,156.317957878,156.622736931
unit.000025,cpptraj_ens0_26,6.29989695549,6.30137085915,10.3303120136,148.721004963,150.176254988
unit.000026,cpptraj_ens0_27,6.59861302376,6.60013389587,13.343818903,184.501181841,185.896934986
unit.000027,cpptraj_ens0_28,6.60171699524,6.6032679081,13.3804130554,185.205919027,185.914418936
unit.000028,cpptraj_ens0_29,6.60350203514,6.60496687889,13.4257838726,186.318256855,187.126574039
unit.000029,cpptraj_ens0_30,6.6099178791,6.6114859581,13.4860670567,190.650527954,191.670019865
unit.000030,cpptraj_ens0_31,6.61457490921,6.62024784088,13.5298149586,178.958302021,180.460543871
unit.000031,cpptraj_ens0_32,6.63075494766,6.63264489174,13.6247620583,173.916249037,175.080569983
unit.000032,cpptraj_ens1_1,6.63418889046,6.63570189476,13.6699118614,198.704824924,199.899867058
unit.000033,cpptraj_ens1_2,6.63722491264,6.63874697685,13.736948967,192.465623856,193.932255983
unit.000034,cpptraj_ens1_3,6.64329695702,6.64482188225,13.8111279011,179.465508938,180.529682875
unit.000035,cpptraj_ens1_4,6.64809083939,6.64966893196,13.8506538868,183.291591883,183.760568857
unit.000036,cpptraj_ens1_5,6.65284991264,6.65433096886,13.8916678429,204.428617954,205.454894066
