CU,Name,StageIn,Allocate,Exec,StageOut,Done
unit.000000,cpptraj_ens0,5.44257283211,5.44421696663,5.57242393494,660.040238857,661.626698017
unit.000001,cpptraj_ens1,5.43285703659,5.43482303619,5.5122718811,667.359242916,668.829321861
unit.000002,cpptraj_ens2,5.42619085312,5.42894887924,5.47180390358,643.299384832,645.138427973
unit.000003,cpptraj_ens3,5.42300605774,5.42641687393,5.45176506042,671.571490049,673.008847952
unit.000004,cpptraj_ens4,5.43481492996,5.43630886078,5.52247095108,680.691864967,682.290690899
unit.000005,cpptraj_ens5,5.43956303596,5.4410200119,5.55287384987,673.276371956,674.056763887
unit.000006,cpptraj_ens6,5.41856098175,5.42365503311,5.42759394646,688.907983065,690.519942045
unit.000007,cpptraj_ens7,5.43808984756,5.43953585625,5.54280591011,648.412914991,650.293761969
unit.000008,cpptraj_ens8,5.42455005646,5.42767906189,5.46190190315,671.470341921,671.955447912
unit.000009,cpptraj_ens9,5.44423484802,5.44576096535,5.58267188072,636.681586981,637.908422947
unit.000010,cpptraj_ens10,5.42778897285,5.43016195297,5.48191285133,670.567461014,671.933559895
unit.000011,cpptraj_ens11,5.42976593971,5.43138384819,5.49216294289,654.528689861,656.472301006
unit.000012,cpptraj_ens12,5.42127299309,5.42514586449,5.44120788574,601.299851894,603.00939703
unit.000013,cpptraj_ens13,5.44103884697,5.44257283211,5.56272482872,701.629431009,702.855218887
unit.000014,cpptraj_ens14,5.43634700775,5.43809986115,5.53270483017,728.772767067,730.576882839
unit.000015,cpptraj_ens15,5.43132686615,5.43286895752,5.50207901001,639.79023385,641.011561871
