Number_Clusters,Number_Points_per_Cluster,Number_Dim,Number_Points_per_Message,Interval,Number_Partitions, Time
100,100,3,5000,120,48,0.09680
100,1000,3,5000,120,48,0.67116
100,10000,3,5000,120,48,6.43404
100,100000,3,5000,120,48,61.72763
100,1000000,3,5000,120,48,607.04170
