Pilot Startuptime:31.1152820587CU,Name,New,StageIn,Allocate,Exec,StageOut,Done,Read,Exec,Write
unit.000000,Mapper-0-1,N/A,303.972201109,N/A,303.986922979,331.305508137,331.318454027,0.016135,24.322526,0.001977
unit.000001,Mapper-0-2,N/A,311.821089029,N/A,311.845824003,341.832576036,341.844822168,0.016631,25.057361,0.002375
unit.000002,Mapper-0-3,N/A,107.007264137,N/A,107.037749052,166.394104004,166.405452967,0.043014,55.645651,0.002816
unit.000003,Mapper-0-4,N/A,328.385422945,N/A,328.441164017,353.716923952,353.730376959,0.016389,22.10637,0.002482
unit.000004,Mapper-0-5,N/A,9.41402411461,N/A,9.42872405052,65.3343760967,65.3466291428,0.029815,47.111022,0.002359
unit.000005,Mapper-0-6,N/A,11.0635681152,N/A,11.0787711143,56.124174118,56.8182010651,0.027074,38.852156,0.002739
unit.000006,Mapper-0-7,N/A,12.5661129951,N/A,12.5838229656,78.8240201473,80.9062900543,0.02669,56.757914,0.002027
unit.000007,Mapper-0-8,N/A,14.3597409725,N/A,14.3851680756,63.2582900524,63.2706620693,0.041086,46.42808,0.002873
unit.000008,Mapper-0-9,N/A,16.0067360401,N/A,16.0230531693,65.376857996,65.4056761265,0.016109,46.459881,0.002336
unit.000009,Mapper-0-10,N/A,17.4161109924,N/A,17.4930369854,86.792812109,87.7883939743,0.047706,51.407821,0.003227
unit.000010,Mapper-0-11,N/A,206.290820122,N/A,206.31509614,239.068258047,239.08178997,0.016188,27.623905,0.002862
unit.000011,Mapper-0-12,N/A,19.22783494,N/A,19.2532720566,80.9176709652,80.9322350025,0.05551,46.275552,0.002644
unit.000012,Mapper-0-13,N/A,212.79824996,N/A,212.818567038,247.347514153,247.360787153,0.015613,30.61057,0.00183
unit.000013,Mapper-0-14,N/A,22.4417519569,N/A,22.4872851372,85.7353880405,85.7488789558,0.025182,49.960242,0.030235
unit.000014,Mapper-0-15,N/A,221.013642073,N/A,221.040117979,255.534290075,255.546514988,0.01517,31.194204,0.001977
unit.000015,Mapper-0-16,N/A,24.3538141251,N/A,24.3695411682,82.2485840321,82.4800460339,0.065009,45.368471,0.002935
unit.000016,Mapper-0-17,N/A,27.6653261185,N/A,27.7537791729,94.0283639431,94.5991680622,0.012263,54.189971,0.002251
unit.000017,Mapper-0-18,N/A,27.7290899754,N/A,27.757488966,87.8206710815,87.8341341019,0.011007,49.693504,0.00286
unit.000018,Mapper-0-19,N/A,29.3040220737,N/A,29.3203821182,82.2329571247,82.4795091152,0.016227,42.603217,0.002645
unit.000019,Mapper-0-20,N/A,31.0790431499,N/A,31.1455130577,92.988286972,93.0069069862,0.032022,49.786486,0.002777
unit.000020,Mapper-0-21,N/A,32.5980660915,N/A,32.6189050674,94.6085810661,94.6195681095,0.0421,41.564923,0.00256
unit.000021,Mapper-0-22,N/A,32.9015700817,N/A,32.9281330109,91.9500911236,91.9655570984,0.030192,40.020584,0.002585
unit.000022,Mapper-0-23,N/A,34.3055369854,N/A,34.3715000153,94.6288051605,94.6400339603,0.030245,41.934548,0.00201
unit.000023,Mapper-0-24,N/A,322.281279087,N/A,322.307585955,356.060933113,356.072973967,0.045173,31.235908,0.002348
unit.000024,Mapper-0-25,N/A,36.4195950031,N/A,36.4865169525,94.0088369846,94.5981881618,0.030629,40.290758,0.002268
unit.000025,Mapper-0-26,N/A,38.0266160965,N/A,38.0452461243,95.6452770233,95.6567120552,0.033437,43.298428,0.002368
unit.000026,Mapper-0-27,N/A,6.5078420639,N/A,6.81582212448,52.6325180531,52.6448631287,0.081417,37.770855,0.002101
unit.000027,Mapper-0-28,N/A,6.62933516502,N/A,7.21827507019,51.614841938,51.6288449764,0.079379,37.61067,0.001764
unit.000028,Mapper-0-29,N/A,46.8940110207,N/A,46.9218270779,95.6656520367,95.6777510643,0.015655,39.064244,0.003718
unit.000029,Mapper-0-30,N/A,6.88219714165,N/A,7.27749013901,70.4493579865,70.4619910717,0.0341,48.969254,0.001864
unit.000030,Mapper-0-31,N/A,48.3904290199,N/A,48.4089970589,96.7027959824,96.7155230045,0.01684,38.842148,0.002208
unit.000031,Mapper-0-32,N/A,7.07287311554,N/A,7.32254195213,76.7347979546,76.7476871014,0.034267,54.572551,0.002112
unit.000032,Mapper-0-33,N/A,52.6865420341,N/A,52.7038350105,100.679628134,100.691292048,0.018648,43.551496,0.004313
unit.000033,Mapper-0-34,N/A,54.8917961121,N/A,54.9627101421,112.914968967,112.929409981,0.057068,53.28261,0.002598
unit.000034,Mapper-0-35,N/A,7.18163013458,N/A,7.34840798378,70.4577150345,70.4699809551,0.033158,51.100912,0.003689
unit.000035,Mapper-0-36,N/A,56.2040350437,N/A,56.240653038,106.355427027,106.368134975,0.021067,46.527278,0.002945
unit.000036,Mapper-0-37,N/A,113.205816031,N/A,113.222249031,149.13607502,149.154206038,0.017759,25.000656,0.002827
unit.000037,Mapper-0-38,N/A,115.719433069,N/A,115.746935129,152.30963707,152.323518038,0.018486,25.779593,0.002562
unit.000038,Mapper-0-39,N/A,120.475926161,N/A,120.491107941,154.35869813,154.374346972,0.015407,24.051654,0.003146
unit.000039,Mapper-0-40,N/A,123.864546061,N/A,123.892153978,155.402667999,155.414984941,0.016527,26.409101,0.00361
unit.000040,Mapper-0-41,N/A,126.710706949,N/A,126.726161003,191.734949112,192.09305501,0.036653,59.836388,0.004924
unit.000041,Mapper-0-42,N/A,7.05852913857,N/A,7.31884503365,64.3159101009,64.3316631317,0.043437,44.184449,0.002425
unit.000042,Mapper-0-43,N/A,132.612674952,N/A,132.662294149,165.235326052,165.24744606,0.027079,25.803781,0.002376
unit.000043,Mapper-0-44,N/A,134.272155046,N/A,134.331958055,181.508896112,185.612414122,0.033672,42.667555,0.003419
unit.000044,Mapper-0-45,N/A,136.078220129,N/A,136.16702795,165.257365942,165.271058083,0.016658,23.897044,0.00241
unit.000045,Mapper-0-46,N/A,138.200700998,N/A,138.284469128,169.554785967,169.568635941,0.017265,28.159216,0.002617
unit.000046,Mapper-0-47,N/A,141.45770812,N/A,141.486413956,174.370061159,174.383239985,0.016803,29.087006,0.002663
unit.000047,Mapper-0-48,N/A,21.333999157,N/A,21.3878071308,85.7074871063,85.7258419991,0.027766,49.53534,0.002416
unit.000048,Mapper-0-49,N/A,146.447543144,N/A,146.476247072,176.428818941,176.443478107,0.038252,26.597525,0.002258
unit.000049,Mapper-0-50,N/A,148.06793499,N/A,148.101940155,173.353400946,173.367194176,0.038403,22.264704,0.011976
unit.000050,Mapper-0-51,N/A,50.0526800156,N/A,50.0758390427,96.7259011269,96.7492909431,0.021887,42.07944,0.003257
unit.000051,Mapper-0-52,N/A,57.3578691483,N/A,57.4014060497,100.700019121,100.713674068,0.017574,39.041392,0.00243
unit.000052,Mapper-0-53,N/A,155.373110056,N/A,155.396582127,187.77456212,188.701658964,0.017,28.522195,0.002718
unit.000053,Mapper-0-54,N/A,164.588682175,N/A,164.637859106,216.281677008,216.294754028,0.036203,47.963659,0.004391
unit.000054,Mapper-0-55,N/A,165.534470081,N/A,165.561340094,228.640301943,228.653825045,0.025189,58.381603,0.006102
unit.000055,Mapper-0-56,N/A,167.117968082,N/A,167.158983946,197.687179089,197.69999814,0.016121,25.10225,0.003864
unit.000056,Mapper-0-57,N/A,109.540610075,N/A,109.569952965,147.075623035,147.087826014,0.018034,25.135694,0.002478
unit.000057,Mapper-0-58,N/A,171.557204008,N/A,171.576369047,201.844525099,201.856613159,0.015672,26.90915,0.002596
unit.000058,Mapper-0-59,N/A,175.749169111,N/A,175.79650712,199.734835148,199.807150126,0.017235,21.352034,0.002316
unit.000059,Mapper-0-60,N/A,178.548655987,N/A,178.580829144,205.034271955,205.048079014,0.016696,22.625277,0.002322
unit.000060,Mapper-0-61,N/A,175.139942169,N/A,175.169058084,199.564131975,199.806488991,0.016977,21.265189,0.001817
unit.000061,Mapper-0-62,N/A,186.081540108,N/A,186.127395153,267.809285164,267.831377029,0.044379,76.091827,0.003111
unit.000062,Mapper-0-63,N/A,202.790724039,N/A,202.81311512,232.742738008,232.754227161,0.016927,26.917506,0.002777
unit.000063,Mapper-0-64,N/A,207.517696142,N/A,207.53603816,236.973827124,236.986360073,0.042736,24.551811,0.002602
unit.000064,Mapper-0-65,N/A,194.352017164,N/A,194.384405136,260.668337107,260.682676077,0.039717,61.33604,0.002448
unit.000065,Mapper-0-66,N/A,198.700691938,N/A,198.735090017,227.604537964,227.617069006,0.057936,25.098734,0.002268
unit.000066,Mapper-0-67,N/A,219.050156116,N/A,219.071336985,249.375643015,249.387624979,0.016137,27.009805,0.00292
unit.000067,Mapper-0-68,N/A,15.707267046,N/A,15.732763052,70.4705221653,70.4825620651,0.046808,49.707006,0.002703
unit.000068,Mapper-0-69,N/A,19.0773489475,N/A,19.1050071716,90.9119200706,90.9257211685,0.031351,55.106291,0.002605
unit.000069,Mapper-0-70,N/A,296.042174101,N/A,296.070342064,329.104408026,329.158431053,0.024395,28.819418,0.00235
unit.000070,Mapper-0-71,N/A,39.5381510258,N/A,39.6041181087,90.9112679958,90.9264309406,0.044699,39.717816,0.0035
unit.000071,Mapper-0-72,N/A,299.345179081,N/A,299.372511148,354.752303123,354.80847311,0.023777,50.753945,0.003045
unit.000072,Mapper-0-73,N/A,300.125812054,N/A,300.140671015,323.976746082,323.991790056,0.017107,20.251801,0.00228
unit.000073,Mapper-0-74,N/A,301.201850176,N/A,301.241914034,331.283780098,331.29716897,0.044984,25.80885,0.002388
unit.000074,Mapper-0-75,N/A,302.314677,N/A,302.360116005,333.451172113,333.463665009,0.016893,26.561607,0.002589
unit.000075,Mapper-0-76,N/A,303.069630146,N/A,303.099332094,337.732256174,337.74673605,0.018138,31.124489,0.00314
unit.000076,Mapper-0-77,N/A,101.493716002,N/A,101.515810013,137.546235085,137.864459991,0.040346,23.057531,0.003095
unit.000077,Mapper-0-78,N/A,306.26721406,N/A,306.285030127,337.731862068,337.74623704,0.017696,25.999836,0.006619
unit.000078,Mapper-0-79,N/A,128.46758914,N/A,128.483329058,178.482573986,179.428883076,0.038971,45.551418,0.006786
unit.000079,Mapper-0-80,N/A,143.204465151,N/A,143.22094202,173.128272057,173.343773127,0.017078,25.949096,0.002557
unit.000080,Mapper-0-81,N/A,158.168796062,N/A,158.185050011,185.626759052,185.649873972,0.067287,20.101076,0.002041
unit.000081,Mapper-0-82,N/A,177.444713116,N/A,177.472753048,228.639863968,228.654718161,0.086747,46.54276,0.002435
unit.000082,Mapper-0-83,N/A,198.029044151,N/A,198.071228027,221.398098946,221.447952986,0.017061,20.204472,0.001834
unit.000083,Mapper-0-84,N/A,204.300851107,N/A,204.319525957,273.047146082,273.058892012,0.047752,59.587405,0.002075
unit.000084,Mapper-0-85,N/A,207.821660995,N/A,207.842545986,239.06862998,239.082354069,0.016011,28.482346,0.001976
unit.000085,Mapper-0-86,N/A,211.143455982,N/A,211.177513123,245.235573053,245.267290115,0.016923,31.603583,0.001806
unit.000086,Mapper-0-87,N/A,215.826195955,N/A,215.855355024,269.89510417,272.977630138,0.024974,48.711503,0.002295
unit.000087,Mapper-0-88,N/A,219.350626945,N/A,219.37649703,250.426687002,250.438912153,0.015501,24.970353,0.002507
unit.000088,Mapper-0-89,N/A,224.340042114,N/A,224.362640142,254.508747101,254.520899057,0.016166,27.207975,0.002676
unit.000089,Mapper-0-90,N/A,235.749046087,N/A,235.766185999,268.856966019,268.869837999,0.038601,29.067181,0.002393
unit.000090,Mapper-0-91,N/A,324.314591169,N/A,324.379266977,351.783592939,352.671169043,0.095198,23.673124,0.003601
unit.000091,Mapper-0-92,N/A,325.210992098,N/A,325.231376171,354.731359005,354.759233952,0.018069,26.08232,0.002616
unit.000092,Mapper-0-93,N/A,326.115712166,N/A,326.137428999,352.681417942,352.694103003,0.017306,22.839926,0.002455
unit.000093,Mapper-0-94,N/A,334.353604078,N/A,334.384032965,369.182618141,369.22003603,0.033551,30.834055,0.002155
unit.000094,Mapper-0-95,N/A,326.87058115,N/A,326.88917613,356.037141085,356.050826073,0.017107,24.258145,0.002084
unit.000095,Mapper-0-96,N/A,332.684587955,N/A,332.73321104,367.400005102,368.156774044,0.028614,31.503155,0.001821
unit.000096,Mapper-0-97,N/A,327.782315016,N/A,327.81615901,357.075529099,357.088322163,0.016831,25.741442,0.002068
unit.000097,Mapper-0-98,N/A,338.025648117,N/A,338.050879955,360.210168123,360.224701166,0.018002,19.349072,0.001811
unit.000098,Mapper-0-99,N/A,335.061275959,N/A,335.079216003,361.244094133,361.261273146,0.023162,23.011468,0.00224
unit.000099,Mapper-0-100,N/A,58.2148089409,N/A,58.2260370255,98.6502161026,98.6633009911,0.065966,37.001665,0.002294
unit.000100,Mapper-0-101,N/A,58.9705369473,N/A,59.0001170635,96.7034370899,96.7162251472,0.016849,31.224537,0.002295
unit.000101,Mapper-0-102,N/A,61.3173420429,N/A,61.3663811684,103.783341169,104.30476594,0.049781,37.230856,0.002722
unit.000102,Mapper-0-103,N/A,62.7665071487,N/A,62.8086750507,100.699170113,100.712862968,0.021737,33.66887,0.00278
unit.000103,Mapper-0-104,N/A,64.5527360439,N/A,64.5864169598,103.810775042,104.30510807,0.017719,36.229653,0.002585
