CU,Name,New,StageIn,Allocate,Exec,StageOut,Done,Read,Exec,Write
unit.000000,Mapper-0-1,N/A,5.76511907578,N/A,6.33655405045,467.62164712,467.634993076,0.010024,230.25401,0.011365

unit.000001,Mapper-0-2,N/A,5.80855894089,N/A,6.34765005112,488.340451002,488.351559162,0.012255,240.594543,0.012024

unit.000002,Mapper-0-3,N/A,24.3366510868,N/A,24.362580061,496.662997961,496.679366112,0.010284,230.998239,0.01222

unit.000003,Mapper-0-4,N/A,5.87278199196,N/A,6.3623239994,470.679689169,470.692847967,0.010313,231.101578,0.012272

unit.000004,Mapper-0-5,N/A,5.91979598999,N/A,6.37349009514,460.462499142,460.473984957,0.010389,224.898259,0.013097

unit.000005,Mapper-0-6,N/A,5.94873094559,N/A,6.38095617294,552.16230917,552.175632,0.010394,254.633833,0.013147

unit.000006,Mapper-0-7,N/A,5.99167895317,N/A,6.39193606377,475.78267312,475.794700146,0.012887,235.682649,0.012211

unit.000007,Mapper-0-8,N/A,6.02527713776,N/A,6.39925599098,477.828170061,477.839643955,0.012389,238.679965,0.012341

unit.000008,Mapper-0-9,N/A,18.9990949631,N/A,19.0643250942,536.087887049,536.100320101,0.074786,239.5615,0.011896

unit.000009,Mapper-0-10,N/A,5.77967810631,N/A,6.34027814865,454.328571081,454.339776993,0.009995,214.344141,0.012119

unit.000010,Mapper-0-11,N/A,40.6018271446,N/A,40.6360149384,559.196474075,559.211399078,0.012729,226.434902,0.011654

unit.000011,Mapper-0-12,N/A,10.2584681511,N/A,10.3239240646,452.27511096,452.28808713,0.028769,214.824855,0.013522

unit.000012,Mapper-0-13,N/A,25.998707056,N/A,26.0242609978,557.142256021,557.156502962,0.012536,242.758892,0.012296

unit.000013,Mapper-0-14,N/A,6.07205295563,N/A,6.58472394943,453.289013147,453.311162949,0.012099,217.196406,0.013167

unit.000014,Mapper-0-15,N/A,6.12392115593,N/A,6.59207701683,457.392117023,457.40418005,0.01702,220.941089,0.013343

unit.000015,Mapper-0-16,N/A,6.15246105194,N/A,6.59942913055,482.934929132,482.946393967,0.012193,237.783604,0.012651

unit.000016,Mapper-0-17,N/A,6.21592617035,N/A,6.60676693916,459.437077999,459.4491961,0.059875,225.448432,0.012524

unit.000017,Mapper-0-18,N/A,6.28835916519,N/A,6.61777305603,451.236922979,451.248523951,0.058028,205.682832,0.012222

unit.000018,Mapper-0-19,N/A,31.9809350967,N/A,32.0491700172,568.193210125,568.209902048,0.012829,243.158083,0.011988

unit.000019,Mapper-0-20,N/A,39.2310130596,N/A,39.3270380497,505.985846043,505.998173952,0.040627,217.282208,0.012053

unit.000020,Mapper-0-21,N/A,11.9074161053,N/A,11.9219181538,456.361133099,456.373165131,0.013345,221.820942,0.012976

unit.000021,Mapper-0-22,N/A,44.5377290249,N/A,44.6061630249,550.010975122,550.022901058,0.035702,214.6032,0.012126

unit.000022,Mapper-0-23,N/A,5.42134904861,N/A,5.55428195,185.110080957,185.123497963,0.009742,169.865949,0.012868

unit.000023,Mapper-0-24,N/A,5.39985513687,N/A,5.44303107262,179.950679064,179.962663174,0.010209,164.443743,0.013365

unit.000024,Mapper-0-25,N/A,5.48609495163,N/A,5.74380517006,289.768317938,289.781655073,0.009929,191.605568,0.013386

unit.000025,Mapper-0-26,N/A,5.51835298538,N/A,5.84794211388,326.361857176,326.443513155,0.009966,191.626001,0.012405

unit.000026,Mapper-0-27,N/A,5.54689717293,N/A,5.94527697563,253.940646172,253.952968121,0.011883,187.52412,0.013515

unit.000027,Mapper-0-28,N/A,5.56133008003,N/A,5.99902296066,224.735146046,224.758281946,0.009913,182.389414,0.011898

unit.000028,Mapper-0-29,N/A,5.57553911209,N/A,6.05051803589,174.745208025,174.810697079,0.010877,159.323839,0.014855

unit.000029,Mapper-0-30,N/A,5.58979296684,N/A,6.11681509018,195.337615967,195.349589109,0.013689,180.950009,0.013305

unit.000030,Mapper-0-31,N/A,41.9769501686,N/A,41.9974110126,504.947438955,504.958737135,0.01271,214.365176,0.012846

unit.000031,Mapper-0-32,N/A,5.62543916702,N/A,6.28120708466,189.211840153,189.223124981,0.009961,171.885544,0.013001

unit.000032,Mapper-0-33,N/A,5.65763902664,N/A,6.31023812294,486.295892,486.308032036,0.012221,239.680629,0.01141

unit.000033,Mapper-0-34,N/A,5.68302202225,N/A,6.3178730011,529.475233078,529.487547159,0.009975,248.705743,0.011813

unit.000034,Mapper-0-35,N/A,5.72927999496,N/A,6.32887101173,521.489603996,521.548931122,0.012279,246.763705,0.011681

unit.000035,Mapper-0-36,N/A,5.7185959816,N/A,6.32520413399,476.80824995,476.821207047,0.01227,237.180871,0.011603

unit.000036,Mapper-0-37,N/A,5.74727702141,N/A,6.33256411552,461.486475945,461.500045061,0.010015,226.65431,0.011667

unit.000037,Mapper-0-38,N/A,5.79416298866,N/A,6.34395503998,466.588910103,466.600252151,0.010578,230.076625,0.011916

unit.000038,Mapper-0-39,N/A,5.47161507607,N/A,5.69742417336,409.515382051,409.531166077,0.01625,193.949802,0.012561

unit.000039,Mapper-0-40,N/A,5.85852098465,N/A,6.35866308212,510.543176174,510.555835009,0.013011,244.993607,0.012402

unit.000040,Mapper-0-41,N/A,39.2926311493,N/A,39.3307340145,543.201231956,543.836702108,0.013071,223.888985,0.013681

unit.000041,Mapper-0-42,N/A,44.4731969833,N/A,44.5682339668,564.064806938,564.077443123,0.012567,226.858814,0.012403

unit.000042,Mapper-0-43,N/A,46.0395829678,N/A,46.1354379654,560.23758316,562.041079044,0.013556,223.844826,0.013089

unit.000043,Mapper-0-44,N/A,6.0139901638,N/A,6.39559817314,516.466004133,516.478335142,0.010372,246.050932,0.013262

unit.000044,Mapper-0-45,N/A,5.6396651268,N/A,6.30655097961,535.05398798,535.068521976,0.009368,248.994376,0.011818

unit.000045,Mapper-0-46,N/A,5.82281017303,N/A,6.35135006905,479.86809516,479.87994504,0.011029,238.594825,0.01177

unit.000046,Mapper-0-47,N/A,6.03963112831,N/A,6.40292596817,499.768332005,499.779561043,0.010391,239.638296,0.012783

unit.000047,Mapper-0-48,N/A,5.43572711945,N/A,5.60420703888,185.109625101,185.123813152,0.010504,170.838833,0.021627

unit.000048,Mapper-0-49,N/A,5.88762998581,N/A,6.3659620285,458.405240059,458.424317122,0.012891,221.660503,0.013597

unit.000049,Mapper-0-50,N/A,21.4051470757,N/A,21.4329690933,519.435878992,519.452473164,0.012896,237.200309,0.012674

unit.000050,Mapper-0-51,N/A,28.8426120281,N/A,28.861770153,514.42575407,514.440374136,0.012434,229.858919,0.012712

unit.000051,Mapper-0-52,N/A,37.031662941,N/A,37.0691320896,522.549772978,522.562519073,0.042824,221.322372,0.012693

unit.000052,Mapper-0-53,N/A,5.60766196251,N/A,6.18131399155,173.709063053,173.72114706,0.018464,159.060885,0.019733

unit.000053,Mapper-0-54,N/A,46.02780509,N/A,46.0882329941,500.819090128,500.830909967,0.028441,209.712759,0.012847

