Pilot Startuptime:33.7515339851CU,Name,New,StageIn,Allocate,Exec,StageOut,Done,Read,Exec,Write
unit.000000,Mapper-0-1,N/A,10.2254900932,N/A,10.2402448654,175.090862989,175.103594065,0.030159,147.936897,0.003157
unit.000001,Mapper-0-2,N/A,13.2421739101,N/A,13.3077390194,225.382796049,225.396105051,0.047892,193.161738,0.00316
unit.000002,Mapper-0-3,N/A,15.0404748917,N/A,15.0789530277,251.121109009,251.872307062,0.046491,189.70792,0.002563
unit.000003,Mapper-0-4,N/A,18.5898909569,N/A,18.6397409439,216.075169086,216.086543083,0.032075,175.311374,0.002678
unit.000004,Mapper-0-5,N/A,21.7363359928,N/A,21.7568440437,219.194268942,219.210107088,0.022597,177.906027,0.00272
unit.000005,Mapper-0-6,N/A,23.5503969193,N/A,23.5651428699,216.015251875,216.026501894,0.022239,166.486305,0.003354
unit.000006,Mapper-0-7,N/A,26.7064430714,N/A,26.7265329361,247.920865059,247.934823036,0.026632,182.654526,0.00309
unit.000007,Mapper-0-8,N/A,30.310254097,N/A,30.374986887,276.519741058,276.531782866,0.050863,188.675697,0.00246
unit.000008,Mapper-0-9,N/A,32.2679059505,N/A,32.2947700024,264.598701954,265.710087061,0.035286,177.368571,0.003107
unit.000009,Mapper-0-10,N/A,35.3573210239,N/A,35.3841919899,267.764966011,267.776397943,0.057252,179.749703,0.002992
unit.000010,Mapper-0-11,N/A,39.2242619991,N/A,39.241437912,226.418369055,226.444101095,0.044479,168.809457,0.002505
unit.000011,Mapper-0-12,N/A,129.641256094,N/A,129.705064058,337.525228977,337.536932945,0.030565,140.467573,0.002155
unit.000012,Mapper-0-13,N/A,5.87162303925,N/A,5.91522097588,111.153586864,111.165565968,0.089694,97.255808,0.003365
unit.000013,Mapper-0-14,N/A,5.9442679882,N/A,6.17343306541,129.347985029,129.360584974,0.090543,102.600708,0.003923
unit.000014,Mapper-0-15,N/A,5.89340305328,N/A,6.02483296394,97.9910290241,98.0031080246,0.090706,81.482177,0.002559
unit.000015,Mapper-0-16,N/A,6.00252103806,N/A,6.38634109497,97.9914488792,98.0038108826,0.090028,82.138749,0.002384
unit.000016,Mapper-0-17,N/A,6.05361890793,N/A,6.54859900475,95.916713953,95.9318568707,0.09179,81.087738,0.001935
unit.000017,Mapper-0-18,N/A,6.11129808426,N/A,6.72529888153,188.479804993,188.492753029,0.034782,164.68491,0.003245
unit.000018,Mapper-0-19,N/A,6.14445900917,N/A,6.73315501213,180.235176086,180.253449917,0.03809,155.274457,0.002641
unit.000019,Mapper-0-20,N/A,6.18050098419,N/A,6.7405359745,178.182724953,178.195149899,0.037451,155.135155,0.00301
unit.000020,Mapper-0-21,N/A,6.22771406174,N/A,6.75167703629,181.276728868,181.290306091,0.038133,158.233681,0.003187
unit.000021,Mapper-0-22,N/A,6.27084708214,N/A,6.76274204254,174.057626009,174.068294048,0.03634,142.600536,0.002938
unit.000022,Mapper-0-23,N/A,6.30326604843,N/A,6.77013301849,222.280818939,222.292505026,0.037871,189.327337,0.002956
unit.000023,Mapper-0-24,N/A,6.3500828743,N/A,6.78121399879,182.313369989,182.325726986,0.039876,158.680279,0.002627
unit.000024,Mapper-0-25,N/A,6.41143798828,N/A,6.79600095749,186.416313887,186.429514885,0.034471,161.414622,0.003286
unit.000025,Mapper-0-26,N/A,6.45519995689,N/A,6.80706691742,187.44156909,187.453223944,0.034793,160.551012,0.003156
