Pilot Startuptime:34.7147159576CU,Name,New,StageIn,Allocate,Exec,StageOut,Done,Read,Exec,Write
unit.000000,Mapper-0-1,N/A,5.58010721207,N/A,5.64226007462,1104.13282418,1104.15008712,0.329815,1047.46237,0.002455
unit.000001,Mapper-0-2,N/A,5.53619503975,N/A,5.6309170723,1058.2693212,1058.28461599,0.176103,1023.048773,0.00281
unit.000002,Mapper-0-3,N/A,5.5646572113,N/A,5.63834500313,764.566687107,764.57945919,0.188374,714.742435,0.002973
unit.000003,Mapper-0-4,N/A,5.39727115631,N/A,5.55766820908,1094.96220517,1094.97653198,0.185985,1045.370011,0.003001
unit.000004,Mapper-0-5,N/A,5.49001598358,N/A,5.61992716789,1049.11609101,1049.127738,0.338026,1012.885253,0.002203
unit.000005,Mapper-0-6,N/A,5.35719013214,N/A,5.39381814003,755.378913164,755.390974045,0.176613,711.187332,0.003338
unit.000006,Mapper-0-7,N/A,5.4758272171,N/A,5.61627602577,746.19097209,746.208408117,0.177094,708.092288,0.003173
unit.000007,Mapper-0-8,N/A,5.41505408287,N/A,5.60167503357,728.889849186,728.90360713,0.181164,698.03293,0.002427
unit.000008,Mapper-0-9,N/A,5.52203321457,N/A,5.62724304199,1067.36343718,1067.37617707,0.173031,1027.341197,0.002143
unit.000009,Mapper-0-10,N/A,5.42565512657,N/A,5.60532402992,1084.68066716,1084.78464913,0.176001,1030.451536,0.002131
unit.000010,Mapper-0-11,N/A,5.3794271946,N/A,5.51148819923,917.390699148,917.404390097,0.220377,893.129459,0.002279
unit.000011,Mapper-0-12,N/A,5.55036306381,N/A,5.63457512856,1075.51028204,1075.52371216,0.386796,1029.501767,0.002129
unit.000012,Mapper-0-13,N/A,5.50418519974,N/A,5.62359309196,1040.37123418,1040.38244319,0.17665,939.794455,0.003378
unit.000013,Mapper-0-14,N/A,5.44359612465,N/A,5.60897111893,954.030725002,954.044277191,0.255769,926.485045,0.002124
unit.000014,Mapper-0-15,N/A,5.36445808411,N/A,5.45444107056,773.727651119,773.740373135,0.17457,734.221172,0.001919
unit.000015,Mapper-0-16,N/A,5.46144318581,N/A,5.6126241684,737.022731066,737.034466028,0.123439,707.911887,0.003316
unit.000016,Reducer-0,N/A,1110.84900498,N/A,1110.96644807,1117.53879619,1118.885144,0.036597,0.022152,0.003192
unit.000017,Mapper-1-1,N/A,1125.64014721,N/A,1125.65803909,2257.05052209,2257.0614512,0.162138,1046.678459,0.003092
unit.000018,Mapper-1-2,N/A,1125.93657613,N/A,1125.9510181,2193.32675219,2193.33987713,0.166753,1036.249535,0.002836
unit.000019,Mapper-1-3,N/A,1128.54110408,N/A,1128.58016109,2265.71138406,2265.72512913,0.156954,1043.802503,0.001949
unit.000020,Mapper-1-4,N/A,1129.4281981,N/A,1129.45479107,2274.36895204,2274.379987,0.156927,1043.233246,0.002848
unit.000021,Mapper-1-5,N/A,1130.06359315,N/A,1130.08155918,2211.64310408,2211.65754104,0.185715,1037.32275,0.002715
unit.000022,Mapper-1-6,N/A,1131.31491709,N/A,1131.34942222,2185.17963099,2185.1921072,0.192664,1020.735443,0.002875
unit.000023,Mapper-1-7,N/A,1129.4176712,N/A,1129.43920016,2166.61630201,2166.63026309,0.162483,1020.18794,0.002772
unit.000024,Mapper-1-8,N/A,1130.21009016,N/A,1130.23112202,2202.49322104,2202.50689101,0.262536,1033.955265,0.002466
unit.000025,Mapper-1-9,N/A,1131.33197308,N/A,1131.37737608,2157.46831012,2157.4819231,0.196593,1014.852794,0.002328
unit.000026,Mapper-1-10,N/A,1128.52367902,N/A,1128.55217814,2248.31772304,2248.41116905,0.169744,1043.290517,0.002984
unit.000027,Mapper-1-11,N/A,1125.64718199,N/A,1125.67238021,2229.98990321,2230.00222802,0.173967,1043.047261,0.002025
unit.000028,Mapper-1-12,N/A,1126.53085399,N/A,1126.59598398,2148.202914,2148.30462599,0.155407,1011.577673,0.003173
unit.000029,Mapper-1-13,N/A,1127.27181602,N/A,1127.28632808,2132.01501012,2132.02582717,0.169393,989.214818,0.00328
unit.000030,Mapper-1-14,N/A,1128.37745905,N/A,1128.39396501,2239.14764619,2239.1660862,0.162527,1042.270575,0.002205
unit.000031,Mapper-1-15,N/A,1126.8261981,N/A,1126.840698,2220.82389808,2220.8377521,0.15231,1041.455725,0.002149
