Pilot Startuptime:33.9751820564CU,Name,New,StageIn,Allocate,Exec,StageOut,Done,Read,Exec,Write
unit.000000,Mapper-0-1,N/A,11.6989159584,N/A,11.7136440277,215.075567961,215.088665009,0.036884,172.882601,0.003113
unit.000001,Mapper-0-2,N/A,119.683377981,N/A,119.713653088,310.097142935,310.109525919,0.078019,139.938017,0.002411
unit.000002,Mapper-0-3,N/A,129.719370127,N/A,129.783906937,329.076081991,329.086956024,0.035923,133.33431,0.002755
unit.000003,Mapper-0-4,N/A,7.65069103241,N/A,8.16519093513,118.375317097,118.389336109,0.101551,95.066828,0.002365
unit.000004,Mapper-0-5,N/A,7.94967412949,N/A,8.39562511444,168.124644995,168.137105942,0.056807,147.316826,0.003331
unit.000005,Mapper-0-6,N/A,8.43961310387,N/A,8.6649119854,169.154469013,169.165674925,0.038172,146.059625,0.002853
unit.000006,Mapper-0-7,N/A,20.3698041439,N/A,20.3941941261,200.422250032,200.43315196,0.03054,161.791536,0.002782
unit.000007,Mapper-0-8,N/A,31.3128199577,N/A,31.3614249229,262.643476963,262.655875921,0.049511,179.794078,0.002637
unit.000008,Mapper-0-9,N/A,35.2694449425,N/A,35.3016219139,274.51308012,274.529568911,0.058532,189.531635,0.003559
unit.000009,Mapper-0-10,N/A,72.7099859715,N/A,72.7261469364,290.51362896,290.524996042,0.026271,173.812003,0.001842
unit.000010,Mapper-0-11,N/A,89.0154190063,N/A,89.0326321125,307.20924902,307.22023201,0.031918,168.622582,0.002455
unit.000011,Mapper-0-12,N/A,109.486293077,N/A,109.512211084,220.181790113,220.194967985,0.025756,84.731506,0.002551
unit.000012,Mapper-0-13,N/A,7.77674102783,N/A,8.35518503189,182.468188047,182.482655048,0.034693,155.161015,0.00281
unit.000013,Mapper-0-14,N/A,7.47772598267,N/A,7.56105804443,103.586786985,103.599025011,0.104898,87.881005,0.003126
unit.000014,Mapper-0-15,N/A,7.51005291939,N/A,7.6472299099,104.600878954,109.166976929,0.10694,88.249933,0.003334
unit.000015,Mapper-0-16,N/A,7.55736207962,N/A,7.80214214325,115.318591118,115.33067894,0.105506,91.675829,0.002171
unit.000016,Mapper-0-17,N/A,7.58967113495,N/A,7.89910793304,109.178399086,109.191376925,0.110689,88.639032,0.002168
unit.000017,Mapper-0-18,N/A,7.63633799553,N/A,8.11425209045,114.283174038,114.295892,0.112536,91.25392,0.00194
unit.000018,Mapper-0-19,N/A,7.67930698395,N/A,8.25859093666,121.445208073,121.459187031,0.120173,105.863973,0.002844
unit.000019,Mapper-0-20,N/A,7.73014211655,N/A,8.34416508675,176.313066006,176.325516939,0.037791,149.333368,0.00247
unit.000020,Mapper-0-21,N/A,7.79120111465,N/A,8.35894393921,191.166441917,191.178091049,0.036936,162.809328,0.002445
unit.000021,Mapper-0-22,N/A,7.85951399803,N/A,8.37362599373,186.834347963,186.84830904,0.038577,158.007846,0.003131
unit.000022,Mapper-0-23,N/A,7.9087331295,N/A,8.38461613655,225.385674953,225.416016102,0.07421,181.694622,0.002561
unit.000023,Mapper-0-24,N/A,7.93535208702,N/A,8.39194512367,205.506051064,208.901520014,0.05077,173.130006,0.002167
unit.000024,Mapper-0-25,N/A,7.99445390701,N/A,8.40298104286,250.339067936,250.363765001,0.031581,188.854087,0.003072
unit.000025,Mapper-0-26,N/A,8.08673405647,N/A,8.41397309303,222.235535145,222.247923136,0.066785,178.526379,0.002684
unit.000026,Mapper-0-27,N/A,8.1686770916,N/A,8.43245911598,196.324278116,196.337364912,0.031077,167.469489,0.003176
unit.000027,Mapper-0-28,N/A,69.2454779148,N/A,69.2783110142,312.164474964,312.176902056,0.036205,188.140129,0.002039
unit.000028,Mapper-0-29,N/A,11.5215110779,N/A,11.5362000465,170.16859293,170.186037064,0.039568,145.511749,0.002866
unit.000029,Mapper-0-30,N/A,8.21902513504,N/A,8.45775008202,216.090899944,216.10484314,0.037557,168.591499,0.002513
