Pilot Startuptime:33.0109460354CU,Name,New,StageIn,Allocate,Exec,StageOut,Done,Read,Exec,Write
unit.000000,Mapper-0-1,N/A,6.45695400238,N/A,6.64039301872,1066.6025269,1066.61730695,0.04041,1034.672659,0.005034
unit.000001,Mapper-0-2,N/A,6.61465096474,N/A,6.67817401886,1084.89545608,1084.90785789,0.058254,1036.871696,0.004997
unit.000002,Mapper-0-3,N/A,6.49071598053,N/A,6.64782905579,939.426181078,939.437428951,0.040533,892.246748,0.005777
unit.000003,Mapper-0-4,N/A,6.57131695747,N/A,6.66695308685,1026.89794493,1026.91006613,0.041747,994.771528,0.004654
unit.000004,Mapper-0-5,N/A,6.60385394096,N/A,6.67441606522,1099.1679759,1101.88210797,0.042567,1037.989203,0.00489
unit.000005,Mapper-0-6,N/A,6.47231793404,N/A,6.64411091805,1123.25593901,1123.26940513,0.041735,1042.311283,0.004751
unit.000006,Mapper-0-7,N/A,6.52331900597,N/A,6.65529489517,931.253025055,931.264431953,0.040322,890.95807,0.006631
unit.000007,Mapper-0-8,N/A,6.58945894241,N/A,6.67069911957,948.580830097,948.592010021,0.039971,894.425984,0.00573
unit.000008,Mapper-0-9,N/A,6.38766789436,N/A,6.42443299294,922.123160124,922.134768963,0.04151,886.138558,0.006511
unit.000009,Mapper-0-10,N/A,6.4316110611,N/A,6.58235502243,905.849231958,905.860709906,0.039962,879.055029,0.0071
unit.000010,Mapper-0-11,N/A,6.55595111847,N/A,6.66271901131,1157.87999201,1157.89320898,0.038213,1064.677222,0.00559
unit.000011,Mapper-0-12,N/A,6.54150700569,N/A,6.65900397301,912.961961985,912.972592115,0.038525,882.91404,0.007179
unit.000012,Mapper-0-13,N/A,6.40969991684,N/A,6.53438305855,1055.39453006,1055.40661907,0.040064,1004.977102,0.00461
unit.000013,Mapper-0-14,N/A,6.44608712196,N/A,6.63667702675,957.746019125,957.781522036,0.038235,896.286979,0.005029
unit.000014,Mapper-0-15,N/A,6.39511990547,N/A,6.4835460186,1112.05899405,1112.07823706,0.051046,1040.848813,0.005842
unit.000015,Mapper-0-16,N/A,6.50882792473,N/A,6.65155696869,1139.5798409,1139.59160495,0.033525,1060.820803,0.005808
