Pilot Startuptime:34.8227009773CU,Name,New,StageIn,Allocate,Exec,StageOut,Done,Read,Exec,Write
unit.000000,Mapper-0-1,N/A,26.4460468292,N/A,26.511204958,551.046408892,551.057761908,0.036341,240.166846,0.0049
unit.000001,Mapper-0-2,N/A,5.97776889801,N/A,6.74435687065,483.437034845,483.448036909,0.024353,239.71965,0.004546
unit.000002,Mapper-0-3,N/A,5.98890995979,N/A,6.74815797806,537.102097988,537.112790823,0.02416,249.018142,0.004585
unit.000003,Mapper-0-4,N/A,6.02663683891,N/A,6.75576782227,495.654466867,495.666738987,0.024939,242.586023,0.004811
unit.000004,Mapper-0-5,N/A,6.05247592926,N/A,6.76336193085,453.651176929,453.662660837,0.024745,218.669595,0.005012
unit.000005,Mapper-0-6,N/A,6.08615398407,N/A,6.77095293999,469.06979394,469.081470013,0.024751,233.308008,0.004494
unit.000006,Mapper-0-7,N/A,6.13815188408,N/A,6.79717588425,456.72209096,456.734382868,0.040801,226.306752,0.004996
unit.000007,Mapper-0-8,N/A,6.36494398117,N/A,6.85092401505,565.349047899,565.361069918,0.035952,258.748399,0.00461
unit.000008,Mapper-0-9,N/A,28.2455658913,N/A,28.2719478607,526.617178917,526.63013792,0.012518,233.849837,0.004707
unit.000009,Mapper-0-10,N/A,6.85838890076,N/A,6.90007805824,559.19301486,559.20436883,0.022014,256.442418,0.004634
unit.000010,Mapper-0-11,N/A,6.10469698906,N/A,6.77475786209,508.918112993,508.929824829,0.02275,244.974149,0.004934
unit.000011,Mapper-0-12,N/A,5.90610194206,N/A,6.73627495766,554.105294943,554.117185831,0.024432,254.980466,0.005149
unit.000012,Mapper-0-13,N/A,5.61788702011,N/A,6.12700605392,273.960260868,273.9772439,0.03302,188.628172,0.005306
unit.000013,Mapper-0-14,N/A,7.70327091217,N/A,7.71839189529,517.285037994,517.299736023,0.022045,248.332358,0.004677
unit.000014,Mapper-0-15,N/A,5.65129804611,N/A,6.23092603683,347.726587057,347.738209009,0.032912,189.918071,0.005292
unit.000015,Mapper-0-16,N/A,6.17113399506,N/A,6.80481886864,454.679993868,454.691318989,0.026892,224.049003,0.005098
unit.000016,Mapper-0-17,N/A,6.2010538578,N/A,6.81243300438,564.307373047,564.348355055,0.024795,257.553616,0.004819
unit.000017,Mapper-0-18,N/A,6.23821091652,N/A,6.8200609684,529.739187956,535.045135021,0.024231,248.221896,0.005301
unit.000018,Mapper-0-19,N/A,6.26789402962,N/A,6.82767605782,520.364872932,520.375880003,0.020585,246.826469,0.004566
unit.000019,Mapper-0-20,N/A,24.9448649883,N/A,24.9775729179,485.46914196,485.480830908,0.018289,228.621092,0.005534
unit.000020,Mapper-0-21,N/A,6.29813194275,N/A,6.83527994156,542.593600988,542.604945898,0.039101,251.334817,0.005306
unit.000021,Mapper-0-22,N/A,5.80445289612,N/A,6.71338891983,477.316757917,477.329247952,0.024342,240.111227,0.004834
unit.000022,Mapper-0-23,N/A,5.85284805298,N/A,6.72482204437,505.854169846,505.868927956,0.024191,246.186546,0.005074
unit.000023,Mapper-0-24,N/A,5.77846384048,N/A,6.7046020031,515.233198881,515.248189926,0.024309,247.026284,0.004488
unit.000024,Mapper-0-25,N/A,6.42258095741,N/A,6.87725090981,462.820600033,462.831730843,0.020497,233.656056,0.004968
unit.000025,Mapper-0-26,N/A,6.43365693092,N/A,6.88104987144,511.97140789,512.189053059,0.020603,246.750362,0.004798
unit.000026,Mapper-0-27,N/A,6.65601682663,N/A,6.88865685463,460.813313007,460.824075937,0.020672,229.13654,0.005596
unit.000027,Mapper-0-28,N/A,6.78216195107,N/A,6.89626502991,510.942394972,510.954964876,0.020289,246.251373,0.004263
unit.000028,Mapper-0-29,N/A,7.40594482422,N/A,7.425770998,524.573021889,524.58474493,0.023032,249.721923,0.004872
unit.000029,Mapper-0-30,N/A,9.04683899879,N/A,9.0623819828,449.560449839,449.573371887,0.021947,215.140722,0.005303
