,Atoms,Cores,Duration,Type
0,131072,32,0.00291895866394,setup
1,131072,32,11.0721540451,comp
2,131072,32,0.0489540100098,comm
3,131072,32,8.61481785774,conn
4,131072,32,11.1240270138,total
5,131072,32,0.00232815742493,setup
6,131072,32,11.0809149742,comp
7,131072,32,0.0505528450012,comm
8,131072,32,8.6416862011,conn
9,131072,32,11.1337959766,total
10,131072,32,0.00207686424255,setup
11,131072,32,11.0481109619,comp
12,131072,32,0.04918217659,comm
13,131072,32,8.38399982452,conn
14,131072,32,11.0993700027,total
15,131072,32,0.00264000892639,setup
16,131072,32,11.0721149445,comp
17,131072,32,0.0481898784637,comm
18,131072,32,8.59133815765,conn
19,131072,32,11.1229448318,total
20,131072,32,0.00190091133118,setup
21,131072,32,11.0099489689,comp
22,131072,32,0.0502769947052,comm
23,131072,32,8.63559508324,conn
24,131072,32,11.0621268749,total
25,131072,32,0.00207209587097,setup
26,131072,32,11.1068758965,comp
27,131072,32,0.0494601726532,comm
28,131072,32,8.61440896988,conn
29,131072,32,11.158408165,total
30,131072,32,0.00267887115479,setup
31,131072,32,10.4269580841,comp
32,131072,32,0.0488748550415,comm
33,131072,32,8.68285512924,conn
34,131072,32,10.4785118103,total
35,131072,32,0.0021390914917,setup
36,131072,32,10.6464838982,comp
37,131072,32,0.0480630397797,comm
38,131072,32,8.61104607582,conn
39,131072,32,10.6966860294,total
40,131072,32,0.00355100631714,setup
41,131072,32,9.96759390831,comp
42,131072,32,0.220170974731,comm
43,131072,32,8.65897107124,conn
44,131072,32,10.1913158894,total
45,131072,32,0.00276899337769,setup
46,131072,32,11.0558190346,comp
47,131072,32,0.0519750118256,comm
48,131072,32,8.73209285736,conn
49,131072,32,11.1105630398,total
50,262144,32,0.00281000137329,setup
51,262144,32,46.3405210972,comp
52,262144,32,0.693688869476,comm
53,262144,32,16.8930771351,conn
54,262144,32,47.037019968,total
55,262144,32,0.00279593467712,setup
56,262144,32,47.0615451336,comp
57,262144,32,0.125283002853,comm
58,262144,32,17.01207304,conn
59,262144,32,47.1896240711,total
60,262144,32,0.00271105766296,setup
61,262144,32,43.6170670986,comp
62,262144,32,3.23430800438,comm
63,262144,32,16.9216730595,conn
64,262144,32,46.8540861607,total
65,262144,32,0.00365805625916,setup
66,262144,32,44.0788929462,comp
67,262144,32,2.79899811745,comm
68,262144,32,16.8238871098,conn
69,262144,32,46.8815491199,total
70,262144,32,0.00322794914246,setup
71,262144,32,43.3063049316,comp
72,262144,32,3.54832196236,comm
73,262144,32,16.8659250736,conn
74,262144,32,46.8578548431,total
75,262144,32,0.00381302833557,setup
76,262144,32,46.1066658497,comp
77,262144,32,0.541011095047,comm
78,262144,32,16.9213418961,conn
79,262144,32,46.6514899731,total
80,262144,32,0.00332593917847,setup
81,262144,32,44.7671229839,comp
82,262144,32,1.8881649971,comm
83,262144,32,17.3472452164,conn
84,262144,32,46.6586139202,total
85,262144,32,0.00358581542969,setup
86,262144,32,45.1563541889,comp
87,262144,32,1.55066800117,comm
88,262144,32,16.9500088692,conn
89,262144,32,46.7106080055,total
90,262144,32,0.00278306007385,setup
91,262144,32,44.7256650925,comp
92,262144,32,2.09872698784,comm
93,262144,32,16.4743919373,conn
94,262144,32,46.8271751404,total
95,262144,32,0.00256299972534,setup
96,262144,32,46.7775330544,comp
97,262144,32,0.701164960861,comm
98,262144,32,16.9282519817,conn
99,262144,32,47.4812610149,total
100,524288,32,0.0054349899292,setup
101,524288,32,190.376960993,comp
102,524288,32,0.375335931778,comm
103,524288,32,35.1613130569,conn
104,524288,32,190.757731915,total
105,524288,32,0.0239350795746,setup
106,524288,32,182.048491001,comp
107,524288,32,7.00185799599,comm
108,524288,32,35.0295748711,conn
109,524288,32,189.074284077,total
110,524288,32,0.00647878646851,setup
111,524288,32,189.719341993,comp
112,524288,32,0.439630031586,comm
113,524288,32,34.8389751911,conn
114,524288,32,190.165450811,total
115,524288,32,0.00681090354919,setup
116,524288,32,173.628586054,comp
117,524288,32,14.4360980988,comm
118,524288,32,35.0152819157,conn
119,524288,32,188.071495056,total
120,524288,32,0.00471210479736,setup
121,524288,32,191.019634008,comp
122,524288,32,0.379607915878,comm
123,524288,32,34.8307960033,conn
124,524288,32,191.403954029,total
125,524288,32,0.0048840045929,setup
126,524288,32,187.177022934,comp
127,524288,32,2.43255996704,comm
128,524288,32,35.0043151379,conn
129,524288,32,189.614466906,total
130,524288,32,0.00609993934631,setup
131,524288,32,188.372425079,comp
132,524288,32,2.73293185234,comm
133,524288,32,34.7931060791,conn
134,524288,32,191.111456871,total
135,524288,32,0.00520706176758,setup
136,524288,32,186.927945137,comp
137,524288,32,1.42211079597,comm
138,524288,32,34.981082201,conn
139,524288,32,188.355262995,total
140,524288,32,0.00431299209595,setup
141,524288,32,185.658390999,comp
142,524288,32,5.54520106316,comm
143,524288,32,34.951873064,conn
144,524288,32,191.207905054,total
145,524288,32,0.00411081314087,setup
146,524288,32,180.851376057,comp
147,524288,32,9.17643904686,comm
148,524288,32,34.8790910244,conn
149,524288,32,190.031925917,total
150,131072,64,0.00277709960938,setup
151,131072,64,5.69177794456,comp
152,131072,64,0.0658810138702,comm
153,131072,64,8.4007589817,conn
154,131072,64,5.76043605804,total
155,131072,64,0.00250506401062,setup
156,131072,64,5.05403089523,comp
157,131072,64,0.664699077606,comm
158,131072,64,8.40601682663,conn
159,131072,64,5.72123503685,total
160,131072,64,0.00203585624695,setup
161,131072,64,5.57144212723,comp
162,131072,64,0.159143924713,comm
163,131072,64,8.36690592766,conn
164,131072,64,5.73262190819,total
165,131072,64,0.00193905830383,setup
166,131072,64,5.59946107864,comp
167,131072,64,0.191607952118,comm
168,131072,64,8.41733193398,conn
169,131072,64,5.79300808907,total
170,131072,64,0.00254106521606,setup
171,131072,64,5.68059110641,comp
172,131072,64,0.0958869457245,comm
173,131072,64,8.39715003967,conn
174,131072,64,5.77901911736,total
175,131072,64,0.00170707702637,setup
176,131072,64,5.64775395393,comp
177,131072,64,0.0519700050354,comm
178,131072,64,8.34692406654,conn
179,131072,64,5.701431036,total
180,131072,64,0.00213003158569,setup
181,131072,64,5.5140171051,comp
182,131072,64,0.193361997604,comm
183,131072,64,8.40678095818,conn
184,131072,64,5.70950913429,total
185,131072,64,0.00189614295959,setup
186,131072,64,5.65255594254,comp
187,131072,64,0.0531129837036,comm
188,131072,64,8.40038704872,conn
189,131072,64,5.7075650692,total
190,131072,64,0.00235605239868,setup
191,131072,64,5.64930701256,comp
192,131072,64,0.130239963531,comm
193,131072,64,8.43319296837,conn
194,131072,64,5.78190302849,total
195,131072,64,0.0028829574585,setup
196,131072,64,5.02272105217,comp
197,131072,64,0.79771900177,comm
198,131072,64,8.44390892982,conn
199,131072,64,5.8233230114,total
200,262144,64,0.00251293182373,setup
201,262144,64,22.2025949955,comp
202,262144,64,1.38312101364,comm
203,262144,64,16.8168718815,conn
204,262144,64,23.588228941,total
205,262144,64,0.00379800796509,setup
206,262144,64,23.2416818142,comp
207,262144,64,0.132206201553,comm
208,262144,64,16.7651808262,conn
209,262144,64,23.3776860237,total
210,262144,64,0.00300097465515,setup
211,262144,64,23.1986451149,comp
212,262144,64,0.161391019821,comm
213,262144,64,16.8272140026,conn
214,262144,64,23.3630371094,total
215,262144,64,0.00372409820557,setup
216,262144,64,22.2688069344,comp
217,262144,64,1.14909696579,comm
218,262144,64,17.0005440712,conn
219,262144,64,23.4216279984,total
220,262144,64,0.00356507301331,setup
221,262144,64,23.2494440079,comp
222,262144,64,0.26465010643,comm
223,262144,64,16.8113439083,conn
224,262144,64,23.5176591873,total
225,262144,64,0.00325393676758,setup
226,262144,64,23.2191510201,comp
227,262144,64,0.11906504631,comm
228,262144,64,16.8191509247,conn
229,262144,64,23.3414700031,total
230,262144,64,0.00439405441284,setup
231,262144,64,23.2566931248,comp
232,262144,64,0.122180938721,comm
233,262144,64,16.6949279308,conn
234,262144,64,23.3832681179,total
235,262144,64,0.00309300422668,setup
236,262144,64,22.0352869034,comp
237,262144,64,1.16452908516,comm
238,262144,64,16.8163330555,conn
239,262144,64,23.2029089928,total
240,262144,64,0.00311803817749,setup
241,262144,64,23.1260869503,comp
242,262144,64,0.246232032776,comm
243,262144,64,16.8099548817,conn
244,262144,64,23.3754370213,total
245,262144,64,0.00283598899841,setup
246,262144,64,21.5141370296,comp
247,262144,64,2.17713594437,comm
248,262144,64,16.7189340591,conn
249,262144,64,23.694108963,total
250,524288,64,0.00550317764282,setup
251,524288,64,96.3459889889,comp
252,524288,64,1.16628694534,comm
253,524288,64,34.4754509926,conn
254,524288,64,97.5177791119,total
255,524288,64,0.00377798080444,setup
256,524288,64,90.3237440586,comp
257,524288,64,6.33889198303,comm
258,524288,64,34.5416929722,conn
259,524288,64,96.6664140224,total
260,524288,64,0.00618004798889,setup
261,524288,64,91.6338028908,comp
262,524288,64,5.12919712067,comm
263,524288,64,34.9003798962,conn
264,524288,64,96.7691800594,total
265,524288,64,0.00555491447449,setup
266,524288,64,95.7676920891,comp
267,524288,64,1.46745991707,comm
268,524288,64,34.8184080124,conn
269,524288,64,97.2407069206,total
270,524288,64,0.00452709197998,setup
271,524288,64,94.6327109337,comp
272,524288,64,1.7878909111,comm
273,524288,64,34.8281350136,conn
274,524288,64,96.4251289368,total
275,524288,64,0.00542998313904,setup
276,524288,64,93.7549068928,comp
277,524288,64,2.92554998398,comm
278,524288,64,34.7516710758,conn
279,524288,64,96.6858868599,total
280,524288,64,0.00515294075012,setup
281,524288,64,93.6788301468,comp
282,524288,64,2.8471198082,comm
283,524288,64,34.9926030636,conn
284,524288,64,96.5311028957,total
285,524288,64,0.00389814376831,setup
286,524288,64,95.4684410095,comp
287,524288,64,0.982576847076,comm
288,524288,64,34.7110772133,conn
289,524288,64,96.4549160004,total
290,524288,64,0.00584292411804,setup
291,524288,64,95.6157381535,comp
292,524288,64,1.0900349617,comm
293,524288,64,35.1698710918,conn
294,524288,64,96.7116160393,total
295,524288,64,0.00549101829529,setup
296,524288,64,86.9736089706,comp
297,524288,64,9.74452400208,comm
298,524288,64,34.5634160042,conn
299,524288,64,96.723623991,total
300,131072,128,0.00195097923279,setup
301,131072,128,2.79837989807,comp
302,131072,128,0.201682090759,comm
303,131072,128,8.31520295143,conn
304,131072,128,3.00201296806,total
305,131072,128,0.00188684463501,setup
306,131072,128,2.6709280014,comp
307,131072,128,0.279924154282,comm
308,131072,128,8.41840600967,conn
309,131072,128,2.95273900032,total
310,131072,128,0.00219392776489,setup
311,131072,128,2.64297914505,comp
312,131072,128,0.400332927704,comm
313,131072,128,8.39742994308,conn
314,131072,128,3.04550600052,total
315,131072,128,0.00205016136169,setup
316,131072,128,2.87868905067,comp
317,131072,128,0.136717796326,comm
318,131072,128,8.42321705818,conn
319,131072,128,3.01745700836,total
320,131072,128,0.00182294845581,setup
321,131072,128,2.86922621727,comp
322,131072,128,0.0793259143829,comm
323,131072,128,8.48517799377,conn
324,131072,128,2.95037508011,total
325,131072,128,0.00187706947327,setup
326,131072,128,2.87886190414,comp
327,131072,128,0.253318071365,comm
328,131072,128,8.4093208313,conn
329,131072,128,3.13405704498,total
330,131072,128,0.00202989578247,setup
331,131072,128,2.82784819603,comp
