,Atoms,Cores,Duration,Type
0,131072,32,0.00220108032227,setup
1,131072,32,9.84453606606,comp
2,131072,32,0.593634843826,comm
3,131072,32,0.691159963608,conn
4,131072,32,10.4403719902,total
5,131072,32,0.00318789482117,setup
6,131072,32,10.4707040787,comp
7,131072,32,0.180682897568,comm
8,131072,32,0.704012155533,conn
9,131072,32,10.6545748711,total
10,131072,32,0.00136804580688,setup
11,131072,32,10.1759841442,comp
12,131072,32,0.229127883911,comm
13,131072,32,0.684987068176,conn
14,131072,32,10.4064800739,total
15,131072,32,0.00200819969177,setup
16,131072,32,10.8464379311,comp
17,131072,32,0.179715871811,comm
18,131072,32,0.712162017822,conn
19,131072,32,11.0281620026,total
20,131072,32,0.0154249668121,setup
21,131072,32,9.88849711418,comp
22,131072,32,0.58381986618,comm
23,131072,32,0.688988208771,conn
24,131072,32,10.4877419472,total
25,131072,32,0.00211501121521,setup
26,131072,32,9.85793685913,comp
27,131072,32,0.63703417778,comm
28,131072,32,0.698082923889,conn
29,131072,32,10.4970860481,total
30,131072,32,0.00155401229858,setup
31,131072,32,10.3536851406,comp
32,131072,32,0.17949795723,comm
33,131072,32,0.707875967026,conn
34,131072,32,10.5347371101,total
35,131072,32,0.00232005119324,setup
36,131072,32,10.164940834,comp
37,131072,32,0.331551074982,comm
38,131072,32,0.707858085632,conn
39,131072,32,10.4988119602,total
40,131072,32,0.00154304504395,setup
41,131072,32,10.0548620224,comp
42,131072,32,0.254549026489,comm
43,131072,32,0.68968296051,conn
44,131072,32,10.3109540939,total
45,131072,32,0.00222611427307,setup
46,131072,32,10.5283629894,comp
47,131072,32,0.182405948639,comm
48,131072,32,0.704462051392,conn
49,131072,32,10.7129950523,total
50,262144,32,0.00322103500366,setup
51,262144,32,40.6904969215,comp
52,262144,32,2.43894600868,comm
53,262144,32,1.84524893761,conn
54,262144,32,43.1326639652,total
55,262144,32,0.00232887268066,setup
56,262144,32,40.7743170261,comp
57,262144,32,2.88072013855,comm
58,262144,32,1.8363699913,conn
59,262144,32,43.6573660374,total
60,262144,32,0.00447678565979,setup
61,262144,32,41.3113391399,comp
62,262144,32,1.22477793694,comm
63,262144,32,1.83786702156,conn
64,262144,32,42.5405938625,total
65,262144,32,0.00324392318726,setup
66,262144,32,40.9382309914,comp
67,262144,32,1.17198801041,comm
68,262144,32,1.83310413361,conn
69,262144,32,42.113462925,total
70,262144,32,0.00312495231628,setup
71,262144,32,40.6618180275,comp
72,262144,32,1.62715697289,comm
73,262144,32,1.83069992065,conn
74,262144,32,42.2920999527,total
75,262144,32,0.00280404090881,setup
76,262144,32,41.1962268353,comp
77,262144,32,1.84108114243,comm
78,262144,32,1.8395409584,conn
79,262144,32,43.0401120186,total
80,262144,32,0.00242400169373,setup
81,262144,32,40.9563260078,comp
82,262144,32,1.3323829174,comm
83,262144,32,1.8319580555,conn
84,262144,32,42.2911329269,total
85,262144,32,0.00396490097046,setup
86,262144,32,40.563297987,comp
87,262144,32,1.82333397865,comm
88,262144,32,1.82443904877,conn
89,262144,32,42.3905968666,total
90,262144,32,0.00313997268677,setup
91,262144,32,41.0903859138,comp
92,262144,32,1.51468491554,comm
93,262144,32,1.84166002274,conn
94,262144,32,42.6082108021,total
95,262144,32,0.00273609161377,setup
96,262144,32,40.8338000774,comp
97,262144,32,1.39369297028,comm
98,262144,32,1.857172966,conn
99,262144,32,42.2302291393,total
100,524288,32,0.0057098865509,setup
101,524288,32,191.927663088,comp
102,524288,32,8.46514892578,comm
103,524288,32,1.40918016434,conn
104,524288,32,200.3985219,total
105,524288,32,0.00771713256836,setup
106,524288,32,193.573187828,comp
107,524288,32,6.68252110481,comm
108,524288,32,1.41349697113,conn
109,524288,32,200.263426065,total
110,524288,32,0.00611805915833,setup
111,524288,32,190.978586912,comp
112,524288,32,10.1184670925,comm
113,524288,32,1.42019605637,conn
114,524288,32,201.103172064,total
115,524288,32,0.00556898117065,setup
116,524288,32,189.611103058,comp
117,524288,32,13.4599039555,comm
118,524288,32,1.40854001045,conn
119,524288,32,203.076575994,total
120,524288,32,0.0196421146393,setup
121,524288,32,186.75987196,comp
122,524288,32,14.1371099949,comm
123,524288,32,1.42550683022,conn
124,524288,32,200.916624069,total
125,524288,32,0.00706195831299,setup
126,524288,32,197.368573189,comp
127,524288,32,4.70600295067,comm
