CU,Name,Scheduling,StagingInput,AgentStagingInputPending,AgentStagingInput,AllocatingPending,Allocating,ExecutingPending,Executing,AgentStagingOutputPending,AgentStagingOutput,PendingOutputStaging,StagingOutput,Done
unit.000032,Euclidean_dist_1_1,N/A,383.113003016,383.113003016,307.622927904,307.626492977,307.627938032,307.628457069,307.630002975,308.374256849,308.375619888,308.380490065,386.353751898,386.382127047
unit.000033,Euclidean_dist_1_4097,N/A,91.8205630779,91.8205630779,16.4473419189,16.4503488541,16.4517738819,16.4521539211,16.4535708427,17.182929039,17.1843938828,17.1894109249,94.1756880283,94.2026100159
unit.000034,Euclidean_dist_1_8193,N/A,93.2716469765,93.2716469765,18.1085829735,18.1115670204,18.1128668785,18.1131989956,18.11460495,18.79292202,18.7941980362,18.7982599735,95.3581140041,95.3840429783
unit.000035,Euclidean_dist_1_12289,N/A,91.9026348591,91.9026348591,16.5943219662,16.5968689919,16.5980360508,16.5983290672,16.5994968414,17.2842829227,17.2856309414,17.2898368835,94.1772549152,94.2034549713
unit.000036,Euclidean_dist_1_16385,N/A,93.872699976,93.872699976,18.7093298435,18.7126300335,18.7141718864,18.7145600319,18.7161109447,19.3957390785,19.3972699642,19.4017088413,96.3897008896,96.4160928726
unit.000037,Euclidean_dist_1_20481,N/A,94.6543960571,94.6543960571,19.3070869446,19.3101098537,19.3115570545,19.3119208813,19.3134200573,19.999131918,20.0005390644,20.0051510334,96.4409768581,96.467498064
unit.000038,Euclidean_dist_1_24577,N/A,171.003759861,171.003759861,95.6198759079,95.622606039,95.6241178513,95.6246330738,95.6263639927,96.3283560276,96.3298649788,96.3343548775,173.329655886,173.356212854
unit.000039,Euclidean_dist_1_28673,N/A,179.359248877,179.359248877,103.987854004,103.990473032,103.991872072,103.992214918,103.993628979,104.67870903,104.680295944,104.684561968,181.345381975,181.371597052
unit.000040,Euclidean_dist_1_32769,N/A,97.3874058723,97.3874058723,22.145524025,22.1483540535,22.1499350071,22.1506490707,22.1524889469,22.815787077,22.8172650337,22.8222370148,99.7314379215,99.7575950623
unit.000041,Euclidean_dist_1_36865,N/A,98.1595358849,98.1595358849,22.7475130558,22.7500720024,22.7514879704,22.7519340515,22.7655899525,23.4197978973,23.4258768559,23.4288759232,100.855108023,100.880894899
