CU,Name,Scheduling,StagingInput,AgentStagingInputPending,AgentStagingInput,AllocatingPending,Allocating,ExecutingPending,Executing,AgentStagingOutputPending,AgentStagingOutput,PendingOutputStaging,StagingOutput,Done
unit.000032,Euclidean_dist_1_1,N/A,47.3763110638,47.3763110638,100.918352127,100.92082715,100.926304102,100.92943716,100.930816174,102.325123072,102.326477051,102.331008196,50.5544171333,50.581264019
unit.000033,Euclidean_dist_1_8193,N/A,-31.138974905,-31.138974905,21.7084510326,21.712375164,21.7149651051,21.7152900696,21.7168550491,23.013335228,23.0149321556,23.0191252232,-28.6093988419,-28.583480835
unit.000034,Euclidean_dist_1_16385,N/A,-29.7362759113,-29.7362759113,23.0583810806,23.0613181591,23.0628120899,23.063131094,23.0645411015,24.3213350773,24.322507143,24.3256821632,-26.4490628242,-26.4224069118
unit.000035,Euclidean_dist_1_24577,N/A,-30.4173989296,-30.4173989296,22.4552001953,22.4582271576,22.4596550465,22.4599640369,22.4613850117,23.7176411152,23.7192480564,23.7229681015,-27.5294229984,-27.5032048225
unit.000036,Euclidean_dist_1_32769,N/A,-29.0429019928,-29.0429019928,24.5550150871,24.5579040051,24.5593211651,24.5596032143,24.5610032082,25.8284430504,25.830037117,25.8336482048,-25.3689968586,-25.3430049419
unit.000037,Euclidean_dist_1_40961,N/A,-27.6133878231,-27.6133878231,25.9564781189,25.9593441486,25.9609050751,25.9611890316,25.9627921581,27.2376720905,27.2393121719,27.2428891659,-25.2668979168,-25.2407779694
unit.000038,Euclidean_dist_1_49153,N/A,-25.5599908829,-25.5599908829,28.0546221733,28.0571670532,28.058588028,28.0588932037,28.0603330135,29.3508150578,29.3523480892,29.3562722206,-23.0502359867,-23.0239927769
unit.000039,Euclidean_dist_1_57345,N/A,-24.1590337753,-24.1590337753,29.555532217,29.5578582287,29.5591471195,29.5594441891,29.5733280182,30.8606991768,30.8667230606,30.8701782227,-20.8904159069,-20.8603367805
unit.000040,Euclidean_dist_1_65537,N/A,-22.7823770046,-22.7823770046,30.8993911743,30.9021801949,30.9035952091,30.9039142132,30.9053440094,32.1678051949,32.1693170071,32.1737191677,-19.7551348209,-19.7274599075
unit.000041,Euclidean_dist_1_73729,N/A,-20.6056919098,-20.6056919098,32.9920101166,33.4943041801,33.5046741962,33.504994154,33.5333321095,34.8827002048,34.8842351437,34.8885490894,-16.5063397884,-16.4797928333
unit.000042,Euclidean_dist_1_81921,N/A,-18.7662909031,-18.7662909031,34.9417691231,34.9443421364,34.9456892014,34.9460031986,34.9476060867,36.2914659977,36.2932310104,36.2973361015,-15.3729689121,-15.3465948105
unit.000043,Euclidean_dist_1_90113,N/A,-18.0757529736,-18.0757529736,35.5511522293,35.5536220074,35.5549361706,35.5551850796,35.5685880184,36.7948701382,36.7962510586,36.7996191978,-14.2922289371,-14.2662057877
unit.000044,Euclidean_dist_1_98305,N/A,-16.0122039318,-16.0122039318,37.5481851101,37.5506660938,37.5518131256,37.5520641804,37.5660731792,38.9090080261,38.9157421589,38.9194321632,-12.0811138153,-12.0544757843
unit.000045,Euclidean_dist_1_106497,N/A,-13.9657599926,-13.9657599926,39.7904720306,39.7935960293,39.7952311039,39.7955350876,39.7970461845,41.1235589981,41.125082016,41.1288020611,-9.86885595322,-9.8430287838
unit.000046,Euclidean_dist_1_114689,N/A,-12.5211808681,-12.5211808681,41.1458981037,41.1481120586,41.1494021416,41.1496760845,41.1623902321,42.4325251579,42.4379401207,42.4411571026,-8.71490693092,-8.68841099739
unit.000047,Euclidean_dist_1_122881,N/A,-11.146078825,-11.146078825,42.4921061993,42.4942610264,42.4954791069,42.4957351685,42.509013176,43.7406060696,43.7457001209,43.748716116,-7.57995486259,-7.55421495438
unit.000048,Euclidean_dist_1_131073,N/A,-9.74949479103,-9.74949479103,43.8331460953,43.8358581066,43.8374660015,43.8378942013,43.8395011425,45.1487531662,45.1502342224,45.1536900997,-7.48182487488,-7.45586180687
unit.000049,Euclidean_dist_1_139265,N/A,-8.37736487389,-8.37736487389,45.1779839993,45.1807200909,45.1822631359,45.1827220917,45.1843612194,46.4569442272,46.4584550858,46.4621281624,-5.31087994576,-5.28435277939
unit.000050,Euclidean_dist_1_147457,N/A,-6.32608699799,-6.32608699799,47.3220181465,47.3250801563,47.3267211914,47.3271632195,47.328993082,48.6703431606,48.6719419956,48.6768300533,-3.09932684898,-3.07258987427
unit.000051,Euclidean_dist_1_155649,N/A,-4.93685889244,-4.93685889244,48.6745409966,48.6777141094,48.6809802055,48.6841590405,48.6855661869,49.9785881042,49.9801251888,49.9839100838,-1.96966600418,-1.94342780113
unit.000052,Euclidean_dist_1_163841,N/A,-2.87638282776,-2.87638282776,50.926970005,50.9305942059,50.932046175,50.9323720932,50.9337420464,52.2920081615,52.2952890396,52.2986900806,0.241020202637,0.26767206192
unit.000053,Euclidean_dist_1_172033,N/A,-0.708130836487,-0.708130836487,52.8840930462,52.886931181,52.8883440495,52.8886580467,52.8903391361,54.2081701756,54.2097671032,54.2136921883,2.45372700691,2.48000812531
unit.000054,Euclidean_dist_1_180225,N/A,0.67252612114,0.67252612114,54.2395482063,54.2423641682,54.2436740398,54.2439510822,54.2454071045,55.5165820122,55.5180652142,55.5218322277,3.58573722839,3.61199903488
unit.000055,Euclidean_dist_1_188417,N/A,51.008657217,51.008657217,104.810869217,104.814592123,104.81598115,104.81627512,104.81778121,106.14777112,106.149202108,106.153879166,54.880874157,55.0301511288
unit.000056,Euclidean_dist_1_196609,N/A,49.4952480793,49.4952480793,103.911031008,103.913382053,103.914747,103.915060997,103.916676044,105.543255091,105.544881105,105.549073219,53.797150135,53.8250141144
unit.000057,Euclidean_dist_1_204801,N/A,51.3941540718,51.3941540718,104.958659172,104.962153196,104.963598013,104.963897228,104.965400219,106.249350071,106.250768185,106.254187107,55.05479002,55.0809810162
unit.000058,Euclidean_dist_1_212993,N/A,53.4395880699,53.4395880699,106.966389179,106.968735218,106.969901085,106.97015214,106.985085011,108.262867212,108.268272161,108.27148819,57.2647662163,57.2909431458
unit.000059,Euclidean_dist_1_221185,N/A,54.7378911972,54.7378911972,108.463059187,108.466512203,108.467951059,108.468262196,108.469680071,109.670704126,109.672394037,109.6756742,58.3503091335,58.3784861565
unit.000060,Euclidean_dist_1_229377,N/A,56.1993420124,56.1993420124,109.817158222,109.82050705,109.821836233,109.822118044,109.823527098,111.079967022,111.08160305,111.087632179,59.4832010269,59.5094270706
unit.000061,Euclidean_dist_1_237569,N/A,191.610880136,191.610880136,244.792961121,244.796368122,244.797845125,244.798142195,244.79996109,246.092971087,246.094455004,246.098589182,194.62424922,194.651980162
unit.000062,Euclidean_dist_1_245761,N/A,58.9664211273,58.9664211273,112.528365135,112.531423092,112.532812119,112.533095121,112.534495115,113.805271149,113.806963205,113.811141014,61.7545871735,61.7806971073
unit.000063,Euclidean_dist_1_253953,N/A,60.335734129,60.335734129,113.874932051,113.878209114,113.879680157,113.880008221,113.881483078,115.114559174,115.116279125,115.119955063,62.8845260143,62.9107720852
unit.000064,Euclidean_dist_8193_1,N/A,61.8271012306,61.8271012306,115.376967192,115.380308151,115.381772041,115.382096052,115.38362813,116.626028061,116.627772093,116.63194108,65.0762500763,65.1022500992
unit.000065,Euclidean_dist_8193_8193,N/A,63.205504179,63.205504179,116.788771152,116.791373014,116.792510033,116.792769194,116.806885004,118.136997223,118.138268232,118.142546177,66.2055151463,66.2316250801
unit.000066,Euclidean_dist_8193_16385,N/A,233.634660006,233.634660006,286.75743413,286.759493113,286.760599136,286.760856152,286.774816036,288.077809095,288.083668232,288.087089062,236.874571085,236.902878046
unit.000067,Euclidean_dist_8193_24577,N/A,242.133074045,242.133074045,295.412952185,295.415118217,295.416218996,295.416459084,295.430732012,296.83486104,296.836085081,296.840054035,245.994329214,246.023343086
unit.000068,Euclidean_dist_8193_32769,N/A,68.2093310356,68.2093310356,121.753454208,121.755770206,121.756939173,121.757202148,121.770831108,123.070646048,123.076490164,123.079938173,71.8945522308,71.9208590984
unit.000069,Euclidean_dist_8193_40961,N/A,69.582020998,69.582020998,123.101485014,123.103520155,123.104590178,123.104854107,123.118514061,124.378895998,124.384956121,124.388240099,73.0246391296,73.0504891872
unit.000070,Euclidean_dist_8193_49153,N/A,70.8910040855,70.8910040855,124.445170164,124.492093086,124.493546009,124.493861198,124.495362043,125.786505222,125.788058043,125.793544054,74.1264932156,74.1540570259
unit.000071,Euclidean_dist_8193_57345,N/A,72.27287817,72.27287817,125.797127008,125.800328016,125.801540136,125.801824093,125.803155184,127.09468317,127.096203089,127.100024223,75.2629790306,75.2895050049
unit.000072,Euclidean_dist_8193_65537,N/A,73.6426980495,73.6426980495,127.193545103,127.196430206,127.202950001,127.203267097,127.20462203,128.604225159,128.605794191,128.610369205,76.3940842152,76.6322591305
unit.000073,Euclidean_dist_8193_73729,N/A,286.799008131,286.799008131,339.947578192,339.950162172,339.951680183,339.951984167,339.9535501,341.239395142,341.24099803,341.245025158,290.192002058,290.222814083
unit.000074,Euclidean_dist_8193_81921,N/A,77.3243222237,77.3243222237,130.948171139,130.950983047,130.952119112,130.952379227,130.966445208,132.232526064,132.238373041,132.241769075,81.1099030972,81.1379520893
unit.000075,Euclidean_dist_8193_90113,N/A,301.915937185,301.915937185,355.091136217,355.093903065,355.095362186,355.095650196,355.097091198,356.446610212,356.448089123,356.451858044,305.213389158,305.24040103
unit.000076,Euclidean_dist_8193_98305,N/A,80.8697080612,80.8697080612,134.403192043,134.406352997,134.407556057,134.407836199,134.422865152,135.754143,135.760337114,135.763860226,84.4598190784,84.4865841866
unit.000077,Euclidean_dist_8193_106497,N/A,82.9626381397,82.9626381397,136.499673128,136.502737045,136.504207134,136.504508018,136.505971193,137.766771078,137.768303156,137.772533178,86.6738111973,86.7046570778
unit.000078,Euclidean_dist_8193_114689,N/A,84.3430922031,84.3430922031,137.85295105,137.856056213,137.857342005,137.857616186,137.869758129,139.176266193,139.182701111,139.186136007,87.820100069,87.8476150036
unit.000079,Euclidean_dist_8193_122881,N/A,-26.2451329231,-26.2451329231,27.4565041065,27.4599590302,27.4612910748,27.4616651535,27.4633090496,28.848097086,28.8496341705,28.8530650139,-23.1019699574,-23.075360775
unit.000080,Euclidean_dist_8193_131073,N/A,-16.6991558075,-16.6991558075,36.9513010979,36.9536120892,36.9549160004,36.9551720619,36.9681940079,38.2044930458,38.2098941803,38.212939024,-13.1610898972,-13.1351079941
unit.000081,Euclidean_dist_8193_139265,N/A,89.302850008,89.302850008,142.808390141,142.810495138,142.811700106,142.811983109,142.813310146,144.106663227,144.108226061,144.112646103,92.341933012,92.3707540035
unit.000082,Euclidean_dist_8193_147457,N/A,90.6679852009,90.6679852009,144.310377121,144.313412189,144.314781189,144.315125227,144.316612005,145.615418196,145.616973162,145.62078023,93.4778721333,93.5046751499
unit.000083,Euclidean_dist_8193_155649,N/A,91.3701090813,91.3701090813,144.914932013,144.91786623,144.919112206,144.919371128,144.93168211,146.220153093,146.225906134,146.229144096,94.5610280037,94.5887742043
unit.000084,Euclidean_dist_8193_163841,N/A,93.4295220375,93.4295220375,147.069607019,147.072670221,147.074041128,147.074354172,147.075906038,148.435112,148.436697006,148.440326214,96.8200950623,96.8474581242
unit.000085,Euclidean_dist_8193_172033,N/A,45.3723521233,45.3723521233,98.9681060314,98.9704082012,98.9715681076,98.9718220234,98.9854512215,100.211277008,100.21274209,100.216869116,48.3415322304,48.3694140911
unit.000086,Euclidean_dist_8193_180225,N/A,54.8055422306,54.8055422306,108.467697144,108.470606089,108.471781015,108.472045183,108.485183001,109.772192001,109.773560047,109.777488232,58.394547224,58.4209961891
unit.000087,Euclidean_dist_8193_188417,N/A,-15.333562851,-15.333562851,38.2911760807,38.2942872047,38.2958772182,38.2961661816,38.2975640297,39.6123831272,39.6139001846,39.617729187,-12.0297157764,-12.0036649704
unit.000088,Euclidean_dist_8193_196609,N/A,-38.2375059128,-38.2375059128,14.6224532127,14.6254470348,14.6268661022,14.6271700859,14.6287281513,15.9702441692,15.9717252254,15.9757862091,-34.504352808,-34.478676796
unit.000089,Euclidean_dist_8193_204801,N/A,68.8952541351,68.8952541351,122.499144077,122.502926111,122.50467515,122.505191088,122.506975174,123.775018215,123.77651,123.780986071,72.9734961987,72.9997601509
unit.000090,Euclidean_dist_8193_212993,N/A,78.0967040062,78.0967040062,131.693833113,131.697176218,131.698523045,131.69879508,131.700411081,133.03643322,133.03800106,133.042148113,81.161837101,81.1884870529
unit.000091,Euclidean_dist_8193_221185,N/A,87.9031310081,87.9031310081,141.451512098,141.454589128,141.456013203,141.456331015,141.458191156,142.798223019,142.799737215,142.804138184,91.2083470821,91.235076189
unit.000092,Euclidean_dist_8193_229377,N/A,96.1706020832,96.1706020832,149.92518115,149.928496122,149.929896116,149.930198193,149.931788206,151.254566193,151.256422043,151.260706186,100.11729908,100.147330046
unit.000093,Euclidean_dist_8193_237569,N/A,105.626441002,105.626441002,158.785526037,158.789954185,158.791542053,158.791840076,158.793256998,160.11744523,160.118957043,160.122769117,108.589292049,108.616056204
unit.000094,Euclidean_dist_8193_245761,N/A,108.392144203,108.392144203,161.646986008,161.649646997,161.651013136,161.651262045,161.664611101,163.03643012,163.037646055,163.042469025,111.888366222,111.916657209
unit.000095,Euclidean_dist_8193_253953,N/A,109.916893005,109.916893005,163.146582127,163.149481058,163.150738001,163.151000023,163.164340019,164.444749117,164.450542212,164.45381403,113.022542,113.049255133
unit.000096,Euclidean_dist_16385_1,N/A,111.293802023,111.293802023,164.494854212,164.497335196,164.498677015,164.49895215,164.512341022,165.752656221,165.758449078,165.761522055,115.183870077,115.211360216
unit.000097,Euclidean_dist_16385_8193,N/A,112.659303188,112.659303188,165.843497038,165.847299099,165.848908186,165.849210024,165.85071516,167.162611008,167.164220095,167.168011189,116.317411184,116.344186068
unit.000098,Euclidean_dist_16385_16385,N/A,149.931646109,149.931646109,203.090633154,203.093513012,203.094839096,203.095088005,203.110208035,204.419017076,204.428503036,204.431559086,152.730714083,152.758271217
unit.000099,Euclidean_dist_16385_24577,N/A,159.712401152,159.712401152,212.864740133,212.868253231,212.869847059,212.870145082,212.871758223,214.182687044,214.184282064,214.188322067,163.760360003,163.787987232
unit.000100,Euclidean_dist_16385_32769,N/A,168.192070007,168.192070007,221.347092152,221.350031137,221.35131216,221.351577044,221.353047132,222.639903069,222.641398191,222.645138025,171.649073124,171.677214146
unit.000101,Euclidean_dist_16385_40961,N/A,295.977055073,295.977055073,349.193553209,349.196911097,349.198224068,349.198507071,349.200146198,350.504593134,350.506052017,350.510099173,299.334652185,299.361593008
unit.000102,Euclidean_dist_16385_49153,N/A,183.590074062,183.590074062,236.759689093,236.762533188,236.763826132,236.764123201,236.765505075,238.04265523,238.044126034,238.0473032,186.518019199,186.544524193
unit.000103,Euclidean_dist_16385_57345,N/A,245.693000078,245.693000078,298.939570189,298.942183018,298.943557024,298.943824053,298.956518173,300.257166147,300.262756109,300.266019106,249.600878,249.627796173
unit.000104,Euclidean_dist_16385_65537,N/A,281.524922132,281.524922132,334.978685141,334.982282162,334.983940125,334.984247208,334.985769033,336.303250074,336.304741144,336.309117079,284.631924152,284.659087181
unit.000105,Euclidean_dist_16385_73729,N/A,-41.0246889591,-41.0246889591,11.7741820812,11.776979208,11.7782890797,11.7785990238,11.7800030708,13.153178215,13.1546480656,13.1579101086,-37.8277728558,-37.8017759323
unit.000106,Euclidean_dist_16385_81921,N/A,216.148461103,216.148461103,269.186008215,269.188592196,269.189709187,269.189972162,269.204835176,270.559167147,270.564755201,270.568087101,219.19426322,219.222364187
