CU,Name,Scheduling,StagingInput,AgentStagingInputPending,AgentStagingInput,AllocatingPending,Allocating,ExecutingPending,Executing,AgentStagingOutputPending,AgentStagingOutput,PendingOutputStaging,StagingOutput,Done
unit.000042,Euclidean_dist_1_163841,N/A,101.245362043,101.245362043,25.8095519543,25.8122119904,25.8134610653,25.8137879372,25.8278291225,29.6484501362,29.6499509811,29.6536490917,107.009009123,107.035167933
unit.000043,Euclidean_dist_1_180225,N/A,102.609518051,102.609518051,27.1509609222,27.1540129185,27.1554899216,27.155821085,27.1571929455,30.9575641155,30.9591600895,30.9628469944,109.177878141,109.204358101
unit.000044,Euclidean_dist_1_196609,N/A,103.97193408,103.97193408,28.5013649464,28.5038220882,28.5052931309,28.5056259632,28.5070650578,32.2675900459,32.2691509724,32.2726619244,110.308392048,110.334070921
unit.000045,Euclidean_dist_1_212993,N/A,105.336889982,105.336889982,29.8519229889,29.8549330235,29.8564260006,29.8567569256,29.8582110405,33.575731039,33.5771689415,33.5826029778,110.409657955,110.435143948
unit.000046,Euclidean_dist_1_229377,N/A,106.018723011,106.018723011,30.4496669769,30.4521639347,30.453619957,30.4539580345,30.455299139,34.0801169872,34.0818920135,34.0855920315,111.487466097,111.513226032
unit.000047,Euclidean_dist_1_245761,N/A,106.742177963,106.742177963,31.3511750698,31.353208065,31.3545310497,31.3550469875,31.369904995,35.2882759571,35.2938270569,35.2986409664,112.6036551,112.629432917
unit.000048,Euclidean_dist_1_262145,N/A,108.204658031,108.204658031,32.7008829117,32.7033119202,32.7048950195,32.7052409649,32.7193040848,36.4968030453,36.4983589649,36.5017850399,113.731637955,113.757350922
unit.000049,Euclidean_dist_1_278529,N/A,110.276621103,110.276621103,34.7948379517,34.7974040508,34.7989621162,34.7993109226,34.8007180691,38.8113379478,38.812912941,38.8168520927,115.900702953,115.926805019
unit.000050,Euclidean_dist_1_294913,N/A,112.337249041,112.337249041,36.7936139107,36.7963480949,36.7979800701,36.7983160019,36.7997040749,40.5229301453,40.5245919228,40.5280070305,118.184752941,118.211030006
unit.000051,Euclidean_dist_1_311297,N/A,113.705044985,113.705044985,38.1479170322,38.1509590149,38.1525809765,38.1529130936,38.1543331146,41.8328680992,41.8345570564,41.8384721279,119.314366102,119.340585947
unit.000052,Euclidean_dist_1_327681,N/A,115.101424932,115.101424932,39.6516959667,39.6545090675,39.6561470032,39.6564819813,39.6580240726,43.3428459167,43.3443579674,43.3476901054,120.444627047,120.470802069
unit.000053,Euclidean_dist_1_344065,N/A,115.784744978,115.784744978,40.2585389614,40.2612330914,40.262745142,40.2631819248,40.2645819187,44.150192976,44.1516489983,44.1550691128,121.523247957,121.549279928
unit.000054,Euclidean_dist_1_360449,N/A,117.1513381,117.1513381,41.6188840866,41.621762991,41.6233711243,41.6237211227,41.6250910759,45.3581190109,45.3598279953,45.3632750511,122.656203985,122.683984995
unit.000055,Euclidean_dist_1_376833,N/A,118.533600092,118.533600092,43.1218900681,43.1240310669,43.1254370213,43.1257719994,43.1270780563,46.8675220013,46.8689739704,46.8728671074,124.816028118,124.842230082
unit.000056,Euclidean_dist_1_393217,N/A,119.251784086,119.251784086,43.728356123,43.7308769226,43.7320289612,43.7323200703,43.7466030121,47.4723830223,47.4777309895,47.4811270237,124.89229393,124.918146133
unit.000057,Euclidean_dist_1_409601,N/A,121.300220966,121.300220966,45.8272790909,45.8292739391,45.8303041458,45.8305671215,45.8450169563,49.5860331059,49.5913391113,49.5941801071,127.099239111,127.124936104
unit.000058,Euclidean_dist_1_425985,N/A,123.362910032,123.362910032,47.9214670658,47.9242999554,47.9257619381,47.926099062,47.9274511337,51.6990039349,51.700797081,51.7040820122,129.286309004,129.312330008
unit.000059,Euclidean_dist_1_442369,N/A,338.97185111,338.97185111,263.210202932,263.213057041,263.214770079,263.215130091,263.216515064,266.921864986,266.923313141,266.930850029,344.401377916,344.428472042
unit.000060,Euclidean_dist_1_458753,N/A,167.156335115,167.156335115,91.6182179451,91.621201992,91.6225819588,91.6229131222,91.6245100498,95.5071520805,95.5086679459,95.5120079517,172.845467091,172.87244606
unit.000061,Euclidean_dist_1_475137,N/A,166.352859974,166.352859974,90.8699290752,90.8728599548,90.8744220734,90.8748970032,90.8772449493,94.6004531384,94.6020839214,94.6055071354,171.76524806,171.791280985
unit.000062,Euclidean_dist_1_491521,N/A,167.846187115,167.846187115,92.2216260433,92.2236049175,92.2246479988,92.2249090672,92.2406139374,96.4126889706,96.4143710136,96.4183850288,173.927397966,173.954528093
unit.000063,Euclidean_dist_1_507905,N/A,169.216135979,169.216135979,93.5815689564,93.5838489532,93.5851049423,93.5853741169,93.5994009972,97.3192710876,97.3210029602,97.3252930641,175.061032057,175.088191986
unit.000064,Euclidean_dist_16385_1,N/A,171.163908005,171.163908005,95.8322629929,95.8356990814,95.837567091,95.8379359245,95.8400790691,99.6340939999,99.6357951164,99.6395800114,177.280580997,177.307137012
unit.000065,Euclidean_dist_16385_16385,N/A,172.693339109,172.693339109,97.2331409454,97.235863924,97.2374200821,97.2377579212,97.2391529083,100.943054914,100.944615126,100.948430061,178.412029028,178.43838501
unit.000066,Euclidean_dist_16385_32769,N/A,174.054645061,174.054645061,98.5875639915,98.5905349255,98.5921361446,98.5924649239,98.5938670635,102.353907108,102.355368137,102.358726025,180.574640989,180.602183104
unit.000067,Euclidean_dist_16385_49153,N/A,175.455502033,175.455502033,99.9390060902,99.9412150383,99.9426879883,99.9431729317,99.9447410107,103.763448954,103.764869928,103.76906395,181.70836997,181.734741926
unit.000068,Euclidean_dist_16385_65537,N/A,176.250983953,176.250983953,100.691977024,100.714237928,100.715981007,100.716507912,100.718159914,104.367936134,104.369385004,104.372754097,181.760080099,181.786705017
unit.000069,Euclidean_dist_16385_81921,N/A,177.503421068,177.503421068,101.899593115,101.902118921,101.903689146,101.904178143,101.90575695,105.575218916,105.576769114,105.580112934,183.067887068,183.096347094
unit.000070,Euclidean_dist_16385_98305,N/A,179.573974133,179.573974133,104.004149914,104.006588936,104.008140087,104.00861311,104.010169983,107.689638138,107.691154003,107.694813013,185.283906937,185.312171936
unit.000071,Euclidean_dist_16385_114689,N/A,181.03877306,181.03877306,105.863313913,105.86550498,105.866760969,105.867185116,105.906316042,109.602683067,109.610347033,109.613106966,187.451642036,187.478935957
unit.000072,Euclidean_dist_16385_131073,N/A,353.134194136,353.134194136,277.689017057,277.69156599,277.692913055,277.693258047,277.694597006,281.43444705,281.436152935,281.439340115,359.048615932,359.075542927
unit.000073,Euclidean_dist_16385_147457,N/A,362.838176966,362.838176966,287.399779081,287.402768135,287.404432058,287.404979944,287.406662941,291.405633926,291.407104015,291.410509109,369.037714005,369.064810038
unit.000074,Euclidean_dist_16385_163841,N/A,184.969383955,184.969383955,109.46874094,109.470726967,109.471848011,109.472129107,109.486938,113.226242065,113.231985092,113.234781027,190.798638105,190.827527046
unit.000075,Euclidean_dist_16385_180225,N/A,186.333039045,186.333039045,110.824230909,110.826687098,110.828082085,110.828432083,110.829750061,114.534335136,114.536015987,114.53958106,191.937911987,191.964525938
unit.000076,Euclidean_dist_16385_196609,N/A,187.711990118,187.711990118,112.17663908,112.179853916,112.18186307,112.18227005,112.183651924,115.943146944,115.944651127,115.949104071,194.101671934,194.128715038
unit.000077,Euclidean_dist_16385_212993,N/A,188.399543047,188.399543047,112.934602022,112.936702013,112.937905073,112.938206911,112.952378035,116.648584127,116.653577089,116.656597137,194.154289007,194.181024075
unit.000078,Euclidean_dist_16385_229377,N/A,190.453207016,190.453207016,114.890094995,114.892383099,114.893459082,114.893733025,114.908536911,118.662359953,118.663787127,118.667215109,196.367542982,196.394025087
unit.000079,Euclidean_dist_16385_245761,N/A,191.828608036,191.828608036,116.240283012,116.24307394,116.24416995,116.244468927,116.258510113,119.971748114,119.977293015,119.980660915,197.504113913,197.530852079
unit.000080,Euclidean_dist_16385_262145,N/A,193.878011942,193.878011942,118.397933006,118.400975943,118.402207136,118.402480125,118.417113066,122.186445951,122.193269968,122.197240114,199.715492964,199.744796038
unit.000081,Euclidean_dist_16385_278529,N/A,196.050498009,196.050498009,120.504636049,120.506959915,120.508268118,120.508603096,120.52274704,124.300091982,124.30529213,124.308851957,201.994426966,202.02165699
unit.000082,Euclidean_dist_16385_294913,N/A,84.6363720894,84.6363720894,9.04604411125,9.04812097549,9.04927706718,9.04954600334,9.06427001953,12.7329139709,12.7345490456,12.7381939888,89.9821300507,90.0076870918
unit.000083,Euclidean_dist_16385_311297,N/A,95.8474681377,95.8474681377,20.1994941235,20.2019169331,20.2035000324,20.2038559914,20.2052979469,24.0085759163,24.0099790096,24.0144591331,101.003494978,101.029356956
unit.000084,Euclidean_dist_16385_327681,N/A,101.929098129,101.929098129,26.4076199532,26.4098799229,26.4109709263,26.4112579823,26.4259021282,30.1514620781,30.1529910564,30.1567020416,108.138860941,108.164783955
unit.000085,Euclidean_dist_16385_344065,N/A,109.593737125,109.593737125,34.0510759354,34.0535590649,34.0548391342,34.0551459789,34.068846941,37.8056790829,37.811095953,37.8144650459,114.86261797,114.888042927
unit.000086,Euclidean_dist_16385_360449,N/A,202.276428938,202.276428938,126.656764984,126.658925056,126.660571098,126.661070108,126.662526131,130.346339941,130.348093033,130.352675915,207.612211943,207.639625072
unit.000087,Euclidean_dist_16385_376833,N/A,203.644707918,203.644707918,128.175519943,128.178229094,128.179958105,128.180462122,128.181915998,131.856436968,131.857998133,131.861813068,209.778325081,209.804709911
unit.000088,Euclidean_dist_16385_393217,N/A,205.017331123,205.017331123,129.539101124,129.541543007,129.542734146,129.543019056,129.557503939,133.266813993,133.272310019,133.275401115,210.912055969,210.938921928
unit.000089,Euclidean_dist_16385_409601,N/A,206.495783091,206.495783091,130.898849964,130.901476145,130.902616978,130.902905941,130.917316914,134.675956011,134.681411028,134.684601068,213.081217051,213.108997107
unit.000090,Euclidean_dist_16385_425985,N/A,210.640367031,210.640367031,135.134933949,135.137814045,135.139409065,135.139894962,135.141410112,139.004112959,139.00563097,139.009206057,216.484621048,216.513118982
unit.000091,Euclidean_dist_16385_442369,N/A,250.94678092,250.94678092,175.091649055,175.094458103,175.095916986,175.096298933,175.097698927,178.893378019,178.895111084,178.90440011,256.773332119,256.800363064
unit.000092,Euclidean_dist_16385_458753,N/A,97.7866561413,97.7866561413,22.3101119995,22.3122310638,22.3133649826,22.3136470318,22.3280611038,26.1238689423,26.1253240108,26.1284639835,103.41583395,103.441628933
unit.000093,Euclidean_dist_16385_475137,N/A,251.635098934,251.635098934,175.925023079,175.927046061,175.928369045,175.928730011,175.94258213,179.598148108,179.603773117,179.606841087,256.828454971,256.85483098
unit.000094,Euclidean_dist_16385_491521,N/A,253.834872961,253.834872961,177.996770144,178.010729074,178.012254953,178.012604952,178.013932943,182.113757133,182.115768909,182.119398117,260.064188004,260.090760946
unit.000095,Euclidean_dist_16385_507905,N/A,255.258229971,255.258229971,179.506259918,179.508774042,179.510164022,179.510648966,179.525917053,183.222024918,183.228101015,183.231728077,261.196901083,261.222980976
unit.000096,Euclidean_dist_32769_1,N/A,256.774733067,256.774733067,180.860170126,180.862776995,180.864332914,180.86468792,180.866152048,184.529829979,184.531239033,184.535120964,262.326898098,262.357353926
unit.000097,Euclidean_dist_32769_16385,N/A,257.459677935,257.459677935,181.616924047,181.619347095,181.620737076,181.62105608,181.637120962,185.335808992,185.340937138,185.343924046,263.413229942,263.440350056
unit.000098,Euclidean_dist_32769_32769,N/A,258.836013079,258.836013079,182.968084097,182.971072912,182.972527981,182.972885132,182.974982977,187.147444963,187.148880005,187.153635979,265.573441029,265.60010004
unit.000099,Euclidean_dist_32769_49153,N/A,260.235899925,260.235899925,184.322798967,184.325832129,184.327336073,184.327713013,184.329174042,188.154741049,188.156404018,188.160145998,266.706248045,266.733673096
unit.000100,Euclidean_dist_32769_65537,N/A,261.620135069,261.620135069,185.827165127,185.829391956,185.830789089,185.831071138,185.845636129,189.866558075,189.868144035,189.871923923,267.841048956,267.868742943
unit.000101,Euclidean_dist_32769_81921,N/A,263.774143934,263.774143934,187.992007971,187.995065928,187.996720076,187.997102022,187.999180079,191.881695032,191.883132935,191.886623144,270.053458929,270.080821037
unit.000102,Euclidean_dist_32769_98305,N/A,265.146609068,265.146609068,189.347507,189.349673033,189.351062059,189.351401091,189.366178036,193.090867043,193.096262932,193.099617004,270.259732962,270.286138058
unit.000103,Euclidean_dist_32769_114689,N/A,266.523447037,266.523447037,190.700506926,190.702951908,190.704216003,190.704487085,190.719192028,194.39906311,194.400660038,194.404462099,271.441782951,271.46845603
unit.000104,Euclidean_dist_32769_131073,N/A,267.940159082,267.940159082,192.054115057,192.056791067,192.057981968,192.058293104,192.073905945,195.808888912,195.814842939,195.817995071,273.756175995,273.783457994
unit.000105,Euclidean_dist_32769_147457,N/A,269.997213125,269.997213125,194.162009954,194.165079117,194.166527987,194.166876078,194.168375015,197.921698093,197.923197985,197.92695713,276.077969074,276.105180025
unit.000106,Euclidean_dist_32769_163841,N/A,271.374697924,271.374697924,195.514061928,195.517067909,195.518682003,195.519055128,195.520476103,199.230613947,199.232101917,199.237115145,277.300244093,277.326544046
unit.000107,Euclidean_dist_32769_180225,N/A,272.062969923,272.062969923,196.273710012,196.276298046,196.277578115,196.277857065,196.291793108,200.136718035,200.142138958,200.145685911,278.390979052,278.451653957
unit.000108,Euclidean_dist_32769_196609,N/A,274.118832111,274.118832111,198.427468061,198.430653095,198.432070017,198.432399988,198.433900118,202.551865101,202.553391933,202.55723691,279.601578951,279.628098965
unit.000109,Euclidean_dist_32769_212993,N/A,219.863974094,219.863974094,144.363975048,144.366562128,144.36789012,144.368309975,144.383038044,148.073796988,148.078992128,148.082108021,225.420830965,225.447076082
unit.000110,Euclidean_dist_32769_229377,N/A,226.843024015,226.843024015,151.327189922,151.329194069,151.330384016,151.330832958,151.345540047,155.123631954,155.12507391,155.128304005,233.122365952,233.148801088
unit.000111,Euclidean_dist_32769_245761,N/A,234.751320124,234.751320124,158.901515961,158.904118061,158.905471087,158.905767918,158.920249939,162.779879093,162.781317949,162.784825087,240.13111496,240.157513142
unit.000112,Euclidean_dist_32769_262145,N/A,373.376935005,373.376935005,298.113650084,298.116919994,298.118490934,298.118875027,298.120504141,301.878929138,301.880408049,301.887443066,379.297569036,379.324516058
unit.000113,Euclidean_dist_32769_278529,N/A,248.892790079,248.892790079,172.987775087,172.990167141,172.991564989,172.991920948,172.993168116,176.672208071,176.673871994,176.678818941,254.499509096,254.525804043
unit.000114,Euclidean_dist_32769_294913,N/A,283.975269079,283.975269079,208.103784084,208.106415033,208.107729912,208.108063936,208.109405041,211.822811127,211.824381113,211.828043938,289.576034069,289.602733135
unit.000115,Euclidean_dist_32769_311297,N/A,265.838012934,265.838012934,189.948086977,189.950508118,189.952026129,189.952374935,189.9661901,193.695155144,193.696718931,193.700532913,271.390080929,271.416647911
unit.000116,Euclidean_dist_32769_327681,N/A,286.722688913,286.722688913,211.72124505,211.724467039,211.725950003,211.726320028,211.727731943,215.546232939,215.547927141,215.551625013,293.895240068,293.922424078
unit.000117,Euclidean_dist_32769_344065,N/A,288.895515919,288.895515919,213.072920084,213.076336145,213.077872038,213.078243017,213.07968092,216.756756067,216.758216143,216.761981964,295.028348923,295.056200981
unit.000118,Euclidean_dist_32769_360449,N/A,294.452076912,294.452076912,218.549092054,218.552369118,218.55399394,218.554351091,218.555869102,222.29578495,222.297320127,222.301005125,299.613798141,299.640923023
unit.000119,Euclidean_dist_32769_376833,N/A,302.143463135,302.143463135,226.24715209,226.249325037,226.250575066,226.250905991,226.266274929,229.954410076,229.959984064,229.963164091,308.471153021,308.497997046
unit.000120,Euclidean_dist_32769_393217,N/A,311.266411066,311.266411066,235.335264921,235.338208914,235.339668989,235.340003967,235.354254007,239.128448009,239.129890919,239.133446932,316.63516593,316.661448002
unit.000121,Euclidean_dist_32769_409601,N/A,295.135775089,295.135775089,219.303638935,219.306613922,219.308404922,219.308805943,219.310276031,222.999820948,223.001404047,223.005185127,300.695245028,300.72280097
unit.000122,Euclidean_dist_32769_425985,N/A,297.191990137,297.191990137,221.420776129,221.424062967,221.425559998,221.425915003,221.427459002,225.114651918,225.116308928,225.121746063,302.91310811,302.942199945
unit.000123,Euclidean_dist_32769_442369,N/A,175.568356037,175.568356037,99.9422669411,99.9447419643,99.9458830357,99.9463379383,99.9602649212,103.662070036,103.663598061,103.667113066,181.709026098,181.735242128
unit.000124,Euclidean_dist_32769_458753,N/A,172.009774923,172.009774923,96.4829161167,96.4862151146,96.4879980087,96.4884750843,96.4900491238,100.238276958,100.239949942,100.243354082,178.360893011,178.386971951
unit.000125,Euclidean_dist_32769_475137,N/A,179.675063133,179.675063133,104.152173996,104.15475297,104.156392097,104.156872988,104.158545971,107.891327143,107.892751932,107.896173,185.284240961,185.311592102
unit.000126,Euclidean_dist_32769_491521,N/A,214.182920933,214.182920933,138.653101921,138.655426025,138.656487942,138.656759977,138.670855045,142.327770948,142.329390049,142.333112955,219.839648962,219.866727114
unit.000127,Euclidean_dist_32769_507905,N/A,198.117769957,198.117769957,122.604740143,122.606765985,122.607938051,122.608222961,122.622714043,126.416504145,126.421240091,126.424411058,204.211761951,204.23883605
unit.000128,Euclidean_dist_49153_1,N/A,205.808404922,205.808404922,130.290561914,130.293860912,130.295437098,130.295813084,130.297168016,133.97051692,133.972079992,133.975948095,211.993240118,212.022254944
unit.000129,Euclidean_dist_49153_16385,N/A,213.495981932,213.495981932,137.900615931,137.903070927,137.904222012,137.904541016,137.919121981,141.623786926,141.629532099,141.6329391,218.757113934,218.784970045
unit.000130,Euclidean_dist_49153_32769,N/A,219.861320019,219.861320019,144.359707117,144.362774134,144.364511967,144.365077019,144.366692066,148.072935104,148.074532986,148.078006983,225.392741919,225.419531107
unit.000131,Euclidean_dist_49153_49153,N/A,228.213334084,228.213334084,152.677350998,152.67970705,152.681273937,152.681819916,152.68325305,156.431728125,156.433248997,156.436532974,234.230087996,234.256293058
unit.000132,Euclidean_dist_49153_65537,N/A,235.435065985,235.435065985,159.657438993,159.660053015,159.661404133,159.661677122,159.67740798,163.384145021,163.38897109,163.391978979,241.21026206,241.236294031
unit.000133,Euclidean_dist_49153_81921,N/A,243.21032691,243.21032691,167.420109987,167.423032999,167.424603939,167.424981117,167.426378012,171.536435127,171.538103104,171.545428038,250.000983,250.030108929
unit.000134,Euclidean_dist_49153_98305,N/A,250.260092974,250.260092974,174.488198042,174.49138093,174.492830038,174.493194103,174.494539976,178.186236143,178.187875032,178.194643021,255.693886995,255.720727921
unit.000135,Euclidean_dist_49153_114689,N/A,258.153182983,258.153182983,182.372043133,182.374656916,182.37590003,182.376186132,182.390555143,186.141346931,186.142823935,186.146119118,264.49377203,264.520224094
unit.000136,Euclidean_dist_49153_131073,N/A,267.937752008,267.937752008,192.04982996,192.052902937,192.054419041,192.054774046,192.056656122,195.808094978,195.809839964,195.813513994,273.704452991,273.731215954
unit.000137,Euclidean_dist_49153_147457,N/A,277.679151058,277.679151058,201.886635065,201.889691114,201.891129971,201.891474962,201.892854929,205.576157093,205.577863932,205.581725121,282.94410491,282.970710039
unit.000138,Euclidean_dist_49153_163841,N/A,286.034730911,286.034730911,210.987411976,210.990087986,210.991250038,210.991547108,211.004631042,214.639843941,214.64507699,214.648555994,292.819728136,292.846290112
unit.000139,Euclidean_dist_49153_180225,N/A,230.326678038,230.326678038,154.782915115,154.785944939,154.787523985,154.787874937,154.789267063,158.546996117,158.548540115,158.552263975,235.680917978,235.70719099
unit.000140,Euclidean_dist_49153_196609,N/A,303.510154963,303.510154963,227.600152016,227.602913141,227.604416132,227.604756117,227.606449127,231.364274979,231.365931988,231.369732141,309.602553129,309.631773949
unit.000141,Euclidean_dist_49153_212993,N/A,233.798568964,233.798568964,158.296996117,158.300096989,158.301774979,158.302134037,158.303566933,162.074368,162.075828075,162.081027985,240.052003145,240.078809023
unit.000142,Euclidean_dist_49153_229377,N/A,322.996985912,322.996985912,247.128237009,247.131083965,247.132733107,247.133238077,247.134791136,250.809916973,250.81142211,250.815190077,328.018857956,328.046365976
unit.000143,Euclidean_dist_49153_245761,N/A,275.628796101,275.628796101,199.780761957,199.783888102,199.785522938,199.785900116,199.787384033,203.558753014,203.560567141,203.564131975,280.733638048,280.760324001
unit.000144,Euclidean_dist_49153_262145,N/A,340.475793123,340.475793123,264.569376945,264.572314024,264.573952913,264.574307919,264.575763941,268.230479956,268.231987,268.235677958,345.533679962,345.561062098
unit.000145,Euclidean_dist_49153_278529,N/A,238.339455128,238.339455128,162.525445938,162.528640032,162.530419111,162.530801058,162.532145023,166.202471972,166.203962088,166.207468033,244.475704908,244.502289057
unit.000146,Euclidean_dist_49153_294913,N/A,356.027681112,356.027681112,280.605086088,280.607331991,280.608901978,280.609412909,280.614517927,284.356931925,284.358451128,284.361871958,361.323982,361.351560116
unit.000147,Euclidean_dist_49153_311297,N/A,364.889991045,364.889991045,289.371572971,289.374098063,289.375807047,289.376274109,289.37776494,293.21794796,293.21962595,293.223433971,371.253230095,371.281870127
unit.000148,Euclidean_dist_49153_327681,N/A,374.93464613,374.93464613,299.515558958,299.517920017,299.519423962,299.519774914,299.521141052,303.292062044,303.293595076,303.297369003,381.46065712,381.487577915
unit.000149,Euclidean_dist_49153_344065,N/A,384.561833143,384.561833143,309.143754005,309.146868944,309.148478985,309.148836136,309.150383949,312.863404036,312.86490202,312.868634939,390.415419102,390.442423105
unit.000150,Euclidean_dist_49153_360449,N/A,392.270653009,392.270653009,317.12985611,317.132236958,317.133849144,317.134351015,317.135843992,320.819911003,320.821521997,320.825407982,398.185636997,398.212325096
unit.000151,Euclidean_dist_49153_376833,N/A,244.779109955,244.779109955,168.92802906,168.930481911,168.931663036,168.932003021,168.946738005,172.644510984,172.650802135,172.654567957,251.137531042,251.163909912
unit.000152,Euclidean_dist_49153_393217,N/A,411.382101059,411.382101059,335.856848955,335.859082937,335.86060214,335.860954046,335.862314939,339.656497002,339.658087015,339.66210413,417.233837128,417.267559052
unit.000153,Euclidean_dist_49153_409601,N/A,439.395833969,439.395833969,363.868474007,363.871417046,363.873251915,363.873723984,363.875273943,367.655821085,367.657283068,367.661561012,445.050955057,445.078314066
unit.000154,Euclidean_dist_49153_425985,N/A,349.83446002,349.83446002,274.379305124,274.382272005,274.383810043,274.384184122,274.385697126,278.105415106,278.107053995,278.110366106,354.694832087,354.721344948
unit.000155,Euclidean_dist_49153_442369,N/A,300.682183981,300.682183981,224.888829947,224.891636133,224.893224001,224.893728971,224.896044016,228.943670034,228.945212126,228.948944092,307.340333939,307.367402077
unit.000156,Euclidean_dist_49153_458753,N/A,354.507925034,354.507925034,279.09839201,279.101402044,279.102817059,279.103178024,279.104435921,282.845875025,282.847330093,282.850974083,360.180232048,360.206814051
unit.000157,Euclidean_dist_49153_475137,N/A,301.455338955,301.455338955,225.642637968,225.645501137,225.647047043,225.647411108,225.648896933,229.347656012,229.349255085,229.352391958,307.387217045,307.413999081
unit.000158,Euclidean_dist_49153_491521,N/A,302.823605061,302.823605061,226.995193005,226.998209953,226.999653101,227.000006914,227.00140214,230.760209084,230.761837959,230.765700102,308.519326925,308.546188116
unit.000159,Euclidean_dist_49153_507905,N/A,303.511357069,303.511357069,227.604191065,227.606554031,227.607919931,227.608267069,227.623554945,231.365402937,231.370760918,231.374196053,309.603090048,309.632486105
unit.000160,Euclidean_dist_65537_1,N/A,305.576445103,305.576445103,229.767287016,229.77030611,229.771503925,229.771781921,229.78676796,233.582457066,233.583888054,233.587162018,311.821830988,311.849394083
unit.000161,Euclidean_dist_65537_16385,N/A,306.942269087,306.942269087,231.116213083,231.118417978,231.119600058,231.119919062,231.135931969,234.892338991,234.897634029,234.900635004,312.95354104,312.980113029
unit.000162,Euclidean_dist_65537_32769,N/A,309.066165924,309.066165924,233.219856977,233.222675085,233.224182129,233.224542141,233.226059914,237.010240078,237.011974096,237.016103029,314.187683105,314.214451075
unit.000163,Euclidean_dist_65537_49153,N/A,310.438359976,310.438359976,234.580734015,234.583934069,234.585411072,234.585758924,234.587239981,238.423890114,238.425398111,238.429381132,316.449939966,316.47733593
unit.000164,Euclidean_dist_65537_65537,N/A,311.948472023,311.948472023,236.080807924,236.083859921,236.085608006,236.085959911,236.087734938,239.834255934,239.835664034,239.839064121,317.765289068,317.792102098
unit.000165,Euclidean_dist_65537_81921,N/A,313.940824986,313.940824986,238.091946125,238.095117092,238.096736908,238.097100019,238.098510981,241.847191095,241.848855972,241.852699995,320.080027103,320.106638908
unit.000166,Euclidean_dist_65537_98305,N/A,315.397618055,315.397618055,239.446792126,239.448905945,239.45008707,239.450423002,239.46459198,243.258414984,243.259758949,243.264107943,321.319320917,321.345909119
unit.000167,Euclidean_dist_65537_114689,N/A,316.772542,316.772542,240.806611061,240.808778048,240.810039043,240.810348034,240.824535131,244.46581912,244.467216015,244.470722914,322.41186595,322.438611984
unit.000168,Euclidean_dist_65537_131073,N/A,318.137459993,318.137459993,242.15961194,242.163332939,242.164554119,242.164833069,242.179888964,245.976236105,245.977668047,245.981342077,323.582076073,323.608706951
unit.000169,Euclidean_dist_65537_147457,N/A,320.947716951,320.947716951,245.023522139,245.032366037,245.034166098,245.034718037,245.036250114,248.895432949,248.896909952,248.900753021,326.832154036,326.859724045
unit.000170,Euclidean_dist_65537_163841,N/A,322.312889099,322.312889099,246.377552032,246.380278111,246.381803989,246.382223129,246.383641005,250.205862045,250.207348108,250.210895061,327.964520931,327.993227005
