CU,Name,Scheduling,StagingInput,AgentStagingInputPending,AgentStagingInput,AllocatingPending,Allocating,ExecutingPending,Executing,AgentStagingOutputPending,AgentStagingOutput,PendingOutputStaging,StagingOutput,Done
unit.000032,Euclidean_dist_1_1,N/A,201.774765968,201.774765968,270.908321857,270.912074804,270.913425922,270.913723946,270.915189981,272.206694841,272.208328009,272.213311911,205.626679897,205.654284954
unit.000033,Euclidean_dist_1_8193,N/A,136.392282009,136.392282009,205.581733942,205.585331917,205.58680582,205.587110996,205.588665009,206.959774017,206.961230993,206.966717005,140.335989952,140.36320281
unit.000034,Euclidean_dist_1_16385,N/A,138.003780842,138.003780842,206.950186014,206.953480959,206.954852819,206.955157995,206.956825018,208.369904995,208.371999979,208.376290798,141.469581842,141.49603796
unit.000035,Euclidean_dist_1_24577,N/A,137.536252975,137.536252975,206.49256587,206.496194839,206.497794867,206.498093843,206.499694824,207.867397785,207.868939877,207.873716831,141.417197943,141.445757866
unit.000036,Euclidean_dist_1_32769,N/A,138.907946825,138.907946825,207.911967993,207.915040016,207.916546822,207.916954994,207.918725967,209.277570963,209.279478788,209.283706903,142.550263882,142.57939887
unit.000037,Euclidean_dist_1_40961,N/A,140.28115201,140.28115201,209.261789799,209.265798807,209.267246008,209.267539978,209.269068956,210.58669281,210.588230848,210.593309879,143.690366983,143.716841936
unit.000038,Euclidean_dist_1_49153,N/A,141.683551788,141.683551788,210.76252985,210.765368938,210.766742945,210.767053843,210.768525839,212.096140862,212.097706795,212.102955818,145.847354889,145.874799967
unit.000039,Euclidean_dist_1_57345,N/A,143.062237978,143.062237978,212.113382816,212.116094828,212.117384911,212.117691994,212.119083881,213.50584197,213.507485867,213.513410807,146.980021954,147.010096788
unit.000040,Euclidean_dist_1_65537,N/A,144.450848818,144.450848818,213.469383001,213.471923828,213.473307848,213.473601818,213.476534843,214.814764977,214.817034006,214.827341795,147.08780694,147.115104914
unit.000041,Euclidean_dist_1_73729,N/A,146.53647089,146.53647089,215.583117008,215.586561918,215.587983847,215.588284016,215.589666843,216.827948809,216.829526901,216.833174944,149.49078393,149.518950939
unit.000042,Euclidean_dist_1_81921,N/A,150.502146006,150.502146006,219.562085867,219.565476894,219.566867828,219.567176819,219.568723917,220.851471901,220.853086948,220.858583927,153.876143932,153.906402826
unit.000043,Euclidean_dist_1_90113,N/A,147.671205997,147.671205997,216.792084932,216.79527688,216.796792984,216.797107935,216.798557997,218.535923004,218.537472963,218.542615891,151.659421921,151.687946796
unit.000044,Euclidean_dist_1_98305,N/A,127.340112925,127.340112925,196.39435482,196.396878958,196.39823699,196.398526907,196.399885893,197.692166805,197.693619967,197.697913885,130.230877876,130.257516861
unit.000045,Euclidean_dist_1_106497,N/A,151.574265003,151.574265003,220.611606836,220.614515781,220.615907907,220.616205931,220.617712975,221.958889008,221.960577965,221.96574688,154.962098837,154.990326881
unit.000046,Euclidean_dist_1_114689,N/A,153.951200962,153.951200962,223.013175011,223.016140938,223.017537832,223.017835855,223.019315958,224.375813961,224.377307892,224.38222599,157.244321823,157.272223949
unit.000047,Euclidean_dist_1_122881,N/A,154.633514881,154.633514881,223.61320591,223.616061926,223.61746788,223.617757797,223.61931181,224.879504919,224.880960941,224.88555479,158.327852011,158.354461908
unit.000048,Euclidean_dist_1_131073,N/A,144.192178965,144.192178965,213.169883966,213.174397945,213.175880909,213.176208973,213.177773952,214.51251483,214.514066935,214.518287897,147.087159872,147.114289999
unit.000049,Euclidean_dist_1_139265,N/A,154.351957798,154.351957798,223.313423872,223.315918922,223.31734395,223.317645788,223.319219828,224.677973986,224.679530859,224.684132814,158.326628923,158.353623867
unit.000050,Euclidean_dist_1_147457,N/A,158.671549797,158.671549797,227.67282486,227.675828934,227.677197933,227.677491903,227.679104805,229.007210016,229.008682966,229.012681961,162.757773876,162.784626007
unit.000051,Euclidean_dist_1_155649,N/A,169.344452858,169.344452858,238.394704819,238.397023916,238.398347855,238.398614883,238.400094986,239.680873871,239.682360888,239.686819792,172.277953863,172.304220915
unit.000052,Euclidean_dist_1_163841,N/A,160.746998787,160.746998787,229.777645826,229.780534983,229.781919003,229.782222986,229.783933878,231.121093988,231.122653008,231.127416849,164.045100927,164.071707964
unit.000053,Euclidean_dist_1_172033,N/A,182.605600834,182.605600834,251.833361864,251.835855961,251.837241888,251.837528944,251.839115858,253.07190299,253.073446989,253.077986002,186.625250816,186.651712894
unit.000054,Euclidean_dist_1_180225,N/A,196.991569996,196.991569996,266.031780005,266.034710884,266.036134958,266.036431789,266.037897825,267.372236013,267.373812914,267.378597975,200.117264986,200.143724918
unit.000055,Euclidean_dist_1_188417,N/A,205.041802883,205.041802883,274.067261934,274.070642948,274.072078943,274.072384834,274.073887825,275.428492785,275.429956913,275.439857006,207.934478998,207.961297989
unit.000056,Euclidean_dist_1_196609,N/A,204.714326859,204.714326859,273.766759872,273.769524813,273.770902872,273.771215916,273.77270484,275.126274824,275.127708912,275.133494854,207.890222788,207.916870832
unit.000057,Euclidean_dist_1_204801,N/A,205.726380825,205.726380825,274.672617912,274.676265001,274.677640915,274.677941799,274.679536819,276.034057856,276.035651922,276.040253878,209.013845921,209.040906906
unit.000058,Euclidean_dist_1_212993,N/A,207.830148935,207.830148935,276.776527882,276.780138969,276.781574011,276.781866789,276.783352852,278.151291847,278.152959824,278.157328844,211.227878809,211.255106926
unit.000059,Euclidean_dist_1_221185,N/A,209.196505785,209.196505785,278.132409811,278.135098934,278.136470795,278.136806965,278.13962388,279.460735798,279.462312937,279.468216896,212.361717939,212.390478849
unit.000060,Euclidean_dist_1_229377,N/A,210.87182498,210.87182498,279.843405008,279.846961975,279.84837389,279.848659992,279.850160837,281.173328876,281.174822807,281.179682016,214.527026892,214.554134846
unit.000061,Euclidean_dist_1_237569,N/A,212.927542925,212.927542925,281.952502012,281.95580101,281.957189798,281.957531929,281.959181786,283.187697887,283.189149857,283.192520857,216.738737822,216.765795946
unit.000062,Euclidean_dist_1_245761,N/A,214.487232924,214.487232924,283.459429979,283.462015867,283.463504791,283.463809013,283.465348005,284.697771788,284.699381828,284.703633785,217.869928837,217.896569967
unit.000063,Euclidean_dist_1_253953,N/A,215.171679974,215.171679974,284.211048841,284.214295864,284.21567297,284.215973854,284.217500925,285.503068924,285.504694939,285.509331942,218.948101997,218.974602938
unit.000064,Euclidean_dist_8193_1,N/A,216.536157846,216.536157846,285.570067883,285.573431015,285.575045824,285.575346947,285.576856852,286.912576914,286.914450884,286.918723822,220.081430912,220.109881878
unit.000065,Euclidean_dist_8193_8193,N/A,217.937994003,217.937994003,286.92572999,286.928316832,286.929612875,286.929884911,286.931372881,288.523146868,288.524765968,288.529622793,222.24682498,222.276750803
unit.000066,Euclidean_dist_8193_16385,N/A,218.970043898,218.970043898,287.976959944,287.979790926,287.981149912,287.981438875,287.982905865,289.32916379,289.330824852,289.335313797,222.351792812,222.378848791
unit.000067,Euclidean_dist_8193_24577,N/A,220.334810972,220.334810972,289.242539883,289.24493289,289.246204853,289.246484995,289.247972965,290.537405014,290.538869858,290.543111801,224.510803938,224.538258791
unit.000068,Euclidean_dist_8193_32769,N/A,221.556054831,221.556054831,290.456390858,290.459668875,290.461027861,290.461310863,290.462911844,291.744689941,291.746182919,291.750494957,224.564040899,224.592549801
unit.000069,Euclidean_dist_8193_40961,N/A,222.596057892,222.596057892,291.512029886,291.514625788,291.516011953,291.516299963,291.517782927,292.852760792,292.854321003,292.858810902,225.699198008,225.726984978
