CU,Name,Scheduling,StagingInput,AgentStagingInputPending,AgentStagingInput,AllocatingPending,Allocating,ExecutingPending,Executing,AgentStagingOutputPending,AgentStagingOutput,PendingOutputStaging,StagingOutput,Done
unit.000032,Euclidean_dist_1_1,N/A,375.822066069,375.822066069,300.198033094,300.200670958,300.201806068,300.202078104,300.215092897,301.149980068,301.151612043,301.155860901,378.916579962,378.980568886
unit.000033,Euclidean_dist_1_4097,N/A,95.3618340492,95.3618340492,19.7621259689,19.7654390335,19.7667489052,19.7671170235,19.7686059475,20.4819819927,20.4835629463,20.4875969887,98.7147059441,98.7408370972
unit.000034,Euclidean_dist_1_8193,N/A,96.1002709866,96.1002709866,20.513174057,20.5154500008,20.5166220665,20.5169649124,20.5304400921,21.2869880199,21.2883338928,21.2926080227,98.8127920628,98.8384199142
unit.000035,Euclidean_dist_1_12289,N/A,425.293030024,425.293030024,349.671245098,349.673677921,349.67494607,349.675329924,349.688770056,350.317316055,350.318660021,350.322027922,428.157149076,428.186102867
unit.000036,Euclidean_dist_1_16385,N/A,109.904382944,109.904382944,34.3341050148,34.3368659019,34.338449955,34.3388459682,34.3404228687,35.0647399426,35.0662469864,35.0706150532,113.14945507,113.178987026
unit.000037,Euclidean_dist_1_20481,N/A,154.025712013,154.025712013,78.2864310741,78.2889299393,78.290088892,78.2904589176,78.3043010235,79.0207588673,79.0267648697,79.030479908,157.103888988,157.13032198
unit.000038,Euclidean_dist_1_24577,N/A,98.7849810123,98.7849810123,23.2081000805,23.2105410099,23.2118070126,23.2121529579,23.2133719921,23.9013199806,23.9028580189,23.9067518711,102.052381039,102.080983877
unit.000039,Euclidean_dist_1_28673,N/A,100.23426199,100.23426199,24.5535809994,24.5564980507,24.5577220917,24.5580220222,24.5710020065,25.3099629879,25.3111240864,25.3164150715,103.228389978,103.254694939
unit.000040,Euclidean_dist_1_32769,N/A,199.695548058,199.695548058,124.161566019,124.164185047,124.165508986,124.165850878,124.167176962,124.795721054,124.796979904,124.800628901,202.19076705,202.217128992
unit.000041,Euclidean_dist_1_36865,N/A,206.651840925,206.651840925,131.034431934,131.037352085,131.038942099,131.039297104,131.040839911,131.736727953,131.73791194,131.742386103,208.921920061,208.948783875
unit.000042,Euclidean_dist_1_40961,N/A,364.396518946,364.396518946,288.688786983,288.691659927,288.693222046,288.693573952,288.69510293,289.390178919,289.391469002,289.395210028,366.805804968,366.834529877
unit.000043,Euclidean_dist_1_45057,N/A,224.165489912,224.165489912,148.592348099,148.594973087,148.596400023,148.59672904,148.598022938,149.342535973,149.344009876,149.34828496,226.6591959,226.685555935
unit.000044,Euclidean_dist_1_49153,N/A,109.30795598,109.30795598,33.5855970383,33.5878589153,33.5889980793,33.5893518925,33.6030409336,34.3619148731,34.3663420677,34.3694958687,112.113302946,112.139448881
unit.000045,Euclidean_dist_1_53249,N/A,130.266010046,130.266010046,54.6672198772,54.6703970432,54.6716940403,54.6720600128,54.6737840176,55.3824501038,55.3838529587,55.3879590034,133.201588869,133.227606058
unit.000046,Euclidean_dist_1_57345,N/A,113.546597958,113.546597958,37.8531930447,37.8551840782,37.8562960625,37.8566150665,37.8704800606,38.5846669674,38.5898211002,38.5931019783,116.531532049,116.557445049
unit.000047,Euclidean_dist_1_61441,N/A,115.684073925,115.684073925,40.0904140472,40.0935690403,40.0961868763,40.1018378735,40.103094101,40.7969009876,40.7982900143,40.8049669266,118.740366936,118.766351938
unit.000048,Euclidean_dist_1_65537,N/A,256.729816914,256.729816914,181.165452003,181.168273926,181.169630051,181.169929028,181.171178102,181.839963913,181.841945887,181.84630394,259.059786081,259.0862391
unit.000049,Euclidean_dist_1_69633,N/A,117.739695072,117.739695072,42.034817934,42.0372960567,42.0385289192,42.0388760567,42.0526180267,42.8090028763,42.8107628822,42.8143310547,120.966602087,120.992490053
unit.000050,Euclidean_dist_1_73729,N/A,285.282746077,285.282746077,209.654243946,209.657326937,209.658858061,209.659220934,209.660645008,210.312901974,210.314307928,210.317821026,287.20492506,287.231482983
unit.000051,Euclidean_dist_1_77825,N/A,293.056864023,293.056864023,217.357214928,217.359803915,217.361336946,217.361690044,217.363103867,218.159566879,218.160997868,218.164750099,296.017505884,296.044529915
unit.000052,Euclidean_dist_1_81921,N/A,423.154408932,423.154408932,347.499747992,347.502765894,347.50681591,347.509954929,347.511293888,348.206326008,348.207803011,348.21113205,425.934751034,425.964210987
unit.000053,Euclidean_dist_1_86017,N/A,311.268753052,311.268753052,235.677474976,235.680106878,235.681457996,235.681765079,235.683100939,236.369920969,236.371413946,236.375617981,313.836293936,313.922888041
unit.000054,Euclidean_dist_1_90113,N/A,320.054277897,320.054277897,244.434587002,244.437730074,244.439122915,244.4394629,244.440773964,245.129102945,245.130620956,245.134227037,322.956532001,322.983077049
unit.000055,Euclidean_dist_1_94209,N/A,125.356611013,125.356611013,49.7216360569,49.7242760658,49.725481987,49.7258400917,49.7395670414,50.4537448883,50.4598109722,50.4630959034,127.701611996,127.727856874
unit.000056,Euclidean_dist_1_98305,N/A,354.467905998,354.467905998,278.896235943,278.898798943,278.900090933,278.900410891,278.901661873,279.637072086,279.638602972,279.642437935,357.826822042,357.854835033
unit.000057,Euclidean_dist_1_102401,N/A,175.397631884,175.397631884,99.8100700378,99.8125240803,99.8138549328,99.8141679764,99.815433979,100.551084042,100.552551985,100.556475878,178.400701046,178.426789045
unit.000058,Euclidean_dist_1_106497,N/A,176.785377979,176.785377979,101.150996923,101.153699875,101.154972076,101.155309916,101.15665102,101.859466076,101.861021996,101.864933968,179.530117989,179.556061983
unit.000059,Euclidean_dist_1_110593,N/A,176.083981991,176.083981991,100.405673027,100.407953024,100.409414053,100.409810066,100.411459923,101.054848909,101.056545973,101.060565948,179.479129076,179.50522089
unit.000060,Euclidean_dist_1_114689,N/A,177.468219995,177.468219995,101.896579981,101.899189949,101.900631905,101.900952101,101.902338028,102.563572884,102.565018892,102.568569899,180.608184099,180.63421607
