CU,Name,Scheduling,StagingInput,AgentStagingInputPending,AgentStagingInput,AllocatingPending,Allocating,ExecutingPending,Executing,AgentStagingOutputPending,AgentStagingOutput,PendingOutputStaging,StagingOutput,Done
unit.000032,Euclidean_dist_1_1,N/A,338.739643097,338.739643097,263.493021965,263.495353937,263.496573925,263.496851921,263.510087967,264.827477932,264.828972101,264.833713055,342.233581066,342.262423992
unit.000033,Euclidean_dist_1_8193,N/A,419.609941959,419.609941959,343.613482952,343.616002083,343.619646072,343.619992018,343.621297121,344.913975,344.915534973,344.919122934,422.801934958,422.828830957
unit.000034,Euclidean_dist_1_16385,N/A,420.374082088,420.374082088,344.373023987,344.375172138,344.376425028,344.376840115,344.390064955,345.719494104,345.725654125,345.729807138,423.883490086,423.910634995
unit.000035,Euclidean_dist_1_24577,N/A,420.29320693,420.29320693,344.368663073,344.371944904,344.37351203,344.374108076,344.375456095,345.718429089,345.720072031,345.724744081,423.881325006,423.908520937
unit.000036,Euclidean_dist_1_32769,N/A,421.055923939,421.055923939,345.126250982,345.128474951,345.129714966,345.130120993,345.143000126,346.42384696,346.429552078,346.432902098,424.9630301,424.989928961
unit.000037,Euclidean_dist_1_40961,N/A,422.482639074,422.482639074,346.48644805,346.488881111,346.490251064,346.490739107,346.504876137,347.832677126,347.838517904,347.841295958,426.093959093,426.121038914
unit.000038,Euclidean_dist_1_49153,N/A,424.560526133,424.560526133,348.645977974,348.649379969,348.650929928,348.651396036,348.652806997,349.943499088,349.944893122,349.949257135,427.274650097,427.302222013
unit.000039,Euclidean_dist_1_57345,N/A,425.249624014,425.249624014,349.251467943,349.253320932,349.254499912,349.254910946,349.268630028,350.547802925,350.553793907,350.557142973,428.35661006,428.383991003
unit.000040,Euclidean_dist_1_65537,N/A,426.655416012,426.655416012,350.759258032,350.762547016,350.76436305,350.765017033,350.766654015,352.056047916,352.057529926,352.060753107,429.492253065,429.51999402
unit.000041,Euclidean_dist_1_73729,N/A,427.343939066,427.343939066,351.368942976,351.370942116,351.372024059,351.372303009,351.386645079,352.759819031,352.761203051,352.764779091,430.573359013,430.602306128
unit.000042,Euclidean_dist_1_81921,N/A,428.710983992,428.710983992,352.721976042,352.725124121,352.726669073,352.727071047,352.728684902,354.067085028,354.068725109,354.07298398,431.70865798,431.737522125
unit.000043,Euclidean_dist_1_90113,N/A,430.090331078,430.090331078,354.381655931,354.38496995,354.387021065,354.387717009,354.389583111,355.776196003,355.777880907,355.781435966,433.873817921,433.902482033
unit.000044,Euclidean_dist_1_98305,N/A,430.983766079,430.983766079,355.141983032,355.144303083,355.145613909,355.146151066,355.159833908,356.481849909,356.483293056,356.487421989,433.928131104,433.956593037
unit.000045,Euclidean_dist_1_106497,N/A,432.404778957,432.404778957,356.499789953,356.502083063,356.503350019,356.503895998,356.517277002,357.789041042,357.790529966,357.795051098,435.699501991,435.728094101
unit.000046,Euclidean_dist_1_114689,N/A,434.526247025,434.526247025,358.513932943,358.516772032,358.518378973,358.51887393,358.520363092,359.801621914,359.803211927,359.806576967,437.920994043,437.950259924
unit.000047,Euclidean_dist_1_122881,N/A,435.222657919,435.222657919,359.268152952,359.271352053,359.272938967,359.273509026,359.275100946,360.606739044,360.608307123,360.613075972,437.974714041,438.003091097
unit.000048,Euclidean_dist_1_131073,N/A,435.910207033,435.910207033,360.02361393,360.02719903,360.02878809,360.029222012,360.030807018,361.41130805,361.412483931,361.41702795,439.056704998,439.087363005
unit.000049,Euclidean_dist_1_139265,N/A,436.24109292,436.24109292,360.63560009,360.637963057,360.639188051,360.639657021,360.653311014,361.914732933,361.919728994,361.922877073,440.144081116,440.173460007
unit.000050,Euclidean_dist_1_147457,N/A,436.932353973,436.932353973,361.541630983,361.544121027,361.545259953,361.54557395,361.559974909,362.919533014,362.921271086,362.925743103,441.226733923,441.256914139
unit.000051,Euclidean_dist_1_155649,N/A,437.843126059,437.843126059,362.295104027,362.297317028,362.298465967,362.298933983,362.313996077,363.625452042,363.631530046,363.635010958,441.282078028,441.310925007
unit.000052,Euclidean_dist_1_163841,N/A,439.219392061,439.219392061,363.658862114,363.661835909,363.662852049,363.663149118,363.675416946,365.034017086,365.035274982,365.038203001,443.485573053,443.514478922
unit.000053,Euclidean_dist_1_172033,N/A,440.591448069,440.591448069,365.024740934,365.027799129,365.029408932,365.029776096,365.031393051,366.340582132,366.342207909,366.346400976,443.590439081,443.617885113
unit.000054,Euclidean_dist_1_180225,N/A,442.054491043,442.054491043,366.398801088,366.400941133,366.402148008,366.402461052,366.415699959,367.649373055,367.654735088,367.657895088,444.730716944,444.761857986
unit.000055,Euclidean_dist_1_188417,N/A,131.015437126,131.015437126,54.9972150326,55.00009799,55.001636982,55.0019500256,55.0034151077,56.2335009575,56.2349729538,56.2384369373,134.826281071,134.85275507
unit.000056,Euclidean_dist_1_196609,N/A,130.334362984,130.334362984,54.401250124,54.4041719437,54.405659914,54.4060199261,54.4074230194,55.7299869061,55.7314670086,55.7354090214,133.744429111,133.770709991
unit.000057,Euclidean_dist_1_204801,N/A,131.413815022,131.413815022,55.4462521076,55.449420929,55.450879097,55.4512290955,55.4526560307,56.7358100414,56.7373650074,56.7407410145,134.877146959,134.903464079
unit.000058,Euclidean_dist_1_212993,N/A,132.783771038,132.783771038,56.9990711212,57.010340929,57.0121541023,57.0125529766,57.0143239498,58.4447920322,58.4462509155,58.5214009285,137.034115076,137.059822083
unit.000059,Euclidean_dist_1_221185,N/A,133.797553062,133.797553062,57.7452480793,58.4181990623,58.4197850227,58.4201691151,58.42157197,59.7516009808,59.7530250549,59.7569980621,137.085829973,137.111269951
unit.000060,Euclidean_dist_1_229377,N/A,135.88538909,135.88538909,59.8438739777,59.8464851379,59.8479650021,59.8483259678,59.8497741222,61.1607780457,61.1622650623,61.1652390957,138.214007139,138.240060091
unit.000061,Euclidean_dist_1_237569,N/A,136.904848099,136.904848099,60.8901379108,60.8951630592,60.8966701031,60.8970060349,60.898416996,62.1714379787,62.172850132,62.1765890121,139.344758034,139.371206045
