CU,Name,Scheduling,StagingInput,AgentStagingInputPending,AgentStagingInput,AllocatingPending,Allocating,ExecutingPending,Executing,AgentStagingOutputPending,AgentStagingOutput,PendingOutputStaging,StagingOutput,Done
unit.000032,Euclidean_dist_1_1,N/A,117.947197914,117.947197914,42.2853479385,42.288064003,42.2896039486,42.2899479866,42.2915079594,43.6353499889,43.6368238926,43.6409888268,120.866425037,120.892626047
unit.000033,Euclidean_dist_1_8193,N/A,98.4125959873,98.4125959873,22.7500510216,22.7526538372,22.7539620399,22.7542929649,22.755646944,24.0151610374,24.0166778564,24.0201239586,101.833855867,101.859853983
unit.000034,Euclidean_dist_1_16385,N/A,99.1016950607,99.1016950607,23.5019669533,23.5044598579,23.5055170059,23.5057959557,23.5205788612,24.8203849792,24.8257100582,24.8288509846,102.914701939,102.942250967
unit.000035,Euclidean_dist_1_24577,N/A,98.417265892,98.417265892,22.7537128925,22.7557718754,22.7568039894,22.7570810318,22.770387888,24.0159330368,24.0209670067,24.0240550041,101.834581852,101.860527992
unit.000036,Euclidean_dist_1_32769,N/A,99.7788820267,99.7788820267,24.2447998524,24.2481749058,24.2495310307,24.2498600483,24.2512769699,25.626075983,25.6275849342,25.630879879,102.967377901,102.993351936
unit.000037,Euclidean_dist_1_40961,N/A,101.209306002,101.209306002,25.5993089676,25.6021099091,25.6032948494,25.6035678387,25.6171090603,26.9344170094,26.9401788712,26.9442689419,104.104361057,104.130071878
unit.000038,Euclidean_dist_1_49153,N/A,103.26215291,103.26215291,27.6919150352,27.695458889,27.6969659328,27.6973049641,27.6987769604,29.0455670357,29.0470449924,29.0506739616,106.305515051,106.3314569
unit.000039,Euclidean_dist_1_57345,N/A,103.951323986,103.951323986,28.2919158936,28.2941179276,28.2952308655,28.2955539227,28.3093850613,29.5498549938,29.5555720329,29.559044838,107.389442921,107.537757874
unit.000040,Euclidean_dist_1_65537,N/A,105.326123953,105.326123953,29.7927839756,29.7954759598,29.7967238426,29.7970769405,29.8105459213,31.0584778786,31.0641200542,31.0675749779,108.644532919,108.670454025
unit.000041,Euclidean_dist_1_73729,N/A,108.201175928,108.201175928,32.638958931,32.6415760517,32.6427168846,32.6429970264,32.6570940018,33.9754960537,33.9819719791,33.9854290485,111.929260969,111.955214977
unit.000042,Euclidean_dist_1_81921,N/A,112.388900042,112.388900042,36.7362148762,36.7385458946,36.7396938801,36.7399728298,36.7529029846,38.0015349388,38.0030348301,38.0068948269,115.321622849,115.34759903
unit.000043,Euclidean_dist_1_90113,N/A,111.703125954,111.703125954,36.1380360126,36.1406650543,36.1419389248,36.1422460079,36.1562168598,37.4967279434,37.500880003,37.5040750504,115.269937992,115.296594858
unit.000044,Euclidean_dist_1_98305,N/A,113.071979046,113.071979046,37.48919487,37.491435051,37.4926469326,37.4929249287,37.5079259872,38.8073618412,38.813092947,38.8165788651,116.400563002,116.426540852
unit.000045,Euclidean_dist_1_106497,N/A,277.964227915,277.964227915,202.379659891,202.382524014,202.384013891,202.384394884,202.385824919,203.663892984,203.665421009,203.669137955,281.810432911,281.8373909
unit.000046,Euclidean_dist_1_114689,N/A,115.177301884,115.177301884,39.6081039906,39.6106369495,39.6118459702,39.6121649742,39.6249899864,41.2206130028,41.2263588905,41.2297799587,118.609063864,118.635115862
unit.000047,Euclidean_dist_1_122881,N/A,116.581465006,116.581465006,40.9321320057,40.9351320267,40.9367439747,40.9371030331,40.9387319088,42.2266168594,42.2282948494,42.233039856,119.736852884,119.763104916
unit.000048,Euclidean_dist_1_131073,N/A,304.539461851,304.539461851,228.85757494,228.861717939,228.863307953,228.863672972,228.865386963,230.237601042,230.239171982,230.24386692,307.55251193,307.580788851
