CU,Name,Scheduling,StagingInput,AgentStagingInputPending,AgentStagingInput,AllocatingPending,Allocating,ExecutingPending,Executing,AgentStagingOutputPending,AgentStagingOutput,PendingOutputStaging,StagingOutput,Done
unit.000032,Euclidean_dist_1_1,N/A,68.9232120514,68.9232120514,122.401057959,122.404166937,122.405581951,122.405889988,122.407323837,126.195842028,126.197267056,126.201137066,74.9894549847,75.0157148838
unit.000033,Euclidean_dist_1_16385,N/A,227.717656851,227.717656851,280.879135847,281.193480968,281.195350885,281.195790052,281.197520971,285.608919859,285.610612869,285.616119862,235.304717064,235.331869841
unit.000034,Euclidean_dist_1_32769,N/A,229.08590889,229.08590889,282.087214947,282.089880943,282.090846062,282.091109991,282.106052876,285.917260885,285.918944836,285.923182964,235.408576012,235.438379049
unit.000035,Euclidean_dist_1_49153,N/A,228.401479959,228.401479959,281.924743891,281.927913904,281.929033041,281.929283857,281.944277048,285.71371603,285.719665051,285.72337985,235.356896877,235.383694887
unit.000036,Euclidean_dist_1_65537,N/A,230.294149876,230.294149876,283.43889904,283.44207406,283.443645,283.443958044,283.445319891,287.127639055,287.129251957,287.133446932,235.46843791,235.495040894
unit.000037,Euclidean_dist_1_81921,N/A,231.669879913,231.669879913,284.794427872,284.797137022,284.798640013,284.798941851,284.800400972,288.538331985,288.539736986,288.543902874,236.599735975,236.62625289
unit.000038,Euclidean_dist_1_98305,N/A,232.537817001,232.537817001,285.697541952,285.700404882,285.701956034,285.702266932,285.703680038,289.445153952,289.446507931,289.450561047,237.726546049,237.753327847
unit.000039,Euclidean_dist_1_114689,N/A,233.759341002,233.759341002,286.900835037,286.903880835,286.905297995,286.905611038,286.907021046,290.556649923,290.558022976,290.561730862,238.809442997,238.83621788
unit.000040,Euclidean_dist_1_131073,N/A,235.132007837,235.132007837,288.155428886,288.158328056,288.159983873,288.160294056,288.161680937,291.866584063,291.868377924,291.872856855,240.967889071,240.994977951
unit.000041,Euclidean_dist_1_147457,N/A,236.68490696,236.68490696,289.824262857,289.826659918,289.827789068,289.828052044,289.843662977,293.58294487,293.588779926,293.593008041,242.150490999,242.180537939
unit.000042,Euclidean_dist_1_163841,N/A,238.739112854,238.739112854,291.781893969,291.784744978,291.786429882,291.786743879,291.788130999,295.498019934,295.499711037,295.504562855,244.313894987,244.344115019
unit.000043,Euclidean_dist_1_180225,N/A,240.888525009,240.888525009,294.047615051,294.050796032,294.052671909,294.052988052,294.054529905,297.716979027,297.719024897,297.725401878,246.530328989,246.558518887
unit.000044,Euclidean_dist_1_196609,N/A,241.577466011,241.577466011,294.658481836,294.66076088,294.662078857,294.662351847,294.677027941,298.424149036,298.430737972,298.434645891,247.654696941,247.681215048
unit.000045,Euclidean_dist_1_212993,N/A,243.631356001,243.631356001,296.920644045,296.92424202,296.92604804,296.926378965,296.927811861,300.639940977,300.641371012,300.646820068,249.822345972,249.849634886
unit.000046,Euclidean_dist_1_229377,N/A,245.176154852,245.176154852,298.334606886,298.337548018,298.339189053,298.339504957,298.340997934,302.050348043,302.052043915,302.056676865,250.955183983,250.981961012
unit.000047,Euclidean_dist_1_245761,N/A,246.584822893,246.584822893,299.698994875,299.701804876,299.702936888,299.703188896,299.718317986,303.464611053,303.466249943,303.471116066,253.156808853,253.183502913
unit.000048,Euclidean_dist_1_262145,N/A,248.657423019,248.657423019,301.654217005,301.657186031,301.658401966,301.658707857,301.672121048,305.379521847,305.385553837,305.389422894,254.349715948,254.376798868
unit.000049,Euclidean_dist_1_278529,N/A,250.023965836,250.023965836,303.168522835,303.171421051,303.172595024,303.172855854,303.186598063,306.888725042,306.890148878,306.894929886,255.480800867,255.507655859
unit.000050,Euclidean_dist_1_294913,N/A,251.391101837,251.391101837,304.675782919,304.678783894,304.680503845,304.680824041,304.69413805,308.500231981,308.501560926,308.505382061,256.612504959,256.639379025
unit.000051,Euclidean_dist_1_311297,N/A,252.910284042,252.910284042,306.031667948,306.034886837,306.03656292,306.036895037,306.050767899,309.809581995,309.815749884,309.820251942,258.77155304,258.79853797
unit.000052,Euclidean_dist_1_327681,N/A,254.9772439,254.9772439,308.042521,308.045449972,308.046946049,308.047261953,308.048647881,311.72231102,311.723764896,311.72834301,260.942431927,260.969689846
unit.000053,Euclidean_dist_1_344065,N/A,256.365716934,256.365716934,309.405995846,309.408840895,309.410405874,309.410739899,309.412103891,313.132998943,313.134438038,313.162905931,262.07366991,262.100858927
unit.000054,Euclidean_dist_1_360449,N/A,257.053597927,257.053597927,310.164763927,310.167350054,310.168506861,310.16877389,310.183459997,313.939477921,313.940826893,313.945975065,263.193872929,263.221356869
