CU,Name,Scheduling,StagingInput,AgentStagingInputPending,AgentStagingInput,AllocatingPending,Allocating,ExecutingPending,Executing,AgentStagingOutputPending,AgentStagingOutput,PendingOutputStaging,StagingOutput,Done
unit.000032,Euclidean_dist_1_1,N/A,227.734884024,227.734884024,296.994637012,296.997668028,296.99938798,296.999838114,297.001436949,300.700391054,300.702187061,300.70560813,233.870682001,233.899655104
unit.000033,Euclidean_dist_1_16385,N/A,-11.0229668617,-11.0229668617,58.4777691364,58.4805550575,58.4819920063,58.482293129,58.4836850166,62.1964399815,62.1981520653,62.2019951344,-4.80239105225,-4.7760488987
unit.000034,Euclidean_dist_1_32769,N/A,-8.97642707825,-8.97642707825,60.5838439465,60.5864379406,60.5878031254,60.588105917,60.5895020962,64.3145320415,64.3163061142,64.3200559616,-2.59321308136,-2.56458902359
unit.000035,Euclidean_dist_1_49153,N/A,-10.3350439072,-10.3350439072,59.2329199314,59.2354800701,59.2367069721,59.2369859219,59.2507379055,63.0037920475,63.0094540119,63.0121951103,-4.74947309494,-4.72268390656
unit.000036,Euclidean_dist_1_65537,N/A,-8.14438295364,-8.14438295364,61.3391010761,61.3418269157,61.3429780006,61.3433740139,61.3579471111,65.0211899281,65.0265419483,65.0296430588,-2.53885006905,-2.51278090477
unit.000037,Euclidean_dist_1_81921,N/A,-6.08931589127,-6.08931589127,63.4393570423,63.441920042,63.443253994,63.4436221123,63.4579510689,67.1357469559,67.1422131062,67.1456539631,-1.35467195511,-1.32843589783
unit.000038,Euclidean_dist_1_98305,N/A,-4.74829697609,-4.74829697609,64.9322619438,64.9357841015,64.9373240471,64.9376380444,64.939043045,68.6441009045,68.645512104,68.6489400864,0.807470083237,0.834789991379
unit.000039,Euclidean_dist_1_114689,N/A,-4.01683592796,-4.01683592796,65.5368340015,65.5397861004,65.5413529873,65.5416600704,65.5431659222,69.2488179207,69.2503149509,69.2542250156,0.859797000885,0.886143922806
unit.000040,Euclidean_dist_1_131073,N/A,-3.33334994316,-3.33334994316,66.1862740517,66.1894581318,66.191010952,66.1913130283,66.1927230358,69.9536850452,69.9551241398,69.9584460258,1.94300103188,1.96960306168
unit.000041,Euclidean_dist_1_147457,N/A,-1.9562959671,-1.9562959671,67.5341820717,67.5373170376,67.5388491154,67.5391690731,67.5405831337,71.2628860474,71.264521122,71.2676439285,3.19206404686,3.21785712242
