CU,Name,Scheduling,StagingInput,AgentStagingInputPending,AgentStagingInput,AllocatingPending,Allocating,ExecutingPending,Executing,AgentStagingOutputPending,AgentStagingOutput,PendingOutputStaging,StagingOutput,Done
unit.000032,Euclidean_dist_1_1,N/A,34.894603014,34.894603014,104.124058008,104.127542019,104.12896204,104.129272938,104.130705118,107.92238903,107.923910141,107.927793026,40.673418045,40.6994149685
unit.000033,Euclidean_dist_1_16385,N/A,35.6009559631,35.6009559631,104.734164,104.73686409,104.737993002,104.73825407,104.752846003,108.528293133,108.529721975,108.53504014,40.7248749733,40.7523310184
unit.000034,Euclidean_dist_1_32769,N/A,36.9754729271,36.9754729271,106.090867043,106.093435049,106.094485998,106.094732046,106.110219955,109.837198019,109.842689991,109.846020937,41.9028480053,41.9309279919
unit.000035,Euclidean_dist_1_49153,N/A,36.286700964,36.286700964,105.490437031,105.492852926,105.493957043,105.494203091,105.508363008,109.233222008,109.2401371,109.244127989,41.8047409058,41.8304829597
unit.000036,Euclidean_dist_1_65537,N/A,38.4831490517,38.4831490517,107.639671087,107.643196106,107.644603968,107.644916058,107.646352053,111.345793962,111.347366095,111.351246119,44.0596830845,44.0861370564
unit.000037,Euclidean_dist_1_81921,N/A,39.1775579453,39.1775579453,108.398069143,108.400861025,108.40218997,108.402488947,108.417467117,112.252564907,112.254019976,112.258142948,45.1404550076,45.1664631367
unit.000038,Euclidean_dist_1_98305,N/A,41.2225129604,41.2225129604,110.350211143,110.353502989,110.354911089,110.35520792,110.356631041,114.065668106,114.067171097,114.071028948,46.3232769966,46.3507721424
unit.000039,Euclidean_dist_1_114689,N/A,42.6164460182,42.6164460182,111.859492064,111.861995935,111.863069057,111.863326073,111.879821062,115.576151133,115.58152914,115.584532976,48.4870910645,48.5143210888
unit.000040,Euclidean_dist_1_131073,N/A,44.6781210899,44.6781210899,113.816638947,113.819108009,113.820246935,113.82050705,113.836969137,117.489901066,117.495742083,117.499087095,50.7014729977,50.7290489674
unit.000041,Euclidean_dist_1_147457,N/A,46.0560789108,46.0560789108,115.168514013,115.170664072,115.171823025,115.172096014,115.187091112,118.999958992,119.001416922,119.005379915,51.836673975,51.8644199371
unit.000042,Euclidean_dist_1_163841,N/A,47.4225919247,47.4225919247,116.527050972,116.529699087,116.530777931,116.531052113,116.545932055,120.30834794,120.321003914,120.715475082,54.0013170242,54.027905941
unit.000043,Euclidean_dist_1_180225,N/A,10.6598460674,10.6598460674,79.8342540264,79.8376889229,79.8392839432,79.8395860195,79.8411180973,83.6477401257,83.6492059231,83.6528909206,16.0775399208,16.1040370464
unit.000044,Euclidean_dist_1_196609,N/A,54.5011219978,54.5011219978,123.615239143,123.617753983,123.619040966,123.619300127,123.633731127,127.366557121,127.371887922,127.375200033,60.6888430119,60.7160170078
unit.000045,Euclidean_dist_1_212993,N/A,49.6095719337,49.6095719337,118.794245958,118.796399117,118.79754591,118.800642967,118.813065052,122.526215076,122.531140089,122.534132004,55.1845009327,55.2111010551
unit.000046,Euclidean_dist_1_229377,N/A,53.7242670059,53.7242670059,122.859614134,122.862677097,122.864448071,122.864748955,122.866275072,126.560274124,126.561706066,126.565109968,59.6091840267,59.6355109215
unit.000047,Euclidean_dist_1_245761,N/A,34.173224926,34.173224926,103.372133017,103.374608994,103.375833035,103.376214981,103.391637087,107.118351936,107.12429595,107.127887964,40.622040987,40.6490471363
unit.000048,Euclidean_dist_1_262145,N/A,55.7747719288,55.7747719288,124.957988977,124.960864067,124.962502956,124.962826014,124.965793133,128.677370071,128.679117918,128.682730913,60.8428149223,60.9056560993
unit.000049,Euclidean_dist_1_278529,N/A,56.5677790642,56.5677790642,125.717828989,125.720475912,125.721854925,125.722106934,125.736402988,129.382604122,129.384185076,129.387300968,62.0654199123,62.0915870667
unit.000050,Euclidean_dist_1_294913,N/A,57.8460049629,57.8460049629,126.966617107,126.969725132,126.97121191,126.971504927,126.973042011,130.693996906,130.695665121,130.699530125,63.2472379208,63.2738149166
unit.000051,Euclidean_dist_1_311297,N/A,58.531003952,58.531003952,127.713922977,127.716985941,127.718502045,127.718802929,127.7201581,131.400619984,131.402452946,131.406055927,64.3775629997,64.4042921066
unit.000052,Euclidean_dist_1_327681,N/A,60.0540299416,60.0540299416,129.211463928,129.214451075,129.215949059,129.216264009,129.217837095,133.013566017,133.01494813,133.017663002,65.6622619629,65.6885130405
unit.000053,Euclidean_dist_1_344065,N/A,62.1673929691,62.1673929691,131.30529213,131.308006048,131.309453964,131.309746981,131.311584949,135.029369116,135.03084898,135.034965992,68.2855160236,68.3118870258
unit.000054,Euclidean_dist_1_360449,N/A,63.3628621101,63.3628621101,132.510190964,132.513104916,132.514490128,132.514774084,132.516261101,136.238516092,136.240325928,136.245245934,69.3792800903,69.405739069
unit.000055,Euclidean_dist_1_376833,N/A,65.0021719933,65.0021719933,134.158236027,134.160905123,134.162348032,134.16265893,134.164252996,137.854336977,137.85624814,137.859838963,70.546462059,70.5723669529
unit.000056,Euclidean_dist_1_393217,N/A,66.120028019,66.120028019,135.20925808,135.212548971,135.213901997,135.214221954,135.215639114,138.96468401,138.966319084,138.970767021,71.6414721012,71.6676180363
unit.000057,Euclidean_dist_1_409601,N/A,68.0595149994,68.0595149994,136.902815104,136.905821085,136.907207012,136.907536983,136.909348965,140.57716012,140.578565121,140.582598925,73.8588321209,73.8852131367
unit.000058,Euclidean_dist_1_425985,N/A,69.924834013,69.924834013,138.848949909,138.851866961,138.85323596,138.853532076,138.855000973,142.591069937,142.592705011,142.596728086,76.0730190277,76.104295969
unit.000059,Euclidean_dist_1_442369,N/A,71.7384970188,71.7384970188,140.648658037,140.651391029,140.652750015,140.653053999,140.654480934,144.303970098,144.305458069,144.309160948,77.2086730003,77.2372069359
unit.000060,Euclidean_dist_1_458753,N/A,110.114053011,110.114053011,179.062044144,179.064736128,179.06626606,179.066561937,179.068175077,182.806112051,182.807802916,182.812009096,115.633080006,115.660598993
unit.000061,Euclidean_dist_1_475137,N/A,109.42791605,109.42791605,178.310287952,178.313508987,178.315154076,178.315446138,178.317857027,181.999258995,182.000770092,182.039343119,114.552828074,114.579185009
unit.000062,Euclidean_dist_1_491521,N/A,110.915345907,110.915345907,179.813981056,179.817039013,179.818560123,179.818876028,179.820400953,183.612878084,183.614351034,183.617830038,116.712362051,116.739184141
unit.000063,Euclidean_dist_1_507905,N/A,112.28947711,112.28947711,181.163516045,181.166003942,181.167383909,181.167678118,181.169032097,184.825031996,184.82673192,184.830806017,117.843080044,117.870142937
unit.000064,Euclidean_dist_16385_1,N/A,113.660471916,113.660471916,182.514379978,182.516819954,182.518280983,182.51857996,182.520779133,186.236652136,186.238126993,186.241723061,118.973699093,119.000184059
unit.000065,Euclidean_dist_16385_16385,N/A,115.503684044,115.503684044,184.396868944,184.401796103,184.403228998,184.403522015,184.404978037,188.149892092,188.151327133,188.154737949,121.184109926,121.213015079
unit.000066,Euclidean_dist_16385_32769,N/A,117.112177134,117.112177134,185.894212008,185.896790981,185.898477077,185.898771048,185.900473118,191.367262125,191.368932009,191.372380018,124.460982084,124.488119125
unit.000067,Euclidean_dist_16385_49153,N/A,-7.58887791634,-7.58887791634,61.8479139805,61.8607990742,61.8626101017,61.8630459309,61.8645730019,65.5126719475,65.5142869949,65.521807909,-1.69321393967,-1.66680908203
unit.000068,Euclidean_dist_16385_65537,N/A,0.151407957077,0.151407957077,69.3983569145,69.4007360935,69.4019920826,69.402256012,69.4164719582,73.1648080349,73.1706149578,73.1753571033,5.38187813759,5.41059613228
unit.000069,Euclidean_dist_16385_81921,N/A,121.440804005,121.440804005,191.770025015,191.772510052,191.773668051,191.774799109,191.798689127,195.394675016,195.396188974,195.400289059,128.234075069,128.2608881
unit.000070,Euclidean_dist_16385_98305,N/A,124.91248107,124.91248107,193.765362024,193.76848793,193.769901991,193.770200968,193.771918058,197.513559103,197.515419006,197.519925117,130.560007095,130.586462975
unit.000071,Euclidean_dist_16385_114689,N/A,125.604149103,125.604149103,194.370389938,194.373090029,194.374397039,194.374782085,194.389779091,198.120362043,198.129220963,198.138617039,131.656455994,131.683079958
unit.000072,Euclidean_dist_16385_131073,N/A,34.9189710617,34.9189710617,104.128642082,104.131256104,104.132345915,104.132594109,104.147686958,107.923226118,107.928595066,107.931967974,40.6739480495,40.7000350952
unit.000073,Euclidean_dist_16385_147457,N/A,43.9910950661,43.9910950661,113.216642141,113.219265938,113.220390081,113.220655918,113.235100985,116.985692024,116.991012096,116.994331121,49.621060133,49.6478760242
unit.000074,Euclidean_dist_16385_163841,N/A,129.863469124,129.863469124,198.637408972,198.641052008,198.642617941,198.643013954,198.644520044,202.55181694,202.553236961,202.558193922,134.980978966,135.007822037
unit.000075,Euclidean_dist_16385_180225,N/A,131.956860065,131.956860065,200.746170044,200.749208927,200.750678062,200.750980139,200.752712011,204.465919971,204.467638016,204.472238064,137.244786024,137.445039034
unit.000076,Euclidean_dist_16385_196609,N/A,133.352669001,133.352669001,202.251722097,202.254836082,202.25652194,202.256963015,202.25860095,205.976155043,205.977656126,205.982315063,139.576820135,139.60343194
unit.000077,Euclidean_dist_16385_212993,N/A,134.798995972,134.798995972,203.612523079,203.61493206,203.616219044,203.616590977,203.631797075,207.388951063,207.394959927,207.398677111,140.732052088,140.758420944
unit.000078,Euclidean_dist_16385_229377,N/A,136.845894098,136.845894098,205.864351988,205.867366076,205.869014978,205.869449139,205.871069908,209.607887983,209.609395027,209.613035917,142.921107054,142.948087931
unit.000079,Euclidean_dist_16385_245761,N/A,91.0684199333,91.0684199333,159.941123962,159.943887949,159.945290089,159.945581913,159.94700408,163.648555994,163.650161982,163.654624939,96.6946439743,96.7220001221
unit.000080,Euclidean_dist_16385_262145,N/A,97.9881551266,97.9881551266,166.888754129,166.892173052,166.893633127,166.893957138,166.895335913,170.608549118,170.610013962,170.61423707,103.387277126,103.413058043
unit.000081,Euclidean_dist_16385_278529,N/A,141.168333054,141.168333054,209.937243938,209.940602064,209.942089081,209.942381144,209.94395113,213.635710001,213.637308121,213.641283035,147.339767933,147.366291046
unit.000082,Euclidean_dist_16385_294913,N/A,111.60256505,111.60256505,180.412895918,180.415709019,180.417235136,180.417540073,180.419094086,184.219097137,184.220730066,184.224174023,116.764297962,116.79065299
unit.000083,Euclidean_dist_16385_311297,N/A,120.504051924,120.504051924,189.250075102,189.257123947,189.258825064,189.259242058,189.26097393,194.790189981,194.890074015,194.894340038,128.077176094,128.104038954
unit.000084,Euclidean_dist_16385_327681,N/A,130.551983118,130.551983118,199.390039921,199.402749062,199.404367924,199.40477705,199.406327009,203.357059002,203.358483076,203.362854004,136.11206913,136.138684988
unit.000085,Euclidean_dist_16385_344065,N/A,139.788948059,139.788948059,208.596168041,208.598938942,208.600134134,208.600410938,208.61522603,212.327676058,212.33315897,212.336728096,146.238348007,146.264575005
unit.000086,Euclidean_dist_16385_360449,N/A,149.480271101,149.480271101,218.319697142,218.322510958,218.324129105,218.324425936,218.325904131,221.992589951,221.99424696,221.998022079,155.154325008,155.181205034
unit.000087,Euclidean_dist_16385_376833,N/A,150.882179976,150.882179976,219.67119503,219.674310923,219.675912142,219.676212072,219.677568913,223.402072906,223.403661013,223.407458067,156.286868095,156.463266134
unit.000088,Euclidean_dist_16385_393217,N/A,151.570251942,151.570251942,220.431250095,220.43393898,220.435286045,220.435544968,220.449125051,224.107720137,224.113353014,224.117048979,157.569786072,157.596637964
unit.000089,Euclidean_dist_16385_409601,N/A,153.661541939,153.661541939,222.532506943,222.535629988,222.537130117,222.537421942,222.538972139,226.220366955,226.221863031,226.225634098,159.734106064,159.761033058
unit.000090,Euclidean_dist_16385_425985,N/A,157.467061996,157.467061996,226.302356005,226.305416107,226.306891918,226.307186127,226.308640003,230.045804977,230.047330141,230.052663088,163.086472034,163.114418983
unit.000091,Euclidean_dist_16385_442369,N/A,201.861341,201.861341,271.435967922,271.439285994,271.440530062,271.440783024,271.454229116,275.170766115,275.176484108,275.179451942,208.02572298,208.054373026
unit.000092,Euclidean_dist_16385_458753,N/A,124.913216114,124.913216114,193.76967907,193.772135019,193.77315712,193.773406982,193.788736105,197.514936924,197.521095037,197.525268078,130.577764034,130.604600906
unit.000093,Euclidean_dist_16385_475137,N/A,202.546916008,202.546916008,272.042108059,272.044691086,272.04586792,272.046148062,272.062462091,275.775330067,275.776821136,275.780362129,208.079190016,208.106430054
unit.000094,Euclidean_dist_16385_491521,N/A,203.916961908,203.916961908,273.405575991,273.40783596,273.408908129,273.409152985,273.424047947,277.184552908,277.186080933,277.189912081,210.242290974,210.269472122
unit.000095,Euclidean_dist_16385_507905,N/A,205.983546972,205.983546972,275.519572973,275.521803141,275.522944927,275.523201942,275.53758812,279.298666,279.30381608,279.306875944,212.459788084,212.488343
unit.000096,Euclidean_dist_32769_1,N/A,207.353608131,207.353608131,276.873435974,276.875957012,276.877494097,276.877804041,276.879286051,280.607702017,280.609251976,280.612846136,213.606069088,213.634196997
unit.000097,Euclidean_dist_32769_16385,N/A,208.731287003,208.731287003,278.439165115,278.441483021,278.442945957,278.443248987,278.459104061,282.218923092,282.224796057,282.228047132,214.741653919,214.769928932
unit.000098,Euclidean_dist_32769_32769,N/A,210.331821918,210.331821918,279.820374012,279.823559046,279.824814081,279.825092077,279.837635994,283.527637959,283.532828093,283.536497116,216.907191992,216.935652971
unit.000099,Euclidean_dist_32769_49153,N/A,173.57070303,173.57070303,243.118994951,243.126960993,243.128458023,243.128754139,243.130445957,246.868516922,246.870003939,246.873549938,180.064650059,180.091048956
unit.000100,Euclidean_dist_32769_65537,N/A,181.236690044,181.236690044,250.714798927,250.718245029,250.719905138,250.720370054,250.72204113,254.424485922,254.425977945,254.430027962,186.853225946,186.880618095
unit.000101,Euclidean_dist_32769_81921,N/A,215.197546005,215.197546005,284.77630496,284.77857399,284.779633045,284.779896975,284.794898987,288.562463999,288.568125963,288.571950912,220.368302107,220.397969007
unit.000102,Euclidean_dist_32769_98305,N/A,197.595955133,197.595955133,267.179713011,267.182723999,267.183933973,267.184297085,267.199033022,270.941654921,270.943339109,270.947138071,203.594207048,203.623080969
unit.000103,Euclidean_dist_32769_114689,N/A,219.377104998,219.377104998,288.90475893,288.907578945,288.909084082,288.90949893,288.912399054,292.592070103,292.593804121,292.598758936,224.937076092,224.967984915
unit.000104,Euclidean_dist_32769_131073,N/A,214.511925936,214.511925936,284.023328066,284.025414944,284.026575089,284.026933908,284.041978121,287.757154942,287.762681007,287.766014099,220.31469512,220.343420029
unit.000105,Euclidean_dist_32769_147457,N/A,222.931700945,222.931700945,292.380398035,292.383104086,292.384203911,292.384454966,292.399120092,296.116778135,296.12262392,296.126054049,229.47667408,229.505872965
unit.000106,Euclidean_dist_32769_163841,N/A,224.310323954,224.310323954,293.889056921,293.892199993,293.893739939,293.894041061,293.895471096,297.625091076,297.626591921,297.63054204,229.584624052,229.61314702
unit.000107,Euclidean_dist_32769_180225,N/A,225.723644018,225.723644018,295.249865055,295.503571033,295.505203009,295.505537033,295.506958008,299.235352993,299.236768961,299.240560055,231.754775047,231.783000946
unit.000108,Euclidean_dist_32769_196609,N/A,227.099220037,227.099220037,296.608869076,296.611974955,296.613574982,296.614004135,296.615584135,300.343498945,300.345142126,300.348938942,232.889343977,232.918807983
unit.000109,Euclidean_dist_32769_212993,N/A,228.621573925,228.621573925,298.183156013,298.186366081,298.188059092,298.188542128,298.190237999,301.953290939,301.954829931,301.958812952,234.02681303,234.059206963
