CU,Name,Scheduling,StagingInput,AgentStagingInputPending,AgentStagingInput,AllocatingPending,Allocating,ExecutingPending,Executing,AgentStagingOutputPending,AgentStagingOutput,PendingOutputStaging,StagingOutput,Done
unit.000032,Euclidean_dist_1_1,N/A,127.526896,127.526896,196.88509798,196.888183117,196.889544964,196.889836073,196.891309023,198.208342075,198.209785938,198.214972019,131.039129972,131.065768957
unit.000033,Euclidean_dist_1_8193,N/A,128.914577007,128.914577007,198.241596937,198.24525404,198.246562958,198.246891975,198.248391151,199.617573977,199.619127989,199.623556137,132.170295954,132.196943998
unit.000034,Euclidean_dist_1_16385,N/A,54.0218110085,54.0218110085,123.497170925,123.500241995,123.501582146,123.501870155,123.503302097,124.824824095,124.826322079,124.830330133,58.0631630421,58.0896451473
unit.000035,Euclidean_dist_1_24577,N/A,129.879083157,129.879083157,199.441229105,199.444607019,199.445991039,199.446383953,199.447883129,200.824792147,200.82624197,200.832221985,133.27009511,133.297240973
unit.000036,Euclidean_dist_1_32769,N/A,131.46577096,131.46577096,200.792596102,200.795467138,200.796961069,200.797326088,200.798957109,202.133650064,202.135169029,202.139482021,135.429000139,135.455719948
unit.000037,Euclidean_dist_1_40961,N/A,133.205207109,133.205207109,202.596585989,202.59930706,202.600553989,202.600821972,202.602259159,203.945606947,203.947153091,203.951928139,136.595145941,136.621886015
unit.000038,Euclidean_dist_1_49153,N/A,134.210159063,134.210159063,203.647452116,203.651056051,203.652311087,203.65259409,203.654027939,205.052467108,205.053772926,205.057440042,137.690680981,137.717183113
unit.000039,Euclidean_dist_1_57345,N/A,-9.41596007347,-9.41596007347,59.9154169559,59.918211937,59.9196660519,59.9199900627,59.9216079712,61.2769091129,61.2784781456,61.2819390297,-5.94722986221,-5.92137598991
unit.000040,Euclidean_dist_1_65537,N/A,126.074605942,126.074605942,195.474771023,195.477602959,195.479115009,195.479408979,195.480937004,196.799114943,196.800621033,196.805599928,129.904904127,129.931586981
unit.000041,Euclidean_dist_1_73729,N/A,138.830722094,138.830722094,207.692914963,207.696398973,207.697849035,207.698197126,207.699623108,208.981621027,208.983191967,208.987674952,141.433674097,141.460150003
unit.000042,Euclidean_dist_1_81921,N/A,125.710628033,125.710628033,195.173224926,195.176383972,195.177864075,195.178166151,195.179564953,196.497007132,196.498532057,196.503741026,128.848227024,128.874866962
unit.000043,Euclidean_dist_1_90113,N/A,23.3427081108,23.3427081108,92.8174030781,92.8205609322,92.8223500252,92.8228061199,92.824450016,94.0998020172,94.1013031006,94.1048910618,25.9270551205,25.9535160065
unit.000044,Euclidean_dist_1_98305,N/A,140.197834969,140.197834969,209.041744947,209.044714928,209.046316147,209.046611071,209.048099995,210.390650988,210.392179012,210.396474123,143.694677114,143.721990108
unit.000045,Euclidean_dist_1_106497,N/A,105.701969147,105.701969147,175.036242962,175.039484978,175.04077816,175.041059017,175.042544127,176.361418009,176.362875938,176.367016077,109.249238968,109.275457144
unit.000046,Euclidean_dist_1_114689,N/A,143.446013927,143.446013927,212.357898951,212.361232042,212.36263895,212.362939119,212.364431143,213.711498022,213.712928057,213.716526985,147.143666983,147.170371056
unit.000047,Euclidean_dist_1_122881,N/A,145.201341152,145.201341152,214.007436037,214.009845972,214.011242151,214.011533976,214.013208151,215.323208094,215.324734926,215.328417063,148.30031395,148.326919079
unit.000048,Euclidean_dist_1_131073,N/A,147.305355072,147.305355072,216.106982946,216.109585047,216.110965967,216.111299038,216.112874031,217.337181091,217.338763952,217.34270215,150.511645079,150.537938118
unit.000049,Euclidean_dist_1_139265,N/A,140.563642025,140.563642025,209.492761135,209.495989084,209.497426987,209.497750998,209.499253988,210.793000937,210.794541121,210.798496962,143.747166157,143.774302959
unit.000050,Euclidean_dist_1_147457,N/A,149.355703115,149.355703115,218.360789061,218.364249945,218.365767002,218.366255999,218.36790514,219.752053976,219.753626108,219.776235104,153.839113951,153.867872
unit.000051,Euclidean_dist_1_155649,N/A,158.206532001,158.206532001,227.115926981,227.120381117,227.121685982,227.121979952,227.123543978,228.413322926,228.414760113,228.419224024,161.694060087,161.722820997
unit.000052,Euclidean_dist_1_163841,N/A,152.268337965,152.268337965,221.064157009,221.067366123,221.068619967,221.068947077,221.070327997,222.370620966,222.372318029,222.37642312,155.089369059,155.11736393
unit.000053,Euclidean_dist_1_172033,N/A,176.047472,176.047472,245.050840139,245.053951025,245.055433989,245.055750132,245.05738306,246.341391087,246.342857122,246.346841097,179.527255058,179.554089069
unit.000054,Euclidean_dist_1_180225,N/A,202.81823802,202.81823802,271.628515959,271.631530046,271.633477926,271.633785963,271.63527894,273.0198071,273.021446943,273.024964094,206.87073493,206.897840023
unit.000055,Euclidean_dist_1_188417,N/A,56.0765881538,56.0765881538,125.450739145,125.453541994,125.454908133,125.455276966,125.456800938,126.738211155,126.739762068,126.743728161,59.244204998,59.2705841064
unit.000056,Euclidean_dist_1_196609,N/A,220.156983137,220.156983137,289.030735016,289.034254074,289.036734104,289.037028074,289.038546085,290.338060141,290.339897156,290.343939066,223.698485136,223.725193024
unit.000057,Euclidean_dist_1_204801,N/A,76.1219220161,76.1219220161,145.534759998,145.540437937,145.542289019,145.542608023,145.54411602,146.873471975,146.87512207,146.879297018,79.3058300018,79.3322060108
unit.000058,Euclidean_dist_1_212993,N/A,224.313234091,224.313234091,293.096889973,293.100484133,293.10165906,293.101916075,293.103286982,294.369190931,294.370816946,294.374500036,227.205843925,227.234041929
unit.000059,Euclidean_dist_1_221185,N/A,234.292793989,234.292793989,303.103888035,303.106240034,303.107528925,303.10781002,303.120986938,304.33832407,304.343389034,304.346717119,237.219231129,237.247213125
unit.000060,Euclidean_dist_1_229377,N/A,242.680621147,242.680621147,311.448490143,311.451447964,311.452811003,311.453145981,311.454692125,312.790146112,312.791631937,312.796211958,246.099822998,246.128947973
unit.000061,Euclidean_dist_1_237569,N/A,166.305962086,166.305962086,235.075933933,235.079272032,235.080606937,235.08091712,235.082427025,236.47041893,236.472095966,236.476446152,169.528650045,169.558248043
unit.000062,Euclidean_dist_1_245761,N/A,257.363351107,257.363351107,326.166778088,326.169099092,326.170100927,326.170346022,326.185379028,327.479639053,327.481104136,327.485274076,260.751266956,260.777640104
unit.000063,Euclidean_dist_1_253953,N/A,266.457587957,266.457587957,335.268729925,335.270936012,335.271970987,335.272238016,335.28530407,336.540117025,336.546013117,336.549118042,269.667994022,269.695168972
unit.000064,Euclidean_dist_8193_1,N/A,274.929172993,274.929172993,343.610106945,343.612149954,343.613345146,343.613659143,343.627248049,344.992571115,344.994007111,344.998785019,277.591654062,277.621967077
unit.000065,Euclidean_dist_8193_8193,N/A,283.401463032,283.401463032,352.19832015,352.203546047,352.205667019,352.205954075,352.207502127,353.547394991,353.548877001,353.553678036,286.680384159,286.708807945
unit.000066,Euclidean_dist_8193_16385,N/A,292.510247946,292.510247946,361.303563118,361.30598712,361.307287931,361.307583094,361.320681095,362.701672077,362.703094959,362.706920147,296.165786028,296.19282198
