CU,Name,Scheduling,StagingInput,AgentStagingInputPending,AgentStagingInput,AllocatingPending,Allocating,ExecutingPending,Executing,AgentStagingOutputPending,AgentStagingOutput,PendingOutputStaging,StagingOutput,Done
unit.000032,Euclidean_dist_1_1,N/A,169.635240078,169.635240078,239.319481134,239.322543144,239.323925972,239.324272156,239.325526953,243.08821702,243.089758158,243.093511105,175.67711401,175.704900026
unit.000033,Euclidean_dist_1_16385,N/A,261.499341011,261.499341011,330.296591997,330.298671961,330.299980164,330.300435066,330.315268993,334.038459063,334.044723034,334.048596144,267.547238111,267.575086117
unit.000034,Euclidean_dist_1_32769,N/A,262.955724955,262.955724955,331.664472103,331.669988155,331.671710014,331.672266006,331.673947096,335.346488953,335.347925186,335.351628065,268.733920097,268.761171103
unit.000035,Euclidean_dist_1_49153,N/A,262.188827038,262.188827038,331.050655127,331.053611994,331.05521512,331.055700064,331.057274103,334.742104053,334.743721962,334.747760057,268.627922058,268.656653166
unit.000036,Euclidean_dist_1_65537,N/A,263.644559145,263.644559145,332.42295599,332.426068068,332.427684069,332.428187132,332.429726124,336.152081013,336.153504133,336.157718182,269.813690186,269.844305038
unit.000037,Euclidean_dist_1_81921,N/A,264.331360102,264.331360102,333.032562017,333.035104036,333.036375046,333.036823988,333.051493168,336.757198095,336.762851,336.766241074,269.901455164,269.928575039
unit.000038,Euclidean_dist_1_98305,N/A,265.015361071,265.015361071,333.796118021,333.798092127,333.799131155,333.799417973,333.814056158,337.563529015,337.565297127,337.57020402,270.981332064,271.008296967
unit.000039,Euclidean_dist_1_114689,N/A,267.095774174,267.095774174,335.915188074,335.918392181,335.920063972,335.920567989,335.922167063,339.67723918,339.678975105,339.687440157,272.269476175,272.296732187
unit.000040,Euclidean_dist_1_131073,N/A,268.471820116,268.471820116,337.270536184,337.27402997,337.275639057,337.276141167,337.277708054,340.987622023,340.98950696,340.993963003,274.536183119,274.5636971
unit.000041,Euclidean_dist_1_147457,N/A,269.843394995,269.843394995,338.83567214,338.83862114,338.839915037,338.840291977,338.841706038,342.59791398,342.599471092,342.604403019,275.775313139,275.802436113
unit.000042,Euclidean_dist_1_163841,N/A,271.425966978,271.425966978,340.199712038,340.201649189,340.202886105,340.203351974,340.219206095,343.907391071,343.913341999,343.916821957,277.065173149,277.094824076
unit.000043,Euclidean_dist_1_180225,N/A,273.488384008,273.488384008,342.313202143,342.316435099,342.318010092,342.318538189,342.320101976,346.020205975,346.021721125,346.025753975,279.278964043,279.307862997
unit.000044,Euclidean_dist_1_196609,N/A,274.242082119,274.242082119,343.073152065,343.075309992,343.076617956,343.077120066,343.091989994,346.726082087,346.734872103,346.74228406,280.412431955,280.439888954
unit.000045,Euclidean_dist_1_212993,N/A,274.928454161,274.928454161,343.680305958,343.682465076,343.683602095,343.684031963,343.857572079,347.531227112,347.536930084,347.540575027,281.492719173,281.52115798
unit.000046,Euclidean_dist_1_229377,N/A,276.45444417,276.45444417,345.188099146,345.190423965,345.191620111,345.192048073,345.207632065,348.941513062,348.943017006,348.947412014,281.705140114,281.732082129
unit.000047,Euclidean_dist_1_245761,N/A,277.834443092,277.834443092,346.697930098,346.700308084,346.701470137,346.701776028,346.716008186,350.451159,350.452630997,350.456675053,283.969890118,284.000000954
unit.000048,Euclidean_dist_1_262145,N/A,279.393690109,279.393690109,348.204312086,348.207736015,348.209194183,348.209566116,348.211126089,351.862725019,351.864300966,351.868618965,285.158421993,285.187128067
unit.000049,Euclidean_dist_1_278529,N/A,280.765977144,280.765977144,349.566656113,349.569911957,349.571362972,349.571711063,349.5732131,353.374273062,353.376005173,353.380035162,286.400806189,286.427777052
unit.000050,Euclidean_dist_1_294913,N/A,282.146826982,282.146826982,350.926733971,350.929969072,350.931498051,350.931853056,350.933324099,354.584784985,354.586483955,354.590203047,287.637668133,287.664919138
