CU,Name,Scheduling,StagingInput,AgentStagingInputPending,AgentStagingInput,AllocatingPending,Allocating,ExecutingPending,Executing,AgentStagingOutputPending,AgentStagingOutput,PendingOutputStaging,StagingOutput,Done
unit.000032,Euclidean_dist_1_1,N/A,88.2078671455,88.2078671455,157.853783131,157.856884003,157.858215094,157.858546019,157.859908104,158.582350016,158.583731174,158.587563992,91.3558971882,91.382417202
unit.000033,Euclidean_dist_1_4097,N/A,37.7004671097,37.7004671097,107.320541143,107.323719978,107.325206041,107.325533152,107.326935053,108.049841166,108.051586151,108.055673122,39.5939421654,39.6201720238
unit.000034,Euclidean_dist_1_8193,N/A,39.6229820251,39.6229820251,109.25914216,109.262598991,109.264203072,109.264566183,109.26593399,110.062312126,110.063873053,110.069277048,41.7887041569,41.8148770332
unit.000035,Euclidean_dist_1_12289,N/A,38.3816959858,38.3816959858,108.066009045,108.068909168,108.070331097,108.070654154,108.072053194,108.754567146,108.756075144,108.760078192,40.6724991798,40.6985931396
unit.000036,Euclidean_dist_1_16385,N/A,40.3085842133,40.3085842133,110.009561062,110.01288414,110.014443159,110.014761209,110.016393185,110.766983032,110.768534184,110.773615122,42.8672480583,42.8933491707
unit.000037,Euclidean_dist_1_20481,N/A,41.6840770245,41.6840770245,111.350924015,111.354967117,111.356435061,111.356770039,111.3583951,112.076091051,112.077403069,112.082519054,44.0250480175,44.0508131981
unit.000038,Euclidean_dist_1_24577,N/A,212.844894171,212.844894171,281.579931021,281.592489004,281.59367013,281.593969107,281.607283115,282.282593012,282.292566061,282.296297073,215.800930977,215.827511072
unit.000039,Euclidean_dist_1_28673,N/A,221.204176188,221.204176188,289.879487038,289.881998062,289.883104086,289.883403063,289.898200035,290.631808996,290.632969141,290.636888981,223.628367186,223.6623981
unit.000040,Euclidean_dist_1_32769,N/A,46.765250206,46.765250206,116.331252098,116.334768057,116.336196184,116.336497068,116.338657141,117.010075092,117.011542082,117.016458988,49.5461900234,49.5723869801
unit.000041,Euclidean_dist_1_36865,N/A,48.1436500549,48.1436500549,117.693235159,117.696879148,117.698302984,117.698554039,117.700004101,118.419018984,118.420549154,118.425901175,50.7306480408,50.7600359917
unit.000042,Euclidean_dist_1_40961,N/A,49.5169830322,49.5169830322,119.195438147,119.198500156,119.200092077,119.20046401,119.202003002,119.927953005,119.92948103,119.934240103,52.8907670975,52.9172341824
unit.000043,Euclidean_dist_1_45057,N/A,50.2042510509,50.2042510509,119.945579052,119.949038982,119.950376034,119.950699091,119.952011108,120.63232398,120.633724213,120.638576984,53.9701941013,54.0018951893
unit.000044,Euclidean_dist_1_49153,N/A,51.3925590515,51.3925590515,120.99187398,120.994528055,120.996088982,120.996404171,120.998054028,121.739151001,121.740799189,121.745627165,54.0267500877,54.0533461571
unit.000045,Euclidean_dist_1_53249,N/A,52.7586631775,52.7586631775,122.340474129,122.343087196,122.34454608,122.34485817,122.346393108,123.047523022,123.049185038,123.05330205,55.1603970528,55.1870861053
