CU,Name,Scheduling,StagingInput,AgentStagingInputPending,AgentStagingInput,AllocatingPending,Allocating,ExecutingPending,Executing,AgentStagingOutputPending,AgentStagingOutput,PendingOutputStaging,StagingOutput,Done
unit.000032,Euclidean_dist_1_1,N/A,224.362617016,224.362617016,293.913311958,293.91546011,293.916553974,293.916803122,293.930340052,294.607988119,294.61403203,294.617468119,226.702152014,226.729403973
unit.000033,Euclidean_dist_1_4097,N/A,87.52779603,87.52779603,156.410116911,156.412802935,156.414300919,156.414622068,156.416193962,157.104272127,157.105888128,157.110692024,89.6649880409,89.6911389828
unit.000034,Euclidean_dist_1_8193,N/A,88.5688691139,88.5688691139,157.459890127,157.462666035,157.464128017,157.464453936,157.466115952,158.210916996,158.212373018,158.217077971,90.7953090668,90.8214449883
unit.000035,Euclidean_dist_1_12289,N/A,88.2159669399,88.2159669399,157.160144091,157.163511992,157.16494894,157.165273905,157.166739941,157.909075975,157.910576105,157.914953947,90.7532141209,90.7801570892
unit.000036,Euclidean_dist_1_16385,N/A,89.5893421173,89.5893421173,158.511281967,158.514527082,158.519747972,158.520115137,158.521538973,159.317244053,159.318632126,159.323359013,91.885682106,91.9121670723
unit.000037,Euclidean_dist_1_20481,N/A,91.3125920296,91.3125920296,160.308975935,160.312130928,160.313652039,160.313995123,160.315443993,161.030189991,161.03195405,161.036474943,94.0823259354,94.1084640026
unit.000038,Euclidean_dist_1_24577,N/A,92.3649759293,92.3649759293,161.357635021,161.36079812,161.36225605,161.362585068,161.364001036,162.136699915,162.138453007,162.142416,95.1769139767,95.2037141323
unit.000039,Euclidean_dist_1_28673,N/A,93.0505180359,93.0505180359,161.95675993,161.95934701,161.960803986,161.96112895,161.962837934,162.640626907,162.641976118,162.645877123,96.2575099468,96.2843339443
unit.000040,Euclidean_dist_1_32769,N/A,94.4276170731,94.4276170731,163.455038071,163.457842112,163.45915699,163.459439993,163.460807085,164.149471998,164.151021004,164.155616999,97.3895311356,97.4166369438
unit.000041,Euclidean_dist_1_36865,N/A,95.8479809761,95.8479809761,164.80409503,164.807578087,164.809054136,164.809387922,164.810919046,165.557685137,165.559108019,165.562418938,98.5210750103,98.547563076
unit.000042,Euclidean_dist_1_40961,N/A,96.5549190044,96.5549190044,165.556236029,165.559632063,165.561650991,165.564805984,165.566359997,166.262761116,166.264159918,166.269047976,99.6011149883,99.627892971
unit.000043,Euclidean_dist_1_45057,N/A,97.5189590454,97.5189590454,166.460716963,166.463447094,166.468585968,166.47181201,166.473269939,167.268855095,167.270286083,167.274420977,100.71559906,100.742337942
unit.000044,Euclidean_dist_1_49153,N/A,99.7336409092,99.7336409092,168.709013939,168.712163925,168.713571072,168.713895082,168.715348005,169.482616901,169.484128952,169.488647938,102.924464941,102.952124119
unit.000045,Euclidean_dist_1_53249,N/A,101.100026131,101.100026131,170.05881691,170.061574936,170.063010931,170.063354969,170.064973116,170.790714979,170.792248964,170.796085119,104.056301117,104.082689047
unit.000046,Euclidean_dist_1_57345,N/A,79.8052339554,79.8052339554,148.726191044,148.728923082,148.730368137,148.730737925,148.732154131,149.457252979,149.458868027,149.46272397,82.7177350521,82.7442240715
unit.000047,Euclidean_dist_1_61441,N/A,81.8586499691,81.8586499691,150.819757938,150.822613001,150.824013948,150.824342012,150.825817108,151.570085049,151.571619034,151.575500965,84.9260101318,84.9520640373
unit.000048,Euclidean_dist_1_65537,N/A,103.152403116,103.152403116,172.011590958,172.014635086,172.015981913,172.016242981,172.017684937,172.803062916,172.808479071,172.811985016,105.238330126,105.264611006
unit.000049,Euclidean_dist_1_69633,N/A,105.092060089,105.092060089,173.95482111,173.957164049,173.95856905,173.958909035,173.960483074,174.614511967,174.615891933,174.619683027,107.410437107,107.436617136
unit.000050,Euclidean_dist_1_73729,N/A,106.186147928,106.186147928,175.155025005,175.157469988,175.158721924,175.159039021,175.160501957,175.821257114,175.822809935,175.826467991,108.531927109,108.558134079
unit.000051,Euclidean_dist_1_77825,N/A,107.248645067,107.248645067,176.208267927,176.211316109,176.212654114,176.212976933,176.214407921,176.928411961,176.929978132,176.934158087,109.618535042,109.644608021
unit.000052,Euclidean_dist_1_81921,N/A,-9.84504890442,-9.84504890442,59.6479139328,59.651802063,59.6532120705,59.6535439491,59.6549770832,60.309636116,60.3110871315,60.3156290054,-7.45502400398,-7.42916893959
unit.000053,Euclidean_dist_1_86017,N/A,109.307038069,109.307038069,178.151427031,178.154016972,178.155560017,178.155893087,178.157438993,178.840948105,178.842411041,178.845942974,111.828371048,111.855598927
unit.000054,Euclidean_dist_1_90113,N/A,110.971231937,110.971231937,179.953340054,179.956222057,179.957559109,179.957912922,179.959340096,180.651988029,180.65349412,180.657371044,114.031383991,114.058681965
unit.000055,Euclidean_dist_1_94209,N/A,112.731651068,112.731651068,181.613250971,181.615771055,181.617166042,181.617516994,181.619180918,182.362164021,182.363577127,182.367623091,115.173720121,115.200074911
unit.000056,Euclidean_dist_1_98305,N/A,114.378268003,114.378268003,183.275990009,183.279501915,183.281026125,183.281343937,183.282829046,183.971978903,183.973387957,183.977545023,117.372555971,117.398998022
unit.000057,Euclidean_dist_1_102401,N/A,117.239756107,117.239756107,186.28062892,186.283224106,186.284572124,186.284909964,186.286477089,186.990740061,186.99220705,186.996026993,120.714587927,120.741744995
unit.000058,Euclidean_dist_1_106497,N/A,6.15449690819,6.15449690819,75.5719809532,75.5752511024,75.5766201019,75.5769031048,75.5784180164,76.3003361225,76.3018190861,76.3059880733,9.16866707802,9.19477009773
unit.000059,Euclidean_dist_1_110593,N/A,-17.607888937,-17.607888937,51.8393790722,51.8422260284,51.8435950279,51.8439149857,51.8454251289,52.5619390011,52.5634989738,52.5679359436,-15.2778198719,-15.2518379688
unit.000060,Euclidean_dist_1_114689,N/A,30.2417700291,30.2417700291,99.7315919399,99.7350001335,99.7366020679,99.7369160652,99.7384190559,100.451292038,100.452878952,100.458398104,32.7277231216,32.7541189194
unit.000061,Euclidean_dist_1_118785,N/A,70.7874140739,70.7874140739,139.753767967,139.757062912,139.758494139,139.758814096,139.760239124,140.501316071,140.502908945,140.507285118,72.7837629318,72.8099191189
