t,count,max,mean,min,stddev,p50,p75,p95,p98,p99,p999,mean_rate,m1_rate,m5_rate,m15_rate,rate_unit,duration_unit
1507850263,1,2.602450,2.602450,2.602450,0.000000,2.602450,2.602450,2.602450,2.602450,2.602450,2.602450,0.096435,0.184009,0.196694,0.198892,calls/second,milliseconds
1507850273,1,2.602450,2.602450,2.602450,0.000000,2.602450,2.602450,2.602450,2.602450,2.602450,2.602450,0.049221,0.155760,0.190246,0.196694,calls/second,milliseconds
1507850283,197,99.348107,0.910732,0.005116,7.219699,0.191369,0.293283,0.608710,5.362465,20.746161,99.348107,6.497407,2.466551,0.666642,0.356293,calls/second,milliseconds
1507850293,587,99.348107,0.474302,0.002577,4.214411,0.138582,0.258523,0.586966,3.626073,8.022674,99.348107,14.558855,8.561407,2.075258,0.837189,calls/second,milliseconds
1507850303,587,99.348107,0.474302,0.002577,4.214411,0.138582,0.258523,0.586966,3.626073,8.022674,99.348107,11.665892,7.247075,2.007223,0.827938,calls/second,milliseconds
1507850313,587,99.348107,0.474302,0.002577,4.214411,0.138582,0.258523,0.586966,3.626073,8.022674,99.348107,9.732107,6.134516,1.941419,0.818790,calls/second,milliseconds
1507850323,587,99.348107,0.474302,0.002577,4.214411,0.138582,0.258523,0.586966,3.626073,8.022674,99.348107,8.348237,5.192756,1.877771,0.809742,calls/second,milliseconds
1507850333,587,99.348107,0.474302,0.002577,4.214411,0.138582,0.258523,0.586966,3.626073,8.022674,99.348107,7.308776,4.395573,1.816211,0.800795,calls/second,milliseconds
1507850343,636,99.348107,0.420477,0.001814,3.877115,0.012889,0.244214,0.537611,3.626073,6.950693,99.348107,7.042120,4.504337,1.918648,0.846240,calls/second,milliseconds
1507850353,636,99.348107,0.420477,0.001814,3.877115,0.012889,0.244214,0.537611,3.626073,6.950693,99.348107,6.340145,3.812839,1.855747,0.836890,calls/second,milliseconds
1507850363,637,99.348107,0.421605,0.001814,3.868464,0.013042,0.245335,0.580705,3.626073,6.950693,99.348107,5.774503,3.243490,1.798214,0.828750,calls/second,milliseconds
1507850373,669,99.348107,0.404656,0.001814,3.583124,0.140521,0.268724,0.554707,1.048500,6.896687,99.348107,5.560471,3.184356,1.831439,0.850575,calls/second,milliseconds
1507850383,755,99.348107,0.340243,0.001814,3.005332,0.020440,0.263816,0.478422,0.824940,6.348883,20.746161,5.793717,3.858384,2.015146,0.923072,calls/second,milliseconds
1507850393,835,99.348107,0.325701,0.001201,2.669169,0.012766,0.264050,0.484143,4.521055,5.362465,20.746161,5.950977,4.678456,2.261184,1.018654,calls/second,milliseconds
1507850403,836,99.348107,0.341728,0.001201,2.677178,0.012889,0.264264,0.498502,4.657986,5.362465,20.746161,5.561731,3.976218,2.190360,1.008507,calls/second,milliseconds
1507850413,836,99.348107,0.341728,0.001201,2.677178,0.012889,0.264264,0.498502,4.657986,5.362465,20.746161,5.214764,3.365796,2.118551,0.997363,calls/second,milliseconds
1507850423,850,99.348107,0.328906,0.001201,2.590090,0.012889,0.263712,0.484143,4.521055,5.082746,20.746161,4.990796,3.065289,2.095049,1.001818,calls/second,milliseconds
1507850433,886,99.348107,0.297540,0.001201,2.372509,0.014169,0.263712,0.478422,1.048500,5.082746,17.451922,4.913651,3.160163,2.144933,1.030588,calls/second,milliseconds
1507850443,916,99.348107,0.276468,0.001201,2.211762,0.014285,0.262438,0.429591,0.713107,4.853757,17.451922,4.813140,3.129182,2.172693,1.052319,calls/second,milliseconds
1507850453,940,99.348107,0.266166,0.001201,2.085885,0.056341,0.264831,0.391961,0.683779,4.735249,17.451922,4.692637,2.985257,2.173533,1.064994,calls/second,milliseconds
1507850463,989,99.348107,0.262714,0.001201,1.911669,0.019601,0.258004,0.375821,0.683779,5.082746,9.564506,4.702478,3.281123,2.262999,1.107379,calls/second,milliseconds
