CU,Name,Scheduling,StagingInput,AgentStagingInputPending,AgentStagingInput,AllocatingPending,Allocating,ExecutingPending,Executing,AgentStagingOutputPending,AgentStagingOutput,PendingOutputStaging,StagingOutput,Done
unit.000000,Euclidean_dist_1_1,-8160.56245184,-8153.10874987,-8153.10874987,5.99936509132,6.00192904472,6.00292611122,6.00321817398,6.19038510323,64.9632921219,65.0373990536,65.0391910076,65.8077440262,65.8352811337
unit.000001,Euclidean_dist_1_16385,-8160.56226587,-8153.91295099,-8153.91295099,5.99341821671,5.9953122139,5.99630117416,5.99658823013,6.15673613548,64.9627740383,65.0346150398,65.0366342068,65.7555680275,65.7823572159
unit.000002,Euclidean_dist_1_32769,-8160.5621078,-8145.87128878,-8145.87128878,6.05259203911,6.05407214165,6.05489706993,6.05518007278,6.51029920578,64.9668021202,65.0574941635,65.059510231,66.2823061943,66.3095481396
unit.000003,Euclidean_dist_1_49153,-8160.56194282,-8157.129812,-8157.129812,5.96630811691,5.96850800514,5.96964812279,5.96998310089,6.03769302368,64.9607031345,65.0238471031,65.0255491734,65.5455451012,65.5730772018
unit.000004,Euclidean_dist_1_65537,-8160.56179094,-8159.8551259,-8159.8551259,5.95275306702,5.95468902588,5.95724606514,5.95757508278,5.97990012169,64.9596710205,65.0177810192,65.020181179,65.428508997,65.4641191959
unit.000005,Euclidean_dist_1_81921,-8160.56163788,-8134.48262382,-8134.48262382,6.16607999802,6.17173409462,6.17304706573,6.17337703705,7.24125504494,64.9591450691,65.0147960186,65.0167791843,67.0783700943,67.1051051617
unit.000006,Euclidean_dist_1_98305,-8160.56148386,-8151.37607598,-8151.37607598,6.01445508003,6.01616811752,6.01707220078,6.01735115051,6.25921702385,64.9737861156,65.0965471268,65.0984101295,65.9645950794,65.9934260845
unit.000007,Euclidean_dist_1_114689,-8160.56132579,-8140.1143539,-8140.1143539,6.0984210968,6.10309720039,6.1039981842,6.10429120064,6.83505010605,64.9554300308,64.9943721294,64.9962580204,66.7093060017,66.7401711941
unit.000008,Euclidean_dist_16385_1,-8160.56117177,-8141.72441292,-8141.72441292,6.0841782093,6.08719110489,6.08818006516,6.08845901489,6.74940800667,64.95434618,64.9884400368,64.9902980328,66.6013271809,66.6289281845
unit.000009,Euclidean_dist_16385_16385,-8160.56101084,-8151.49833298,-8151.49833298,6.0112221241,6.01351809502,6.01440119743,6.01469922066,6.24378705025,64.964299202,65.0433130264,65.0454010963,65.9136822224,65.9406890869
unit.000010,Euclidean_dist_16385_32769,-8160.56085682,-8149.76194382,-8149.76194382,6.0249671936,6.02668714523,6.02757406235,6.02789211273,6.3193230629,64.965337038,65.0487320423,65.0505821705,66.0706021786,66.0975670815
unit.000011,Euclidean_dist_16385_49153,-8160.56070399,-8148.2860949,-8148.2860949,6.03251123428,6.03401708603,6.03484010696,6.03512716293,6.39142918587,64.951084137,64.9696190357,64.9727840424,66.1245491505,66.1516740322
unit.000012,Euclidean_dist_16385_65537,-8160.56055188,-8146.67430186,-8146.67430186,6.04493522644,6.04649114609,6.04740810394,6.04770302773,6.47415304184,64.96631217,65.054569006,65.0566961765,66.2294781208,66.2569901943
unit.000013,Euclidean_dist_16385_81921,-8160.560395,-8145.04911685,-8145.04911685,6.05762600899,6.05905413628,6.05986309052,6.0601401329,6.56816315651,64.9827141762,65.1445910931,65.146843195,66.3349161148,66.3614652157
unit.000014,Euclidean_dist_16385_98305,-8160.56022692,-8143.33088899,-8143.33088899,6.07477211952,6.07630610466,6.07718205452,6.07746100426,6.67367601395,64.967798233,65.0637440681,65.0658462048,66.4905641079,66.5225741863
unit.000015,Euclidean_dist_16385_114689,-8160.56007195,-8141.78603578,-8141.78603578,6.0817990303,6.08325004578,6.08413720131,6.08441519737,6.72822523117,64.9683020115,65.0665471554,65.0685670376,66.549793005,66.5775361061
unit.000016,Euclidean_dist_32769_1,-8160.55991197,-8140.91981483,-8140.91981483,6.09244322777,6.0949921608,6.09596204758,6.09625005722,6.79031205177,64.9549012184,64.9910600185,64.99350214,66.6545910835,66.6821420193
unit.000017,Euclidean_dist_32769_16385,-8160.5597558,-8139.31044292,-8139.31044292,6.106372118,6.11146521568,6.11244416237,6.1127371788,6.88728904724,64.9559600353,64.9972221851,64.9992661476,66.7657330036,66.7924950123
unit.000018,Euclidean_dist_32769_32769,-8160.55960298,-8136.95838094,-8136.95838094,6.12881112099,6.13073301315,6.13159704208,6.1318731308,7.00483012199,64.9698081017,65.0744831562,65.0770180225,66.8714931011,66.8982942104
unit.000019,Euclidean_dist_32769_49153,-8160.55944991,-8153.78423691,-8153.78423691,5.99630904198,5.99832701683,5.99939107895,5.9997010231,6.17798018456,64.9822220802,65.1413421631,65.1437900066,65.8062741756,65.8336110115
unit.000020,Euclidean_dist_32769_65537,-8160.5592978,-8157.93902278,-8157.93902278,5.95916819572,5.96108007431,5.96237301826,5.96268820763,6.01005411148,64.9601831436,65.0211160183,65.0231621265,65.491202116,65.5200750828
unit.000021,Euclidean_dist_32769_81921,-8160.55914783,-8156.18967986,-8156.18967986,5.97682213783,5.97906017303,5.98013710976,5.98044109344,6.0804002285,64.9723451138,65.0885891914,65.0904061794,65.6490240097,65.6758720875
unit.000022,Euclidean_dist_32769_98305,-8160.55898786,-8154.72419381,-8154.72419381,5.98710012436,5.98894906044,5.98995709419,5.99024200439,6.12415599823,64.9622671604,65.0318870544,65.0336830616,65.7033250332,65.7301230431
unit.000023,Euclidean_dist_32769_114689,-8160.55883384,-8148.95754981,-8148.95754981,6.03009605408,6.031676054,6.03250622749,6.03278422356,6.3558371067,64.9743061066,65.0992171764,65.1019461155,66.1229920387,66.1499881744
unit.000024,Euclidean_dist_49153_1,-8160.55868292,-8152.98134685,-8152.98134685,6.00297307968,6.00493502617,6.00583314896,6.00612807274,6.20245718956,64.9733102322,65.0941061974,65.0957741737,65.8591470718,65.8863320351
unit.000025,Euclidean_dist_49153_16385,-8160.55853081,-8135.35055184,-8135.35055184,6.14508700371,6.15165114403,6.15245604515,6.15274119377,7.13944506645,64.9703521729,65.0776631832,65.07984519,66.975687027,67.0022900105
unit.000026,Euclidean_dist_49153_32769,-8160.55837893,-8140.982867,-8140.982867,6.0881831646,6.09161901474,6.09253716469,6.09281206131,6.76490402222,64.9758150578,65.1078372002,65.1102411747,66.6028110981,66.630931139
unit.000027,Euclidean_dist_49153_49153,-8160.55822277,-8142.52846789,-8142.52846789,6.07934117317,6.08071708679,6.0816411972,6.08191919327,6.70895504951,64.9796741009,65.127218008,65.1292340755,66.548377037,66.5756850243
unit.000028,Euclidean_dist_49153_65537,-8160.5580709,-8160.09501791,-8160.09501791,5.94873213768,5.95161318779,5.95525503159,5.95579004288,5.95908308029,64.9713411331,65.0829310417,65.0846471786,65.4266672134,65.4652621746
unit.000029,Euclidean_dist_49153_81921,-8160.55791283,-8139.36944199,-8139.36944199,6.10398221016,6.10550117493,6.10636019707,6.10664105415,6.85971403122,64.9817051888,65.1386241913,65.1406300068,66.7084031105,66.7417140007
unit.000030,Euclidean_dist_49153_98305,-8160.55772185,-8155.38885689,-8155.38885689,5.98336720467,5.98601317406,5.98717617989,5.98750710487,6.10885500908,64.9781310558,65.1188561916,65.1210620403,65.7014951706,65.728454113
unit.000031,Euclidean_dist_49153_114689,-8160.55755591,-8140.17695498,-8140.17695498,6.09596300125,6.09759902954,6.09851908684,6.09879517555,6.81526422501,64.9688060284,65.069258213,65.0711262226,66.6563990116,66.6840670109
unit.000032,Euclidean_dist_65537_1,-8160.55740285,-8147.47778797,-8147.47778797,6.03793311119,6.03985309601,6.04071712494,6.04158520699,6.43418312073,64.9791622162,65.124256134,65.1264500618,66.1770281792,66.2040359974
unit.000033,Euclidean_dist_65537_16385,-8160.55725193,-8144.19549894,-8144.19549894,6.06243610382,6.06591105461,6.0667450428,6.06702613831,6.61998009682,64.9672961235,65.0603370667,65.0628302097,66.386631012,66.4139230251
unit.000034,Euclidean_dist_65537_32769,-8160.55709982,-8156.32489085,-8156.32489085,5.97388410568,5.97573709488,5.97681808472,5.97713303566,6.06659722328,64.9612500668,65.0262191296,65.027998209,65.5985281467,65.625385046
unit.000035,Euclidean_dist_65537_49153,-8160.55693793,-8150.69714785,-8150.69714785,6.01714301109,6.01865911484,6.0194849968,6.01977801323,6.27418422699,64.9648230076,65.0462770462,65.0480570793,65.9660820961,65.9928832054
unit.000036,Euclidean_dist_65537_65537,-8160.55678391,-8152.30504084,-8152.30504084,6.00584816933,6.0075340271,6.0084631443,6.00873708725,6.21506309509,64.9638080597,65.0399432182,65.0424571037,65.8605451584,65.8881280422
unit.000037,Euclidean_dist_65537_81921,-8160.55662298,-8137.76303387,-8137.76303387,6.11839818954,6.12190914154,6.12285709381,6.12314009666,6.95454502106,64.9762990475,65.110918045,65.1127431393,66.8191251755,66.8462851048
unit.000038,Euclidean_dist_65537_98305,-8160.55642581,-8137.70159793,-8137.70159793,6.12283921242,6.1278450489,6.12875509262,6.12903118134,6.97846007347,64.9570231438,65.0029571056,65.0046880245,66.8699970245,66.8966901302
unit.000039,Euclidean_dist_65537_114689,-8160.55622792,-8146.54698277,-8146.54698277,6.04744315147,6.05174517632,6.05262923241,6.05291509628,6.49390721321,64.9748020172,65.1025810242,65.1045792103,66.2806551456,66.3078072071
unit.000040,Euclidean_dist_81921_1,-8160.55601478,-8144.13218594,-8144.13218594,6.06672811508,6.06833219528,6.06919312477,6.06946706772,6.63773703575,64.9532430172,64.9826200008,64.9847562313,66.4377551079,66.4649322033
unit.000041,Euclidean_dist_81921_16385,-8160.55585885,-8142.5895288,-8142.5895288,6.07717108727,6.0784971714,6.07931900024,6.07958817482,6.69071221352,64.9537730217,64.9856390953,64.9877111912,66.4935100079,66.5245261192
unit.000042,Euclidean_dist_81921_32769,-8160.55570579,-8149.89388394,-8149.89388394,6.02189922333,6.02407312393,6.02499723434,6.02527999878,6.30517220497,64.9496891499,64.9630172253,64.9657621384,66.0188271999,66.0469071865
unit.000043,Euclidean_dist_81921_49153,-8160.55555296,-8136.89668894,-8136.89668894,6.13158917427,6.13574814796,6.13672113419,6.13699603081,7.03833508492,64.9575431347,65.0057060719,65.0082240105,66.9219961166,66.9486980438
unit.000044,Euclidean_dist_81921_65537,-8160.5554018,-8138.50530291,-8138.50530291,6.11549401283,6.11742520332,6.11837100983,6.11865019798,6.93647503853,64.9564881325,65.0001790524,65.0020701885,66.8179330826,66.8446660042
unit.000045,Euclidean_dist_81921_81921,-8160.55524778,-8136.15479779,-8136.15479779,6.13717412949,6.14173722267,6.14258122444,6.14286923409,7.07379221916,64.9802420139,65.1299200058,65.1325771809,66.923623085,66.9503149986
unit.000046,Euclidean_dist_81921_98305,-8160.55509686,-8158.60296583,-8158.60296583,5.95578312874,5.9580821991,5.95918011665,5.95948219299,5.99493503571,64.9776201248,65.1162111759,65.1179962158,65.4902970791,65.5178570747
unit.000047,Euclidean_dist_81921_114689,-8160.55493689,-8136.09330487,-8136.09330487,6.14263916016,6.14423203468,6.14508318901,6.1454000473,7.10744309425,64.9580931664,65.0091640949,65.0112302303,66.9739382267,67.0006861687
unit.000048,Euclidean_dist_98305_1,-8160.55478597,-8143.39208984,-8143.39208984,6.06927800179,6.07394719124,6.07479906082,6.07508420944,6.65180301666,64.9753000736,65.1052072048,65.1071941853,66.4393401146,66.4681091309
unit.000049,Euclidean_dist_98305_16385,-8160.55463481,-8155.52611589,-8155.52611589,5.98008203506,5.98227500916,5.98341703415,5.98372411728,6.09405303001,64.9617462158,65.0286691189,65.0312120914,65.6507451534,65.6778111458
unit.000050,Euclidean_dist_98305_32769,-8160.55448079,-8145.74398899,-8145.74398899,6.05493116379,6.0566880703,6.05755805969,6.05785107613,6.5338871479,64.952173233,64.9765541553,64.9784841537,66.3333380222,66.3599162102
unit.000051,Euclidean_dist_98305_49153,-8160.55432987,-8134.54464197,-8134.54464197,6.15868902206,6.16522502899,6.16603517532,6.16632223129,7.20157504082,64.9770522118,65.1134400368,65.1155011654,67.0276730061,67.054828167
unit.000052,Euclidean_dist_98305_65537,-8160.55417991,-8150.565763,-8150.565763,6.019520998,6.02102708817,6.02189612389,6.02216410637,6.28904819489,64.9812371731,65.1359682083,65.1378102303,66.0181970596,66.0451190472
unit.000053,Euclidean_dist_98305_81921,-8160.55402279,-8149.09152985,-8149.09152985,6.0276222229,6.02920508385,6.03007316589,6.03036117554,6.33777618408,64.9504470825,64.9666042328,64.9685320854,66.0721290112,66.099255085
unit.000054,Euclidean_dist_98305_98305,-8160.55386996,-8157.7902689,-8157.7902689,5.96262407303,5.96508622169,5.96627306938,5.96656513214,6.02342915535,64.971848011,65.0854921341,65.0879480839,65.5436761379,65.5710880756
unit.000055,Euclidean_dist_98305_114689,-8160.55371594,-8135.28615689,-8135.28615689,6.15252017975,6.15784406662,6.15867519379,6.15895915031,7.17215704918,64.9586071968,65.0119860172,65.0138192177,67.0261101723,67.0530152321
unit.000056,Euclidean_dist_114689_1,-8160.55356479,-8138.56671691,-8138.56671691,6.11254906654,6.11446905136,6.11539912224,6.11567902565,6.92100906372,64.9692971706,65.0718121529,65.0737431049,66.7670521736,66.7939751148
unit.000057,Euclidean_dist_114689_16385,-8160.55341291,-8133.73845077,-8133.73845077,6.17303204536,6.17474412918,6.17562603951,6.1758890152,7.27383899689,64.9708411694,65.0805461407,65.082280159,67.0801141262,67.1071431637
unit.000058,Euclidean_dist_114689_32769,-8160.553262,-8144.93473697,-8144.93473697,6.05987000465,6.06162214279,6.06507205963,6.06534314156,6.59833216667,64.9527029991,64.9792251587,64.9818120003,66.3851950169,66.4121460915
unit.000059,Euclidean_dist_114689_49153,-8160.55311084,-8148.15320492,-8148.15320492,6.03485703468,6.03688311577,6.03774213791,6.03803706169,6.41565418243,64.9658281803,65.051295042,65.0538442135,66.1754860878,66.2022612095
