CU,Name,Scheduling,StagingInput,AgentStagingInputPending,AgentStagingInput,AllocatingPending,Allocating,ExecutingPending,Executing,AgentStagingOutputPending,AgentStagingOutput,PendingOutputStaging,StagingOutput,Done
unit.000000,Euclidean_dist_1_1,-1657.65138197,-1626.31476307,-1626.31476307,6.41696190834,6.42078089714,6.42157101631,6.42188501358,7.82648205757,33.9108960629,34.0071959496,34.0086648464,37.4599020481,37.4868578911
unit.000001,Euclidean_dist_1_8193,-1657.6512351,-1554.24137306,-1554.24137306,7.33092498779,7.33248996735,7.33356189728,7.33397293091,36.1743059158,113.833148003,114.176287889,114.178587914,117.236006021,117.262617826
unit.000002,Euclidean_dist_1_16385,-1657.65109897,-1553.43940902,-1553.43940902,7.33665704727,7.33819389343,7.33931088448,7.33971595764,36.2069358826,113.860952854,114.30893898,114.31090498,117.287555933,117.315696955
unit.000003,Euclidean_dist_1_24577,-1657.65096712,-1566.5418551,-1566.5418551,7.20712089539,7.2108168602,7.21165394783,7.21200299263,35.6598749161,113.844310999,114.227838993,114.229790926,116.457592964,116.484470844
unit.000004,Euclidean_dist_1_32769,-1657.65083504,-1564.76458907,-1564.76458907,7.22026586533,7.23173594475,7.23258686066,7.23294687271,35.7312629223,113.844877958,114.230439901,114.232743979,116.561388969,116.588332891
unit.000005,Euclidean_dist_1_40961,-1657.65069413,-1559.94307804,-1559.94307804,7.27836203575,7.28270602226,7.28357291222,7.28393483162,35.9124820232,113.854660034,114.277164936,114.279494047,116.872099876,116.898829937
unit.000006,Euclidean_dist_1_49153,-1657.65052605,-1568.94394612,-1568.94394612,7.17402887344,7.18303084373,7.18386602402,7.18422484398,35.5658929348,113.828290939,114.155863047,114.15783,116.300926924,116.327350855
unit.000007,Euclidean_dist_1_57345,-1657.650383,-1604.88576317,-1604.88576317,6.66686487198,6.66935396194,6.67014694214,6.67047286034,34.3416759968,77.3761599064,77.5123519897,77.5168688297,79.9518640041,79.9786298275
unit.000008,Euclidean_dist_1_65537,-1657.65022516,-1614.01553607,-1614.01553607,6.52717399597,6.52893805504,6.52969193459,6.52999901772,34.0900759697,77.3690509796,77.4497699738,77.4536750317,79.371958971,79.3987970352
unit.000009,Euclidean_dist_1_73729,-1657.65009212,-1613.18034005,-1613.18034005,6.52971196175,6.53511786461,6.53607988358,6.53639388084,34.1015000343,77.4043078423,78.0051250458,78.0120608807,79.4198758602,79.4470479488
unit.000010,Euclidean_dist_1_81921,-1657.64995909,-1615.61455417,-1615.61455417,6.51505994797,6.51779603958,6.51861405373,6.51893591881,34.0452950001,77.399066925,77.7654569149,77.7784888744,79.2672848701,79.2945919037
unit.000011,Euclidean_dist_1_90113,-1657.64981604,-1576.20756197,-1576.20756197,7.04279184341,7.04459905624,7.04543185234,7.04578495026,35.2493128777,113.851362944,114.261710882,114.263669014,115.825589895,115.85223484
unit.000012,Euclidean_dist_1_98305,-1657.64967704,-1633.88816905,-1633.88816905,6.34403300285,6.3454978466,6.34630393982,6.34661698341,7.2376999855,33.8863208294,33.937940836,33.9393808842,36.9787290096,37.005343914
unit.000013,Euclidean_dist_1_106497,-1657.64954615,-1637.09745097,-1637.09745097,6.31411099434,6.31570792198,6.31658291817,6.31687784195,7.05307102203,33.8839669228,33.9281508923,33.9296000004,36.7558319569,36.7844209671
unit.000014,Euclidean_dist_1_114689,-1657.64941502,-1636.291085,-1636.291085,6.32366895676,6.32574892044,6.32655501366,6.32686090469,7.13659501076,33.9045569897,33.9937028885,33.9954328537,36.816619873,36.8463120461
unit.000015,Euclidean_dist_1_122881,-1657.64928198,-1646.99388409,-1646.99388409,6.23761892319,6.23924303055,6.24014091492,6.240473032,6.52389383316,33.8755400181,33.8993060589,33.9009339809,36.1266279221,36.1535799503
unit.000016,Euclidean_dist_8193_1,-1657.64906597,-1645.21466398,-1645.21466398,6.25337195396,6.25484395027,6.25571084023,6.25603103638,6.66067194939,33.9132039547,34.0158510208,34.0172188282,36.2334208488,36.2601668835
unit.000017,Euclidean_dist_8193_8193,-1657.64893198,-1643.76951504,-1643.76951504,6.26550984383,6.26880788803,6.26961493492,6.26991605759,6.71110987663,33.879529953,33.9081840515,33.9106218815,36.33613801,36.3630299568
unit.000018,Euclidean_dist_8193_16385,-1657.64867616,-1642.01231599,-1642.01231599,6.28124785423,6.28320503235,6.28406000137,6.28438401222,6.80933785439,33.913738966,34.0178759098,34.0192580223,36.4440739155,36.4719820023
unit.000019,Euclidean_dist_8193_24577,-1657.64853907,-1640.40926909,-1640.40926909,6.29199886322,6.29359984398,6.29450702667,6.2948050499,6.91240286827,33.9191629887,34.0348088741,34.0363059044,36.549754858,36.5766580105
unit.000020,Euclidean_dist_8193_32769,-1657.64840603,-1637.90720701,-1637.90720701,6.30778503418,6.30962586403,6.31052994728,6.31082701683,7.00574302673,33.8833880424,33.9249238968,33.9274559021,36.7035059929,36.7304170132
unit.000021,Euclidean_dist_8193_40961,-1657.64827514,-1607.55185413,-1607.55185413,6.62380504608,6.62656903267,6.62733483315,6.62766003609,34.2732079029,77.3742308617,77.4931550026,77.499642849,79.7896459103,79.8162128925
unit.000022,Euclidean_dist_8193_49153,-1657.64814305,-1614.81886101,-1614.81886101,6.51884102821,6.52069497108,6.52148890495,6.52181696892,34.0562729836,77.261567831,77.4161398411,77.418473959,79.3153190613,79.3423268795
unit.000023,Euclidean_dist_8193_57345,-1657.64801002,-1623.90918303,-1623.90918303,6.44313788414,6.44782590866,6.44859600067,6.44890189171,9.54279303551,77.0499649048,77.3917520046,77.3992600441,78.7391328812,78.7662940025
unit.000024,Euclidean_dist_8193_65537,-1657.64787698,-1621.49551511,-1621.49551511,6.46656703949,6.46816396713,6.46891093254,6.46920800209,33.8589229584,77.0463378429,77.3727688789,77.3764350414,78.8964099884,78.9231078625
unit.000025,Euclidean_dist_8193_73729,-1657.64773917,-1628.80382013,-1628.80382013,6.39407205582,6.3973698616,6.3981590271,6.39848589897,7.61918091774,33.9167439938,34.0263168812,34.0277299881,37.2973198891,37.3241949081
unit.000026,Euclidean_dist_8193_81921,-1657.64760804,-1628.80509996,-1628.80509996,6.39151597023,6.39321994781,6.39398884773,6.3943169117,7.58333396912,33.8906960487,33.9519250393,33.9538729191,37.2911779881,37.3203048706
unit.000027,Euclidean_dist_8193_90113,-1657.64747214,-1630.43672395,-1630.43672395,6.3764770031,6.38076686859,6.3815870285,6.38188505173,7.46039605141,33.8894350529,33.9474539757,33.9490408897,37.1870288849,37.213837862
unit.000028,Euclidean_dist_8193_98305,-1657.64734197,-1625.51575494,-1625.51575494,6.42163205147,6.42351293564,6.42426490784,6.4245839119,7.85891699791,33.8932819366,33.9612379074,33.9629099369,37.5100729465,37.5370638371
unit.000029,Euclidean_dist_8193_106497,-1657.64720917,-1605.69427013,-1605.69427013,6.6505818367,6.65540790558,6.65635204315,6.65668487549,34.3082308769,77.3925499916,77.6696648598,77.6718769073,79.8976018429,79.9244749546
unit.000030,Euclidean_dist_8193_114689,-1657.64707994,-1644.586689,-1644.586689,6.25571894646,6.26143884659,6.26235198975,6.26267385483,6.67584705353,33.8772678375,33.9059638977,33.9074819088,36.2837100029,36.3105280399
unit.000031,Euclidean_dist_8193_122881,-1657.64694905,-1603.27473307,-1603.27473307,6.68584489822,6.68838691711,6.68921995163,6.68954992294,34.3864779472,77.3773829937,77.521709919,77.5243909359,80.0579109192,80.0846178532
unit.000032,Euclidean_dist_16385_1,-1657.64682007,-1601.65452003,-1601.65452003,6.70187592506,6.70557785034,6.70636487007,6.70668792725,34.4330708981,77.3786270618,77.5310020447,77.5352659225,80.1646308899,80.2750198841
unit.000033,Euclidean_dist_16385_8193,-1657.64668202,-1599.23472214,-1599.23472214,6.72759485245,6.73196005821,6.73282790184,6.73315286636,34.4898838997,77.3798639774,77.5417318344,77.5471789837,80.3781158924,80.4046988487
