CU,Name,Scheduling,StagingInput,AgentStagingInputPending,AgentStagingInput,AllocatingPending,Allocating,ExecutingPending,Executing,AgentStagingOutputPending,AgentStagingOutput,PendingOutputStaging,StagingOutput,Done
unit.000000,Euclidean_dist_1_1,-268.171224833,-195.253837824,-195.253837824,12.7206151485,12.7238500118,12.724722147,12.7250711918,86.4830532074,140.205682039,140.308099031,140.309769154,142.318359137,142.345122099
unit.000001,Euclidean_dist_1_8193,-268.17104578,-174.927482843,-174.927482843,13.026761055,13.0309591293,13.0317220688,13.0320761204,87.1005721092,140.221881151,140.374073029,140.375794172,143.73321104,143.761751175
unit.000002,Euclidean_dist_1_16385,-268.170885801,-174.031754971,-174.031754971,13.0449252129,13.0464041233,13.0473790169,13.0477321148,87.1399931908,140.19385004,140.264721155,140.26643014,143.826014042,143.852982044
unit.000003,Euclidean_dist_1_24577,-268.170702934,-219.739563942,-219.739563942,12.3809461594,12.3841660023,12.3849420547,12.3852632046,44.7441961765,86.29966712,86.3383622169,86.3404881954,88.3115122318,88.338750124
unit.000004,Euclidean_dist_1_32769,-268.17054081,-213.098478794,-213.098478794,12.4928030968,12.4951860905,12.4959790707,12.4962980747,51.2583930492,86.3064060211,86.360874176,86.3629560471,88.7358970642,88.7691302299
unit.000005,Euclidean_dist_1_40961,-268.170387983,-258.998265982,-258.998265982,12.0558421612,12.0575990677,12.0585401058,12.0588622093,12.2641792297,43.3289210796,44.3236541748,44.3251562119,45.6899731159,45.7166500092
unit.000006,Euclidean_dist_1_49153,-268.170224905,-208.989811897,-208.989811897,12.5427830219,12.5456421375,12.5467262268,12.5470561981,51.5186870098,86.3521721363,86.4992551804,86.5012090206,89.0362741947,89.0651671886
unit.000007,Euclidean_dist_1_57345,-268.170068979,-200.900873899,-200.900873899,12.652474165,12.6550831795,12.6558492184,12.656181097,86.2883701324,140.171986103,140.178169012,140.180345058,141.977210045,142.00447607
unit.000008,Euclidean_dist_1_65537,-268.169909954,-215.622101784,-215.622101784,12.4679322243,12.4710230827,12.4742391109,12.4745662212,44.8969371319,86.3508481979,86.494145155,86.4959981441,88.5754652023,88.6024141312
unit.000009,Euclidean_dist_1_73729,-268.169759989,-217.322421789,-217.322421789,12.4311192036,12.4422450066,12.443308115,12.4436261654,44.8246819973,86.3017060757,86.346599102,86.3488662243,88.468791008,88.4958560467
unit.000010,Euclidean_dist_1_81921,-268.169606924,-228.113850832,-228.113850832,12.2924320698,12.2942759991,12.2950530052,12.2953491211,44.4973070621,86.3218870163,86.4083240032,86.4105811119,87.7857890129,87.8134820461
unit.000011,Euclidean_dist_1_90113,-268.169453859,-248.532037973,-248.532037973,12.1343781948,12.1361780167,12.1372861862,12.1376230717,12.839523077,43.3619890213,44.4500830173,44.4518451691,46.3653891087,46.3922832012
unit.000012,Euclidean_dist_1_98305,-268.169292927,-246.92570591,-246.92570591,12.1456320286,12.1475992203,12.150272131,12.1507210732,12.9633200169,43.3625512123,44.452545166,44.4571971893,46.4696910381,46.4965951443
unit.000013,Euclidean_dist_1_106497,-268.169036865,-257.256017923,-257.256017923,12.0712230206,12.0735661983,12.0745921135,12.0749270916,12.3487861156,43.3783991337,44.5088150501,44.5133700371,45.8058731556,45.8325350285
unit.000014,Euclidean_dist_1_114689,-268.168881893,-255.782810926,-255.782810926,12.0839970112,12.0853919983,12.0862770081,12.0866100788,12.4365181923,43.3715760708,44.4858880043,44.4876170158,45.8972511292,45.9238820076
unit.000015,Euclidean_dist_1_122881,-268.168726921,-254.853020906,-254.853020906,12.095760107,12.0972750187,12.0981252193,12.0986440182,12.5068571568,43.3318440914,44.3378911018,44.3396291733,45.9617021084,45.9883751869
unit.000016,Euclidean_dist_8193_1,-268.168572903,-172.244798899,-172.244798899,13.0573151112,13.0628130436,13.0640201569,13.0643792152,87.180535078,140.213565111,140.339838028,140.341469049,143.893165112,143.920079231
unit.000017,Euclidean_dist_8193_8193,-268.168418884,-162.424504995,-162.424504995,13.1629891396,13.1658291817,13.1671311855,13.1675350666,87.5760710239,140.202882051,140.296714067,140.298322201,144.562691212,144.590159178
unit.000018,Euclidean_dist_8193_16385,-268.168255806,-254.176058769,-254.176058769,12.0981750488,12.0997521877,12.1006031036,12.1009230614,12.5278542042,43.3823580742,44.5268361568,44.5314071178,46.0011701584,46.0277211666
unit.000019,Euclidean_dist_8193_24577,-268.168101788,-226.649558783,-226.649558783,12.3049521446,12.3072299957,12.3080770969,12.3083970547,44.5400500298,86.2913990021,86.3146960735,86.3171260357,87.8909540176,87.9186141491
unit.000020,Euclidean_dist_8193_32769,-268.167945862,-227.450220823,-227.450220823,12.2950861454,12.3011021614,12.3019142151,12.3022310734,44.5125892162,86.2906250954,86.311825037,86.3139390945,87.8371422291,87.86541605
unit.000021,Euclidean_dist_8193_40961,-268.16779089,-231.485448837,-231.485448837,12.2684381008,12.2701790333,12.270979166,12.2712872028,44.3710691929,86.285654068,86.2965040207,86.2989041805,87.5676310062,87.5960021019
unit.000022,Euclidean_dist_8193_49153,-268.167630911,-232.153198957,-232.153198957,12.2658360004,12.2676291466,12.2684221268,12.2687280178,44.3563361168,86.3444461823,86.4786901474,86.4807081223,87.5146770477,87.543762207
unit.000023,Euclidean_dist_8193_57345,-268.167475939,-228.923268795,-228.923268795,12.2855100632,12.2875401974,12.2883780003,12.2886810303,44.4690740108,86.3498182297,86.4916391373,86.4935030937,87.7316360474,87.7603850365
unit.000024,Euclidean_dist_8193_65537,-268.167304993,-238.57435298,-238.57435298,12.2158670425,12.2173650265,12.2181692123,12.2184700966,13.5940480232,43.3523671627,44.4085772038,44.4121990204,47.0089540482,47.0357000828
unit.000025,Euclidean_dist_8193_73729,-268.167150974,-240.984711885,-240.984711885,12.1958670616,12.1975560188,12.1984751225,12.1988391876,13.4028141499,43.3504681587,44.3994030952,44.4022290707,46.8528120518,46.879543066
unit.000026,Euclidean_dist_8193_81921,-268.166990995,-228.248466969,-228.248466969,12.2885320187,12.2914202213,12.2922952175,12.2926092148,44.4847171307,86.2899570465,86.3085842133,86.3110170364,87.7845551968,87.8116052151
unit.000027,Euclidean_dist_8193_90113,-268.166833878,-165.648784876,-165.648784876,13.141502142,13.1429121494,13.1438920498,13.1442902088,87.4621641636,140.200208187,140.287815094,140.289390087,144.350726128,144.379469156
