CU,Name,Scheduling,StagingInput,AgentStagingInputPending,AgentStagingInput,AllocatingPending,Allocating,ExecutingPending,Executing,AgentStagingOutputPending,AgentStagingOutput,PendingOutputStaging,StagingOutput,Done
unit.000000,Euclidean_dist_1_1,-391.09100008,-142.337543011,-142.337543011,15.4064290524,15.4080359936,15.5423419476,15.5428988934,75.2135519981,80.6977789402,80.733992815,80.7365698814,81.9793200493,82.0069448948
unit.000001,Euclidean_dist_1_4097,-391.090815067,-61.6335780621,-61.6335780621,17.9840838909,17.9882218838,17.9891049862,17.9897768497,103.651531935,107.620321035,107.64682889,107.649051905,108.331296921,108.360025883
unit.000002,Euclidean_dist_1_8193,-391.090646982,-60.8489420414,-60.8489420414,17.9891908169,17.9999969006,18.0009088516,18.0016050339,103.666059971,110.461179972,110.462584972,110.464984894,111.430809021,111.459125996
unit.000003,Euclidean_dist_1_12289,-391.090484142,-59.1835670471,-59.1835670471,18.0108540058,18.0131289959,18.0140068531,18.0146729946,105.879644871,110.462779045,110.469401836,110.471530914,111.537859917,111.567701817
unit.000004,Euclidean_dist_1_16385,-391.090306044,-111.458778143,-111.458778143,15.6749210358,15.6780998707,15.678935051,15.6795208454,86.1139168739,92.8159499168,92.8348879814,92.8369169235,94.3964109421,94.4281840324
unit.000005,Euclidean_dist_1_20481,-391.090144157,-110.614567041,-110.614567041,15.684568882,15.6880559921,15.688833952,15.689414978,86.155602932,92.8328428268,92.89138484,92.8936798573,94.507671833,94.5358059406
unit.000006,Euclidean_dist_1_24577,-391.089976072,-104.153840065,-104.153840065,15.7267999649,15.7283689976,15.7291040421,15.7296929359,87.9289848804,92.8240718842,92.8575110435,92.8595709801,94.829668045,94.8579230309
unit.000007,Euclidean_dist_1_28673,-391.08981514,-101.658658028,-101.658658028,15.7394838333,15.741189003,15.7419979572,15.7425858974,89.0749650002,94.3587179184,95.9101269245,95.9394309521,96.0238518715,96.0520188808
unit.000008,Euclidean_dist_1_32769,-391.089648962,-100.84839797,-100.84839797,15.7467188835,15.7485678196,15.749339819,15.7499158382,89.1285359859,94.3579568863,95.9027919769,95.9091379642,96.0773289204,96.1057310104
unit.000009,Euclidean_dist_1_36865,-391.089488983,-98.3763241768,-98.3763241768,15.7593200207,15.7618210316,15.7626228333,15.7632379532,89.1959929466,99.1900148392,99.192358017,99.1947908401,100.413470984,100.442199945
unit.000010,Euclidean_dist_1_40961,-391.089328051,-96.7561440468,-96.7561440468,15.7726199627,15.7740080357,15.7747910023,15.7753770351,92.8619229794,99.2051489353,99.6508078575,99.6536829472,100.530728817,100.569041967
unit.000011,Euclidean_dist_1_45057,-391.089168072,-94.3362240791,-94.3362240791,15.7859778404,15.7879469395,15.7887339592,15.7893488407,92.9328429699,99.1971168518,99.2134318352,99.2182409763,100.695300817,100.735621929
unit.000012,Euclidean_dist_1_49153,-391.088999987,-92.682929039,-92.682929039,15.7982349396,15.7997219563,15.8004620075,15.8010389805,92.9851880074,99.1982820034,99.221724987,99.2248749733,100.968955994,100.997099876
unit.000013,Euclidean_dist_1_53249,-391.088837147,-91.0733540058,-91.0733540058,15.8097939491,15.8111379147,15.8119289875,15.8125238419,93.0602779388,99.1994299889,99.2287139893,99.2317998409,101.102257967,101.13081789
unit.000014,Euclidean_dist_1_57345,-391.088677168,-89.450273037,-89.450273037,15.8184769154,15.8202848434,15.8210909367,15.821698904,93.1103479862,99.2022800446,99.2355120182,99.237749815,101.214332819,101.243041039
unit.000015,Euclidean_dist_1_61441,-391.088515997,-104.956608057,-104.956608057,15.7221608162,15.7237370014,15.7244949341,15.7250659466,87.895980835,92.8233458996,92.8541879654,92.856703043,94.7760028839,94.8039879799
unit.000016,Euclidean_dist_1_65537,-391.088354111,-86.1226751804,-86.1226751804,17.4661309719,17.4678258896,17.4687998295,17.4695618153,93.2145998478,95.9725549221,99.1296348572,99.1350729465,101.373935938,101.402104855
unit.000017,Euclidean_dist_1_69633,-391.088191986,-108.196107149,-108.196107149,15.6990120411,15.7006919384,15.7014548779,15.7020339966,86.2212710381,89.0870199203,89.0936210155,89.0969958305,90.7686598301,90.7971539497
unit.000018,Euclidean_dist_1_73729,-391.088026047,-106.582520962,-106.582520962,15.7118048668,15.7131068707,15.7138328552,15.7144398689,86.284277916,92.8220789433,92.8478360176,92.8502218723,94.6686098576,94.696862936
unit.000019,Euclidean_dist_1_77825,-391.087866068,-85.3139741421,-85.3139741421,17.4847438335,17.4862458706,17.4915058613,17.494535923,93.255079031,95.9755039215,99.1540980339,99.1574709415,101.430605888,101.458490849
unit.000020,Euclidean_dist_1_81921,-391.087705135,-84.5125880241,-84.5125880241,17.4895780087,17.490967989,17.4995179176,17.5002009869,93.2821810246,99.2078039646,99.6713328362,99.676897049,101.48376894,101.511384964
unit.000021,Euclidean_dist_1_86017,-391.08754611,-82.0020029545,-82.0020029545,17.5026609898,17.5343799591,17.5353188515,17.5359580517,95.970664978,100.824565887,100.828014851,101.213500023,101.641472816,101.669654846
unit.000022,Euclidean_dist_1_90113,-391.087383986,-80.3887979984,-80.3887979984,17.5443489552,17.5462188721,17.5471119881,17.5477769375,99.2011859417,100.826500893,101.21766305,101.220121861,102.780127048,102.808809042
unit.000023,Euclidean_dist_1_94209,-391.087193966,-78.7577691078,-78.7577691078,17.563038826,17.5661458969,17.5670249462,17.567688942,99.6819729805,103.543403864,103.549139023,103.571909904,104.952432871,104.980749846
unit.000024,Euclidean_dist_1_98305,-391.086938143,-77.1312391758,-77.1312391758,17.5771138668,17.5786650181,17.5795409679,17.5801849365,99.7432358265,103.545202017,103.576503038,103.579516888,105.059016943,105.086197853
unit.000025,Euclidean_dist_1_102401,-391.086632013,-74.6918599606,-74.6918599606,17.6196789742,17.621049881,17.6370158195,17.6404099464,99.8328690529,103.57445097,103.60217905,103.604749918,105.259711027,105.300686836
unit.000026,Euclidean_dist_1_106497,-391.086467981,-73.0608129501,-73.0608129501,17.6490960121,17.6518800259,17.6795539856,17.6830129623,100.790691853,103.572145939,103.592715025,103.595098972,105.507488012,105.537200928
unit.000027,Euclidean_dist_1_110593,-391.086284161,-69.8517701626,-69.8517701626,17.8147399426,17.8232729435,17.8240728378,17.8247008324,101.298013926,105.890137911,105.900154829,105.902693987,107.748436928,107.776298046
