CU,Name,Scheduling,StagingInput,AgentStagingInputPending,AgentStagingInput,AllocatingPending,Allocating,ExecutingPending,Executing,AgentStagingOutputPending,AgentStagingOutput,PendingOutputStaging,StagingOutput,Done
unit.000000,Euclidean_dist_1_1,-1004.31211114,-989.451797009,-989.451797009,5.9390540123,5.94056892395,5.94141387939,5.94169187546,6.46911501884,46.2995510101,46.3340699673,46.3359799385,47.8743369579,47.9011979103
unit.000001,Euclidean_dist_1_16385,-1004.3119061,-977.457164049,-977.457164049,6.05410003662,6.05546689034,6.05623793602,6.05651283264,7.16938185692,46.188765049,46.2850370407,46.2870368958,48.6663668156,48.6936979294
unit.000002,Euclidean_dist_1_32769,-1004.31173611,-985.575450182,-985.575450182,5.96924185753,5.97068786621,5.97164201736,5.97196793556,6.66792392731,46.3139898777,46.4141769409,46.4162490368,48.1395428181,48.1669328213
unit.000003,Euclidean_dist_1_49153,-1004.31155515,-984.644862175,-984.644862175,5.97937393188,5.98367094994,5.98459601402,5.98489093781,6.73150396347,46.3025579453,46.3499250412,46.3517589569,48.195127964,48.2219188213
unit.000004,Euclidean_dist_1_65537,-1004.31140614,-982.267424107,-982.267424107,6.00369787216,6.00962781906,6.01045489311,6.01091504097,6.85873985291,46.1846549511,46.2681529522,46.2702260017,48.3505418301,48.3779349327
unit.000005,Euclidean_dist_1_81921,-1004.31125498,-980.665095091,-980.665095091,6.02184200287,6.0231859684,6.02396297455,6.02423286438,6.92965888977,46.3040339947,46.3579058647,46.3597459793,48.4560158253,48.4828739166
unit.000006,Euclidean_dist_1_98305,-1004.31110215,-979.060606003,-979.060606003,6.03705000877,6.03838896751,6.03920388222,6.03947901726,7.03924584389,46.1882238388,46.2823688984,46.2842550278,48.5608739853,48.5882189274
unit.000007,Euclidean_dist_1_114689,-1004.31092,-1003.868922,-1003.868922,5.83464097977,5.83699893951,5.84039092064,5.84093904495,5.84407997131,46.2906248569,46.2915599346,46.2934110165,46.8176250458,46.8452298641
unit.000008,Euclidean_dist_16385_1,-1004.31076598,-1001.62997103,-1001.62997103,5.84385490417,5.84541487694,5.84637999535,5.8467669487,5.88478803635,46.3115639687,46.4008090496,46.4024820328,46.9785859585,47.0059628487
unit.000009,Euclidean_dist_16385_16385,-1004.31059599,-1000.68241501,-1000.68241501,5.85213804245,5.85380196571,5.85493993759,5.85530591011,5.93220686913,46.2922859192,46.2991888523,46.3010399342,47.1369218826,47.1636989117
