CU,Name,Scheduling,StagingInput,AgentStagingInputPending,AgentStagingInput,AllocatingPending,Allocating,ExecutingPending,Executing,AgentStagingOutputPending,AgentStagingOutput,PendingOutputStaging,StagingOutput,Done
unit.000000,Euclidean_dist_1_1,-804.068945169,-769.941637993,-769.941637993,12.7050409317,12.7087349892,12.7095298767,12.7099468708,19.2566959858,24.8575549126,25.0308859348,25.0329349041,25.7845878601,25.8114869595
unit.000001,Euclidean_dist_1_4097,-804.068763971,-691.988871098,-691.988871098,13.7305519581,13.732517004,13.734210968,13.7349538803,43.9096720219,50.9311099052,51.1261548996,51.128015995,51.6746490002,51.7013049126
unit.000002,Euclidean_dist_1_8193,-804.068593979,-691.186499119,-691.186499119,13.7406368256,13.742566824,13.744604826,13.7452168465,43.9347529411,50.928164959,51.1121439934,51.1138968468,51.7262449265,51.7525098324
unit.000003,Euclidean_dist_1_12289,-804.068427086,-689.602302074,-689.602302074,13.7731039524,13.7851469517,13.7863099575,13.7868578434,43.9777419567,50.9199149609,51.0755879879,51.0775270462,51.7852258682,51.8161590099
unit.000004,Euclidean_dist_1_16385,-804.068268061,-686.339241982,-686.339241982,18.9063639641,18.9147510529,18.9157190323,18.9162569046,44.1255040169,48.706815958,48.7080159187,50.8880300522,50.5392439365,50.5669169426
unit.000005,Euclidean_dist_1_20481,-804.068120956,-688.751827955,-688.751827955,14.5034070015,16.8207039833,16.8221669197,16.8227989674,44.0452668667,50.9316658974,51.1287460327,51.1307358742,51.910048008,51.9402010441
unit.000006,Euclidean_dist_1_24577,-804.067981005,-525.44001317,-525.44001317,30.7176430225,30.7191729546,30.7200489044,30.7206208706,90.2897410393,94.5781769753,99.7990250587,99.8013548851,101.258149862,101.285905838
unit.000007,Euclidean_dist_1_28673,-804.067823172,-683.001121998,-683.001121998,18.9374718666,18.9396989346,18.9405419827,18.9411280155,45.8842990398,50.9336419106,51.1367299557,51.1385970116,52.2323949337,52.2589390278
unit.000008,Euclidean_dist_1_32769,-804.067677021,-681.443588018,-681.443588018,19.0979559422,19.1042969227,19.1166448593,19.1206610203,45.9251289368,51.1379058361,51.1535379887,51.155632019,52.2985808849,52.3254380226
unit.000009,Euclidean_dist_1_36865,-804.067506075,-680.583189964,-680.583189964,19.1260168552,19.1276168823,19.1459820271,19.1486449242,45.9665338993,51.1418619156,51.1591348648,51.1611218452,52.3878500462,52.414732933
unit.000010,Euclidean_dist_1_40961,-804.067361116,-677.415183067,-677.415183067,19.1429479122,19.1443948746,19.2207348347,19.224709034,46.0641858578,51.5464339256,51.5476028919,51.5551059246,52.5589318275,52.5859248638
unit.000011,Euclidean_dist_1_45057,-804.067209959,-676.538735151,-676.538735151,19.1512849331,19.1526069641,19.2479710579,19.2519769669,51.0793998241,53.833096981,53.8344659805,53.8364779949,53.6777498722,53.7054998875
unit.000012,Euclidean_dist_1_49153,-804.06705904,-674.933814049,-674.933814049,19.1605238914,19.1635160446,19.285738945,19.2897779942,51.1331720352,53.8453879356,53.8810238838,53.8828859329,53.7837769985,53.8114039898
unit.000013,Euclidean_dist_1_53249,-804.066913128,-673.324144125,-673.324144125,19.1722149849,19.1735868454,19.32304883,19.3264319897,51.1863298416,53.8497629166,53.8889279366,53.8906629086,53.8897759914,53.9174509048
unit.000014,Euclidean_dist_1_57345,-804.066766977,-670.933930159,-670.933930159,19.1837329865,19.1851978302,19.3653099537,19.3688418865,51.2506659031,53.8369958401,53.8505349159,53.8523039818,54.0094909668,54.0368089676
unit.000015,Euclidean_dist_1_61441,-804.066617012,-670.098391056,-670.098391056,19.1912448406,19.1936938763,19.3758199215,19.3762128353,51.2879719734,53.8509068489,53.8913788795,53.8931598663,54.1010398865,54.1284019947
unit.000016,Euclidean_dist_1_65537,-804.066473007,-668.391019106,-668.391019106,19.2027578354,19.2040538788,19.3806898594,19.3810918331,51.3394489288,53.8481998444,53.8861839771,53.8881819248,54.2067298889,54.2350120544
unit.000017,Euclidean_dist_1_69633,-804.066324949,-666.79027915,-666.79027915,19.2118189335,19.213242054,19.3852419853,19.3856389523,51.5453848839,53.951887846,53.9530339241,53.9549689293,54.3132948875,54.3410229683
unit.000018,Euclidean_dist_1_73729,-804.066179991,-665.193377018,-665.193377018,19.2208368778,19.2229540348,19.3898718357,19.3902640343,53.6809289455,57.6740238667,57.6754469872,57.6783809662,58.5377810001,58.5655789375
unit.000019,Euclidean_dist_1_77825,-804.066029072,-663.595432043,-663.595432043,19.2312748432,19.2327640057,19.3948369026,19.3952300549,53.8699259758,57.6756310463,57.6837098598,57.6859009266,58.6435110569,58.6706988811
unit.000020,Euclidean_dist_1_81921,-804.06588316,-661.957402945,-661.957402945,19.2406408787,19.2421400547,19.3998808861,19.4003608227,53.9228310585,57.6763679981,57.6866729259,57.6894869804,58.748456955,58.7754909992
unit.000021,Euclidean_dist_1_86017,-804.065726042,-659.533082962,-659.533082962,19.2547638416,19.2563810349,19.4075529575,19.4080369473,54.0011348724,57.6779990196,57.6933839321,57.6964440346,58.9062688351,58.9345788956
unit.000022,Euclidean_dist_1_90113,-804.06556201,-657.110281944,-657.110281944,19.2690229416,19.2703969479,19.4150829315,19.4155609608,54.0772719383,57.6954338551,57.7455449104,57.7477269173,59.0667209625,59.0947790146
unit.000023,Euclidean_dist_1_94209,-804.065392017,-654.76276803,-654.76276803,19.2806358337,19.2819950581,19.4213979244,19.4218809605,54.1454370022,57.6960990429,57.7484638691,57.7502379417,59.1772940159,59.2047829628
unit.000024,Euclidean_dist_1_98305,-804.065206051,-653.887213945,-653.887213945,19.2880289555,19.2895219326,19.4251389503,19.4256179333,54.1872160435,59.4346740246,59.4512069225,59.453412056,59.2789080143,59.3059680462
unit.000025,Euclidean_dist_1_102401,-804.065030098,-652.282533169,-652.282533169,19.2972109318,19.2990989685,19.430120945,19.430603981,54.6866328716,59.4352550507,59.45418787,59.4562268257,59.3877370358,59.4147310257
unit.000026,Euclidean_dist_1_106497,-804.064857006,-650.754999161,-650.754999161,19.3043839931,19.3058848381,19.4339568615,19.4344420433,54.7338769436,59.4367029667,59.4600119591,59.4624619484,59.4412798882,59.4681739807
unit.000027,Euclidean_dist_1_110593,-804.064699173,-649.071799994,-649.071799994,19.3175120354,19.3197169304,19.4401068687,19.4405870438,57.6720578671,61.7662680149,61.8056738377,61.8093318939,62.6845610142,62.7123138905
unit.000028,Euclidean_dist_1_114689,-804.064553022,-647.469412088,-647.469412088,19.3277618885,19.3291649818,19.4451658726,19.4456479549,57.7368588448,61.7682130337,61.8204078674,61.8231060505,62.7958078384,62.8233149052
unit.000029,Euclidean_dist_1_118785,-804.064408064,-644.283875942,-644.283875942,19.3436670303,19.3450469971,19.4539220333,19.454408884,57.8841979504,61.7588410378,61.779499054,61.7817299366,62.9569818974,62.984251976
unit.000030,Euclidean_dist_1_122881,-804.064252138,-642.676566124,-642.676566124,19.3522248268,19.3536849022,19.4590899944,19.4596478939,57.9370138645,61.7600269318,61.7855489254,61.7875070572,63.0622940063,63.0900640488
unit.000031,Euclidean_dist_1_126977,-804.06408906,-800.236283064,-800.236283064,12.3931620121,12.3955669403,12.3996100426,12.4002439976,12.4035749435,18.9643559456,18.9656419754,19.0971610546,19.5145659447,19.5452828407
unit.000032,Euclidean_dist_4097_1,-804.063922167,-799.263851166,-799.263851166,12.3997719288,12.4015579224,12.402864933,12.4033229351,12.4365229607,18.9650068283,19.0979590416,19.1055328846,19.5700349808,19.5994169712
unit.000033,Euclidean_dist_4097_4097,-804.063776016,-782.162135124,-782.162135124,12.5340900421,12.5356538296,12.536883831,12.5372889042,13.2839839458,18.9871220589,19.2315289974,19.233522892,20.6770088673,20.7036929131
