BatchTime, SubmissionTime, SchedulingDelay, TotalDelay, NumberRecords, Scenario
1508280420000 ms, 2017-10-17T17:47:03, 4, 2275, 0,1_Producer_Count
1508280480000 ms, 2017-10-17T17:48:14, 0, 38165, 7169,1_Producer_Count
1508280540000 ms, 2017-10-17T17:49:20, 1, 60359, 10794,1_Producer_Count
1508280600000 ms, 2017-10-17T17:50:27, 1, 70001, 13213,1_Producer_Count
1508280660000 ms, 2017-10-17T17:51:34, 2856, 76874, 14456,1_Producer_Count
1508280720000 ms, 2017-10-17T17:52:31, 20201, 90749, 13855,1_Producer_Count
1508280780000 ms, 2017-10-17T17:53:33, 28775, 102902, 14659,1_Producer_Count
1508280840000 ms, 2017-10-17T17:54:34, 41370, 122041, 14640,1_Producer_Count
1508280900000 ms, 2017-10-17T17:55:35, 60768, 141515, 15122,1_Producer_Count
1508280960000 ms, 2017-10-17T17:56:37, 80240, 167229, 15669,1_Producer_Count
1508281020000 ms, 2017-10-17T17:57:32, 112388, 186726, 15550,1_Producer_Count
1508281080000 ms, 2017-10-17T17:58:34, 124105, 196562, 15175,1_Producer_Count
1508281140000 ms, 2017-10-17T17:59:34, 136378, 212340, 15462,1_Producer_Count
1508281200000 ms, 2017-10-17T18:00:19, 167345, 207792, 8291,1_Producer_Count
1508281260000 ms, 2017-10-17T18:01:07, 160392, 174869, 2805,1_Producer_Count
1508281320000 ms, 2017-10-17T18:02:02, 119433, 124967, 916,1_Producer_Count
1508281380000 ms, 2017-10-17T18:03:00, 67477, 68557, 0,1_Producer_Count
1508281440000 ms, 2017-10-17T18:04:00, 8562, 9746, 0,1_Producer_Count
1508281500000 ms, 2017-10-17T18:05:00, 1, 1172, 0,1_Producer_Count
1508281560000 ms, 2017-10-17T18:06:00, 19, 1261, 0,1_Producer_Count
1508281620000 ms, 2017-10-17T18:07:00, 0, 1224, 0,1_Producer_Count
1508281680000 ms, 2017-10-17T18:08:00, 1, 1225, 0,1_Producer_Count
1508281740000 ms, 2017-10-17T18:09:00, 0, 1162, 0,1_Producer_Count
1508281800000 ms, 2017-10-17T18:10:00, 1, 1175, 0,1_Producer_Count
1508281860000 ms, 2017-10-17T18:11:00, 0, 1245, 0,1_Producer_Count
