Number_Clusters,Number_Points_per_Cluster,Number_Dim,Number_Points_per_Message,Interval,Number_Partitions, Time
100,100,3,5000,120,48,0.16438
100,1000,3,5000,120,48,0.78456
100,10000,3,5000,120,48,7.12580
100,100000,3,5000,120,48,78.50970
100,1000000,3,5000,120,48,1033.69924
