CU,Name,StageIn,Allocate,Exec,StageOut,Done
unit.000000,Euclidean_dist_1_1,N/A,13.6135818958,13.6321079731,27.0877420902,154.06368494,152.044955969
unit.000001,Euclidean_dist_1_5399,N/A,12.8045680523,12.8200139999,25.1476540565,286.469780922,286.446595907
unit.000002,Euclidean_dist_1_10797,N/A,14.3913309574,14.403619051,28.9772698879,288.12319994,286.59197998
unit.000003,Euclidean_dist_1_16195,N/A,14.428260088,14.4471359253,29.1342260838,286.525079966,286.690752029
unit.000004,Euclidean_dist_1_21593,N/A,13.0747539997,13.084045887,25.3896389008,298.92688489,297.884057045
unit.000005,Euclidean_dist_1_26991,N/A,14.4717259407,14.4840638638,29.2817459106,304.484513998,304.804938078
unit.000006,Euclidean_dist_1_32389,N/A,14.4997310638,14.5150609016,29.3955299854,295.968806982,295.196390867
unit.000007,Euclidean_dist_1_37787,N/A,14.5437068939,14.5592329502,29.6082708836,307.6854949,306.112673044
unit.000008,Euclidean_dist_1_43185,N/A,14.5715448856,14.5870060921,29.7178449631,307.741827965,306.14428997
unit.000009,Euclidean_dist_1_48583,N/A,14.5962109566,14.6119570732,33.0586760044,335.342437983,334.353163004
unit.000010,Euclidean_dist_1_53981,N/A,14.6279320717,14.6403429508,33.0650389194,310.90928793,309.021416903
unit.000011,Euclidean_dist_1_59379,N/A,14.6526989937,14.6681039333,33.0823860168,305.286741018,304.805603981
unit.000012,Euclidean_dist_1_64777,N/A,14.6773910522,14.6959540844,33.0887300968,311.036927938,309.026599884
unit.000013,Euclidean_dist_1_70175,N/A,14.717400074,14.7360970974,33.0982339382,314.544311047,316.835479021
unit.000014,Euclidean_dist_1_75573,N/A,14.7452890873,14.7637839317,33.1157269478,295.975239038,295.222683907
unit.000015,Euclidean_dist_1_80971,N/A,14.7730228901,14.7883400917,33.122066021,289.442257881,292.984220028
unit.000016,Euclidean_dist_1_86369,N/A,14.8006849289,14.8159730434,33.1364250183,286.440918922,286.700226068
unit.000017,Euclidean_dist_1_91767,N/A,14.8251399994,16.8673958778,33.1427738667,290.021737099,293.057816029
unit.000018,Euclidean_dist_1_97165,N/A,14.1404960155,14.1528360844,28.0670249462,296.029849052,294.939548969
unit.000019,Euclidean_dist_1_102563,N/A,14.1557970047,14.1682550907,28.1249449253,286.531476974,286.55073905
unit.000020,Euclidean_dist_1_107961,N/A,14.1804089546,14.1959280968,28.1934320927,304.243798018,304.766834021
unit.000021,Euclidean_dist_1_113359,N/A,14.1988949776,14.2111470699,28.2269890308,286.537883043,286.569071054
unit.000022,Euclidean_dist_1_118757,N/A,14.2080888748,14.2173740864,28.2619640827,307.767482042,306.040168047
unit.000023,Euclidean_dist_1_124155,N/A,14.2234089375,14.2395079136,28.3042690754,308.451169014,306.067982912
unit.000024,Euclidean_dist_1_129553,N/A,14.2364518642,14.2517828941,28.3410270214,286.884943008,286.571400881
unit.000025,Euclidean_dist_1_134951,N/A,14.2487258911,14.2640810013,28.3961899281,308.068132877,306.090266943
unit.000026,Euclidean_dist_1_140349,N/A,14.2797379494,14.2890350819,28.5181689262,298.513046026,297.944952965
unit.000027,Euclidean_dist_5399_5399,N/A,14.2920088768,14.304297924,28.6039140224,155.733429909,154.122868061
unit.000028,Euclidean_dist_5399_10797,N/A,14.301224947,14.319797039,28.6507458687,309.032623053,307.914877892
unit.000029,Euclidean_dist_5399_16195,N/A,14.3167390823,14.3326590061,28.7057170868,310.896458864,308.98052597
unit.000030,Euclidean_dist_5399_21593,N/A,14.3291409016,14.3451108932,28.7604579926,286.363583088,286.592832088
unit.000031,Euclidean_dist_5399_26991,N/A,14.3480920792,14.3574030399,28.8066060543,290.985131025,293.032186985
unit.000032,Euclidean_dist_5399_32389,N/A,14.372781992,14.3883578777,28.9199919701,310.915709019,308.999572992
unit.000033,Euclidean_dist_5399_37787,N/A,14.4005560875,14.4190659523,29.0330479145,286.412034035,286.666974068
unit.000034,Euclidean_dist_5399_43185,N/A,14.415997982,14.4315888882,29.0815799236,287.723202944,286.667694092
unit.000035,Euclidean_dist_5399_48583,N/A,14.4440739155,14.4593729973,29.1895020008,311.236376047,309.003684998
unit.000036,Euclidean_dist_5399_53981,N/A,14.4563250542,14.4747800827,29.2388949394,296.058656931,294.977084875
unit.000037,Euclidean_dist_5399_59379,N/A,14.4870970249,14.5027770996,29.3406469822,296.01058507,295.174833059
unit.000038,Euclidean_dist_5399_64777,N/A,14.5274538994,14.5407390594,29.5463199615,331.743311882,330.128309965
unit.000039,Euclidean_dist_5399_70175,N/A,14.556178093,14.5685610771,29.6729750633,332.645612955,333.342408895
unit.000040,Euclidean_dist_5399_75573,N/A,14.5839529037,14.5992770195,33.0061888695,308.249300957,306.165879011
unit.000041,Euclidean_dist_5399_80971,N/A,14.6087119579,14.6249530315,33.0618679523,307.773875952,306.1930089
unit.000042,Euclidean_dist_5399_86369,N/A,14.6372830868,14.6557469368,33.0792188644,314.430924892,316.827353001
unit.000043,Euclidean_dist_5399_91767,N/A,14.6650130749,14.6804530621,33.0855660439,299.354238987,302.009914875
unit.000044,Euclidean_dist_5399_97165,N/A,14.708206892,14.7204458714,33.0950579643,310.89004302,309.049201012
unit.000045,Euclidean_dist_5399_102563,N/A,14.7329280376,14.7483298779,33.1014070511,296.113430023,295.2234869
unit.000046,Euclidean_dist_5399_107961,N/A,14.7607250214,14.7760920525,33.118901968,295.981684923,295.250529051
unit.000047,Euclidean_dist_5399_113359,N/A,14.7852818966,14.8037450314,33.1252338886,290.567502022,293.057146072
unit.000048,Euclidean_dist_5399_118757,N/A,14.8129179478,14.8282039165,33.139605999,296.01700592,295.251108885
unit.000049,Euclidean_dist_5399_124155,N/A,16.8643190861,16.8767690659,33.1499660015,296.107052088,295.270936012
unit.000050,Euclidean_dist_5399_129553,N/A,13.4522020817,13.4644629955,26.6180920601,274.837385893,272.930866003
unit.000051,Euclidean_dist_5399_134951,N/A,13.4614059925,13.4800388813,26.6566929817,290.788956881,293.031126976
unit.000052,Euclidean_dist_5399_140349,N/A,13.4769890308,13.4893438816,26.7121140957,296.023424864,294.19250989
unit.000053,Euclidean_dist_10797_10797,N/A,13.4923250675,13.5078210831,26.7300770283,156.801114082,155.138254881
unit.000054,Euclidean_dist_10797_16195,N/A,13.5047409534,13.5204029083,26.7646620274,275.674638033,274.059424877
unit.000055,Euclidean_dist_10797_21593,N/A,13.5173499584,13.5328729153,26.8026249409,296.052273035,294.193186045
unit.000056,Euclidean_dist_10797_26991,N/A,13.5358390808,13.5481419563,26.8447990417,279.084739923,277.403476
unit.000057,Euclidean_dist_10797_32389,N/A,13.5450539589,13.5604970455,26.8937399387,276.150990009,274.067612886
unit.000058,Euclidean_dist_10797_37787,N/A,13.5573968887,13.576102972,26.9419698715,296.065491915,294.896291971
unit.000059,Euclidean_dist_10797_43185,N/A,13.5729949474,13.5883769989,26.9834749699,289.824014902,287.80922699
unit.000060,Euclidean_dist_10797_48583,N/A,13.6009399891,13.6166870594,27.0517380238,286.550828934,286.508384943
unit.000061,Euclidean_dist_10797_53981,N/A,13.6290459633,13.6443638802,27.1206889153,307.780287981,305.990206003
unit.000062,Euclidean_dist_10797_59379,N/A,13.6413080692,13.6568861008,27.1573040485,297.963312864,297.914393902
unit.000063,Euclidean_dist_10797_64777,N/A,13.6598420143,13.6691699028,27.1926910877,314.124093056,316.797647953
unit.000064,Euclidean_dist_10797_70175,N/A,13.6721510887,13.6876180172,27.2266669273,298.254981995,297.914062977
unit.000065,Euclidean_dist_10797_75573,N/A,13.6845600605,13.6969568729,27.2596609592,312.051636934,310.124767065
unit.000066,Euclidean_dist_10797_80971,N/A,13.7124969959,13.7281820774,27.3326580524,313.536786079,311.215787888
unit.000067,Euclidean_dist_10797_86369,N/A,13.7251179218,13.7404899597,27.3856949806,287.906439066,286.529680014
unit.000068,Euclidean_dist_10797_91767,N/A,13.7374219894,13.7529609203,27.4709708691,276.925941944,275.217489958
unit.000069,Euclidean_dist_10797_97165,N/A,13.7559220791,13.7652330399,27.5102488995,330.339977026,329.076344967
unit.000070,Euclidean_dist_10797_102563,N/A,13.7682130337,13.7837159634,27.5578529835,291.379580975,294.895572901
unit.000071,Euclidean_dist_10797_107961,N/A,13.7806670666,13.7960090637,27.5907690525,297.6454041,295.175421
unit.000072,Euclidean_dist_10797_113359,N/A,13.8084020615,13.8238830566,27.6577429771,329.035558939,328.06157589
unit.000073,Euclidean_dist_10797_118757,N/A,13.8208189011,14.0354509354,27.7136559486,296.00415206,294.917285919
unit.000074,Euclidean_dist_10797_124155,N/A,14.0323898792,14.0479700565,27.7240960598,286.424877882,286.547654867
unit.000075,Euclidean_dist_10797_129553,N/A,14.0509538651,14.0602860451,27.7618970871,276.662695885,274.107702971
unit.000076,Euclidean_dist_10797_134951,N/A,14.0632688999,14.0725870132,27.799726963,280.468685865,283.433043003
unit.000077,Euclidean_dist_10797_140349,N/A,14.0755660534,14.0880720615,27.8347048759,308.847945929,307.866991043
unit.000078,Euclidean_dist_16195_16195,N/A,14.1002950668,14.1156699657,27.904695034,157.737689018,158.607059002
unit.000079,Euclidean_dist_16195_21593,N/A,14.1126110554,14.128289938,27.9548518658,289.423057079,287.812793016
unit.000080,Euclidean_dist_16195_26991,N/A,14.1312680244,14.1435570717,27.9977800846,295.988111973,294.940268993
unit.000081,Euclidean_dist_16195_32389,N/A,6.51194405556,6.53058409691,6.66966795921,257.469529867,255.366837025
unit.000082,Euclidean_dist_16195_37787,N/A,6.45610594749,6.47508192062,6.52150607109,263.420983076,261.911973
unit.000083,Euclidean_dist_16195_43185,N/A,6.49049687386,6.50274205208,6.59225606918,261.527997017,259.793322086
unit.000084,Euclidean_dist_16195_48583,N/A,6.49968504906,6.51505589485,6.62959003448,253.642750978,251.954144955
unit.000085,Euclidean_dist_16195_53981,N/A,6.52754402161,6.54282808304,6.70043897629,253.279224873,251.974241972
unit.000086,Euclidean_dist_16195_59379,N/A,6.53978395462,6.55211305618,6.73779392242,256.060246944,254.271355867
unit.000087,Euclidean_dist_16195_64777,N/A,6.567456007,6.58279895782,6.8180038929,251.074611902,249.854155064
unit.000088,Euclidean_dist_16195_70175,N/A,6.57974696159,6.59828400612,6.84584307671,251.910037041,250.918426037
unit.000089,Euclidean_dist_16195_75573,N/A,6.59523701668,6.61049604416,6.88610100746,268.382581949,266.09920907
unit.000090,Euclidean_dist_16195_80971,N/A,6.60744786263,6.62314605713,6.92675590515,252.744605064,250.9192729
unit.000091,Euclidean_dist_16195_86369,N/A,6.62008404732,6.63865399361,6.96674394608,271.011319876,269.365321875
unit.000092,Euclidean_dist_16195_91767,N/A,8.76713109016,8.77643704414,13.0656170845,312.453408003,310.082679033
unit.000093,Euclidean_dist_16195_97165,N/A,8.96450901031,8.98311805725,13.5948970318,269.379692078,267.218005896
unit.000094,Euclidean_dist_16195_102563,N/A,6.68796086311,6.70349788666,7.14382100105,256.640227079,254.270507097
unit.000095,Euclidean_dist_16195_107961,N/A,6.70648097992,6.71914386749,7.18476390839,252.530989885,250.94112587
unit.000096,Euclidean_dist_16195_113359,N/A,6.71570801735,6.7313978672,7.2156150341,250.811172009,249.856743097
unit.000097,Euclidean_dist_16195_118757,N/A,6.72834205627,6.74394106865,7.25262188911,252.981617928,251.975142002
unit.000098,Euclidean_dist_16195_124155,N/A,6.74690389633,6.75921201706,7.29273605347,255.897254944,254.291056871
unit.000099,Euclidean_dist_16195_129553,N/A,6.7684469223,6.78699088097,7.37299609184,264.038635969,261.914017916
unit.000100,Euclidean_dist_16195_134951,N/A,6.79618692398,6.81154203415,8.41086292267,258.528655052,256.477232933
unit.000101,Euclidean_dist_16195_140349,N/A,6.80847191811,6.82722306252,8.44161200523,253.351955891,251.994143009
unit.000102,Euclidean_dist_21593_21593,N/A,6.82415890694,6.83948707581,8.5326769352,145.052934885,143.750696898
unit.000103,Euclidean_dist_21593_26991,N/A,12.6409399509,12.6563169956,24.7477180958,276.034286976,274.007271051
unit.000104,Euclidean_dist_21593_32389,N/A,6.85496306419,6.86740398407,8.60659408569,256.115781069,254.292089939
unit.000105,Euclidean_dist_21593_37787,N/A,12.7766160965,12.7893099785,25.0786120892,305.490572929,304.720762014
unit.000106,Euclidean_dist_21593_43185,N/A,6.91677498817,6.93584394455,8.7857439518,266.08105588,263.997906923
unit.000107,Euclidean_dist_21593_48583,N/A,6.93279409409,6.94810986519,8.82583189011,255.262786865,253.157113075
unit.000108,Euclidean_dist_21593_53981,N/A,6.96038007736,6.97588586807,8.89352703094,263.810734034,261.933511972
unit.000109,Euclidean_dist_21593_59379,N/A,6.98512005806,7.00042891502,8.9739151001,261.172445059,259.79301405
unit.000110,Euclidean_dist_21593_64777,N/A,6.99736499786,7.01587295532,9.00172305107,259.597905874,257.619910002
unit.000111,Euclidean_dist_21593_70175,N/A,7.04121303558,7.05362200737,9.12401509285,271.099150896,269.387176037
unit.000112,Euclidean_dist_21593_75573,N/A,7.07216000557,7.08145308495,9.21342396736,254.012396097,252.03619504
unit.000113,Euclidean_dist_21593_80971,N/A,7.10912108421,7.12150192261,9.30890393257,254.141552925,252.057090044
unit.000114,Euclidean_dist_21593_86369,N/A,7.12505102158,7.13746500015,9.34909009933,259.214323044,257.642008066
unit.000115,Euclidean_dist_21593_91767,N/A,13.7000238895,13.7158539295,27.2986869812,287.539066076,286.526540995
unit.000116,Euclidean_dist_21593_97165,N/A,13.7929420471,13.8114628792,27.6211249828,319.787240028,317.994066
unit.000117,Euclidean_dist_21593_102563,N/A,14.0910549164,14.1033639908,27.8687670231,296.100679874,294.917871952
unit.000118,Euclidean_dist_21593_107961,N/A,14.1712138653,14.1834599972,28.1608018875,307.865125895,306.013915062
unit.000119,Euclidean_dist_21593_113359,N/A,7.22163391113,7.23105096817,11.0325260162,277.196738958,275.148864031
unit.000120,Euclidean_dist_21593_118757,N/A,7.23402810097,7.24330496788,11.0602500439,266.778922081,265.040246964
unit.000121,Euclidean_dist_21593_124155,N/A,7.24627590179,7.25874996185,11.1009380817,269.234230042,267.204452038
unit.000122,Euclidean_dist_21593_129553,N/A,7.26171588898,7.27401995659,11.1287829876,255.010641098,253.208499908
unit.000123,Euclidean_dist_21593_134951,N/A,7.2832930088,7.30184388161,11.2000379562,254.842995882,253.207431078
unit.000124,Euclidean_dist_21593_140349,N/A,6.55508303642,6.57053303719,6.77788686752,286.50591898,284.60174799
unit.000125,Euclidean_dist_26991_26991,N/A,6.64791989326,6.66028308868,7.03517508507,144.050385952,142.717933893
unit.000126,Euclidean_dist_26991_32389,N/A,6.75611495972,6.77150607109,7.33295893669,271.523076057,270.468811035
unit.000127,Euclidean_dist_26991_37787,N/A,6.86432909966,6.87971591949,8.63753294945,276.846095085,275.124468088
unit.000128,Euclidean_dist_26991_43185,N/A,7.02571702003,7.04427790642,9.08691000938,257.683525085,255.410166979
unit.000129,Euclidean_dist_26991_48583,N/A,7.39434504509,7.40365195274,11.4855480194,256.77403307,254.311305046
unit.000130,Euclidean_dist_26991_53981,N/A,7.27094507217,7.28635191917,11.1687898636,261.020852089,258.708561897
unit.000131,Euclidean_dist_26991_59379,N/A,7.43178486824,8.40149402618,11.5823740959,254.452208996,252.064990044
unit.000132,Euclidean_dist_26991_64777,N/A,8.49814987183,8.5109629631,11.7193479538,257.188992977,255.41092205
unit.000133,Euclidean_dist_26991_70175,N/A,8.61889791489,8.62820386887,12.4860029221,253.1208601,252.015799046
unit.000134,Euclidean_dist_26991_75573,N/A,8.42914509773,8.49515604973,11.6914880276,260.891450882,258.731349945
unit.000135,Euclidean_dist_26991_80971,N/A,8.50790405273,8.52326107025,11.7595689297,256.50198102,254.312380075
unit.000136,Euclidean_dist_26991_86369,N/A,8.53871393204,8.54801797867,12.2811899185,275.392757893,272.853815079
unit.000137,Euclidean_dist_26991_91767,N/A,8.55097794533,8.5602478981,12.3091359138,319.727771044,317.97250104
unit.000138,Euclidean_dist_26991_97165,N/A,10.9427630901,10.9612810612,16.915323019,269.976193905,268.329670906
