CU,Name,StageIn,Allocate,Exec,StageOut,Done
unit.000000,Euclidean_dist_1_1,N/A,7.06245493889,7.06933498383,707.295835018,822.090410948,821.057605982
unit.000001,Euclidean_dist_1_5399,N/A,6.12088394165,6.12378287315,128.527354002,368.917514801,368.359180927
unit.000002,Euclidean_dist_1_10797,N/A,6.12657189369,6.12986779213,130.241536856,363.380169868,363.234236956
unit.000003,Euclidean_dist_1_16195,N/A,6.13534784317,6.1382188797,155.274955988,389.301479816,396.097710848
unit.000004,Euclidean_dist_1_21593,N/A,6.141040802,6.14376997948,237.187366962,470.034420967,469.103510857
unit.000005,Euclidean_dist_1_26991,N/A,6.14654183388,6.1493268013,237.693632841,473.477464914,472.324745893
unit.000006,Euclidean_dist_1_32389,N/A,6.15211892128,6.15487384796,239.814239979,467.927697897,467.048919916
unit.000007,Euclidean_dist_1_37787,N/A,6.1577038765,6.16052484512,239.912603855,471.684220791,470.2398839
unit.000008,Euclidean_dist_1_43185,N/A,6.17233800888,6.17522287369,240.177780867,471.550904989,470.240609884
unit.000009,Euclidean_dist_1_48583,N/A,6.17827486992,6.18114995956,240.239367962,481.630801916,480.923967838
unit.000010,Euclidean_dist_1_53981,N/A,6.18969988823,6.1948568821,240.728196859,474.292745829,473.353893995
unit.000011,Euclidean_dist_1_59379,N/A,6.1991558075,6.20204091072,241.637372017,468.432523966,467.058764935
unit.000012,Euclidean_dist_1_64777,N/A,6.20816588402,6.21118783951,242.447453976,471.356788874,470.259714842
unit.000013,Euclidean_dist_1_70175,N/A,6.21541380882,6.21892881393,242.59343791,473.657152891,472.332074881
unit.000014,Euclidean_dist_1_75573,N/A,6.22728896141,6.23066496849,242.670027018,483.218954802,482.019604921
unit.000015,Euclidean_dist_1_80971,N/A,6.23384594917,6.2369120121,242.960206985,479.797304869,478.795900822
unit.000016,Euclidean_dist_1_86369,N/A,6.24019193649,6.2432320118,243.581369877,483.293149948,482.0203228
unit.000017,Euclidean_dist_1_91767,N/A,6.24645495415,6.25004792213,243.638624907,481.800246,480.940815926
unit.000018,Euclidean_dist_1_97165,N/A,6.25301384926,6.25587797165,243.703778982,479.456185818,478.931955814
unit.000019,Euclidean_dist_1_102563,N/A,6.25872397423,6.26159787178,243.770670891,487.253130913,491.441912889
unit.000020,Euclidean_dist_1_107961,N/A,6.26727795601,6.27047896385,243.881444931,481.350212812,480.943296909
unit.000021,Euclidean_dist_1_113359,N/A,6.28045892715,6.29026484489,244.084340811,491.699612856,491.446372986
unit.000022,Euclidean_dist_1_118757,N/A,6.29462385178,6.30346179008,244.303157806,480.171423912,478.951776981
unit.000023,Euclidean_dist_1_124155,N/A,6.30663084984,6.30942797661,244.494114876,479.926209927,479.8510499
unit.000024,Euclidean_dist_1_129553,N/A,6.31523990631,6.31796979904,244.805758953,484.935772896,489.37606287
unit.000025,Euclidean_dist_1_134951,N/A,6.32088279724,6.32376098633,245.005398989,476.217643976,475.626835823
unit.000026,Euclidean_dist_1_140349,N/A,6.3293659687,6.33210587502,245.228444815,482.134137869,480.963033915
unit.000027,Euclidean_dist_5399_5399,N/A,5.9749519825,5.97771596909,6.44990181923,126.811164856,129.88894701
unit.000028,Euclidean_dist_5399_10797,N/A,5.9777598381,5.98061084747,6.48110580444,246.26480794,247.013787985
unit.000029,Euclidean_dist_5399_16195,N/A,5.98063898087,5.98395395279,6.50004601479,237.481786013,236.848938942
unit.000030,Euclidean_dist_5399_21593,N/A,5.9872508049,5.99015879631,6.53597378731,235.768667936,235.819106817
unit.000031,Euclidean_dist_5399_26991,N/A,5.99018788338,5.9930357933,6.55606484413,237.686103821,237.880896807
