CU,Name,StageIn,Allocate,Exec,StageOut,Done
unit.000000,Euclidean_dist_1_1,N/A,8.11231803894,8.12788820267,11.2062489986,137.399506092,136.573950052
unit.000001,Euclidean_dist_1_5399,N/A,7.13436102867,7.13765716553,7.15934514999,260.864046097,262.657632113
unit.000002,Euclidean_dist_1_10797,N/A,7.1376760006,7.14174699783,7.17022204399,279.89965415,278.33288908
unit.000003,Euclidean_dist_1_16195,N/A,7.14175105095,7.14490413666,7.17988014221,287.081300974,287.472555161
unit.000004,Euclidean_dist_1_21593,N/A,7.14799714088,7.15100502968,7.2016620636,287.14686203,287.494481087
unit.000005,Euclidean_dist_1_26991,N/A,7.15100908279,7.15400218964,7.2111890316,287.626341105,287.516951084
unit.000006,Euclidean_dist_1_32389,N/A,7.15700697899,7.15998101234,7.23014497757,265.863010168,264.417173147
unit.000007,Euclidean_dist_1_37787,N/A,7.15994811058,7.16346716881,7.24052000046,272.113095999,270.608332157
unit.000008,Euclidean_dist_1_43185,N/A,7.16346096992,7.16687297821,7.25157618523,286.232594013,287.519104004
unit.000009,Euclidean_dist_1_48583,N/A,7.16687202454,7.16972017288,7.26173210144,259.107887983,258.542086124
unit.000010,Euclidean_dist_1_53981,N/A,7.16974711418,7.17302012444,7.27328801155,289.334293127,287.540966988
unit.000011,Euclidean_dist_1_59379,N/A,7.17299818993,7.17594504356,7.28795599937,253.236641169,252.659542084
unit.000012,Euclidean_dist_1_64777,N/A,7.17889118195,7.18209815025,7.30838418007,254.933569193,256.810979128
unit.000013,Euclidean_dist_1_70175,N/A,7.18207907677,7.18508911133,7.32019209862,290.032706022,292.694007158
unit.000014,Euclidean_dist_1_75573,N/A,7.18510699272,7.18811106682,7.34107804298,295.469202995,294.062690973
unit.000015,Euclidean_dist_1_80971,N/A,7.18814516068,7.19098496437,7.35158514977,244.25814414,245.413153172
unit.000016,Euclidean_dist_1_86369,N/A,7.19100403786,7.19439315796,7.36150813103,290.617671967,294.091384172
unit.000017,Euclidean_dist_1_91767,N/A,7.19441413879,7.19726800919,7.38616514206,243.405945063,245.411514044
unit.000018,Euclidean_dist_1_97165,N/A,7.1972990036,7.20033216476,7.39818811417,268.461858988,267.461372137
unit.000019,Euclidean_dist_1_102563,N/A,7.20036911964,7.20321512222,7.40840601921,263.636861086,265.754776001
unit.000020,Euclidean_dist_1_107961,N/A,7.20325899124,7.20611310005,7.41867804527,246.421684027,245.437483072
unit.000021,Euclidean_dist_1_113359,N/A,7.20614910126,7.20929908752,7.42932510376,241.39363718,243.634186983
unit.000022,Euclidean_dist_1_118757,N/A,7.20935201645,7.21228218079,7.43990015984,247.592082977,245.762045145
unit.000023,Euclidean_dist_1_124155,N/A,7.21232104301,7.21540999413,7.45063614845,290.138898134,292.753695011
unit.000024,Euclidean_dist_1_129553,N/A,7.21841812134,7.22130298615,7.47091698647,289.028061152,287.569561005
unit.000025,Euclidean_dist_1_134951,N/A,7.22130799294,7.22441601753,7.48075008392,242.339611053,243.660511971
unit.000026,Euclidean_dist_1_140349,N/A,7.22442913055,7.22740006447,7.49064207077,275.438657045,274.839344025
unit.000027,Euclidean_dist_5399_5399,N/A,7.22742509842,7.23035001755,7.50081896782,130.068446159,130.565673113
unit.000028,Euclidean_dist_5399_10797,N/A,7.23038196564,7.23345017433,7.51386117935,249.134344101,252.678349018
unit.000029,Euclidean_dist_5399_16195,N/A,7.2334830761,7.23647618294,7.52387905121,260.312930107,262.647670031
unit.000030,Euclidean_dist_5399_21593,N/A,7.23928713799,7.24219918251,7.54614019394,240.93069005,243.681128025
unit.000031,Euclidean_dist_5399_26991,N/A,7.26348805428,7.2663731575,7.62555813789,242.894068003,245.48756218
unit.000032,Euclidean_dist_5399_32389,N/A,7.26937699318,7.27222013474,7.64488816261,267.517296076,267.483060122
