CU,Name,StageIn,Allocate,Exec,StageOut,Done
unit.000000,Euclidean_dist_1_1,N/A,185.399296045,185.403473139,601.846261024,664.391501188,661.335512161
unit.000001,Euclidean_dist_1_5399,N/A,6.09759521484,6.10632419586,6.40558815002,130.956402063,128.294305086
unit.000002,Euclidean_dist_1_10797,N/A,6.1041431427,6.11511421204,6.40778112411,139.684461117,136.547528028
unit.000003,Euclidean_dist_1_16195,N/A,6.12158703804,6.13053607941,6.4121940136,137.344894171,133.964858055
unit.000004,Euclidean_dist_1_21593,N/A,6.13488411903,6.14349102974,6.41442704201,135.98115015,132.925646067
unit.000005,Euclidean_dist_1_26991,N/A,6.14991211891,6.15890717506,6.41882920265,130.934531212,128.324694157
unit.000006,Euclidean_dist_1_32389,N/A,6.1672911644,6.17585206032,6.44025611877,120.512125015,127.203593016
unit.000007,Euclidean_dist_1_37787,N/A,6.17791199684,6.18650102615,6.44243121147,130.827500105,128.33478117
unit.000008,Euclidean_dist_1_43185,N/A,6.18856906891,6.19503808022,6.44465517998,130.947622061,128.351939201
unit.000009,Euclidean_dist_1_48583,N/A,6.20562815666,6.21212100983,6.449187994,114.810842037,111.934011221
unit.000010,Euclidean_dist_1_53981,N/A,6.21415615082,6.22273111343,6.45140814781,130.895394087,128.367395163
unit.000011,Euclidean_dist_1_59379,N/A,6.22475814819,6.23316717148,6.45361399651,141.33227706,138.6572752
unit.000012,Euclidean_dist_1_64777,N/A,6.24156117439,6.2479300499,6.45813417435,138.116034031,135.001406193
unit.000013,Euclidean_dist_1_70175,N/A,6.25219011307,6.26087808609,6.4604101181,130.914945126,128.382959127
unit.000014,Euclidean_dist_1_75573,N/A,198.748916149,198.7549541,664.396958113,788.77079916,786.293799162
unit.000015,Euclidean_dist_1_80971,N/A,208.421368122,208.425481081,691.89953804,810.764337063,808.549535036
unit.000016,Euclidean_dist_1_86369,N/A,158.732624054,158.73875308,520.079566002,634.680635214,632.004198074
unit.000017,Euclidean_dist_1_91767,N/A,218.869558096,218.875744104,711.396161079,821.860273123,819.319157124
unit.000018,Euclidean_dist_1_97165,N/A,220.917895079,220.991327047,713.199674129,829.828222036,826.982824087
unit.000019,Euclidean_dist_1_102563,N/A,75.5360631943,75.5486111641,256.64024806,367.981007099,365.057486057
unit.000020,Euclidean_dist_1_107961,N/A,254.532023191,254.548565149,816.794010162,919.201225042,916.89650321
unit.000021,Euclidean_dist_1_113359,N/A,241.177641153,241.28819108,804.534404039,918.468347073,915.880207062
unit.000022,Euclidean_dist_1_118757,N/A,252.88204217,252.987589121,812.441645145,923.512675047,921.314342022
unit.000023,Euclidean_dist_1_124155,N/A,8.74776005745,8.75402808189,8.81953811646,130.96077919,128.571201086
unit.000024,Euclidean_dist_1_129553,N/A,132.554089069,132.629649162,454.64202404,575.978995085,573.007041216
unit.000025,Euclidean_dist_1_134951,N/A,11.0161070824,11.0202782154,116.022874117,225.847868204,222.095172167
unit.000026,Euclidean_dist_1_140349,N/A,6.05004811287,6.05716300011,6.22063207626,130.880069017,128.268155098
unit.000027,Euclidean_dist_5399_5399,N/A,14.3585240841,14.4314050674,120.517887115,178.728434086,175.278883219
unit.000028,Euclidean_dist_5399_10797,N/A,6.16089916229,6.16938710213,6.43806910515,136.623176098,133.962841988
unit.000029,Euclidean_dist_5399_16195,N/A,192.375479221,192.448366165,634.68615818,746.81972003,743.067746162
unit.000030,Euclidean_dist_5399_21593,N/A,17.9981660843,18.0043342113,130.829661131,240.946807146,238.573196173
unit.000031,Euclidean_dist_5399_26991,N/A,75.6927452087,75.855766058,257.617536068,377.203931093,380.823239088
unit.000032,Euclidean_dist_5399_32389,N/A,76.737473011,76.7415640354,258.521911144,370.272692204,369.207557201
unit.000033,Euclidean_dist_5399_37787,N/A,85.9359371662,85.9419600964,346.115815163,466.36169219,464.17415309
unit.000034,Euclidean_dist_5399_43185,N/A,56.4074151516,56.4115211964,237.712702036,361.729515076,358.758902073
unit.000035,Euclidean_dist_5399_48583,N/A,198.744713068,198.750938177,663.560618162,774.324001074,771.580202103
unit.000036,Euclidean_dist_5399_53981,N/A,37.6129062176,37.6189842224,131.941521168,257.612071991,253.749245167
unit.000037,Euclidean_dist_5399_59379,N/A,152.90199399,152.975579023,481.407122135,603.571935177,601.164322138
unit.000038,Euclidean_dist_5399_64777,N/A,154.042201996,154.046344995,482.422348022,595.838331223,592.913066149
unit.000039,Euclidean_dist_5399_70175,N/A,150.813783169,150.889450073,478.188077211,596.544898033,593.985715151
unit.000040,Euclidean_dist_5399_75573,N/A,164.279051065,164.285155058,567.410354137,678.50745821,675.572192192
unit.000041,Euclidean_dist_5399_80971,N/A,156.479290009,156.483449221,487.10072422,605.58279109,602.220689058
unit.000042,Euclidean_dist_5399_86369,N/A,157.529306173,157.533547163,492.451552153,604.643802166,601.173205137
unit.000043,Euclidean_dist_5399_91767,N/A,47.7391471863,47.7451951504,182.339477062,292.119771004,289.36738801
unit.000044,Euclidean_dist_5399_97165,N/A,48.8057432175,48.8210949898,183.319876194,295.4116292,292.442887068
unit.000045,Euclidean_dist_5399_102563,N/A,50.0708370209,50.0749371052,227.761293173,347.01496315,343.79216218
unit.000046,Euclidean_dist_5399_107961,N/A,51.7612061501,51.7672700882,232.278245211,341.791755199,339.51723814
unit.000047,Euclidean_dist_5399_113359,N/A,52.8496181965,52.8537120819,234.388183117,346.182293177,343.798263073
unit.000048,Euclidean_dist_5399_118757,N/A,54.9349250793,54.9390320778,236.100867987,350.127984047,351.480789185
unit.000049,Euclidean_dist_5399_124155,N/A,53.9478909969,53.9539270401,235.496417046,362.599937201,359.795928001
unit.000050,Euclidean_dist_5399_129553,N/A,166.379906178,166.384041071,574.911660194,686.257573128,683.756453991
