CU,Name,StageIn,Allocate,Exec,StageOut,Done
unit.000000,Euclidean_dist_1_1,N/A,220.692852974,220.699283838,362.471544981,423.405549049,420.759012938
unit.000001,Euclidean_dist_1_5399,N/A,245.054255962,245.059885979,393.540948868,500.514143944,498.193104029
unit.000002,Euclidean_dist_1_10797,N/A,246.160002947,246.903576851,393.566798925,530.606170893,528.144275904
unit.000003,Euclidean_dist_1_16195,N/A,252.810642004,257.03360796,393.605677843,531.459102869,529.177795887
unit.000004,Euclidean_dist_1_21593,N/A,260.984477043,261.649114847,394.14070797,522.443732977,518.804229975
unit.000005,Euclidean_dist_1_26991,N/A,264.667593956,264.968379021,394.172683954,501.319184065,498.201587915
unit.000006,Euclidean_dist_1_32389,N/A,266.745707035,266.784667015,394.237587929,511.392215967,508.411192894
unit.000007,Euclidean_dist_1_37787,N/A,268.594161034,268.624881029,394.509780884,513.010840893,509.441690922
unit.000008,Euclidean_dist_1_43185,N/A,270.884400845,270.890645981,394.577232838,520.163312912,516.674984932
unit.000009,Euclidean_dist_1_48583,N/A,274.573077917,274.675909042,395.073287964,524.447499037,521.854409933
unit.000010,Euclidean_dist_1_53981,N/A,274.700381041,274.711871862,395.077673912,528.644458055,526.07722187
unit.000011,Euclidean_dist_1_59379,N/A,277.988234997,277.992390871,395.252285004,531.024693012,528.152364969
unit.000012,Euclidean_dist_1_64777,N/A,278.328695059,278.337141037,395.305841923,523.53827405,520.738950968
unit.000013,Euclidean_dist_1_70175,N/A,280.102699995,280.119838953,395.354014874,526.835197926,523.960247993
unit.000014,Euclidean_dist_1_75573,N/A,290.138319016,290.247295856,395.659769058,528.210985899,525.043676853
unit.000015,Euclidean_dist_1_80971,N/A,292.322525024,292.33465004,395.715401888,529.406017065,527.120276928
unit.000016,Euclidean_dist_1_86369,N/A,293.889664888,294.051141977,395.760300875,534.001075029,531.355996847
unit.000017,Euclidean_dist_1_91767,N/A,296.022248983,296.028756857,395.857434034,533.09563303,530.239493847
unit.000018,Euclidean_dist_1_97165,N/A,298.31340003,298.318488836,409.029382944,532.287909985,529.20707202
unit.000019,Euclidean_dist_1_102563,N/A,232.097494841,232.102103949,380.582943916,508.451762915,506.368510008
