CU,Name,StageIn,Allocate,Exec,StageOut,Done
unit.000000,Euclidean_dist_1_1,N/A,10.3945980072,10.4025781155,166.209357977,250.098109961,246.605658054
unit.000001,Euclidean_dist_1_5399,N/A,10.1698310375,10.1758670807,164.025181055,357.716674089,354.68466711
unit.000002,Euclidean_dist_1_10797,N/A,10.1737689972,10.1820011139,164.049055099,318.64201808,315.452506065
unit.000003,Euclidean_dist_1_16195,N/A,10.1839430332,10.1899271011,164.313018084,346.76275301,342.772706985
unit.000004,Euclidean_dist_1_21593,N/A,10.1879351139,10.1939280033,164.340711117,366.101012945,363.000111103
unit.000005,Euclidean_dist_1_26991,N/A,10.1958670616,10.201832056,164.368216991,310.504488945,307.200870991
unit.000006,Euclidean_dist_1_32389,N/A,10.1998209953,10.2058260441,164.399966955,334.08100605,330.472573996
unit.000007,Euclidean_dist_1_37787,N/A,10.2198009491,10.2285170555,164.472609997,319.078512907,315.458750963
unit.000008,Euclidean_dist_1_43185,N/A,10.2324779034,10.2384970188,164.767277956,335.000102043,331.50027895
unit.000009,Euclidean_dist_1_48583,N/A,10.2484810352,10.2544419765,164.824321985,366.027774096,363.018759012
unit.000010,Euclidean_dist_1_53981,N/A,10.2524290085,10.2585139275,164.854065895,335.48564291,331.503015041
unit.000011,Euclidean_dist_1_59379,N/A,10.2724840641,10.2804870605,164.921858072,319.524171114,315.471476078
unit.000012,Euclidean_dist_1_64777,N/A,10.2784819603,10.2864589691,164.942610025,335.987445116,332.532584906
unit.000013,Euclidean_dist_1_70175,N/A,10.2984540462,10.306773901,165.284929991,357.720782995,354.698889017
unit.000014,Euclidean_dist_1_75573,N/A,10.3107430935,10.3186690807,165.351723909,357.764689922,354.703170061
unit.000015,Euclidean_dist_1_80971,N/A,10.3166770935,10.3247129917,165.372486115,336.791798115,333.563868999
unit.000016,Euclidean_dist_1_86369,N/A,10.3226940632,10.3328568935,165.395884991,320.03273797,316.509340048
unit.000017,Euclidean_dist_1_91767,N/A,10.3367960453,10.3447289467,165.731461048,337.544631004,333.565052986
unit.000018,Euclidean_dist_1_97165,N/A,10.3427290916,10.3508379459,165.733647108,357.724941015,354.717045069
unit.000019,Euclidean_dist_1_102563,N/A,10.3567779064,10.3647301197,165.758762121,337.683738947,334.594866037
unit.000020,Euclidean_dist_1_107961,N/A,8.28417611122,8.29747200012,10.6550579071,194.930563927,191.229818106
unit.000021,Euclidean_dist_1_113359,N/A,8.59479594231,8.60333895683,11.078318119,218.057435036,213.816220045
unit.000022,Euclidean_dist_1_118757,N/A,8.60754489899,8.61369609833,11.0804300308,170.279076099,166.59762907
unit.000023,Euclidean_dist_1_124155,N/A,10.4065248966,10.4125359058,166.250869989,312.716248035,309.273159981
unit.000024,Euclidean_dist_1_129553,N/A,10.3805921078,10.3906590939,166.124536991,338.13090992,334.595993042
unit.000025,Euclidean_dist_1_134951,N/A,10.3766601086,10.3847050667,165.821877003,348.40873909,344.836656094
unit.000026,Euclidean_dist_1_140349,N/A,8.62847805023,8.63937497139,11.0867459774,189.178040981,185.288562059
unit.000027,Euclidean_dist_5399_5399,N/A,8.64358901978,8.64773511887,11.0888490677,67.3841218948,64.859265089
unit.000028,Euclidean_dist_5399_10797,N/A,8.56968593597,8.57600307465,11.0720219612,237.692289114,234.723748922
