CU,Name,StageIn,Allocate,Exec,StageOut,Done
unit.000000,Euclidean_dist_1_1,N/A,135.250716925,135.253957987,1431.47068286,1547.19869781,1547.12372303
unit.000001,Euclidean_dist_1_5399,N/A,5.95164084435,5.95461392403,5.97523903847,238.967518806,238.11709404
unit.000002,Euclidean_dist_1_10797,N/A,5.95775485039,5.96195483208,5.99672889709,243.964923859,246.263984919
unit.000003,Euclidean_dist_1_16195,N/A,5.96196389198,5.96487998962,6.00714492798,245.822719812,246.281570911
unit.000004,Euclidean_dist_1_21593,N/A,5.96824097633,5.97106194496,6.02824497223,240.566859007,244.931957006
unit.000005,Euclidean_dist_1_26991,N/A,5.97107601166,5.97392296791,6.0389509201,247.399268866,246.284000874
unit.000006,Euclidean_dist_1_32389,N/A,5.97391295433,5.97697401047,6.04953193665,253.121099949,252.674414873
unit.000007,Euclidean_dist_1_37787,N/A,5.97696900368,5.98001694679,6.06003499031,246.093407869,246.299489975
unit.000008,Euclidean_dist_1_43185,N/A,5.98283982277,5.98563790321,6.08033585548,245.481245995,246.301970959
unit.000009,Euclidean_dist_1_48583,N/A,5.98563790321,5.98892402649,6.09919786453,244.022104979,246.317606926
unit.000010,Euclidean_dist_1_53981,N/A,5.99197697639,5.99477386475,6.12025499344,244.274049997,246.335618973
unit.000011,Euclidean_dist_1_59379,N/A,5.99478292465,5.99792003632,6.13025999069,248.708043814,248.952531815
unit.000012,Euclidean_dist_1_64777,N/A,5.99792289734,6.00081801414,6.1417028904,243.577824831,246.337231874
unit.000013,Euclidean_dist_1_70175,N/A,6.00081682205,6.00366187096,6.15295696259,244.476274967,246.354419947
unit.000014,Euclidean_dist_1_75573,N/A,6.00647902489,6.00948500633,6.17245697975,240.215994835,244.955163956
unit.000015,Euclidean_dist_1_80971,N/A,6.00946998596,6.012570858,6.19281888008,241.03981185,244.953591824
unit.000016,Euclidean_dist_1_86369,N/A,6.01808381081,6.02104902267,6.23021697998,247.902423859,247.408936977
unit.000017,Euclidean_dist_1_91767,N/A,6.02104282379,6.0239470005,6.24072003365,241.786566019,244.971354961
unit.000018,Euclidean_dist_1_97165,N/A,6.02395892143,6.02683091164,6.2511639595,245.894032001,246.355543852
unit.000019,Euclidean_dist_1_102563,N/A,6.03272795677,6.03554391861,6.28163790703,240.027242899,244.98881197
unit.000020,Euclidean_dist_1_107961,N/A,6.0384478569,6.0416738987,6.30135989189,254.296624899,253.689406872
unit.000021,Euclidean_dist_1_113359,N/A,6.04169893265,6.04480600357,6.31066298485,242.003515959,244.99039793
unit.000022,Euclidean_dist_1_118757,N/A,6.05055189133,6.05341386795,6.34159898758,245.684008837,246.376206875
unit.000023,Euclidean_dist_1_124155,N/A,116.757416964,116.760565996,1408.07552791,1642.07731104,1641.47577596
