CU,Name,StageIn,Allocate,Exec,StageOut,Done
unit.000000,Euclidean_dist_1_1,N/A,279.283426046,279.469159126,279.473591089,330.529936075,327.498318911
unit.000001,Euclidean_dist_1_5399,N/A,18.1279530525,18.1420331001,18.1613609791,179.47419095,177.411396027
unit.000002,Euclidean_dist_1_10797,N/A,23.8709139824,23.9481179714,23.9544389248,182.673429966,179.461844921
unit.000003,Euclidean_dist_1_16195,N/A,23.9460151196,23.9564960003,23.9607760906,195.723958969,192.611063004
unit.000004,Euclidean_dist_1_21593,N/A,220.053050041,220.063734055,220.086930037,331.480394125,327.498768091
unit.000005,Euclidean_dist_1_26991,N/A,25.8943641186,25.8986110687,25.9030880928,191.352469921,187.705817938
unit.000006,Euclidean_dist_1_32389,N/A,32.8553221226,32.9304459095,32.9368669987,199.93333602,196.790733099
unit.000007,Euclidean_dist_1_37787,N/A,34.1014640331,34.1123039722,34.116797924,200.767997026,196.809098959
unit.000008,Euclidean_dist_1_43185,N/A,248.762059927,248.999609947,249.006038904,363.53401494,360.502245903
unit.000009,Euclidean_dist_1_48583,N/A,262.719893932,263.050951958,263.125051975,372.329438925,368.71300602
unit.000010,Euclidean_dist_1_53981,N/A,39.344422102,39.4197990894,39.4263160229,200.33297205,196.832011938
unit.000011,Euclidean_dist_1_59379,N/A,39.4176850319,39.4289560318,39.4334030151,201.170773029,196.843218088
unit.000012,Euclidean_dist_1_64777,N/A,40.2476329803,40.258261919,40.2627179623,203.52114892,198.918963909
unit.000013,Euclidean_dist_1_70175,N/A,41.3548130989,41.3630049229,41.3902499676,201.594278097,198.873798132
unit.000014,Euclidean_dist_1_75573,N/A,47.7864050865,47.8618919849,47.8683409691,202.725402117,198.939351082
unit.000015,Euclidean_dist_1_80971,N/A,48.9279470444,48.9322249889,48.9451339245,206.458796024,205.473711967
unit.000016,Euclidean_dist_1_86369,N/A,9.38634395599,9.39273810387,9.77662110329,155.518877983,152.633131981
unit.000017,Euclidean_dist_1_91767,N/A,49.8439381123,49.8481349945,49.8525960445,207.140522957,205.503998041
unit.000018,Euclidean_dist_1_97165,N/A,9.48982191086,9.50283002853,9.82252407074,167.799327135,164.664077044
unit.000019,Euclidean_dist_1_102563,N/A,51.8223340511,51.8265349865,51.8309600353,217.805336952,215.805704117
