CU,Name,StageIn,Allocate,Exec,StageOut,Done
unit.000000,Euclidean_dist_1_1,N/A,107.80746603,107.811058998,1177.03630209,1292.90400195,1292.34780502
unit.000001,Euclidean_dist_1_5399,N/A,161.387068033,161.394457102,1435.86732912,1668.282233,1667.27469397
unit.000002,Euclidean_dist_1_10797,N/A,161.39162612,161.395271063,1436.16987205,1663.76658607,1666.14456701
unit.000003,Euclidean_dist_1_16195,N/A,162.286417961,162.289494038,1445.29845715,1681.61832094,1681.59750199
unit.000004,Euclidean_dist_1_21593,N/A,165.871768951,165.875277996,1447.40773702,1682.62177801,1685.15173006
unit.000005,Euclidean_dist_1_26991,N/A,166.021039009,166.024151087,1448.71269798,1678.91082096,1678.56417704
unit.000006,Euclidean_dist_1_32389,N/A,166.988155127,166.991537094,1465.16127396,1699.1227541,1698.54967904
unit.000007,Euclidean_dist_1_37787,N/A,167.904821157,167.907799959,1520.61770415,1752.99208307,1751.66443801
unit.000008,Euclidean_dist_1_43185,N/A,172.031481028,172.03440094,1525.73484516,1755.097682,1758.92567706
unit.000009,Euclidean_dist_1_48583,N/A,172.824115038,172.827269077,1527.03993416,1758.70774603,1760.94706416
unit.000010,Euclidean_dist_1_53981,N/A,172.973482132,172.976648092,1530.15028501,1761.31814003,1760.96700096
unit.000011,Euclidean_dist_1_59379,N/A,173.725425959,173.728286982,1545.39351296,1784.22334909,1783.96876216
unit.000012,Euclidean_dist_1_64777,N/A,178.168290138,178.171196938,1574.78069901,1807.71826696,1807.58392715
unit.000013,Euclidean_dist_1_70175,N/A,179.815567017,179.818938971,1600.85837197,1836.07195401,1835.59472895
unit.000014,Euclidean_dist_1_75573,N/A,180.112734079,180.115981102,1614.49743009,1850.09625816,1849.90860701
unit.000015,Euclidean_dist_1_80971,N/A,181.538239956,181.541680098,1618.40973711,1845.49343514,1844.83679295
unit.000016,Euclidean_dist_1_86369,N/A,181.694261074,181.697154999,1625.03152299,1855.61297607,1855.055094
unit.000017,Euclidean_dist_1_91767,N/A,182.638083935,182.641498089,1633.45518112,1868.53712702,1868.22556615
unit.000018,Euclidean_dist_1_97165,N/A,183.565176964,183.56833601,1637.06881213,1866.33271408,1866.19596314
unit.000019,Euclidean_dist_1_102563,N/A,184.472128153,184.47502017,1640.78490114,1873.94933105,1873.36562204
unit.000020,Euclidean_dist_1_107961,N/A,187.721776009,187.725049019,1647.911309,1875.65255404,1876.73206902
